dep(sent-2, Congress-1)
cop(time-9, been-6)
det(time-9, a-7)
amod(time-9, long-8)
root(ROOT-0, time-9)
dep(time-9, coming-10)
punct(time-9, .-11)

det(company-2, The-1)
nsubj(struggled-5, company-2)
aux(struggled-5, has-3)
advmod(struggled-5, long-4)
root(ROOT-0, struggled-5)
aux(deliver-7, to-6)
xcomp(struggled-5, deliver-7)
det(product-11, a-8)
amod(product-11, strong-9)
amod(product-11, mainframe-class-10)
dobj(deliver-7, product-11)
punct(struggled-5, ,-12)
cc(struggled-5, and-13)
conj(struggled-5, made-14)
det(decision-17, a-15)
amod(decision-17, costly-16)
dobj(made-14, decision-17)
prep(decision-17, in-18)
dep(in-18, 1988-19)
aux(halt-21, to-20)
vmod(decision-17, halt-21)
dobj(halt-21, development-22)
prep(development-22, of-23)
det(product-26, an-24)
amod(product-26, interim-25)
pobj(of-23, product-26)
vmod(product-26, meant-27)
aux(stem-29, to-28)
xcomp(meant-27, stem-29)
det(losses-32, the-30)
nn(losses-32, revenue-31)
dobj(stem-29, losses-32)
prep(losses-32, at-33)
det(end-36, the-34)
amod(end-36, high-35)
pobj(at-33, end-36)
punct(struggled-5, .-37)

poss(failure-3, Digital-1)
possessive(Digital-1, 's-2)
nsubj(cost-14, failure-3)
aux(deliver-5, to-4)
vmod(failure-3, deliver-5)
det(machine-9, a-6)
amod(machine-9, true-7)
amod(machine-9, mainframe-class-8)
dobj(deliver-5, machine-9)
prep(deliver-5, before-10)
dep(before-10, now-11)
aux(cost-14, may-12)
aux(cost-14, have-13)
ccomp(says-31, cost-14)
det(company-16, the-15)
iobj(cost-14, company-16)
quantmod($-20, as-17)
quantmod($-20, much-18)
quantmod($-20, as-19)
dobj(cost-14, $-20)
number(billion-22, 1-21)
num($-20, billion-22)
prep($-20, in-23)
dep(in-23, revenue-24)
prep(cost-14, in-25)
amod(1989-27, fiscal-26)
pobj(in-25, 1989-27)
punct(says-31, ,-28)
nn(Willman-30, Mr.-29)
nsubj(says-31, Willman-30)
root(ROOT-0, says-31)
punct(says-31, .-32)

dep(face-3, IBM-1)
aux(face-3, will-2)
root(ROOT-0, face-3)
advmod(more-5, still-4)
amod(competition-6, more-5)
dobj(face-3, competition-6)
prep(face-3, in-7)
amod(months-9, coming-8)
pobj(in-7, months-9)
punct(face-3, .-10)

nn(Corp.-2, Amdahl-1)
nsubj(has-11, Corp.-2)
punct(Corp.-2, ,-3)
vmod(Corp.-2, backed-4)
prep(backed-4, by-5)
poss(Ltd.-9, Japan-6)
possessive(Japan-6, 's-7)
nn(Ltd.-9, Fujitsu-8)
pobj(by-5, Ltd.-9)
punct(Corp.-2, ,-10)
root(ROOT-0, has-11)
det(share-14, a-12)
amod(share-14, growing-13)
dobj(has-11, share-14)
prep(share-14, of-15)
det(market-17, the-16)
pobj(of-15, market-17)
prep(has-11, with-18)
poss(machines-23, its-19)
amod(machines-23, low-priced-20)
punct(machines-23, ,-21)
amod(machines-23, IBM-compatible-22)
pobj(with-18, machines-23)
punct(has-11, .-24)

cc(expected-24, And-1)
nn(Systems-4, National-2)
nn(Systems-4, Advanced-3)
nsubjpass(expected-24, Systems-4)
punct(Systems-4, ,-5)
det(venture-8, a-6)
amod(venture-8, joint-7)
appos(Systems-4, venture-8)
prep(venture-8, of-9)
poss(Ltd.-13, Japan-10)
possessive(Japan-10, 's-11)
nn(Ltd.-13, Hitachi-12)
pobj(of-9, Ltd.-13)
cc(Ltd.-13, and-14)
nn(Corp.-17, General-15)
nn(Corp.-17, Motors-16)
poss(Systems-21, Corp.-17)
possessive(Corp.-17, 's-18)
nn(Systems-21, Electronic-19)
nn(Systems-21, Data-20)
conj(Ltd.-13, Systems-21)
punct(Systems-4, ,-22)
auxpass(expected-24, is-23)
root(ROOT-0, expected-24)
aux(unveil-26, to-25)
xcomp(expected-24, unveil-26)
det(line-28, a-27)
dobj(unveil-26, line-28)
prep(line-28, of-29)
amod(mainframes-32, powerful-30)
amod(mainframes-32, IBM-compatible-31)
pobj(of-29, mainframes-32)
advmod(year-35, later-33)
det(year-35, this-34)
tmod(unveil-26, year-35)
punct(expected-24, .-36)

root(ROOT-0, NOTE-1)
punct(NOTE-1, :-2)

dep(Systems-5, NAS-1)
cop(Systems-5, is-2)
nn(Systems-5, National-3)
nn(Systems-5, Advanced-4)
root(ROOT-0, Systems-5)
punct(Systems-5, ,-6)
dep(Corp.-11, CDC-7)
punct(Corp.-11, ---8)
nn(Corp.-11, Control-9)
nn(Corp.-11, Data-10)
parataxis(Systems-5, Corp.-11)
punct(Corp.-11, ,-12)
dep(Inc-17, Bull-13)
dep(Inc-17, NH-14)
dep(Inc-17, Information-15)
dep(Inc-17, Systems-16)
dep(Corp.-11, Inc-17)
punct(Systems-5, .-18)

dep(Corp-5, Source-1)
punct(Corp-5, :-2)
nn(Corp-5, International-3)
nn(Corp-5, Data-4)
root(ROOT-0, Corp-5)
punct(Corp-5, .-6)

root(ROOT-0, Compiled-1)
prep(Compiled-1, by-2)
nn(Weekly-4, Publishers-3)
pobj(by-2, Weekly-4)
prep(Compiled-1, from-5)
pobj(from-5, data-6)
prep(data-6, from-7)
amod(bookstores-9, large-city-8)
pobj(from-7, bookstores-9)
punct(bookstores-9, ,-10)
nn(chains-12, bookstore-11)
conj(bookstores-9, chains-12)
cc(bookstores-9, and-13)
amod(lists-16, local-14)
nn(lists-16, bestseller-15)
conj(bookstores-9, lists-16)
prep(bookstores-9, across-17)
det(U.S.-19, the-18)
pobj(across-17, U.S.-19)
punct(Compiled-1, .-20)

root(ROOT-0, Copyright-1)
num(Copyright-1, 1989-2)
prep(Copyright-1, by-3)
nn(USA-6, Reed-4)
nn(USA-6, Publishing-5)
pobj(by-3, USA-6)
punct(Copyright-1, .-7)

det(stock-3, The-1)
amod(stock-3, frenetic-2)
nsubj(cooled-7, stock-3)
cc(stock-3, and-4)
nn(markets-6, bond-5)
conj(stock-3, markets-6)
root(ROOT-0, cooled-7)
advmod(cooled-7, off-8)
punct(cooled-7, ,-9)
cc(cooled-7, but-10)
det(dollar-12, the-11)
conj(cooled-7, dollar-12)
dep(dollar-12, slumped-13)
punct(cooled-7, .-14)

dep(rose-2, Stocks-1)
root(ROOT-0, rose-2)
advmod(rose-2, slightly-3)
mark(slowed-7, as-4)
nn(activity-6, trading-5)
nsubj(slowed-7, activity-6)
advcl(rose-2, slowed-7)
prep(slowed-7, from-8)
det(pace-11, the-9)
amod(pace-11, frenzied-10)
pobj(from-8, pace-11)
advmod(week-14, earlier-12)
det(week-14, this-13)
dep(pace-11, week-14)
punct(rose-2, .-15)

nsubj(hovered-6, Prices-1)
prep(Prices-1, of-2)
amod(bonds-5, long-term-3)
nn(bonds-5, Treasury-4)
pobj(of-2, bonds-5)
root(ROOT-0, hovered-6)
prep(hovered-6, in-7)
det(band-10, a-8)
amod(band-10, narrow-9)
pobj(in-7, band-10)
dobj(hovered-6, most-11)
prep(most-11, of-12)
det(day-14, the-13)
pobj(of-12, day-14)
punct(hovered-6, ,-15)
vmod(hovered-6, finishing-16)
advmod(changed-18, little-17)
acomp(finishing-16, changed-18)
prep(finishing-16, despite-19)
det(dollar-21, the-20)
poss(weakness-23, dollar-21)
possessive(dollar-21, 's-22)
pobj(despite-19, weakness-23)
cc(weakness-23, and-24)
conj(weakness-23, fears-25)
prep(fears-25, about-26)
det(wave-28, a-27)
nsubj(coming-32, wave-28)
prep(wave-28, of-29)
nn(borrowing-31, government-30)
pobj(of-29, borrowing-31)
pcomp(about-26, coming-32)
advmod(coming-32, soon-33)
punct(hovered-6, .-34)

vmod(gained-12, Helped-1)
prep(Helped-1, by-2)
amod(buying-5, futures-related-3)
nn(buying-5, program-4)
pobj(by-2, buying-5)
punct(gained-12, ,-6)
det(Average-11, the-7)
nn(Average-11, Dow-8)
nn(Average-11, Jones-9)
nn(Average-11, Industrial-10)
nsubj(gained-12, Average-11)
root(ROOT-0, gained-12)
num(points-14, 4.92-13)
dobj(gained-12, points-14)
aux(close-16, to-15)
vmod(gained-12, close-16)
prep(close-16, at-17)
dep(at-17, 2643.65-18)
punct(gained-12, .-19)

cc(fell-7, But-1)
det(Average-6, the-2)
nn(Average-6, Dow-3)
nn(Average-6, Jones-4)
nn(Average-6, Transportation-5)
nsubj(fell-7, Average-6)
root(ROOT-0, fell-7)
prep(fell-7, for-8)
det(session-11, the-9)
amod(session-11, seventh-consecutive-10)
pobj(for-8, session-11)
mark(dumped-15, as-12)
amod(investors-14, more-13)
nsubj(dumped-15, investors-14)
advcl(fell-7, dumped-15)
nn(shares-17, UAL-16)
dobj(dumped-15, shares-17)
punct(fell-7, .-18)

nn(prices-2, Bond-1)
nsubj(rallied-3, prices-2)
root(ROOT-0, rallied-3)
amod(morning-6, early-4)
nn(morning-6, yesterday-5)
tmod(rallied-3, morning-6)
mark(scrambled-9, as-7)
dep(scrambled-9, traders-8)
advcl(rallied-3, scrambled-9)
aux(buy-11, to-10)
xcomp(scrambled-9, buy-11)
nn(issues-13, Treasury-12)
dobj(buy-11, issues-13)
prep(scrambled-9, on-14)
pobj(on-14, fears-15)
mark(lead-22, that-16)
det(earthquake-20, the-17)
amod(earthquake-20, Northern-18)
nn(earthquake-20, California-19)
nsubj(lead-22, earthquake-20)
aux(lead-22, might-21)
ccomp(fears-15, lead-22)
prep(lead-22, to-23)
det(debacle-26, a-24)
nn(debacle-26, stock-market-25)
pobj(to-23, debacle-26)
punct(rallied-3, .-27)

cc(held-4, But-1)
advmod(held-4, when-2)
dep(held-4, stocks-3)
root(ROOT-0, held-4)
dep(held-4, steady-5)
punct(held-4, ,-6)
nn(bonds-8, Treasury-7)
dep(held-4, bonds-8)
advmod(held-4, later-9)
dep(held-4, retreated-10)
punct(held-4, .-11)

nsubj(helped-13, Speculation-1)
mark(lower-7, that-2)
det(Reserve-5, the-3)
nn(Reserve-5, Federal-4)
nsubj(lower-7, Reserve-5)
aux(lower-7, will-6)
ccomp(Speculation-1, lower-7)
nn(rates-9, interest-8)
dobj(lower-7, rates-9)
prep(lower-7, in-10)
amod(weeks-12, coming-11)
pobj(in-10, weeks-12)
ccomp(said-23, helped-13)
xcomp(helped-13, push-14)
det(dollar-16, the-15)
dobj(push-14, dollar-16)
advmod(push-14, down-17)
dep(boosting-19, while-18)
dep(push-14, boosting-19)
dep(boosting-19, stocks-20)
punct(said-23, ,-21)
dep(said-23, traders-22)
root(ROOT-0, said-23)
punct(said-23, .-24)

cc(remain-4, But-1)
amod(investors-3, many-2)
nsubj(remain-4, investors-3)
root(ROOT-0, remain-4)
acomp(remain-4, wary-5)
prep(wary-5, about-6)
dep(about-6, stocks-7)
punct(remain-4, ,-8)
advmod(expect-12, partly-9)
mark(expect-12, because-10)
dep(expect-12, they-11)
advcl(remain-4, expect-12)
amod(turbulence-14, continued-13)
dobj(expect-12, turbulence-14)
prep(turbulence-14, in-15)
det(market-18, the-16)
nn(market-18, junk-bond-17)
pobj(in-15, market-18)
dep(make-21, that-19)
aux(make-21, would-20)
dep(turbulence-14, make-21)
nsubj(finance-26, it-22)
advmod(difficult-24, more-23)
dep(finance-26, difficult-24)
aux(finance-26, to-25)
xcomp(make-21, finance-26)
amod(takeovers-28, corporate-27)
dobj(finance-26, takeovers-28)
punct(remain-4, .-29)

punct(said-15, ``-1)
dep(surprised-4, I-2)
auxpass(surprised-4, 'm-3)
ccomp(said-15, surprised-4)
dep(see-8, we-5)
aux(see-8, did-6)
neg(see-8, n't-7)
ccomp(surprised-4, see-8)
amod(volatility-10, more-9)
dobj(see-8, volatility-10)
punct(see-8, ''-11)
prep(see-8, in-12)
dep(in-12, stocks-13)
punct(said-15, ,-14)
root(ROOT-0, said-15)
nn(Jr.-19, Raymond-16)
nn(Jr.-19, F.-17)
nn(Jr.-19, DeVoe-18)
nsubj(said-15, Jr.-19)
punct(Jr.-19, ,-20)
nn(strategist-22, market-21)
appos(Jr.-19, strategist-22)
prep(strategist-22, at-23)
nn(Walker-27, Legg-24)
nn(Walker-27, Mason-25)
nn(Walker-27, Wood-26)
pobj(at-23, Walker-27)
punct(said-15, .-28)

punct(think-3, ``-1)
dep(think-3, I-2)
root(ROOT-0, think-3)
det(problems-5, the-4)
nsubj(beginning-12, problems-5)
prep(problems-5, in-6)
det(area-9, the-7)
nn(area-9, junk-bond-8)
pobj(in-6, area-9)
dep(beginning-12, are-10)
advmod(beginning-12, just-11)
ccomp(think-3, beginning-12)
punct(think-3, ,-13)
cc(think-3, and-14)
dep(unsettling-19, this-15)
aux(unsettling-19, will-16)
cop(unsettling-19, be-17)
advmod(unsettling-19, very-18)
conj(think-3, unsettling-19)
prep(unsettling-19, for-20)
pobj(for-20, companies-21)
dep(issued-24, that-22)
aux(issued-24, have-23)
ccomp(companies-21, issued-24)
nn(bonds-26, junk-25)
dobj(issued-24, bonds-26)
punct(think-3, .-27)

prep(does-7, In-1)
det(market-4, a-2)
nn(market-4, bull-3)
pobj(In-1, market-4)
punct(does-7, ,-5)
dep(does-7, credit-6)
ccomp(added-14, does-7)
neg(does-7, not-8)
dep(does-7, matter-9)
punct(added-14, ,-10)
punct(added-14, ''-11)
nn(DeVoe-13, Mr.-12)
nsubj(added-14, DeVoe-13)
root(ROOT-0, added-14)
punct(added-14, .-15)

punct(thing-13, ``-1)
cc(thing-13, But-2)
advmod(matter-6, when-3)
dep(matter-6, it-4)
aux(matter-6, does-5)
dep(thing-13, matter-6)
punct(thing-13, ,-7)
advmod(thing-13, then-8)
dep(thing-13, it-9)
cop(thing-13, 's-10)
det(thing-13, the-11)
amod(thing-13, only-12)
root(ROOT-0, thing-13)
mark(matters-15, that-14)
dep(thing-13, matters-15)
punct(thing-13, .-16)
punct(thing-13, ''-17)

advmod(reacting-7, However-1)
punct(reacting-7, ,-2)
amod(investors-5, many-3)
amod(investors-5, institutional-4)
nsubj(reacting-7, investors-5)
aux(reacting-7, are-6)
ccomp(said-22, reacting-7)
prep(reacting-7, to-8)
det(market-11, the-9)
nn(market-11, stock-10)
poss(plunge-13, market-11)
possessive(market-11, 's-12)
pobj(to-8, plunge-13)
prep(reacting-7, as-14)
punct(as-14, ``-15)
det(opportunity-19, a-16)
amod(opportunity-19, great-17)
nn(opportunity-19, buying-18)
pobj(as-14, opportunity-19)
punct(said-22, ,-20)
punct(said-22, ''-21)
root(ROOT-0, said-22)
nn(Clough-25, Charles-23)
nn(Clough-25, I.-24)
nsubj(said-22, Clough-25)
punct(Clough-25, ,-26)
amod(strategist-29, chief-27)
nn(strategist-29, investment-28)
appos(Clough-25, strategist-29)
prep(strategist-29, at-30)
nn(Markets-34, Merrill-31)
nn(Markets-34, Lynch-32)
nn(Markets-34, Capital-33)
pobj(at-30, Markets-34)
punct(said-22, .-35)

punct(beginning-4, ``-1)
dep(beginning-4, Things-2)
aux(beginning-4, are-3)
root(ROOT-0, beginning-4)
aux(settle-6, to-5)
xcomp(beginning-4, settle-6)
advmod(settle-6, down-7)
punct(beginning-4, .-8)

det(markets-2, The-1)
nsubj(returning-4, markets-2)
aux(returning-4, are-3)
root(ROOT-0, returning-4)
prep(returning-4, to-5)
dep(to-5, normalcy-6)
punct(returning-4, .-7)
punct(returning-4, ''-8)

nn(prices-2, Oil-1)
nsubj(rose-4, prices-2)
advmod(rose-4, initially-3)
root(ROOT-0, rose-4)
prep(rose-4, on-5)
pobj(on-5, fears-6)
mark(disrupt-15, that-7)
det(earthquake-10, the-8)
amod(earthquake-10, massive-9)
nsubj(disrupt-15, earthquake-10)
prep(earthquake-10, in-11)
amod(California-13, Northern-12)
pobj(in-11, California-13)
aux(disrupt-15, would-14)
ccomp(fears-6, disrupt-15)
dep(disrupt-15, production-16)
punct(rose-4, .-17)

cc(reversed-4, But-1)
dep(reversed-4, prices-2)
advmod(reversed-4, later-3)
root(ROOT-0, reversed-4)
dep(reversed-4, course-5)
punct(reversed-4, ,-6)
xcomp(reversed-4, finishing-7)
advmod(lower-9, slightly-8)
dep(finishing-7, lower-9)
punct(reversed-4, ,-10)
mark(concluded-13, as-11)
dep(concluded-13, investors-12)
advcl(reversed-4, concluded-13)
mark(be-19, that-14)
det(cuts-16, any-15)
nsubj(be-19, cuts-16)
aux(be-19, would-17)
neg(be-19, n't-18)
ccomp(concluded-13, be-19)
dep(be-19, large-20)
cc(be-19, and-21)
mark(pick-28, that-22)
amod(producers-25, foreign-23)
nn(producers-25, oil-24)
nsubj(pick-28, producers-25)
aux(pick-28, would-26)
advmod(pick-28, quickly-27)
conj(be-19, pick-28)
dep(pick-28, up-29)
det(slack-31, the-30)
dobj(pick-28, slack-31)
punct(reversed-4, .-32)

root(ROOT-0, In-1)
amod(activity-4, major-2)
nn(activity-4, market-3)
pobj(In-1, activity-4)
punct(In-1, :-5)

nn(prices-2, Stock-1)
root(ROOT-0, prices-2)
dep(prices-2, rose-3)
punct(prices-2, .-4)

nn(volume-5, New-1)
nn(volume-5, York-2)
nn(volume-5, Stock-3)
nn(volume-5, Exchange-4)
nsubj(shrank-6, volume-5)
root(ROOT-0, shrank-6)
prep(shrank-6, to-7)
number(million-9, 166.9-8)
num(shares-10, million-9)
pobj(to-7, shares-10)
prep(shrank-6, from-11)
number(million-13, 224.1-12)
dep(from-11, million-13)
dep(from-11, Tuesday-14)
punct(shrank-6, .-15)

dep(outpaced-6, Advancers-1)
prep(outpaced-6, on-2)
det(Board-5, the-3)
nn(Board-5, Big-4)
pobj(on-2, Board-5)
root(ROOT-0, outpaced-6)
dep(outpaced-6, decliners-7)
prep(outpaced-6, by-8)
dep(668-11, 822-9)
dep(668-11, to-10)
pcomp(by-8, 668-11)
punct(outpaced-6, .-12)

nn(prices-2, Bond-1)
nsubj(changed-5, prices-2)
cop(changed-5, were-3)
advmod(changed-5, little-4)
root(ROOT-0, changed-5)
prep(changed-5, in-6)
amod(activity-8, sluggish-7)
pobj(in-6, activity-8)
punct(changed-5, .-9)

det(yield-2, The-1)
nsubj(fell-9, yield-2)
prep(yield-2, on-3)
det(Treasury-5, the-4)
poss(issue-8, Treasury-5)
possessive(Treasury-5, 's-6)
amod(issue-8, 30-year-7)
pobj(on-3, issue-8)
root(ROOT-0, fell-9)
advmod(fell-9, slightly-10)
prep(fell-9, to-11)
num(%-13, 8.03-12)
pobj(to-11, %-13)
punct(fell-9, .-14)

det(dollar-2, The-1)
root(ROOT-0, dollar-2)
dep(dollar-2, dropped-3)
punct(dollar-2, .-4)

prep(was-9, In-1)
nn(York-3, New-2)
pobj(In-1, York-3)
amod(yesterday-5, late-4)
tmod(was-9, yesterday-5)
punct(was-9, ,-6)
det(currency-8, the-7)
nsubj(was-9, currency-8)
root(ROOT-0, was-9)
prep(was-9, at-10)
num(yen-12, 141.45-11)
pobj(at-10, yen-12)
cc(yen-12, and-13)
num(marks-15, 1.8485-14)
conj(yen-12, marks-15)
punct(was-9, ,-16)
advmod(was-9, down-17)
prep(down-17, from-18)
num(yen-20, 142.75-19)
pobj(from-18, yen-20)
cc(yen-20, and-21)
num(marks-23, 1.8667-22)
conj(yen-20, marks-23)
amod(Tuesday-25, late-24)
tmod(from-18, Tuesday-25)
punct(was-9, .-26)

nn(Madson-3, James-1)
nn(Madson-3, L.-2)
nsubjpass(named-10, Madson-3)
punct(Madson-3, ,-4)
num(years-6, 46-5)
npadvmod(old-7, years-6)
amod(Madson-3, old-7)
punct(Madson-3, ,-8)
auxpass(named-10, was-9)
root(ROOT-0, named-10)
det(president-13, a-11)
nn(president-13, vice-12)
xcomp(named-10, president-13)
cc(president-13, and-14)
amod(manager-17, assistant-15)
amod(manager-17, general-16)
conj(president-13, manager-17)
prep(president-13, of-18)
det(producer-20, this-19)
pobj(of-18, producer-20)
prep(producer-20, of-21)
pobj(of-21, copper-22)
cc(copper-22, and-23)
amod(minerals-25, other-24)
conj(copper-22, minerals-25)
punct(named-10, .-26)

dep(succeed-3, He-1)
aux(succeed-3, will-2)
root(ROOT-0, succeed-3)
nn(Himebaugh-6, Arthur-4)
nn(Himebaugh-6, E.-5)
dobj(succeed-3, Himebaugh-6)
prep(succeed-3, as-7)
amod(manager-9, general-8)
pobj(as-7, manager-9)
dobj(succeed-3, Feb.-10)
num(Feb.-10, 1-11)
punct(Feb.-10, ,-12)
advmod(retires-16, when-13)
nn(Himebaugh-15, Mr.-14)
nsubj(retires-16, Himebaugh-15)
rcmod(Feb.-10, retires-16)
punct(succeed-3, .-17)

nn(Corp.-2, AMR-1)
nsubj(posted-3, Corp.-2)
root(ROOT-0, posted-3)
det(drop-7, an-4)
number(%-6, 8.8-5)
amod(drop-7, %-6)
dobj(posted-3, drop-7)
prep(drop-7, in-8)
amod(income-11, third-quarter-9)
amod(income-11, net-10)
pobj(in-8, income-11)
cc(posted-3, and-12)
conj(posted-3, said-13)
det(quarter-16, the-14)
amod(quarter-16, fourth-15)
nsubj(be-18, quarter-16)
aux(be-18, will-17)
ccomp(said-13, be-18)
punct(be-18, ``-19)
dep(be-18, disappointing-20)
punct(be-18, ''-21)
advmod(be-18, as-22)
advmod(as-22, well-23)
punct(be-18, ,-24)
advmod(of-27, primarily-25)
mwe(of-27, because-26)
prep(be-18, of-27)
amod(margins-30, slimmer-28)
nn(margins-30, profit-29)
pobj(of-27, margins-30)
cc(margins-30, and-31)
amod(costs-34, increased-32)
nn(costs-34, fuel-33)
conj(margins-30, costs-34)
punct(posted-3, .-35)

poss(decline-4, AMR-1)
possessive(AMR-1, 's-2)
nn(decline-4, earnings-3)
nsubj(comes-5, decline-4)
root(ROOT-0, comes-5)
det(year-7, a-6)
dep(set-22, year-7)
mark(set-22, after-8)
det(company-11, the-9)
nn(company-11, parent-10)
nsubj(set-22, company-11)
prep(company-11, of-12)
nn(Airlines-14, American-13)
pobj(of-12, Airlines-14)
cc(company-11, and-15)
det(rest-17, the-16)
conj(company-11, rest-17)
prep(rest-17, of-18)
det(industry-21, the-19)
nn(industry-21, airline-20)
pobj(of-18, industry-21)
advcl(comes-5, set-22)
nn(records-24, profit-23)
dobj(set-22, records-24)
punct(comes-5, .-25)

det(analysts-2, Some-1)
nsubj(say-3, analysts-2)
root(ROOT-0, say-3)
det(results-6, the-4)
amod(results-6, latest-5)
nsubj(seem-8, results-6)
advmod(seem-8, only-7)
ccomp(say-3, seem-8)
dep(seem-8, pale-9)
prep(seem-8, by-10)
pobj(by-10, comparison-11)
prep(comparison-11, with-12)
det(half-16, a-13)
amod(half-16, spectacular-14)
amod(half-16, second-15)
pobj(with-12, half-16)
prep(half-16, of-17)
dep(of-17, 1988-18)
punct(say-3, .-19)

advmod(bode-8, Still-1)
punct(bode-8, ,-2)
poss(stumble-5, AMR-3)
possessive(AMR-3, 's-4)
nsubj(bode-8, stumble-5)
aux(bode-8, does-6)
neg(bode-8, n't-7)
root(ROOT-0, bode-8)
advmod(bode-8, well-9)
prep(bode-8, for-10)
det(rest-12, the-11)
pobj(for-10, rest-12)
prep(rest-12, of-13)
det(industry-15, the-14)
pobj(of-13, industry-15)
punct(bode-8, .-16)

det(company-7, The-1)
dep(company-7, Fort-2)
nn(Fort-2, Worth-3)
punct(Fort-2, ,-4)
dep(Fort-2, Texas-5)
punct(Fort-2, ,-6)
nsubjpass(regarded-10, company-7)
auxpass(regarded-10, is-8)
advmod(regarded-10, generally-9)
root(ROOT-0, regarded-10)
prep(regarded-10, as-11)
pobj(as-11, one-12)
prep(one-12, of-13)
det(best-run-15, the-14)
pobj(of-13, best-run-15)
prep(best-run-15, in-16)
det(business-18, the-17)
pobj(in-16, business-18)
punct(regarded-10, ,-19)
cc(regarded-10, and-20)
poss(difficulties-22, its-21)
nsubj(likely-24, difficulties-22)
cop(likely-24, are-23)
conj(regarded-10, likely-24)
aux(reflected-27, to-25)
auxpass(reflected-27, be-26)
xcomp(likely-24, reflected-27)
advmod(reflected-27, industrywide-28)
mark(report-33, as-29)
amod(carriers-32, other-30)
amod(carriers-32, major-31)
nsubj(report-33, carriers-32)
advcl(reflected-27, report-33)
amod(results-35, third-quarter-34)
dobj(report-33, results-35)
prep(report-33, over-36)
det(days-40, the-37)
amod(days-40, next-38)
amod(days-40, several-39)
pobj(over-36, days-40)
punct(regarded-10, .-41)

advmod(issued-27, Meanwhile-1)
punct(issued-27, ,-2)
det(company-4, the-3)
poss(board-6, company-4)
possessive(company-4, 's-5)
nsubj(issued-27, board-6)
punct(board-6, ,-7)
dep(said-10, which-8)
aux(said-10, had-9)
dep(board-6, said-10)
dep(said-10, nothing-11)
advmod(said-10, publicly-12)
prep(said-10, about-13)
nn(Trump-16, investor-14)
nn(Trump-16, Donald-15)
poss(offer-23, Trump-16)
possessive(Trump-16, 's-17)
advmod(withdrawn-19, recently-18)
amod(offer-23, withdrawn-19)
amod(offer-23, $-20)
number(billion-22, 7.5-21)
num($-20, billion-22)
pobj(about-13, offer-23)
prep(offer-23, for-24)
dep(for-24, AMR-25)
