advmod(comes-3, When-1)
dobj(study-14, quality-16)
prep(quality-16, of-17)
det(assets-19, the-18)
pobj(of-17, assets-19)
punct(said-23, ,-20)
nsubj(said-23, Banc-21)
num(Banc-21, One-22)
root(ROOT-0, said-23)
punct(said-23, .-24)

nn(Corp.-2, Society-1)
nsubj(has-4, Corp.-2)
advmod(has-4, already-3)
root(ROOT-0, has-4)
dep(has-4, branches-5)
prep(has-4, in-6)
det(area-8, the-7)
pobj(in-6, area-8)
punct(has-4, ,-9)
cc(has-4, and-10)
csubj(avoid-16, selling-11)
det(offices-14, the-12)
nn(offices-14, Trustcorp-13)
dobj(selling-11, offices-14)
aux(avoid-16, could-15)
conj(has-4, avoid-16)
det(problem-18, a-17)
dobj(avoid-16, problem-18)
prep(problem-18, with-19)
dep(with-19, regulators-20)
prep(problem-18, over-21)
amod(concentration-23, excessive-22)
pobj(over-21, concentration-23)
prep(concentration-23, of-24)
pobj(of-24, banking-25)
prep(banking-25, in-26)
det(counties-29, the-27)
num(counties-29, two-28)
pobj(in-26, counties-29)
prep(concentration-23, after-30)
det(merger-32, the-31)
pobj(after-30, merger-32)
prep(merger-32, of-33)
dep(of-33, Trustcorp-34)
prep(merger-32, into-35)
dep(into-35, Society-36)
punct(has-4, ,-37)
conj(has-4, according-38)
pcomp(according-38, to-39)
nn(sources-41, industry-40)
pobj(to-39, sources-41)
punct(has-4, .-42)

det(merger-2, The-1)
nsubjpass(scheduled-4, merger-2)
auxpass(scheduled-4, is-3)
root(ROOT-0, scheduled-4)
aux(take-6, to-5)
xcomp(scheduled-4, take-6)
dep(take-6, place-7)
prep(take-6, in-8)
det(quarter-12, the-9)
num(quarter-12, 1990-10)
amod(quarter-12, first-11)
pobj(in-8, quarter-12)
punct(scheduled-4, .-13)

nn(fears-2, Stock-market-1)
nsubj(pushed-9, fears-2)
cc(fears-2, and-3)
advmod(attractive-6, relatively-4)
advmod(attractive-6, more-5)
amod(rates-8, attractive-6)
nn(rates-8, interest-7)
conj(fears-2, rates-8)
root(ROOT-0, pushed-9)
amod(mutual-11, money-market-10)
amod(assets-13, mutual-11)
nn(assets-13, fund-12)
dobj(pushed-9, assets-13)
advmod(pushed-9, up-14)
pobj(up-14, $-15)
number(billion-17, 6.07-16)
num($-15, billion-17)
prep(pushed-9, in-18)
det(week-21, the-19)
amod(week-21, latest-20)
pobj(in-18, week-21)
punct(pushed-9, ,-22)
det(increase-25, the-23)
amod(increase-25, sharpest-24)
dobj(pushed-9, increase-25)
prep(increase-25, in-26)
quantmod(two-28, almost-27)
num(years-29, two-28)
pobj(in-26, years-29)
punct(pushed-9, .-30)

det(funds-3, The-1)
num(funds-3, 473-2)
nsubj(rose-16, funds-3)
vmod(funds-3, tracked-4)
prep(tracked-4, by-5)
det(Institute-9, the-6)
nn(Institute-9, Investment-7)
nn(Institute-9, Company-8)
pobj(by-5, Institute-9)
punct(Institute-9, ,-10)
det(group-14, a-11)
amod(group-14, Washington-based-12)
nn(group-14, trade-13)
appos(Institute-9, group-14)
punct(Institute-9, ,-15)
root(ROOT-0, rose-16)
prep(rose-16, to-17)
pobj(to-17, $-18)
number(billion-20, 356.1-19)
num($-18, billion-20)
punct($-18, ,-21)
det(record-23, a-22)
appos($-18, record-23)
punct(rose-16, .-24)

det(increase-5, The-1)
amod(increase-5, $-2)
number(billion-4, 6.07-3)
num($-2, billion-4)
nsubj(inflow-10, increase-5)
cop(inflow-10, was-6)
det(inflow-10, the-7)
amod(inflow-10, strongest-8)
amod(inflow-10, weekly-9)
root(ROOT-0, inflow-10)
prep(inflow-10, since-11)
pobj(since-11, January-12)
num(January-12, 1988-13)
punct(inflow-10, .-14)

det(increase-2, The-1)
nsubjpass(spread-4, increase-2)
auxpass(spread-4, was-3)
root(ROOT-0, spread-4)
advmod(evenly-6, fairly-5)
advmod(spread-4, evenly-6)
prep(spread-4, among-7)
det(types-10, all-8)
num(types-10, three-9)
pobj(among-7, types-10)
prep(types-10, of-11)
dep(of-11, funds-12)
punct(spread-4, .-13)

amod(investors-2, Individual-1)
nsubj(pulled-13, investors-2)
punct(investors-2, ,-3)
vmod(investors-2, represented-4)
prep(represented-4, in-5)
det(categories-11, the-6)
amod(categories-11, general-purpose-7)
cc(general-purpose-7, and-8)
conj(general-purpose-7, broker-dealer-9)
nn(categories-11, fund-10)
pobj(in-5, categories-11)
punct(investors-2, ,-12)
ccomp(said-32, pulled-13)
dep(pulled-13, money-14)
prep(pulled-13, from-15)
det(market-18, the-16)
nn(market-18, stock-17)
pobj(from-15, market-18)
prep(pulled-13, after-19)
poss(drop-22, its-20)
amod(drop-22, big-21)
pobj(after-19, drop-22)
amod(Friday-24, last-23)
dep(drop-22, Friday-24)
cc(pulled-13, and-25)
conj(pulled-13, put-26)
det(money-28, the-27)
dobj(put-26, money-28)
prep(put-26, into-29)
dep(into-29, funds-30)
punct(said-32, ,-31)
root(ROOT-0, said-32)
nn(Dreyer-34, Jacob-33)
nsubj(said-32, Dreyer-34)
punct(Dreyer-34, ,-35)
nn(president-37, vice-36)
appos(Dreyer-34, president-37)
cc(president-37, and-38)
amod(economist-40, chief-39)
conj(president-37, economist-40)
prep(president-37, of-41)
det(Institute-43, the-42)
pobj(of-41, Institute-43)
punct(said-32, .-44)

punct(said-31, ``-1)
amod(investors-3, Insitutional-2)
nsubj(reacted-10, investors-3)
punct(reacted-10, ,-4)
prep(reacted-10, on-5)
det(hand-8, the-6)
amod(hand-8, other-7)
pobj(on-5, hand-8)
punct(reacted-10, ,-9)
ccomp(said-31, reacted-10)
prep(reacted-10, to-11)
det(decline-14, the-12)
amod(decline-14, steep-13)
pobj(to-11, decline-14)
prep(decline-14, in-15)
pobj(in-15, yields-16)
prep(yields-16, on-17)
amod(instruments-20, direct-18)
amod(instruments-20, money-market-19)
pobj(on-17, instruments-20)
prep(decline-14, following-21)
det(decline-24, the-22)
nn(decline-24, stock-market-23)
pobj(following-21, decline-24)
amod(Friday-26, last-25)
dep(decline-24, Friday-26)
punct(said-31, ,-27)
punct(said-31, ''-28)
nn(Dreyer-30, Mr.-29)
nsubj(said-31, Dreyer-30)
root(ROOT-0, said-31)
punct(said-31, .-32)

nsubj(dropped-5, Yields-1)
prep(Yields-1, on-2)
nn(funds-4, money-3)
pobj(on-2, funds-4)
root(ROOT-0, dropped-5)
prep(dropped-5, in-6)
det(week-8, the-7)
pobj(in-6, week-8)
vmod(week-8, ended-9)
dep(ended-9, Tuesday-10)
punct(dropped-5, ,-11)
prep(dropped-5, according-12)
pcomp(according-12, to-13)
poss(Report-18, Donoghue-14)
possessive(Donoghue-14, 's-15)
nn(Report-18, Money-16)
nn(Report-18, Fund-17)
pobj(to-13, Report-18)
punct(Report-18, ,-19)
det(newsletter-25, a-20)
dep(newsletter-25, Holliston-21)
punct(Holliston-21, ,-22)
dep(Holliston-21, Mass.-23)
punct(Holliston-21, ,-24)
appos(Report-18, newsletter-25)
punct(dropped-5, .-26)

det(yield-5, The-1)
amod(yield-5, average-2)
amod(yield-5, seven-day-3)
amod(yield-5, compounded-4)
nsubj(fell-6, yield-5)
ccomp(said-19, fell-6)
prep(fell-6, to-7)
num(%-9, 8.55-8)
pobj(to-7, %-9)
prep(fell-6, from-10)
num(%-12, 8.60-11)
pobj(from-10, %-12)
det(week-14, the-13)
npadvmod(earlier-15, week-14)
advmod(from-10, earlier-15)
punct(said-19, ,-16)
nsubj(said-19, Donoghue-17)
possessive(Donoghue-17, 's-18)
root(ROOT-0, said-19)
punct(said-19, .-20)

prep(fell-15, At-1)
det(auction-3, the-2)
pobj(At-1, auction-3)
prep(auction-3, of-4)
amod(bills-8, six-month-5)
nn(bills-8, U.S.-6)
nn(bills-8, Treasury-7)
pobj(of-4, bills-8)
prep(auction-3, on-9)
dep(on-9, Monday-10)
punct(fell-15, ,-11)
det(yield-14, the-12)
amod(yield-14, average-13)
nsubj(fell-15, yield-14)
root(ROOT-0, fell-15)
prep(fell-15, to-16)
num(%-18, 7.61-17)
pobj(to-16, %-18)
prep(fell-15, from-19)
num(%-21, 7.82-20)
pobj(from-19, %-21)
punct(fell-15, .-22)

advmod(posted-8, Likewise-1)
punct(posted-8, ,-2)
nsubj(posted-8, certificates-3)
prep(certificates-3, of-4)
dep(of-4, deposit-5)
prep(posted-8, on-6)
dep(on-6, average-7)
root(ROOT-0, posted-8)
amod(yields-10, lower-9)
dobj(posted-8, yields-10)
prep(posted-8, in-11)
det(week-13, the-12)
pobj(in-11, week-13)
vmod(week-13, ended-14)
dep(ended-14, Tuesday-15)
punct(posted-8, .-16)

det(funds-5, The-1)
num(funds-5, 142-2)
amod(funds-5, institutional-type-3)
nn(funds-5, money-4)
nsubj(rose-6, funds-5)
root(ROOT-0, rose-6)
dobj(rose-6, $-7)
number(billion-9, 2.23-8)
num($-7, billion-9)
prep(rose-6, to-10)
pobj(to-10, $-11)
number(billion-13, 85.49-12)
num($-11, billion-13)
punct(rose-6, .-14)

det(funds-4, The-1)
num(funds-4, 235-2)
amod(funds-4, general-purpose-3)
nsubj(increased-5, funds-4)
root(ROOT-0, increased-5)
dobj(increased-5, $-6)
number(billion-8, 2.53-7)
num($-6, billion-8)
prep(increased-5, to-9)
pobj(to-9, $-10)
number(billion-12, 116.56-11)
num($-10, billion-12)
punct(increased-5, ,-13)
mark(increased-18, while-14)
num(funds-17, 96-15)
amod(funds-17, broker-dealer-16)
nsubj(increased-18, funds-17)
advcl(increased-5, increased-18)
dobj(increased-18, $-19)
number(billion-21, 1.3-20)
num($-19, billion-21)
prep(increased-18, to-22)
pobj(to-22, $-23)
number(billion-25, 154.05-24)
num($-23, billion-25)
punct(increased-5, .-26)

amod(lending-2, Domestic-1)
nsubj(source-11, lending-2)
prep(lending-2, for-3)
amod(estate-5, real-4)
pobj(for-3, estate-5)
cc(estate-5, and-6)
nn(development-8, property-7)
conj(estate-5, development-8)
cop(source-11, was-9)
det(source-11, the-10)
ccomp(said-35, source-11)
prep(source-11, of-12)
nn(Bhd.-16, Bank-13)
nn(Bhd.-16, Bumiputra-14)
nn(Bhd.-16, Malaysia-15)
poss(spate-20, Bhd.-16)
possessive(Bhd.-16, 's-17)
advmod(recent-19, most-18)
amod(spate-20, recent-19)
pobj(of-12, spate-20)
prep(spate-20, of-21)
amod(troubles-23, financial-22)
pobj(of-21, troubles-23)
punct(said-35, ,-24)
det(institution-26, the-25)
poss(chairman-29, institution-26)
possessive(institution-26, 's-27)
amod(chairman-29, executive-28)
nsubj(said-35, chairman-29)
punct(chairman-29, ,-30)
nn(Ismail-33, Mohamed-31)
nn(Ismail-33, Basir-32)
appos(chairman-29, Ismail-33)
punct(chairman-29, ,-34)
root(ROOT-0, said-35)
punct(said-35, .-36)

vmod(said-19, Speaking-1)
prep(Speaking-1, to-2)
dep(to-2, reporters-3)
det(week-5, this-4)
tmod(Speaking-1, week-5)
mark(approved-11, after-6)
nn(Bumiputra-8, Bank-7)
poss(shareholders-10, Bumiputra-8)
possessive(Bumiputra-8, 's-9)
nsubj(approved-11, shareholders-10)
advcl(Speaking-1, approved-11)
det(plan-14, a-12)
nn(plan-14, rescue-13)
dobj(approved-11, plan-14)
punct(said-19, ,-15)
nn(Basir-18, Tan-16)
nn(Basir-18, Sri-17)
nsubj(said-19, Basir-18)
root(ROOT-0, said-19)
nsubj(rocked-26, heavy-20)
amod(heavy-20, lending-21)
prep(heavy-20, to-22)
det(sector-25, the-23)
nn(sector-25, property-24)
pobj(to-22, sector-25)
ccomp(said-19, rocked-26)
det(bank-28, the-27)
dobj(rocked-26, bank-28)
advmod(plummeted-34, when-29)
nn(prices-31, property-30)
nsubj(plummeted-34, prices-31)
prep(prices-31, in-32)
dep(in-32, Malaysia-33)
dep(rocked-26, plummeted-34)
prep(plummeted-34, in-35)
dep(in-35, 1984-85-36)
punct(said-19, .-37)

dep(said-2, He-1)
root(ROOT-0, said-2)
det(bank-4, the-3)
nsubj(wait-7, bank-4)
aux(wait-7, could-5)
neg(wait-7, n't-6)
ccomp(said-2, wait-7)
dep(longer-9, any-8)
advmod(wait-7, longer-9)
mark(to-12, for-10)
dep(to-12, prices-11)
advcl(wait-7, to-12)
dep(to-12, recover-13)
cc(to-12, and-14)
mark(service-18, for-15)
dep(service-18, borrowers-16)
aux(service-18, to-17)
conj(to-12, service-18)
poss(loans-20, their-19)
dobj(service-18, loans-20)
punct(said-2, .-21)

dep(decided-6, So-1)
det(bank-3, the-2)
poss(board-5, bank-3)
possessive(bank-3, 's-4)
nsubj(decided-6, board-5)
root(ROOT-0, decided-6)
aux(make-8, to-7)
ccomp(decided-6, make-8)
number(billion-10, 1.23-9)
num(dollars-12, billion-10)
amod(dollars-12, Malaysian-11)
dobj(make-8, dollars-12)
punct(US$-14, -LRB--13)
dep(dollars-12, US$-14)
number(million-16, 457-15)
num(US$-14, million-16)
punct(US$-14, -RRB--17)
prep(dollars-12, in-18)
pobj(in-18, provisions-19)
prep(provisions-19, for-20)
nn(payments-22, interest-21)
pobj(for-20, payments-22)
prep(payments-22, from-23)
pobj(from-23, loans-24)
advmod(recorded-26, previously-25)
dep(loans-24, recorded-26)
prep(recorded-26, as-27)
dep(as-27, revenue-28)
cc(recorded-26, but-29)
neg(received-32, never-30)
advmod(received-32, actually-31)
conj(recorded-26, received-32)
prep(received-32, by-33)
det(bank-35, the-34)
pobj(by-33, bank-35)
punct(make-8, ,-36)
cc(make-8, and-37)
aux(submit-39, to-38)
conj(make-8, submit-39)
det(package-42, a-40)
nn(package-42, bailout-41)
dobj(submit-39, package-42)
aux(replenish-44, to-43)
vmod(package-42, replenish-44)
det(bank-46, the-45)
poss(capital-49, bank-46)
possessive(bank-46, 's-47)
amod(capital-49, paid-up-48)
dobj(replenish-44, capital-49)
punct(decided-6, .-50)

det(predicament-2, The-1)
nsubj(similar-8, predicament-2)
punct(added-5, ,-3)
dep(added-5, he-4)
parataxis(similar-8, added-5)
punct(added-5, ,-6)
cop(similar-8, was-7)
root(ROOT-0, similar-8)
prep(similar-8, to-9)
det(collapse-15, the-10)
nn(collapse-15, Hong-11)
nn(collapse-15, Kong-12)
num(collapse-15, 1982-83-13)
amod(collapse-15, property-price-14)
pobj(to-9, collapse-15)
punct(collapse-15, ,-16)
dep(exposed-18, which-17)
dep(collapse-15, exposed-18)
det(involvement-20, the-19)
dobj(exposed-18, involvement-20)
prep(involvement-20, of-21)
nn(Bumiputra-23, Bank-22)
poss(subsidiary-26, Bumiputra-23)
possessive(Bumiputra-23, 's-24)
amod(subsidiary-26, former-25)
pobj(of-21, subsidiary-26)
prep(subsidiary-26, in-27)
det(colony-29, the-28)
pobj(in-27, colony-29)
prep(involvement-20, in-30)
det(scandal-34, the-31)
amod(scandal-34, largest-32)
nn(scandal-34, banking-33)
pobj(in-30, scandal-34)
prep(scandal-34, in-35)
poss(history-38, Malaysia-36)
possessive(Malaysia-36, 's-37)
pobj(in-35, history-38)
punct(similar-8, .-39)

det(subsidiary-2, The-1)
nsubjpass(left-10, subsidiary-2)
punct(subsidiary-2, ,-3)
nn(Ltd.-7, Bumiputra-4)
nn(Ltd.-7, Malaysia-5)
nn(Ltd.-7, Finance-6)
appos(subsidiary-2, Ltd.-7)
punct(subsidiary-2, ,-8)
auxpass(left-10, was-9)
root(ROOT-0, left-10)
prep(left-10, with-11)
pobj(with-11, M$-12)
number(billion-14, 2.26-13)
num(M$-12, billion-14)
prep(M$-12, in-15)
amod(loans-17, bad-16)
pobj(in-15, loans-17)
vmod(loans-17, made-18)
prep(made-18, to-19)
nn(speculators-23, Hong-20)
nn(speculators-23, Kong-21)
nn(speculators-23, property-22)
pobj(to-19, speculators-23)
punct(left-10, .-24)

det(episodes-2, Both-1)
nsubj(wiped-3, episodes-2)
root(ROOT-0, wiped-3)
dep(wiped-3, out-4)
nn(Bumiputra-6, Bank-5)
poss(shareholders-8, Bumiputra-6)
possessive(Bumiputra-6, 's-7)
poss(funds-10, shareholders-8)
possessive(shareholders-8, '-9)
dobj(wiped-3, funds-10)
punct(wiped-3, .-11)

det(time-2, Each-1)
nsubjpass(called-25, time-2)
punct(called-25, ,-3)
det(bank-5, the-4)
poss(shareholder-9, bank-5)
possessive(bank-5, 's-6)
number(%-8, 90-7)
amod(shareholder-9, %-8)
nsubjpass(called-25, shareholder-9)
punct(shareholder-9, ---10)
nn(Bhd.-13, Petroliam-11)
nn(Bhd.-13, Nasional-12)
dep(shareholder-9, Bhd.-13)
punct(Bhd.-13, ,-14)
cc(Bhd.-13, or-15)
conj(Bhd.-13, Petronas-16)
punct(Bhd.-13, ,-17)
det(company-21, the-18)
amod(company-21, national-19)
nn(company-21, oil-20)
dep(Bhd.-13, company-21)
punct(shareholder-9, ---22)
aux(called-25, has-23)
auxpass(called-25, been-24)
root(ROOT-0, called-25)
prep(called-25, upon-26)
aux(rescue-28, to-27)
xcomp(called-25, rescue-28)
det(institution-30, the-29)
dobj(rescue-28, institution-30)
punct(called-25, .-31)

prep(spent-19, In-1)
num(years-3, five-2)
pobj(In-1, years-3)
punct(spent-19, ,-4)
nsubj(spent-19, Petronas-5)
punct(Petronas-5, ,-6)
dep(became-8, which-7)
dep(Petronas-5, became-8)
det(shareholder-11, the-9)
amod(shareholder-11, dominant-10)
xcomp(became-8, shareholder-11)
prep(became-8, in-12)
det(exercise-16, a-13)
num(exercise-16, 1984-14)
nn(exercise-16, rescue-15)
pobj(in-12, exercise-16)
punct(Petronas-5, ,-17)
aux(spent-19, has-18)
root(ROOT-0, spent-19)
quantmod(M$-21, about-20)
dobj(spent-19, M$-21)
number(billion-23, 3.5-22)
num(M$-21, billion-23)
aux(prop-25, to-24)
vmod(spent-19, prop-25)
dep(prop-25, up-26)
det(bank-29, the-27)
amod(bank-29, troubled-28)
dobj(prop-25, bank-29)
punct(spent-19, .-30)

nn(Basir-3, Tan-1)
nn(Basir-3, Sri-2)
nsubj(said-4, Basir-3)
root(ROOT-0, said-4)
det(plan-8, the-5)
nn(plan-8, capital-6)
nn(plan-8, restructuring-7)
nsubjpass(approved-11, plan-8)
aux(approved-11, has-9)
auxpass(approved-11, been-10)
ccomp(said-4, approved-11)
prep(approved-11, by-12)
poss(Committee-17, Malaysia-13)
possessive(Malaysia-13, 's-14)
nn(Committee-17, Capital-15)
nn(Committee-17, Issues-16)
pobj(by-12, Committee-17)
cc(Committee-17, and-18)
amod(bank-20, central-19)
conj(Committee-17, bank-20)
punct(said-4, .-21)

poss(Court-4, Malaysia-1)
possessive(Malaysia-1, 's-2)
nn(Court-4, High-3)
nsubjpass(expected-6, Court-4)
auxpass(expected-6, is-5)
root(ROOT-0, expected-6)
aux(approve-8, to-7)
xcomp(expected-6, approve-8)
det(plan-10, the-9)
dobj(approve-8, plan-10)
punct(expected-6, .-11)

advmod(approved-5, Once-1)
det(plan-3, the-2)
nsubjpass(approved-5, plan-3)
auxpass(approved-5, is-4)
dep(provided-23, approved-5)
punct(said-10, ,-6)
nn(Basir-9, Tan-7)
nn(Basir-9, Sri-8)
nsubj(said-10, Basir-9)
dep(provided-23, said-10)
punct(said-10, ,-11)
nsubjpass(provided-23, most-12)
prep(most-12, of-13)
nn(Bumiputra-15, Bank-14)
poss(loans-18, Bumiputra-15)
possessive(Bumiputra-15, 's-16)
amod(loans-18, nonperforming-17)
pobj(of-13, loans-18)
aux(provided-23, will-19)
aux(provided-23, have-20)
auxpass(provided-23, been-21)
advmod(provided-23, fully-22)
root(ROOT-0, provided-23)
prep(provided-23, for-24)
cc(provided-23, and-25)
det(bank-27, the-26)
nsubj(be-29, bank-27)
aux(be-29, will-28)
conj(provided-23, be-29)
prep(be-29, on-30)
pobj(on-30, track-31)
aux(report-33, to-32)
vmod(track-31, report-33)
det(profit-36, a-34)
amod(profit-36, pretax-35)
dobj(report-33, profit-36)
prep(profit-36, of-37)
quantmod(M$-39, between-38)
pobj(of-37, M$-39)
number(million-41, 160-40)
num(M$-39, million-41)
cc(M$-39, and-42)
conj(M$-39, M$-43)
number(million-45, 170-44)
num(M$-43, million-45)
prep(report-33, for-46)
det(year-49, the-47)
amod(year-49, fiscal-48)
pobj(for-46, year-49)
vmod(year-49, ending-50)
tmod(ending-50, March-51)
num(March-51, 31-52)
punct(provided-23, .-53)

prep(reported-11, For-1)
det(year-5, the-2)
amod(year-5, previous-3)
amod(year-5, financial-4)
pobj(For-1, year-5)
punct(reported-11, ,-6)
det(bank-8, the-7)
nsubj(reported-11, bank-8)
aux(reported-11, would-9)
aux(reported-11, have-10)
ccomp(said-31, reported-11)
det(profit-14, a-12)
amod(profit-14, pretax-13)
dobj(reported-11, profit-14)
prep(profit-14, of-15)
pobj(of-15, M$-16)
number(million-18, 168-17)
num(M$-16, million-18)
mark(made-23, if-19)
dep(made-23, it-20)
aux(made-23, had-21)
neg(made-23, n't-22)
advcl(reported-11, made-23)
dobj(made-23, provisions-24)
prep(provisions-24, for-25)
det(loans-28, the-26)
nn(loans-28, nonperforming-27)
pobj(for-25, loans-28)
punct(said-31, ,-29)
dep(said-31, he-30)
root(ROOT-0, said-31)
punct(said-31, .-32)

poss(Act-5, Malaysia-1)
possessive(Malaysia-1, 's-2)
nn(Act-5, Banking-3)
nn(Act-5, Secrecy-4)
nsubj(prohibited-6, Act-5)
ccomp(said-14, prohibited-6)
det(bank-8, the-7)
dobj(prohibited-6, bank-8)
prep(prohibited-6, from-9)
pcomp(from-9, identifying-10)
amod(borrowers-12, delinquent-11)
dobj(identifying-10, borrowers-12)
punct(said-14, ,-13)
root(ROOT-0, said-14)
nn(Basir-17, Tan-15)
nn(Basir-17, Sri-16)
nsubj(said-14, Basir-17)
punct(said-14, .-18)

cc(indicate-4, But-1)
amod(documents-3, public-2)
nsubj(indicate-4, documents-3)
root(ROOT-0, indicate-4)
num(%-6, 10-5)
nsubjpass(made-15, %-6)
cc(%-6, or-7)
conj(%-6, more-8)
prep(%-6, of-9)
det(bank-11, the-10)
poss(provisions-13, bank-11)
possessive(bank-11, 's-12)
pobj(of-9, provisions-13)
auxpass(made-15, were-14)
ccomp(indicate-4, made-15)
prep(made-15, for-16)
amod(interest-18, foregone-17)
pobj(for-16, interest-18)
prep(interest-18, on-19)
det(loan-24, a-20)
amod(loan-24, M$-21)
number(million-23, 200-22)
num(M$-21, million-23)
pobj(on-19, loan-24)
prep(loan-24, to-25)
poss(party-30, Malaysia-26)
possessive(Malaysia-26, 's-27)
amod(party-30, dominant-28)
amod(party-30, political-29)
pobj(to-25, party-30)
punct(party-30, ,-31)
det(Organization-36, the-32)
nn(Organization-36, United-33)
nn(Organization-36, Malays-34)
nn(Organization-36, National-35)
appos(party-30, Organization-36)
punct(party-30, ,-37)
aux(build-39, to-38)
vmod(loan-24, build-39)
poss(convention-41, its-40)
dobj(build-39, convention-41)
cc(convention-41, and-42)
nn(complex-44, headquarters-43)
conj(convention-41, complex-44)
prep(build-39, in-45)
nn(Lumpur-47, Kuala-46)
pobj(in-45, Lumpur-47)
punct(indicate-4, .-48)

det(loan-2, The-1)
nsubjpass(made-6, loan-2)
prep(loan-2, to-3)
dep(to-3, UMNO-4)
auxpass(made-6, was-5)
root(ROOT-0, made-6)
prep(made-6, in-7)
pobj(in-7, September-8)
num(September-8, 1983-9)
punct(made-6, .-10)

punct(said-14, ``-1)
dep(lent-3, We-2)
ccomp(said-14, lent-3)
det(lot-5, a-4)
iobj(lent-3, lot-5)
prep(lot-5, of-6)
dep(of-6, money-7)
dobj(lent-3, all-8)
prep(all-8, over-9)
det(place-11, the-10)
pobj(over-9, place-11)
punct(said-14, ,-12)
punct(said-14, ''-13)
root(ROOT-0, said-14)
nn(Basir-17, Tan-15)
nn(Basir-17, Sri-16)
nsubj(said-14, Basir-17)
punct(Basir-17, ,-18)
dep(refused-20, who-19)
dep(Basir-17, refused-20)
aux(discuss-22, to-21)
xcomp(refused-20, discuss-22)
det(bank-24, the-23)
poss(loans-27, bank-24)
possessive(bank-24, 's-25)
amod(loans-27, outstanding-26)
dobj(discuss-22, loans-27)
dep(loans-27, to-28)

advmod(as-3, As-1)
advmod(as-3, well-2)
prep(covers-18, as-3)
det(M$-5, the-4)
pobj(as-3, M$-5)
number(billion-7, 1.23-6)
num(M$-5, billion-7)
prep(M$-5, in-8)
dep(in-8, provisions-9)
vmod(M$-5, announced-10)
