nn(Cos.-4, Marsh-1)
det(Union-15, the-13)
nn(Union-15, Soviet-14)
conj(Europe-11, Union-15)
cop(marginal-19, is-16)
advmod(more-18, far-17)
advmod(marginal-19, more-18)
root(ROOT-0, marginal-19)
punct(marginal-19, .-20)

det(events-2, Those-1)
nsubj(continue-3, events-2)
root(ROOT-0, continue-3)
aux(move-5, to-4)
xcomp(continue-3, move-5)
prep(move-5, at-6)
det(rate-8, a-7)
pobj(at-6, rate-8)
punct(at-6, ,-9)
cc(at-6, and-10)
conj(at-6, in-11)
det(direction-13, a-12)
pobj(in-11, direction-13)
punct(at-6, ,-14)
dep(leave-16, which-15)
conj(at-6, leave-16)
amod(commentary-18, informed-17)
dobj(leave-16, commentary-18)
punct(alone-21, ---19)
dep(alone-21, let-20)
dep(commentary-18, alone-21)
dep(alone-21, policy-22)
punct(alone-21, ---23)
advmod(in-25, far-24)
prep(leave-16, in-25)
poss(wake-27, their-26)
pobj(in-25, wake-27)
punct(continue-3, .-28)

advmod(week-3, Earlier-1)
det(week-3, this-2)
tmod(confessed-11, week-3)
punct(confessed-11, ,-4)
nn(Shevardnadze-10, Soviet-5)
nn(Shevardnadze-10, Foreign-6)
nn(Shevardnadze-10, Minister-7)
nn(Shevardnadze-10, Eduard-8)
nn(Shevardnadze-10, A.-9)
nsubj(confessed-11, Shevardnadze-10)
root(ROOT-0, confessed-11)
mark(ignored-15, that-12)
det(U.S.S.R.-14, the-13)
nsubj(ignored-15, U.S.S.R.-14)
ccomp(confessed-11, ignored-15)
amod(values-18, universal-16)
amod(values-18, human-17)
dobj(ignored-15, values-18)
prep(ignored-15, by-19)
pcomp(by-19, invading-20)
dep(invading-20, Afghanistan-21)
cc(ignored-15, and-22)
punct(put-25, ,-23)
aux(put-25, to-24)
parataxis(ignored-15, put-25)
dep(put-25, it-26)
advmod(put-25, bluntly-27)
punct(put-25, ,-28)
punct(engaged-30, ``-29)
conj(ignored-15, engaged-30)
prep(engaged-30, in-31)
det(violation-33, a-32)
pobj(in-31, violation-33)
prep(violation-33, of-34)
det(Treaty-37, the-35)
nn(Treaty-37, ABM-36)
pobj(of-34, Treaty-37)
punct(engaged-30, ''-38)
prep(engaged-30, by-39)
pcomp(by-39, building-40)
poss(station-43, its-41)
nn(station-43, radar-42)
dobj(building-40, station-43)
prep(station-43, at-44)
dep(at-44, Krasnoyarsk-45)
punct(confessed-11, .-46)

dep(republic-10, Hungary-1)
cop(republic-10, is-2)
neg(longer-4, no-3)
advmod(republic-10, longer-4)
det(republic-10, a-5)
punct(republic-10, ``-6)
nn(republic-10, Socialist-7)
nn(republic-10, Peoples-8)
punct(republic-10, ''-9)
root(ROOT-0, republic-10)
punct(republic-10, ,-11)
det(Party-14, the-12)
nn(Party-14, Communist-13)
nsubj(has-17, Party-14)
neg(longer-16, no-15)
advmod(has-17, longer-16)
conj(republic-10, has-17)
amod(delegates-19, automatic-18)
dobj(has-17, delegates-19)
prep(delegates-19, in-20)
det(U.S.S.R.-22, the-21)
poss(Congress-24, U.S.S.R.-22)
possessive(U.S.S.R.-22, 's-23)
pobj(in-20, Congress-24)
prep(Congress-24, of-25)
nn(Deputies-27, Peoples-26)
pobj(of-25, Deputies-27)
cc(republic-10, and-28)
nn(Krenz-30, Egon-29)
nsubjpass(backed-33, Krenz-30)
auxpass(backed-33, was-31)
neg(backed-33, not-32)
conj(republic-10, backed-33)
advmod(backed-33, unanimously-34)
prep(backed-33, by-35)
poss(functionaries-39, his-36)
nn(functionaries-39, fellow-37)
nn(functionaries-39, party-38)
pobj(by-35, functionaries-39)
advmod(took-42, when-40)
dep(took-42, he-41)
ccomp(backed-33, took-42)
dep(took-42, over-43)
prep(took-42, as-44)
nn(Germany-46, East-45)
poss(leader-50, Germany-46)
possessive(Germany-46, 's-47)
amod(leader-50, new-48)
amod(leader-50, maximum-49)
pobj(as-44, leader-50)
punct(republic-10, .-51)

nsubj(is-4, All-1)
prep(All-1, of-2)
dep(of-2, that-3)
root(ROOT-0, is-4)
advmod(for-6, just-5)
prep(is-4, for-6)
dep(for-6, starters-7)
punct(is-4, ,-8)
cc(seem-21, or-9)
dep(seem-21, so-10)
det(hundreds-12, the-11)
nsubj(seem-21, hundreds-12)
prep(hundreds-12, of-13)
pobj(of-13, thousands-14)
prep(thousands-14, of-15)
nn(Europeans-17, Eastern-16)
pobj(of-15, Europeans-17)
prep(hundreds-12, in-18)
det(streets-20, the-19)
pobj(in-18, streets-20)
parataxis(is-4, seem-21)
aux(hope-23, to-22)
xcomp(seem-21, hope-23)
cc(seem-21, and-24)
aux(demanding-27, are-25)
advmod(demanding-27, certainly-26)
conj(seem-21, demanding-27)
punct(is-4, .-28)

prep(put-14, Of-1)
amod(note-7, like-2)
punct(though-4, ,-3)
dep(like-2, though-4)
dep(though-4, lesser-5)
punct(though-4, ,-6)
pobj(Of-1, note-7)
punct(put-14, ,-8)
dep(Baker-13, Secretary-9)
prep(Secretary-9, of-10)
dep(of-10, State-11)
nn(Baker-13, James-12)
nsubj(put-14, Baker-13)
root(ROOT-0, put-14)
det(administration-16, the-15)
dobj(put-14, administration-16)
dep(behind-18, four-square-17)
prep(put-14, behind-18)
pobj(behind-18, perestroika-19)
cc(perestroika-19, and-20)
conj(perestroika-19, glasnost-21)
punct(behind-25, ,-22)
cc(behind-25, and-23)
dep(behind-25, therefore-24)
dep(behind-18, behind-25)
nn(Gorbachev-27, Mikhail-26)
pobj(behind-25, Gorbachev-27)
punct(behind-25, ,-28)
prep(put-14, in-29)
det(pair-31, a-30)
pobj(in-29, pair-31)
prep(pair-31, of-32)
advmod(reasoned-34, carefully-33)
amod(speeches-35, reasoned-34)
pobj(of-32, speeches-35)
prep(pair-31, over-36)
det(week-39, the-37)
amod(week-39, past-38)
pobj(over-36, week-39)
cc(so-41, or-40)
num(week-39, so-41)
punct(put-14, .-42)

cc(views-12, And-1)
punct(views-12, ,-2)
dep(least-6, last-3)
cc(least-6, but-4)
conj(least-6, not-5)
advmod(views-12, least-6)
punct(views-12, ,-7)
nn(Bush-10, President-8)
nn(Bush-10, George-9)
nsubj(views-12, Bush-10)
advmod(views-12, now-11)
root(ROOT-0, views-12)
det(changes-14, the-13)
dobj(views-12, changes-14)
prep(changes-14, in-15)
nn(Europe-17, Eastern-16)
pobj(in-15, Europe-17)
prep(views-12, as-18)
punct(as-18, ``-19)
advmod(extraordinary-21, absolutely-20)
pobj(as-18, extraordinary-21)
punct(as-18, ''-22)
cc(views-12, and-23)
conj(views-12, believes-24)
mark(turn-31, that-25)
nn(Krenz-27, Mr.-26)
nsubj(turn-31, Krenz-27)
punct(turn-31, ``-28)
aux(turn-31, ca-29)
neg(turn-31, n't-30)
ccomp(believes-24, turn-31)
det(clock-33, the-32)
dobj(turn-31, clock-33)
dep(turn-31, back-34)
punct(turn-31, ''-35)
prep(turn-31, in-36)
nn(Germany-38, East-37)
pobj(in-36, Germany-38)
mark(inexorable-44, because-39)
det(change-41, the-40)
nsubj(inexorable-44, change-41)
cop(inexorable-44, is-42)
advmod(inexorable-44, too-43)
advcl(turn-31, inexorable-44)
punct(views-12, ,-45)
punct(views-12, ''-46)
mark(told-49, as-47)
dep(told-49, he-48)
advcl(views-12, told-49)
det(Times-53, the-50)
nn(Times-53, New-51)
nn(Times-53, York-52)
poss(Jr-57, Times-53)
possessive(Times-53, 's-54)
nn(Jr-57, R.W.-55)
nn(Jr-57, Apple-56)
dobj(told-49, Jr-57)
punct(views-12, .-58)

punct(come-20, -LRB--1)
prep(come-20, In-2)
amod(words-4, other-3)
pobj(In-2, words-4)
punct(come-20, ,-5)
prep(come-20, after-6)
det(visible-9, some-7)
advmod(visible-9, highly-8)
pobj(after-6, visible-9)
amod(visible-9, dithering-10)
cc(visible-9, and-11)
amod(airing-13, public-12)
conj(visible-9, airing-13)
prep(airing-13, of-14)
dep(of-14, differences-15)
punct(come-20, ,-16)
det(administration-18, the-17)
nsubj(come-20, administration-18)
aux(come-20, has-19)
root(ROOT-0, come-20)
dep(come-20, down-21)
prep(come-20, on-22)
det(side-24, the-23)
pobj(on-22, side-24)
prep(side-24, of-25)
pobj(of-25, those-26)
dep(believe-28, who-27)
dep(those-26, believe-28)
mark(thing-41, that-29)
dep(witnessing-33, what-30)
dep(witnessing-33, we-31)
aux(witnessing-33, are-32)
csubj(thing-41, witnessing-33)
prep(witnessing-33, from-34)
dep(from-34, Berlin-35)
prep(from-34, to-36)
dep(to-36, Siberia-37)
cop(thing-41, is-38)
det(thing-41, a-39)
amod(thing-41, good-40)
ccomp(believe-28, thing-41)
aux(welcomed-44, to-42)
auxpass(welcomed-44, be-43)
vmod(thing-41, welcomed-44)
punct(thing-41, ,-45)
cc(thing-41, rather-46)
mwe(rather-46, than-47)
det(thing-50, a-48)
amod(thing-50, new-49)
conj(thing-41, thing-50)
aux(feared-53, to-51)
auxpass(feared-53, be-52)
vmod(thing-50, feared-53)
cc(feared-53, or-54)
conj(feared-53, viewed-55)
prep(viewed-55, with-56)
dep(with-56, suspicion-57)
punct(come-20, .-58)
punct(come-20, -RRB--59)

nsubj(is-4, All-1)
prep(All-1, of-2)
dep(of-2, this-3)
root(ROOT-0, is-4)
dep(note-8, what-5)
dep(note-8, history-6)
aux(note-8, will-7)
ccomp(is-4, note-8)
punct(is-4, ,-9)
xcomp(is-4, assuming-10)
mark(make-15, that-11)
dep(make-15, events-12)
aux(make-15, do-13)
neg(make-15, n't-14)
ccomp(assuming-10, make-15)
dep(seem-17, it-16)
ccomp(make-15, seem-17)
det(joke-20, a-18)
amod(joke-20, bad-19)
dep(seem-17, joke-20)
punct(make-15, ,-21)
advmod(put-29, when-22)
det(record-24, the-23)
nsubjpass(put-29, record-24)
prep(record-24, of-25)
det(time-27, this-26)
pobj(of-25, time-27)
auxpass(put-29, is-28)
ccomp(make-15, put-29)
dep(put-29, down-30)
punct(is-4, .-31)

prep(week-23, For-1)
pobj(For-1, journalists-2)
punct(however-4, ,-3)
dep(journalists-2, however-4)
punct(however-4, ,-5)
dep(write-7, who-6)
ccomp(journalists-2, write-7)
dep(view-11, what-8)
dep(view-11, they-9)
advmod(view-11, fondly-10)
ccomp(write-7, view-11)
prep(view-11, as-12)
poss(draft-16, history-13)
possessive(history-13, 's-14)
amod(draft-16, first-15)
pobj(as-12, draft-16)
punct(week-23, ,-17)
dep(week-23, this-18)
aux(week-23, has-19)
advmod(week-23, also-20)
cop(week-23, been-21)
det(week-23, a-22)
root(ROOT-0, week-23)
aux(give-25, to-24)
vmod(week-23, give-25)
det(lot-27, a-26)
dobj(give-25, lot-27)
prep(lot-27, of-28)
pobj(of-28, space-29)
cc(space-29, and-30)
conj(space-29, time-31)
prep(give-25, to-32)
poss(appearance-38, Ron-33)
cc(Ron-33, and-34)
conj(Ron-33, Nancy-35)
possessive(Ron-33, 's-36)
nn(appearance-38, sales-37)
pobj(to-32, appearance-38)
prep(appearance-38, in-39)
dep(in-39, Japan-40)
prep(appearance-38, on-41)
pobj(on-41, behalf-42)
prep(behalf-42, of-43)
det(communications-45, a-44)
pobj(of-43, communications-45)
amod(communications-45, giant-46)
cc(communications-45, and-47)
poss(founder-50, its-48)
amod(founder-50, controversial-49)
conj(communications-45, founder-50)
punct(week-23, .-51)

nsubj(transaction-6, It-1)
aux(transaction-6, has-2)
cop(transaction-6, been-3)
det(transaction-6, a-4)
amod(transaction-6, well-paid-5)
root(ROOT-0, transaction-6)
punct(transaction-6, ,-7)
det(bartering-9, this-8)
dep(transaction-6, bartering-9)
advmod(bartering-9, away-10)
prep(bartering-9, of-11)
det(prestige-13, the-12)
pobj(of-11, prestige-13)
prep(prestige-13, of-14)
det(republic-16, the-15)
poss(office-19, republic-16)
possessive(republic-16, 's-17)
amod(office-19, highest-18)
pobj(of-14, office-19)
punct(transaction-6, .-20)

det(industrialist-3, The-1)
amod(industrialist-3, Japanese-2)
nsubj(coughed-5, industrialist-3)
aux(coughed-5, has-4)
root(ROOT-0, coughed-5)
dep(coughed-5, up-6)
quantmod($-9, at-7)
quantmod($-9, least-8)
dobj(coughed-5, $-9)
number(million-11, 2-10)
num($-9, million-11)
punct(coughed-5, ,-12)
det(government-15, the-13)
amod(government-15, Japanese-14)
nsubj(put-17, government-15)
aux(put-17, has-16)
conj(coughed-5, put-17)
dep(put-17, up-18)
quantmod(about-20, just-19)
num(much-22, about-20)
quantmod(about-20, as-21)
dobj(put-17, much-22)
punct(put-17, ,-23)
cc(put-17, or-24)
dep(reported-28, so-25)
dep(reported-28, it-26)
auxpass(reported-28, is-27)
conj(put-17, reported-28)
cc(coughed-5, and-29)
quantmod(one-32, at-30)
mwe(at-30, least-31)
num(estimate-33, one-32)
nsubj(puts-34, estimate-33)
conj(coughed-5, puts-34)
det(tab-37, the-35)
amod(tab-37, total-36)
dobj(puts-34, tab-37)
prep(puts-34, at-38)
pobj(at-38, $-39)
number(million-41, 7-40)
num($-39, million-41)
punct(coughed-5, .-42)

nsubj(enabled-5, All-1)
prep(All-1, of-2)
dep(of-2, which-3)
aux(enabled-5, has-4)
root(ROOT-0, enabled-5)
dobj(enabled-5, those-6)
prep(those-6, of-7)
dep(of-7, us-8)
prep(those-6, in-9)
dep(in-9, Washington-10)
dobj(wallowing-13, who-11)
dep(those-6, enjoy-12)
xcomp(enjoy-12, wallowing-13)
prep(wallowing-13, in-14)
amod(things-16, such-15)
pobj(in-14, things-16)
aux(go-18, to-17)
xcomp(enabled-5, go-18)
prep(go-18, into-19)
amod(dudgeon-22, high-20)
amod(dudgeon-22, public-21)
pobj(into-19, dudgeon-22)
punct(go-18, ,-23)
mark(night-32, as-24)
nn(Apple-26, Mr.-25)
nsubj(night-32, Apple-26)
cc(Apple-26, and-27)
conj(Apple-26, I-28)
aux(night-32, did-29)
det(night-32, the-30)
amod(night-32, other-31)
advcl(go-18, night-32)
prep(night-32, on-33)
poss(Nightline-37, ABC-34)
possessive(ABC-34, 's-35)
punct(Nightline-37, ``-36)
pobj(on-33, Nightline-37)
punct(enabled-5, .-38)
punct(enabled-5, ''-39)

dep(raised-5, Punching-1)
advmod(Punching-1, away-2)
punct(raised-5, ,-3)
dep(raised-5, we-4)
root(ROOT-0, raised-5)
dep(think-9, what-6)
dep(think-9, I-7)
advmod(think-9, still-8)
ccomp(raised-5, think-9)
cop(issues-14, were-10)
predet(issues-14, all-11)
det(issues-14, the-12)
amod(issues-14, right-13)
ccomp(think-9, issues-14)
cc(raised-5, and-15)
conj(raised-5, landed-16)
mwe(than-18, more-17)
quantmod(one-19, than-18)
num(blow-21, one-19)
amod(blow-21, hard-20)
dobj(landed-16, blow-21)
punct(raised-5, ,-22)
cc(raised-5, but-23)
prep(was-32, at-24)
det(end-26, the-25)
pobj(at-24, end-26)
prep(end-26, of-27)
det(affair-29, the-28)
pobj(of-27, affair-29)
punct(was-32, ,-30)
dep(was-32, there-31)
conj(raised-5, was-32)
advmod(worry-37, just-33)
det(worry-37, the-34)
amod(worry-37, tiniest-35)
nn(worry-37, nagging-36)
dep(was-32, worry-37)
mark(aiming-42, that-38)
dep(aiming-42, we-39)
aux(aiming-42, had-40)
aux(aiming-42, been-41)
ccomp(worry-37, aiming-42)
prep(aiming-42, at-43)
det(target-46, the-44)
amod(target-46, wrong-45)
pobj(at-43, target-46)
punct(raised-5, .-47)

mark(put-8, As-1)
nsubj(put-8, one-2)
prep(one-2, of-3)
poss(defenders-5, his-4)
pobj(of-3, defenders-5)
advmod(aptly-7, so-6)
advmod(put-8, aptly-7)
advcl(doing-15, put-8)
dep(put-8, it-9)
punct(doing-15, ,-10)
nn(Reagan-12, President-11)
nsubj(doing-15, Reagan-12)
aux(doing-15, was-13)
advmod(doing-15, simply-14)
root(ROOT-0, doing-15)
dep(done-20, what-16)
dep(done-20, he-17)
aux(done-20, had-18)
advmod(done-20, always-19)
dep(doing-15, done-20)
prep(done-20, before-21)
poss(election-23, his-22)
pobj(before-21, election-23)
punct(say-28, -LRB--24)
cc(say-28, and-25)
dep(say-28, some-26)
aux(say-28, would-27)
dep(done-20, say-28)
dep(say-28, thereafter-29)
advmod(well-31, as-30)
dep(thereafter-29, well-31)
punct(say-28, -RRB--32)
punct(doing-15, .-33)

dep(performing-3, He-1)
aux(performing-3, was-2)
root(ROOT-0, performing-3)
prep(performing-3, for-4)
dep(for-4, pay-5)
punct(performing-3, ,-6)
cc(performing-3, and-7)
advmod(expect-11, why-8)
aux(expect-11, should-9)
dep(expect-11, anyone-10)
conj(performing-3, expect-11)
dep(more-13, anything-12)
dobj(expect-11, more-13)
punct(performing-3, ?-14)

root(ROOT-0, Primarily-1)
mark('s-4, because-2)
dep('s-4, there-3)
dep(Primarily-1, 's-4)
dep('s-4, more-5)
prep(more-5, to-6)
det(matter-8, the-7)
pobj(to-6, matter-8)
prep(more-5, than-9)
nn(Reagan-11, Ronald-10)
poss(values-14, Reagan-11)
possessive(Reagan-11, 's-12)
amod(values-14, personal-13)
pobj(than-9, values-14)
punct(values-14, ,-15)
cc(values-14, or-16)
conj(values-14, lack-17)
prep(lack-17, of-18)
dep(of-18, them-19)
punct(Primarily-1, .-20)

csubj(devaluation-14, Selling-1)
det(presidency-3, the-2)
dobj(Selling-1, presidency-3)
prep(Selling-1, for-4)
det(mess-6, a-5)
pobj(for-4, mess-6)
prep(mess-6, of-7)
dep(of-7, pottage-8)
cop(devaluation-14, is-9)
dep(much-12, not-10)
advmod(much-12, so-11)
advmod(devaluation-14, much-12)
det(devaluation-14, a-13)
root(ROOT-0, devaluation-14)
prep(devaluation-14, from-15)
det(norm-17, the-16)
nn(today-21, norm-17)
prep(today-21, of-18)
amod(life-20, public-19)
pobj(of-18, life-20)
pobj(from-15, today-21)
mark(reflection-26, as-22)
dep(reflection-26, it-23)
cop(reflection-26, is-24)
det(reflection-26, a-25)
advcl(devaluation-14, reflection-26)
prep(reflection-26, of-27)
det(disintegration-29, the-28)
pobj(of-27, disintegration-29)
prep(disintegration-29, of-30)
amod(standards-32, public-31)
pobj(of-30, standards-32)
punct(devaluation-14, .-33)

det(song-3, The-1)
nn(song-3, theme-2)
nsubj(been-8, song-3)
prep(song-3, for-4)
det(1980s-6, the-5)
pobj(for-4, 1980s-6)
aux(been-8, has-7)
root(ROOT-0, been-8)
punct(been-8, ,-9)
punct(been-8, ``-10)
dep(Goes-12, Anything-11)
dep(been-8, Goes-12)
punct(been-8, ,-13)
punct(been-8, ''-14)
cc(been-8, and-15)
dep(whistled-19, it-16)
aux(whistled-19, has-17)
auxpass(whistled-19, been-18)
conj(been-8, whistled-19)
prep(whistled-19, with-20)
dep(with-20, gusto-21)
prep(whistled-19, from-22)
nn(Street-24, Wall-23)
pobj(from-22, Street-24)
prep(from-22, to-25)
pobj(to-25, some-26)
prep(some-26, of-27)
det(peaks-30, the-28)
amod(peaks-30, highest-29)
pobj(of-27, peaks-30)
prep(peaks-30, of-31)
dep(of-31, televangelism-32)
punct(been-8, .-33)

dep(are-2, There-1)
root(ROOT-0, are-2)
dep(are-2, those-3)
dep(say-5, who-4)
dep(those-3, say-5)
mark(nothing-9, that-6)
dep(nothing-9, this-7)
cop(nothing-9, is-8)
dep(say-5, nothing-9)
amod(nothing-9, new-10)
punct(nothing-9, ,-11)
mark(suffered-16, that-12)
dep(suffered-16, America-13)
aux(suffered-16, has-14)
advmod(suffered-16, always-15)
dep(nothing-9, suffered-16)
prep(suffered-16, from-17)
det(case-20, a-18)
amod(case-20, bad-19)
pobj(from-17, case-20)
prep(case-20, of-21)
dep(of-21, schizophrenia-22)
advmod(comes-25, when-23)
dep(comes-25, it-24)
ccomp(suffered-16, comes-25)
prep(comes-25, to-26)
det(dichotomy-28, the-27)
pobj(to-26, dichotomy-28)
prep(dichotomy-28, between-29)
dep(professed-32, what-30)
auxpass(professed-32, is-31)
pcomp(between-29, professed-32)
cc(professed-32, and-33)
dep(practiced-36, what-34)
auxpass(practiced-36, is-35)
conj(professed-32, practiced-36)
punct(are-2, .-37)

dep(is-2, There-1)
root(ROOT-0, is-2)
dep(is-2, evidence-3)
aux(support-5, to-4)
vmod(evidence-3, support-5)
det(view-7, that-6)
dobj(support-5, view-7)
punct(is-2, .-8)

num(years-2, Eighty-three-1)
npadvmod(ago-3, years-2)
advmod(wrote-7, ago-3)
punct(wrote-7, ,-4)
nn(James-6, William-5)
nsubj(wrote-7, James-6)
root(ROOT-0, wrote-7)
prep(wrote-7, to-8)
nn(Wells-10, H.G.-9)
pobj(to-8, Wells-10)
punct(wrote-7, :-11)
punct(wrote-7, ``-12)
det(flabbiness-15, The-13)
amod(flabbiness-15, moral-14)
nsubj(disease-43, flabbiness-15)
vmod(flabbiness-15, born-16)
prep(born-16, of-17)
det(worship-20, the-18)
amod(worship-20, exclusive-19)
pobj(of-17, worship-20)
prep(worship-20, of-21)
det(success-25, the-22)
nn(success-25, bitch-23)
nn(success-25, goddess-24)
pobj(of-21, success-25)
punct(disease-43, ...-26)
dep(disease-43, that-27)
punct(disease-43, ,-28)
prep(disease-43, with-29)
det(interpretation-33, the-30)
amod(interpretation-33, squalid-31)
nn(interpretation-33, cash-32)
pobj(with-29, interpretation-33)
vmod(interpretation-33, put-34)
prep(put-34, on-35)
det(success-38, the-36)
nn(success-38, word-37)
pobj(on-35, success-38)
punct(disease-43, ,-39)
cop(disease-43, is-40)
poss(disease-43, our-41)
amod(disease-43, national-42)
ccomp(wrote-7, disease-43)
punct(wrote-7, .-44)
punct(wrote-7, ''-45)

cc(commonplace-16, But-1)
mark(disease-7, if-2)
dep(disease-7, it-3)
cop(disease-7, was-4)
det(disease-7, the-5)
amod(disease-7, national-6)
advcl(commonplace-16, disease-7)
prep(disease-7, in-8)
dep(in-8, 1906-9)
punct(commonplace-16, ,-10)
dep(commonplace-16, it-11)
cop(commonplace-16, is-12)
dep(commonplace-16, today-13)
det(commonplace-16, the-14)
amod(commonplace-16, national-15)
root(ROOT-0, commonplace-16)
punct(commonplace-16, .-17)

mark(is-3, If-1)
dep(is-3, there-2)
advcl(do-9, is-3)
neg(law-5, no-4)
dep(is-3, law-5)
prep(law-5, against-6)
dep(against-6, it-7)
punct(do-9, ,-8)
root(ROOT-0, do-9)
dep(do-9, it-10)
punct(do-9, .-11)

mark(leaves-4, If-1)
det(law-3, the-2)
nsubj(leaves-4, law-3)
advcl(use-7, leaves-4)
dep(leaves-4, loopholes-5)
punct(use-7, ,-6)
root(ROOT-0, use-7)
dep(use-7, them-8)
punct(use-7, .-9)

mark(is-3, If-1)
dep(is-3, there-2)
dep(ahead-14, is-3)
neg(prohibition-6, no-4)
amod(prohibition-6, moral-5)
dep(is-3, prohibition-6)
dep(forbids-9, that-7)
advmod(forbids-9, expressly-8)
dep(prohibition-6, forbids-9)
dep(forbids-9, it-10)
punct(ahead-14, ,-11)
amod(speed-13, full-12)
npadvmod(ahead-14, speed-13)
root(ROOT-0, ahead-14)
punct(ahead-14, .-15)

cc(argue-12, And-1)
mark(caught-5, if-2)
dep(caught-5, you-3)
auxpass(caught-5, are-4)
dep(argue-12, caught-5)
cc(caught-5, or-6)
mark(complain-9, if-7)
dep(complain-9, people-8)
conj(caught-5, complain-9)
punct(argue-12, ,-10)
advmod(argue-12, simply-11)
root(ROOT-0, argue-12)
mark(does-16, that-13)
punct(does-16, ``-14)
dep(does-16, everyone-15)
ccomp(argue-12, does-16)
dep(does-16, it-17)
punct(does-16, ''-18)
cc(does-16, or-19)
punct(does-16, ``-20)
neg(one-22, no-21)
nsubj(said-23, one-22)
ccomp(does-16, said-23)
dep(should-25, I-24)
ccomp(said-23, should-25)
neg(should-25, n't-26)
punct(does-16, ''-27)
cc(argue-12, and-28)
conj(argue-12, brazen-29)
dep(brazen-29, it-30)
dep(brazen-29, out-31)
punct(argue-12, .-32)

prep(apologize-16, As-1)
det(recourse-4, a-2)
amod(recourse-4, last-3)
pobj(As-1, recourse-4)
punct(apologize-16, ,-5)
advmod(failed-10, when-6)
det(else-8, all-7)
nsubj(failed-10, else-8)
aux(failed-10, has-9)
dep(apologize-16, failed-10)
cc(failed-10, and-11)
dep(pinned-14, you-12)
auxpass(pinned-14, are-13)
conj(failed-10, pinned-14)
punct(apologize-16, ,-15)
root(ROOT-0, apologize-16)
