advmod(Monday-7, No-1)
dep(were-15, due-16)
punct(asked-3, .-17)

dep(said-2, Southmark-1)
root(ROOT-0, said-2)
dep(plans-4, it-3)
ccomp(said-2, plans-4)
aux(amend-6, to-5)
xcomp(plans-4, amend-6)
poss(10K-8, its-7)
dobj(amend-6, 10K-8)
aux(provide-10, to-9)
vmod(amend-6, provide-10)
amod(results-12, financial-11)
dobj(provide-10, results-12)
advmod(soon-14, as-13)
advmod(amend-6, soon-14)
mark(completed-19, as-15)
poss(audit-17, its-16)
nsubjpass(completed-19, audit-17)
auxpass(completed-19, is-18)
advcl(soon-14, completed-19)
punct(said-2, .-20)

nn(Seelenfreund-2, Alan-1)
nsubjpass(named-9, Seelenfreund-2)
punct(Seelenfreund-2, ,-3)
num(years-5, 52-4)
npadvmod(old-6, years-5)
amod(Seelenfreund-2, old-6)
punct(Seelenfreund-2, ,-7)
auxpass(named-9, was-8)
root(ROOT-0, named-9)
xcomp(named-9, chairman-10)
prep(chairman-10, of-11)
det(processor-13, this-12)
pobj(of-11, processor-13)
prep(processor-13, of-14)
nn(claims-16, prescription-15)
pobj(of-14, claims-16)
punct(named-9, ,-17)
xcomp(named-9, succeeding-18)
nn(Jr.-22, Thomas-19)
nn(Jr.-22, W.-20)
nn(Jr.-22, Field-21)
dobj(succeeding-18, Jr.-22)
punct(Jr.-22, ,-23)
num(Jr.-22, 55-24)
punct(Jr.-22, ,-25)
dep(resigned-27, who-26)
dep(Jr.-22, resigned-27)
amod(month-29, last-28)
tmod(resigned-27, month-29)
punct(named-9, .-30)

nn(Field-2, Mr.-1)
nsubj(chairman-6, Field-2)
advmod(chairman-6, also-3)
aux(chairman-6, had-4)
cop(chairman-6, been-5)
root(ROOT-0, chairman-6)
prep(chairman-6, of-7)
nn(Corp.-9, McKesson-8)
pobj(of-7, Corp.-9)
punct(chairman-6, ,-10)
vmod(chairman-6, resigning-11)
det(post-13, that-12)
dobj(resigning-11, post-13)
prep(resigning-11, after-14)
det(dispute-16, a-15)
pobj(after-14, dispute-16)
prep(dispute-16, with-17)
det(board-19, the-18)
pobj(with-17, board-19)
prep(dispute-16, over-20)
amod(strategy-22, corporate-21)
pobj(over-20, strategy-22)
punct(chairman-6, .-23)

nn(Seelenfreund-2, Mr.-1)
nsubj(president-6, Seelenfreund-2)
cop(president-6, is-3)
amod(president-6, executive-4)
nn(president-6, vice-5)
root(ROOT-0, president-6)
cc(president-6, and-7)
amod(officer-10, chief-8)
amod(officer-10, financial-9)
conj(president-6, officer-10)
prep(president-6, of-11)
dep(of-11, McKesson-12)
cc(president-6, and-13)
aux(continue-15, will-14)
conj(president-6, continue-15)
prep(continue-15, in-16)
det(roles-18, those-17)
pobj(in-16, roles-18)
punct(president-6, .-19)

dep(named-3, PCS-1)
advmod(named-3, also-2)
root(ROOT-0, named-3)
nn(Malson-6, Rex-4)
nn(Malson-6, R.-5)
dobj(named-3, Malson-6)
punct(Malson-6, ,-7)
num(Malson-6, 57-8)
punct(Malson-6, ,-9)
amod(president-12, executive-10)
nn(president-12, vice-11)
appos(Malson-6, president-12)
prep(president-12, at-13)
dep(at-13, McKesson-14)
punct(named-3, ,-15)
prep(named-3, as-16)
det(director-18, a-17)
pobj(as-16, director-18)
punct(named-3, ,-19)
vmod(named-3, filling-20)
det(seat-22, the-21)
dobj(filling-20, seat-22)
vmod(seat-22, vacated-23)
prep(vacated-23, by-24)
nn(Field-26, Mr.-25)
pobj(by-24, Field-26)
punct(named-3, .-27)

nn(Malson-2, Messrs.-1)
nsubj(directors-6, Malson-2)
cc(Malson-2, and-3)
conj(Malson-2, Seelenfreund-4)
cop(directors-6, are-5)
root(ROOT-0, directors-6)
prep(directors-6, of-7)
pobj(of-7, McKesson-8)
punct(McKesson-8, ,-9)
dep(has-11, which-10)
dep(McKesson-8, has-11)
det(stake-15, an-12)
number(%-14, 86-13)
amod(stake-15, %-14)
dobj(has-11, stake-15)
prep(stake-15, in-16)
dep(in-16, PCS-17)
punct(directors-6, .-18)

nn(Inc.-3, MedChem-1)
nn(Inc.-3, Products-2)
nsubj(said-4, Inc.-3)
root(ROOT-0, said-4)
det(Court-8, a-5)
nn(Court-8, U.S.-6)
nn(Court-8, District-7)
nsubj(ruled-11, Court-8)
prep(Court-8, in-9)
dep(in-9, Boston-10)
ccomp(said-4, ruled-11)
mark(was-28, that-12)
det(challenge-14, a-13)
nsubj(was-28, challenge-14)
prep(challenge-14, by-15)
dep(by-15, MedChem-16)
prep(challenge-14, to-17)
det(validity-19, the-18)
pobj(to-17, validity-19)
prep(validity-19, of-20)
det(patent-23, a-21)
nn(patent-23, U.S.-22)
pobj(of-20, patent-23)
vmod(patent-23, held-24)
prep(held-24, by-25)
nn(Inc.-27, Pharmacia-26)
pobj(by-25, Inc.-27)
ccomp(ruled-11, was-28)
punct(was-28, ``-29)
prep(was-28, without-30)
dep(without-30, merit-31)
punct(said-4, .-32)
punct(said-4, ''-33)

nsubj(charged-10, Pharmacia-1)
punct(Pharmacia-1, ,-2)
vmod(Pharmacia-1, based-3)
prep(based-3, in-4)
nn(Sweden-7, Upsala-5)
punct(Sweden-7, ,-6)
pobj(in-4, Sweden-7)
punct(Pharmacia-1, ,-8)
aux(charged-10, had-9)
root(ROOT-0, charged-10)
prep(charged-10, in-11)
det(lawsuit-13, a-12)
pobj(in-11, lawsuit-13)
prep(lawsuit-13, against-14)
dep(against-14, MedChem-15)
mark(infringes-22, that-16)
poss(line-21, MedChem-17)
possessive(MedChem-17, 's-18)
nn(line-21, AMVISC-19)
nn(line-21, product-20)
nsubj(infringes-22, line-21)
ccomp(charged-10, infringes-22)
prep(infringes-22, on-23)
det(patent-26, the-24)
nn(patent-26, Pharmacia-25)
pobj(on-23, patent-26)
punct(charged-10, .-27)

det(patent-2, The-1)
nsubjpass(related-4, patent-2)
auxpass(related-4, is-3)
root(ROOT-0, related-4)
prep(related-4, to-5)
amod(acid-7, hyaluronic-6)
pobj(to-5, acid-7)
punct(acid-7, ,-8)
det(extract-11, a-9)
nn(extract-11, rooster-comb-10)
appos(acid-7, extract-11)
vmod(extract-11, used-12)
prep(used-12, in-13)
nn(surgery-15, eye-14)
pobj(in-13, surgery-15)
punct(related-4, .-16)

prep(seeking-7, In-1)
poss(lawsuit-3, its-2)
pobj(In-1, lawsuit-3)
punct(seeking-7, ,-4)
dep(seeking-7, Pharmacia-5)
aux(seeking-7, is-6)
root(ROOT-0, seeking-7)
amod(damages-9, unspecified-8)
dobj(seeking-7, damages-9)
cc(damages-9, and-10)
det(injunction-13, a-11)
amod(injunction-13, preliminary-12)
conj(damages-9, injunction-13)
aux(block-15, to-14)
vmod(injunction-13, block-15)
dep(block-15, MedChem-16)
prep(block-15, from-17)
pcomp(from-17, selling-18)
det(products-21, the-19)
nn(products-21, AMVISC-20)
dobj(selling-18, products-21)
punct(seeking-7, .-22)

det(spokesman-3, A-1)
nn(spokesman-3, MedChem-2)
nsubj(said-4, spokesman-3)
root(ROOT-0, said-4)
det(products-6, the-5)
nsubj(contribute-7, products-6)
ccomp(said-4, contribute-7)
quantmod(a-9, about-8)
num(third-10, a-9)
dobj(contribute-7, third-10)
prep(third-10, of-11)
poss(sales-14, MedChem-12)
possessive(MedChem-12, 's-13)
pobj(of-11, sales-14)
cc(third-10, and-15)
number(%-20, 10-16)
dep(%-20, %-17)
dep(%-20, to-18)
number(%-20, 20-19)
conj(third-10, %-20)
prep(%-20, of-21)
poss(earnings-23, its-22)
pobj(of-21, earnings-23)
punct(said-4, .-24)

prep(earned-11, In-1)
det(year-3, the-2)
pobj(In-1, year-3)
vmod(year-3, ended-4)
tmod(ended-4, Aug.-5)
num(Aug.-5, 31-6)
punct(Aug.-5, ,-7)
num(Aug.-5, 1988-8)
punct(earned-11, ,-9)
dep(earned-11, MedChem-10)
root(ROOT-0, earned-11)
dobj(earned-11, $-12)
number(million-14, 2.9-13)
num($-12, million-14)
punct($-12, ,-15)
cc($-12, or-16)
num(cents-18, 72-17)
conj($-12, cents-18)
det(share-20, a-19)
dep(cents-18, share-20)
punct(earned-11, ,-21)
prep(earned-11, on-22)
pobj(on-22, sales-23)
prep(sales-23, of-24)
pobj(of-24, $-25)
number(million-27, 17.4-26)
num($-25, million-27)
punct(earned-11, .-28)

dep(said-2, MedChem-1)
root(ROOT-0, said-2)
det(court-4, the-3)
poss(ruling-6, court-4)
possessive(court-4, 's-5)
nsubjpass(issued-8, ruling-6)
auxpass(issued-8, was-7)
ccomp(said-2, issued-8)
prep(issued-8, as-9)
pobj(as-9, part-10)
prep(part-10, of-11)
det(trial-15, a-12)
punct(trial-15, ``-13)
amod(trial-15, first-phase-14)
pobj(of-11, trial-15)
punct(trial-15, ''-16)
prep(trial-15, in-17)
det(proceedings-20, the-18)
nn(proceedings-20, patent-infringement-19)
pobj(in-17, proceedings-20)
cc(issued-8, and-21)
conj(issued-8, concerns-22)
advmod(one-24, only-23)
dobj(concerns-22, one-24)
prep(one-24, of-25)
poss(defenses-27, its-26)
pobj(of-25, defenses-27)
prep(defenses-27, in-28)
det(case-30, the-29)
pobj(in-28, case-30)
punct(said-2, .-31)

dep(said-2, It-1)
root(ROOT-0, said-2)
dep(considering-5, it-3)
aux(considering-5, is-4)
ccomp(said-2, considering-5)
punct(considering-5, ``-6)
dobj(considering-5, all-7)
prep(all-7, of-8)
poss(options-10, its-9)
pobj(of-8, options-10)
prep(considering-5, in-11)
pobj(in-11, light-12)
prep(light-12, of-13)
det(decision-15, the-14)
pobj(of-13, decision-15)
punct(considering-5, ,-16)
prep(considering-5, including-17)
det(appeal-20, a-18)
amod(appeal-20, possible-19)
pobj(including-17, appeal-20)
punct(said-2, .-21)
punct(said-2, ''-22)

det(company-3, The-1)
nn(company-3, medical-products-2)
nsubj(added-4, company-3)
root(ROOT-0, added-4)
mark(plans-7, that-5)
dep(plans-7, it-6)
ccomp(added-4, plans-7)
aux(assert-10, to-8)
punct(assert-10, ``-9)
xcomp(plans-7, assert-10)
poss(defenses-13, its-11)
amod(defenses-13, other-12)
dobj(assert-10, defenses-13)
punct(defenses-13, ''-14)
prep(defenses-13, against-15)
poss(lawsuit-18, Pharmacia-16)
possessive(Pharmacia-16, 's-17)
pobj(against-15, lawsuit-18)
punct(defenses-13, ,-19)
prep(defenses-13, including-20)
det(claim-22, the-21)
pobj(including-20, claim-22)
mark(infringed-27, that-23)
dep(infringed-27, it-24)
aux(infringed-27, has-25)
neg(infringed-27, n't-26)
ccomp(claim-22, infringed-27)
prep(infringed-27, on-28)
poss(patent-31, Pharmacia-29)
possessive(Pharmacia-29, 's-30)
pobj(on-28, patent-31)
punct(added-4, .-32)

dep(said-2, MedChem-1)
root(ROOT-0, said-2)
mark(scheduled-6, that-3)
det(court-5, the-4)
nsubj(scheduled-6, court-5)
ccomp(said-2, scheduled-6)
det(conference-8, a-7)
dobj(scheduled-6, conference-8)
prep(scheduled-6, for-9)
amod(Monday-11, next-10)
pobj(for-9, Monday-11)
punct(set-14, ---12)
aux(set-14, to-13)
parataxis(scheduled-6, set-14)
det(date-16, a-15)
dobj(set-14, date-16)
prep(date-16, for-17)
pobj(for-17, proceedings-18)
prep(proceedings-18, on-19)
poss(motion-22, Pharmacia-20)
possessive(Pharmacia-20, 's-21)
pobj(on-19, motion-22)
prep(motion-22, for-23)
det(injunction-26, a-24)
amod(injunction-26, preliminary-25)
pobj(for-23, injunction-26)
punct(said-2, .-27)

nn(publishers-2, Newspaper-1)
nsubj(reporting-4, publishers-2)
aux(reporting-4, are-3)
root(ROOT-0, reporting-4)
amod(results-7, mixed-5)
amod(results-7, third-quarter-6)
dobj(reporting-4, results-7)
punct(results-7, ,-8)
dep(results-7, aided-9)
prep(aided-9, by-10)
amod(prices-13, favorable-11)
nn(prices-13, newsprint-12)
pobj(by-10, prices-13)
cc(aided-9, and-14)
conj(aided-9, hampered-15)
prep(hampered-15, by-16)
amod(linage-21, flat-17)
cc(flat-17, or-18)
conj(flat-17, declining-19)
nn(linage-21, advertising-20)
pobj(by-16, linage-21)
punct(linage-21, ,-22)
advmod(in-24, especially-23)
prep(linage-21, in-24)
det(Northeast-26, the-25)
pobj(in-24, Northeast-26)
punct(reporting-4, .-27)

vmod(upset-17, Adding-1)
prep(Adding-1, to-2)
pobj(to-2, unsteadiness-3)
prep(unsteadiness-3, in-4)
det(industry-6, the-5)
pobj(in-4, industry-6)
punct(upset-17, ,-7)
amod(patterns-12, seasonal-8)
amod(patterns-12, retail-9)
nn(patterns-12, ad-10)
nn(patterns-12, spending-11)
nsubjpass(upset-17, patterns-12)
prep(patterns-12, in-13)
dep(in-13, newspapers-14)
aux(upset-17, have-15)
auxpass(upset-17, been-16)
root(ROOT-0, upset-17)
prep(upset-17, by-18)
pobj(by-18, shifts-19)
prep(shifts-19, in-20)
dep(in-20, ownership-21)
cc(shifts-19, and-22)
amod(hardships-24, general-23)
conj(shifts-19, hardships-24)
prep(hardships-24, within-25)
det(industry-28, the-26)
amod(industry-28, retail-27)
pobj(within-25, industry-28)
punct(upset-17, .-29)

prep(filed-16, In-1)
nn(York-3, New-2)
pobj(In-1, York-3)
punct(filed-16, ,-4)
det(Teller-7, the-5)
nn(Teller-7, Bonwit-6)
nsubj(filed-16, Teller-7)
cc(Teller-7, and-8)
nn(Altman-10, B.-9)
conj(Teller-7, Altman-10)
cc(Teller-7, &-11)
nn(stores-14, Co.-12)
nn(stores-14, department-13)
conj(Teller-7, stores-14)
aux(filed-16, have-15)
root(ROOT-0, filed-16)
prep(filed-16, for-17)
pobj(for-17, protection-18)
prep(protection-18, from-19)
dep(from-19, creditors-20)
prep(filed-16, under-21)
pobj(under-21, Chapter-22)
num(Chapter-22, 11-23)
prep(Chapter-22, of-24)
det(Code-28, the-25)
amod(Code-28, federal-26)
nn(Code-28, Bankruptcy-27)
pobj(of-24, Code-28)
punct(filed-16, ,-29)
mark(are-45, while-30)
det(Macy-33, the-31)
nn(Macy-33, R.H.-32)
nsubj(are-45, Macy-33)
cc(Macy-33, &-34)
nn(Bloomingdale-37, Co.-35)
punct(Bloomingdale-37, ,-36)
conj(Macy-33, Bloomingdale-37)
possessive(Bloomingdale-37, 's-38)
cc(Macy-33, and-39)
nn(chains-44, Saks-40)
nn(chains-44, Fifth-41)
nn(chains-44, Avenue-42)
nn(chains-44, department-store-43)
conj(Macy-33, chains-44)
advcl(filed-16, are-45)
prep(are-45, for-46)
dep(for-46, sale-47)
punct(filed-16, .-48)

amod(papers-2, Many-1)
nsubjpass(faced-8, papers-2)
prep(papers-2, throughout-3)
det(country-5, the-4)
pobj(throughout-3, country-5)
auxpass(faced-8, are-6)
advmod(faced-8, also-7)
root(ROOT-0, faced-8)
prep(faced-8, with-9)
det(slowdown-11, a-10)
pobj(with-9, slowdown-11)
prep(slowdown-11, in-12)
nn(spending-14, classified-ad-13)
pobj(in-12, spending-14)
punct(spending-14, ,-15)
det(category-18, a-16)
amod(category-18, booming-17)
appos(spending-14, category-18)
prep(category-18, for-19)
dep(for-19, newspapers-20)
prep(category-18, in-21)
amod(years-23, recent-22)
pobj(in-21, years-23)
punct(faced-8, .-24)

prep(believed-6, Until-1)
dep(Until-1, recently-2)
punct(believed-6, ,-3)
nn(analysts-5, industry-4)
nsubj(believed-6, analysts-5)
root(ROOT-0, believed-6)
nsubj(bottomed-13, decreases-7)
prep(decreases-7, in-8)
amod(spending-11, retail-9)
nn(spending-11, ad-10)
pobj(in-8, spending-11)
aux(bottomed-13, had-12)
ccomp(believed-6, bottomed-13)
dep(bottomed-13, out-14)
cc(bottomed-13, and-15)
aux(increase-19, would-16)
prep(increase-19, in-17)
dep(in-17, fact-18)
conj(bottomed-13, increase-19)
prep(increase-19, in-20)
det(year-22, this-21)
poss(quarters-27, year-22)
possessive(year-22, 's-23)
amod(quarters-27, third-24)
cc(third-24, and-25)
conj(third-24, fourth-26)
pobj(in-20, quarters-27)
punct(believed-6, .-28)

det(bets-2, All-1)
nsubj(are-3, bets-2)
root(ROOT-0, are-3)
advmod(are-3, off-4)
punct(say-7, ,-5)
dep(say-7, analysts-6)
parataxis(are-3, say-7)
punct(say-7, ,-8)
mwe(of-10, because-9)
prep(are-3, of-10)
det(ownership-13, the-11)
amod(ownership-13, shifting-12)
pobj(of-10, ownership-13)
prep(ownership-13, of-14)
det(chains-17, the-15)
amod(chains-17, retail-16)
pobj(of-14, chains-17)
punct(are-3, .-18)

punct(said-29, ``-1)
amod(prices-4, Improved-2)
nn(prices-4, paper-3)
nsubj(help-6, prices-4)
aux(help-6, will-5)
ccomp(said-29, help-6)
ccomp(help-6, offset-7)
dobj(offset-7, weakness-8)
prep(weakness-8, in-9)
dep(in-9, linage-10)
punct(help-6, ,-11)
cc(help-6, but-12)
det(retailers-14, the-13)
poss(problems-16, retailers-14)
possessive(retailers-14, '-15)
nsubj(affected-18, problems-16)
aux(affected-18, have-17)
conj(help-6, affected-18)
det(amount-20, the-19)
dobj(affected-18, amount-20)
prep(amount-20, of-21)
nn(linage-23, ad-22)
pobj(of-21, linage-23)
dep(run-26, they-24)
advmod(run-26, usually-25)
rcmod(amount-20, run-26)
punct(said-29, ,-27)
punct(said-29, ''-28)
root(ROOT-0, said-29)
nn(Atorino-32, Edward-30)
nn(Atorino-32, J.-31)
nsubj(said-29, Atorino-32)
punct(Atorino-32, ,-33)
nn(analyst-35, industry-34)
appos(Atorino-32, analyst-35)
prep(analyst-35, for-36)
nn(Inc-39, Salomon-37)
nn(Inc-39, Brothers-38)
pobj(for-36, Inc-39)
punct(said-29, .-40)

punct(are-3, ``-1)
dep(are-3, Retailers-2)
root(ROOT-0, are-3)
advmod(are-3, just-4)
prep(are-3, in-5)
dep(in-5, disarray-6)
punct(are-3, .-7)
punct(are-3, ''-8)

prep(posted-6, For-1)
dep(For-1, instance-2)
punct(posted-6, ,-3)
nn(Co.-5, Gannett-4)
nsubj(posted-6, Co.-5)
root(ROOT-0, posted-6)
det(gain-10, an-7)
number(%-9, 11-8)
amod(gain-10, %-9)
dobj(posted-6, gain-10)
prep(gain-10, in-11)
amod(income-13, net-12)
pobj(in-11, income-13)
punct(posted-6, ,-14)
mark(dropped-19, as-15)
amod(pages-18, total-16)
nn(pages-18, ad-17)
nsubj(dropped-19, pages-18)
advcl(posted-6, dropped-19)
prep(dropped-19, at-20)
nn(Today-22, USA-21)
pobj(at-20, Today-22)
punct(dropped-19, ,-23)
cc(dropped-19, but-24)
nn(revenue-26, advertising-25)
nsubj(rose-27, revenue-26)
conj(dropped-19, rose-27)
mwe(of-29, because-28)
prep(rose-27, of-29)
det(base-34, a-30)
amod(base-34, higher-31)
nn(base-34, circulation-32)
nn(base-34, rate-33)
pobj(of-29, base-34)
cc(base-34, and-35)
amod(rates-37, increased-36)
conj(base-34, rates-37)
punct(posted-6, .-38)

poss(newspapers-8, Gannett-1)
possessive(Gannett-1, 's-2)
dep(newspapers-8, 83-3)
amod(83-3, daily-4)
cc(newspapers-8, and-5)
conj(newspapers-8, 35-6)
amod(35-6, non-daily-7)
nsubj(reported-9, newspapers-8)
root(ROOT-0, reported-9)
det(increase-13, a-10)
number(%-12, 3-11)
amod(increase-13, %-12)
dobj(reported-9, increase-13)
prep(increase-13, in-14)
nn(revenue-18, advertising-15)
cc(advertising-15, and-16)
conj(advertising-15, circulation-17)
pobj(in-14, revenue-18)
punct(reported-9, .-19)

amod(linage-3, Total-1)
nn(linage-3, advertising-2)
nsubj(lower-8, linage-3)
cop(lower-8, was-4)
punct(lower-8, ``-5)
advmod(lower-8, modestly-6)
punct(lower-8, ''-7)
ccomp(said-28, lower-8)
mark(volume-11, as-9)
nn(volume-11, classified-ad-10)
advcl(lower-8, volume-11)
dep(volume-11, increased-12)
punct(lower-8, ,-13)
mark(was-16, while-14)
dep(was-16, there-15)
advcl(lower-8, was-16)
punct(demand-19, ``-17)
amod(demand-19, softer-18)
dep(was-16, demand-19)
punct(demand-19, ''-20)
prep(demand-19, for-21)
amod(linage-26, retail-22)
cc(retail-22, and-23)
conj(retail-22, national-24)
nn(linage-26, ad-25)
pobj(for-21, linage-26)
punct(said-28, ,-27)
root(ROOT-0, said-28)
nn(Curley-30, John-29)
nsubj(said-28, Curley-30)
punct(Curley-30, ,-31)
poss(officer-36, Gannett-32)
possessive(Gannett-32, 's-33)
amod(officer-36, chief-34)
amod(officer-36, executive-35)
appos(Curley-30, officer-36)
punct(said-28, .-37)

prep(totaled-7, At-1)
nn(Today-3, USA-2)
pobj(At-1, Today-3)
punct(totaled-7, ,-4)
nn(pages-6, ad-5)
nsubj(totaled-7, pages-6)
root(ROOT-0, totaled-7)
dep(totaled-7, 785-8)
prep(totaled-7, for-9)
det(quarter-11, the-10)
pobj(for-9, quarter-11)
punct(totaled-7, ,-12)
advmod(totaled-7, down-13)
num(%-15, 9.2-14)
pobj(down-13, %-15)
prep(down-13, from-16)
det(period-19, the-17)
num(period-19, 1988-18)
pobj(from-16, period-19)
punct(period-19, ,-20)
dep(helped-23, which-21)
auxpass(helped-23, was-22)
dep(period-19, helped-23)
prep(helped-23, by-24)
amod(spending-27, increased-25)
nn(spending-27, ad-26)
pobj(by-24, spending-27)
prep(spending-27, from-28)
det(Olympics-31, the-29)
nn(Olympics-31, Summer-30)
pobj(from-28, Olympics-31)
punct(totaled-7, .-32)

mark(totaled-14, While-1)
nn(Today-3, USA-2)
poss(pages-8, Today-3)
possessive(Today-3, 's-4)
amod(pages-8, total-5)
amod(pages-8, paid-6)
nn(pages-8, ad-7)
nsubj(totaled-14, pages-8)
prep(pages-8, for-9)
det(year-11, the-10)
pobj(for-9, year-11)
prep(year-11, to-12)
dep(to-12, date-13)
advcl(increased-31, totaled-14)
num(decrease-18, 2,735-15)
punct(decrease-18, ,-16)
det(decrease-18, a-17)
dobj(totaled-14, decrease-18)
prep(decrease-18, of-19)
num(%-21, 4-20)
pobj(of-19, %-21)
prep(decrease-18, from-22)
amod(year-24, last-23)
pobj(from-22, year-24)
punct(increased-31, ,-25)
det(paper-27, the-26)
poss(revenue-30, paper-27)
possessive(paper-27, 's-28)
nn(revenue-30, ad-29)
nsubj(increased-31, revenue-30)
root(ROOT-0, increased-31)
num(%-33, 8-32)
dobj(increased-31, %-33)
prep(increased-31, in-34)
det(quarter-36, the-35)
pobj(in-34, quarter-36)
cc(increased-31, and-37)
num(%-39, 13-38)
conj(increased-31, %-39)
prep(%-39, in-40)
det(months-43, the-41)
num(months-43, nine-42)
pobj(in-40, months-43)
punct(increased-31, .-44)

prep(rose-9, In-1)
det(months-4, the-2)
num(months-4, nine-3)
pobj(In-1, months-4)
punct(rose-9, ,-5)
poss(net-8, Gannett-6)
possessive(Gannett-6, 's-7)
nsubj(rose-9, net-8)
root(ROOT-0, rose-9)
num(%-11, 9.5-10)
dobj(rose-9, %-11)
prep(rose-9, to-12)
pobj(to-12, $-13)
number(million-15, 270-14)
num($-13, million-15)
punct($-13, ,-16)
cc($-13, or-17)
conj($-13, $-18)
num($-18, 1.68-19)
det(share-21, a-20)
dep($-18, share-21)
punct(rose-9, ,-22)
prep(rose-9, from-23)
pobj(from-23, $-24)
number(million-26, 247-25)
num($-24, million-26)
punct($-24, ,-27)
cc($-24, or-28)
conj($-24, $-29)
num($-29, 1.52-30)
det(share-32, a-31)
dep($-29, share-32)
punct(rose-9, .-33)

dep(gained-2, Revenue-1)
root(ROOT-0, gained-2)
num(%-4, 6-3)
dobj(gained-2, %-4)
prep(gained-2, to-5)
pobj(to-5, $-6)
number(billion-8, 2.55-7)
num($-6, billion-8)
prep(gained-2, from-9)
pobj(from-9, $-10)
number(billion-12, 2.4-11)
num($-10, billion-12)
punct(gained-2, .-13)

prep(fell-10, At-1)
nn(Jones-3, Dow-2)
pobj(At-1, Jones-3)
cc(Jones-3, &-4)
conj(Jones-3, Co.-5)
punct(fell-10, ,-6)
amod(income-9, third-quarter-7)
nn(income-9, net-8)
nsubj(fell-10, income-9)
root(ROOT-0, fell-10)
num(%-12, 9.9-11)
dobj(fell-10, %-12)
prep(fell-10, from-13)
det(period-16, the-14)
amod(period-16, year-earlier-15)
pobj(from-13, period-16)
punct(fell-10, .-17)

dep(fell-2, Net-1)
root(ROOT-0, fell-2)
prep(fell-2, to-3)
pobj(to-3, $-4)
number(million-6, 28.8-5)
num($-4, million-6)
punct($-4, ,-7)
cc($-4, or-8)
num(cents-10, 29-9)
conj($-4, cents-10)
det(share-12, a-11)
dep(cents-10, share-12)
punct(fell-2, ,-13)
prep(fell-2, from-14)
pobj(from-14, $-15)
number(million-17, 32-16)
num($-15, million-17)
punct($-15, ,-18)
cc($-15, or-19)
num(cents-21, 33-20)
conj($-15, cents-21)
det(share-23, a-22)
dep(cents-21, share-23)
punct(fell-2, .-24)

det(period-3, The-1)
amod(period-3, year-earlier-2)
nsubj(included-4, period-3)
root(ROOT-0, included-4)
det(gain-7, a-5)
amod(gain-7, one-time-6)
dobj(included-4, gain-7)
prep(gain-7, of-8)
