aux(suggesting-8, Is-1)
punct(said-6, ,-2)
det(concern-5, the-3)
amod(concern-5, Houston-4)
nsubj(said-6, concern-5)
root(ROOT-0, said-6)
dep(signed-8, it-7)
ccomp(said-6, signed-8)
dobj(signed-8, letters-9)
prep(letters-9, of-10)
dep(of-10, intent-11)
prep(letters-9, for-12)
det(purchases-17, the-13)
nn(purchases-17, cash-14)
cc(cash-14, and-15)
conj(cash-14, stock-16)
pobj(for-12, purchases-17)
prep(purchases-17, of-18)
det(total-20, a-19)
pobj(of-18, total-20)
prep(total-20, of-21)
num(rigs-24, 29-22)
amod(rigs-24, well-servicing-23)
pobj(of-21, rigs-24)
prep(purchases-17, from-25)
num(concerns-27, two-26)
pobj(from-25, concerns-27)
vmod(concerns-27, located-28)
prep(located-28, in-29)
nn(Mexico-31, New-30)
pobj(in-29, Mexico-31)
cc(Mexico-31, and-32)
conj(Mexico-31, California-33)
punct(said-6, .-34)

dep(disclose-4, It-1)
aux(disclose-4, did-2)
neg(disclose-4, n't-3)
root(ROOT-0, disclose-4)
dep(disclose-4, specifics-5)
cc(disclose-4, but-6)
conj(disclose-4, said-7)
dep(expects-9, it-8)
ccomp(said-7, expects-9)
aux(complete-11, to-10)
xcomp(expects-9, complete-11)
det(purchases-13, the-12)
dobj(complete-11, purchases-13)
prep(complete-11, by-14)
pobj(by-14, Nov.-15)
num(Nov.-15, 1-16)
punct(disclose-4, .-17)

nn(Ltd.-2, Schlumberger-1)
nsubj(reported-7, Ltd.-2)
punct(Ltd.-2, ,-3)
nn(York-5, New-4)
appos(Ltd.-2, York-5)
punct(Ltd.-2, ,-6)
root(ROOT-0, reported-7)
amod(income-10, third-quarter-8)
amod(income-10, net-9)
nsubj(edged-11, income-10)
ccomp(reported-7, edged-11)
dep(edged-11, up-12)
mark(offset-20, as-13)
nsubj(offset-20, growth-14)
prep(growth-14, in-15)
poss(sector-19, its-16)
amod(sector-19, oil-field-17)
nn(sector-19, services-18)
pobj(in-15, sector-19)
advcl(edged-11, offset-20)
det(decline-22, a-21)
dobj(offset-20, decline-22)
prep(decline-22, in-23)
nn(income-25, interest-24)
pobj(in-23, income-25)
punct(reported-7, .-26)

det(income-4, The-1)
amod(income-4, lower-2)
nn(income-4, interest-3)
nsubj(occurred-5, income-4)
root(ROOT-0, occurred-5)
mark(spent-8, because-6)
dep(spent-8, Schlumberger-7)
advcl(occurred-5, spent-8)
dobj(spent-8, $-9)
number(billion-11, 1.2-10)
num($-9, billion-11)
xcomp(spent-8, buying-12)
dep(buying-12, back-13)
poss(stock-15, its-14)
dobj(buying-12, stock-15)
amod(year-17, last-16)
tmod(spent-8, year-17)
punct(occurred-5, .-18)

nsubj(rose-12, Net-1)
prep(Net-1, for-2)
det(services-5, the-3)
nn(services-5, oil-field-4)
pobj(for-2, services-5)
cc(services-5, and-6)
amod(measurements-8, electronic-7)
conj(services-5, measurements-8)
cc(services-5, and-9)
nn(concern-11, systems-10)
conj(services-5, concern-11)
root(ROOT-0, rose-12)
prep(rose-12, to-13)
pobj(to-13, $-14)
number(million-16, 114.2-15)
num($-14, million-16)
punct($-14, ,-17)
cc($-14, or-18)
num(cents-20, 48-19)
conj($-14, cents-20)
det(share-22, a-21)
dep(cents-20, share-22)
punct($-14, ,-23)
prep(rose-12, from-24)
pobj(from-24, $-25)
number(million-27, 112.2-26)
num($-25, million-27)
punct($-25, ,-28)
cc($-25, or-29)
num(cents-31, 42-30)
conj($-25, cents-31)
det(share-33, a-32)
dep(cents-31, share-33)
punct($-25, ,-34)
det(year-36, a-35)
npadvmod(earlier-37, year-36)
advmod(from-24, earlier-37)
punct(rose-12, .-38)

amod(earnings-2, Per-share-1)
nsubj(advanced-3, earnings-2)
root(ROOT-0, advanced-3)
num(%-5, 14-4)
dobj(advanced-3, %-5)
mwe(of-7, because-6)
prep(advanced-3, of-7)
det(buy-back-9, the-8)
pobj(of-7, buy-back-9)
punct(advanced-3, .-10)

dep(declined-2, Revenue-1)
root(ROOT-0, declined-2)
num(%-4, 6.3-3)
dobj(declined-2, %-4)
prep(declined-2, to-5)
pobj(to-5, $-6)
number(billion-8, 1.11-7)
num($-6, billion-8)
prep(declined-2, from-9)
pobj(from-9, $-10)
number(billion-12, 1.18-11)
num($-10, billion-12)
punct(declined-2, .-13)

cc(was-9, But-1)
prep(was-9, excluding-2)
pobj(excluding-2, businesses-3)
dep(businesses-3, acquired-4)
cc(acquired-4, or-5)
conj(acquired-4, sold-6)
punct(was-9, ,-7)
dep(was-9, revenue-8)
root(ROOT-0, was-9)
dep(was-9, flat-10)
prep(was-9, at-11)
quantmod($-13, about-12)
pobj(at-11, $-13)
number(billion-15, 1.24-14)
num($-13, billion-15)
punct(was-9, .-16)

amod(net-2, Nine-month-1)
nsubj(fell-3, net-2)
root(ROOT-0, fell-3)
num(%-5, 9.5-4)
dobj(fell-3, %-5)
prep(fell-3, to-6)
pobj(to-6, $-7)
number(million-9, 323.4-8)
num($-7, million-9)
punct($-7, ,-10)
cc($-7, or-11)
conj($-7, $-12)
num($-12, 1.36-13)
det(share-15, a-14)
dep($-12, share-15)
punct($-7, ,-16)
prep(fell-3, from-17)
pobj(from-17, $-18)
number(million-20, 357.2-19)
num($-18, million-20)
punct($-18, ,-21)
cc($-18, or-22)
conj($-18, $-23)
num($-23, 1.32-24)
det(share-26, a-25)
dep($-23, share-26)
punct($-18, ,-27)
det(year-29, a-28)
npadvmod(earlier-30, year-29)
advmod(from-17, earlier-30)
punct(fell-3, .-31)

dep(dropped-2, Revenue-1)
root(ROOT-0, dropped-2)
num(%-4, 5.4-3)
dobj(dropped-2, %-4)
prep(dropped-2, to-5)
pobj(to-5, $-6)
number(billion-8, 3.48-7)
num($-6, billion-8)
prep(dropped-2, from-9)
pobj(from-9, $-10)
number(billion-12, 3.68-11)
num($-10, billion-12)
punct(dropped-2, .-13)

det(year-2, This-1)
poss(results-5, year-2)
possessive(year-2, 's-3)
amod(results-5, nine-month-4)
nsubj(include-6, results-5)
root(ROOT-0, include-6)
dobj(include-6, gains-7)
prep(gains-7, of-8)
pobj(of-8, $-9)
number(million-11, 13-10)
num($-9, million-11)
punct($-9, ,-12)
cc($-9, or-13)
num(cents-15, five-14)
conj($-9, cents-15)
det(share-17, a-16)
dep(cents-15, share-17)
punct($-9, ,-18)
prep($-9, from-19)
det(sale-21, the-20)
pobj(from-19, sale-21)
prep(sale-21, of-22)
poss(business-27, Schlumberger-23)
possessive(Schlumberger-23, 's-24)
nn(business-27, defense-25)
nn(business-27, systems-26)
pobj(of-22, business-27)
punct($-9, ,-28)
cc($-9, and-29)
conj($-9, $-30)
number(million-32, 22-31)
num($-30, million-32)
punct($-30, ,-33)
cc($-30, or-34)
num(cents-36, nine-35)
conj($-30, cents-36)
det(share-38, a-37)
dep(cents-36, share-38)
punct($-30, ,-39)
prep($-30, from-40)
det(award-42, an-41)
pobj(from-40, award-42)
prep(award-42, by-43)
det(Tribunal-48, the-44)
nn(Tribunal-48, IranU.S-45)
punct(Tribunal-48, .-46)
nn(Tribunal-48, Claims-47)
pobj(by-43, Tribunal-48)
punct(include-6, .-49)

det(months-4, The-1)
amod(months-4, year-earlier-2)
num(months-4, nine-3)
nsubj(include-5, months-4)
root(ROOT-0, include-5)
det(gain-7, a-6)
dobj(include-5, gain-7)
prep(gain-7, of-8)
pobj(of-8, $-9)
number(million-11, 35-10)
num($-9, million-11)
punct($-9, ,-12)
cc($-9, or-13)
num(cents-15, 13-14)
conj($-9, cents-15)
det(share-17, a-16)
dep(cents-15, share-17)
punct($-9, ,-18)
prep(gain-7, from-19)
pobj(from-19, sale-20)
prep(sale-20, of-21)
det(company-23, the-22)
poss(Control-26, company-23)
possessive(company-23, 's-24)
nn(Control-26, Electricity-25)
pobj(of-21, Control-26)
cc(Control-26, &-27)
nn(division-29, Transformers-28)
conj(Control-26, division-29)
punct(include-5, .-30)

nn(Inc.-5, NEW-1)
nn(Inc.-5, ENGLAND-2)
nn(Inc.-5, CRITICAL-3)
nn(Inc.-5, CARE-4)
nsubj(offered-6, Inc.-5)
root(ROOT-0, offered-6)
dobj(offered-6, $-7)
number(million-9, 35-8)
num($-7, million-9)
prep($-7, in-10)
amod(debentures-13, convertible-11)
amod(debentures-13, subordinated-12)
pobj(in-10, debentures-13)
prep(offered-6, through-14)
nn(Stanley-16, Morgan-15)
pobj(through-14, Stanley-16)
cc(Stanley-16, &-17)
conj(Stanley-16, Co.-18)
cc(Stanley-16, and-19)
nn(Funding-22, Prudential-Bache-20)
nn(Funding-22, Capital-21)
conj(Stanley-16, Funding-22)
punct(offered-6, .-23)

det(debentures-2, The-1)
nsubj(have-8, debentures-2)
punct(debentures-2, ,-3)
amod(debentures-2, due-4)
prep(due-4, in-5)
dep(in-5, 2014-6)
punct(debentures-2, ,-7)
root(ROOT-0, have-8)
det(coupon-10, a-9)
dobj(have-8, coupon-10)
prep(coupon-10, of-11)
number(3/4-13, 7-12)
num(%-14, 3/4-13)
pobj(of-11, %-14)
punct(coupon-10, ,-15)
amod(coupon-10, payable-16)
advmod(payable-16, semiannually-17)
punct(have-8, .-18)

det(debentures-2, The-1)
nsubjpass(converted-5, debentures-2)
aux(converted-5, may-3)
auxpass(converted-5, be-4)
root(ROOT-0, converted-5)
prep(converted-5, into-6)
amod(stock-8, common-7)
pobj(into-6, stock-8)
prep(stock-8, of-9)
det(concern-18, the-10)
dep(concern-18, Westborough-11)
punct(Westborough-11, ,-12)
dep(Westborough-11, Mass.-13)
punct(Westborough-11, ,-14)
nn(concern-18, home-15)
nn(concern-18, health-16)
nn(concern-18, care-17)
pobj(of-9, concern-18)
prep(converted-5, at-19)
pobj(at-19, $-20)
num($-20, 52.50-21)
det(share-23, a-22)
dep($-20, share-23)
punct(converted-5, .-24)

dep(used-4, Proceeds-1)
aux(used-4, will-2)
auxpass(used-4, be-3)
root(ROOT-0, used-4)
prep(used-4, for-5)
amod(capital-7, working-6)
pobj(for-5, capital-7)
cc(capital-7, and-8)
amod(purposes-11, general-9)
amod(purposes-11, corporate-10)
conj(capital-7, purposes-11)
punct(purposes-11, ,-12)
prep(purposes-11, including-13)
pobj(including-13, expansion-14)
prep(expansion-14, of-15)
det(company-17, the-16)
poss(operations-19, company-17)
possessive(company-17, 's-18)
pobj(of-15, operations-19)
punct(used-4, .-20)

det(S.A.-6, The-1)
nn(S.A.-6, French-2)
nn(S.A.-6, building-3)
nn(S.A.-6, group-4)
nn(S.A.-6, Dumez-5)
nsubj(said-7, S.A.-6)
root(ROOT-0, said-7)
dep(jumped-9, profit-8)
ccomp(said-7, jumped-9)
num(%-11, 70-10)
dobj(jumped-9, %-11)
prep(jumped-9, in-12)
det(half-15, the-13)
amod(half-15, first-14)
pobj(in-12, half-15)
prep(half-15, of-16)
dep(of-16, 1989-17)
punct(jumped-9, ,-18)
advmod(on-20, partly-19)
prep(jumped-9, on-20)
det(strength-22, the-21)
pobj(on-20, strength-22)
prep(strength-22, of-23)
amod(gains-25, nonrecurring-24)
pobj(of-23, gains-25)
prep(gains-25, from-26)
det(issue-29, a-27)
nn(issue-29, share-28)
pobj(from-26, issue-29)
prep(issue-29, by-30)
poss(unit-33, its-31)
amod(unit-33, Canadian-32)
pobj(by-30, unit-33)
punct(said-7, .-34)

dep(said-2, Dumez-1)
root(ROOT-0, said-2)
nn(profit-4, group-3)
nsubj(rose-10, profit-4)
prep(profit-4, after-5)
pobj(after-5, payments-6)
prep(payments-6, to-7)
nn(interests-9, minority-8)
pobj(to-7, interests-9)
ccomp(said-2, rose-10)
prep(rose-10, to-11)
number(million-13, 252-12)
num(francs-14, million-13)
pobj(to-11, francs-14)
punct($-16, -LRB--15)
dep(francs-14, $-16)
number(million-18, 40.1-17)
num($-16, million-18)
punct($-16, -RRB--19)
prep(rose-10, from-20)
num(million-22, 148-21)
pobj(from-20, million-22)
det(year-24, a-23)
npadvmod(earlier-25, year-24)
advmod(from-20, earlier-25)
punct(said-2, .-26)

dep(rose-2, Revenue-1)
root(ROOT-0, rose-2)
num(%-4, 40-3)
dobj(rose-2, %-4)
prep(rose-2, to-5)
number(billion-7, 13.32-6)
num(francs-8, billion-7)
pobj(to-5, francs-8)
prep(rose-2, from-9)
number(billion-11, 9.53-10)
dep(from-9, billion-11)
punct(rose-2, .-12)

det(group-2, The-1)
nsubj(noted-3, group-2)
root(ROOT-0, noted-3)
mark(reflected-11, that-4)
number(million-6, 75-5)
num(francs-7, million-6)
nsubj(reflected-11, francs-7)
prep(francs-7, of-8)
det(advance-10, the-9)
pobj(of-8, advance-10)
ccomp(noted-3, reflected-11)
det(gain-14, a-12)
amod(gain-14, one-time-13)
dobj(reflected-11, gain-14)
prep(gain-14, from-15)
det(offering-18, the-16)
nn(offering-18, June-17)
pobj(from-15, offering-18)
prep(offering-18, by-19)
poss(unit-23, its-20)
nn(unit-23, United-21)
nn(unit-23, Westburne-22)
pobj(by-19, unit-23)
prep(unit-23, in-24)
dep(in-24, Canada-25)
punct(noted-3, .-26)

dep(say-4, It-1)
aux(say-4, did-2)
neg(say-4, n't-3)
root(ROOT-0, say-4)
mark(influenced-10, if-5)
poss(results-8, its-6)
amod(results-8, year-earlier-7)
nsubjpass(influenced-10, results-8)
auxpass(influenced-10, were-9)
advcl(say-4, influenced-10)
advmod(influenced-10, significantly-11)
prep(influenced-10, by-12)
amod(elements-14, nonrecurring-13)
pobj(by-12, elements-14)
punct(say-4, .-15)

prep(had-7, For-1)
pobj(For-1, all-2)
prep(all-2, of-3)
dep(of-3, 1988-4)
punct(had-7, ,-5)
dep(had-7, Dumez-6)
root(ROOT-0, had-7)
nn(profit-9, group-8)
dobj(had-7, profit-9)
prep(profit-9, of-10)
number(million-12, 452-11)
num(francs-13, million-12)
pobj(of-10, francs-13)
prep(had-7, after-14)
pobj(after-14, payment-15)
prep(payment-15, to-16)
nn(interests-18, minority-17)
pobj(to-16, interests-18)
punct(had-7, .-19)

dep(francs-5, Revenue-1)
cop(francs-5, was-2)
number(billion-4, 21.98-3)
num(francs-5, billion-4)
root(ROOT-0, francs-5)
punct(francs-5, .-6)

det(group-2, The-1)
nsubj(forecast-5, group-2)
aux(forecast-5, has-3)
neg(forecast-5, n't-4)
root(ROOT-0, forecast-5)
amod(earnings-7, full-year-6)
dobj(forecast-5, earnings-7)
prep(earnings-7, for-8)
dep(for-8, 1989-9)
punct(forecast-5, ,-10)
mark(said-13, although-11)
dep(said-13, it-12)
advcl(forecast-5, said-13)
mark(indication-22, that-14)
poss(results-17, its-15)
amod(results-17, first-half-16)
nsubj(indication-22, results-17)
cop(indication-22, are-18)
neg(indication-22, n't-19)
det(indication-22, a-20)
amod(indication-22, good-21)
ccomp(said-13, indication-22)
mwe(of-24, because-23)
prep(indication-22, of-24)
amod(elements-26, one-time-25)
pobj(of-24, elements-26)
cc(elements-26, and-27)
det(nature-30, the-28)
amod(nature-30, seasonal-29)
conj(elements-26, nature-30)
prep(nature-30, of-31)
poss(operations-33, its-32)
pobj(of-31, operations-33)
punct(forecast-5, .-34)

poss(earthquake-3, Tuesday-1)
possessive(Tuesday-1, 's-2)
nsubj(depress-5, earthquake-3)
aux(depress-5, will-4)
ccomp(said-33, depress-5)
amod(values-8, local-6)
nn(values-8, real-estate-7)
dobj(depress-5, values-8)
prep(depress-5, in-9)
det(term-12, the-10)
amod(term-12, short-11)
pobj(in-9, term-12)
cc(depress-5, and-13)
conj(depress-5, force-14)
dep(reconsider-17, companies-15)
aux(reconsider-17, to-16)
xcomp(force-14, reconsider-17)
ccomp(reconsider-17, expanding-18)
prep(expanding-18, in-19)
cc(expanding-18, or-20)
conj(expanding-18, relocating-21)
prep(relocating-21, to-22)
det(Area-25, the-23)
nn(Area-25, Bay-24)
dobj(expanding-18, Area-25)
cc(Area-25, and-26)
conj(Area-25, California-27)
punct(said-33, ,-28)
nn(specialists-32, real-estate-29)
cc(real-estate-29, and-30)
conj(real-estate-29, relocation-31)
nsubj(said-33, specialists-32)
root(ROOT-0, said-33)
punct(said-33, .-34)

amod(specialists-2, Few-1)
nsubj(said-3, specialists-2)
root(ROOT-0, said-3)
dep(expect-5, they-4)
ccomp(said-3, expect-5)
det(quake-7, the-6)
dobj(expect-5, quake-7)
aux(have-9, to-8)
xcomp(expect-5, have-9)
dobj(have-9, much-10)
prep(much-10, of-11)
det(effect-13, an-12)
pobj(of-11, effect-13)
prep(effect-13, on-14)
amod(values-18, most-15)
nn(values-18, California-16)
nn(values-18, property-17)
pobj(on-14, values-18)
punct(said-3, .-19)

cc(said-6, But-1)
nn(experts-3, real-estate-2)
nsubj(said-6, experts-3)
cc(experts-3, and-4)
conj(experts-3, brokers-5)
root(ROOT-0, said-6)
det(quake-8, the-7)
nsubj(drag-11, quake-8)
advmod(drag-11, undoubtedly-9)
aux(drag-11, will-10)
ccomp(said-6, drag-11)
dep(drag-11, down-12)
dep(drag-11, prices-13)
prep(drag-11, in-14)
pobj(in-14, neighborhoods-15)
dep(neighborhoods-15, built-16)
prep(built-16, on-17)
dep(stable-19, less-18)
amod(ground-20, stable-19)
pobj(on-17, ground-20)
punct(drag-11, ,-21)
advmod(in-23, especially-22)
prep(drag-11, in-23)
det(Area-26, the-24)
nn(Area-26, Bay-25)
pobj(in-23, Area-26)
punct(said-6, .-27)

punct(coming-6, ``-1)
nn(prices-3, California-2)
nsubj(coming-6, prices-3)
aux(coming-6, were-4)
advmod(coming-6, already-5)
root(ROOT-0, coming-6)
dep(coming-6, down-7)
punct(coming-6, .-8)

dep(going-4, This-1)
aux(going-4, is-2)
neg(going-4, n't-3)
ccomp(said-9, going-4)
xcomp(going-4, to-5)
dep(to-5, help-6)
punct(said-9, ,-7)
punct(said-9, ''-8)
root(ROOT-0, said-9)
nn(Rosen-12, Kenneth-10)
nn(Rosen-12, T.-11)
nsubj(said-9, Rosen-12)
punct(Rosen-12, ,-13)
appos(Rosen-12, chairman-14)
prep(chairman-14, of-15)
det(Center-17, the-16)
pobj(of-15, Center-17)
prep(Center-17, for-18)
nn(Estate-20, Real-19)
pobj(for-18, Estate-20)
cc(Estate-20, and-21)
nn(Economics-23, Urban-22)
conj(Estate-20, Economics-23)
prep(Center-17, at-24)
det(University-26, the-25)
pobj(at-24, University-26)
prep(University-26, of-27)
dep(of-27, California-28)
prep(University-26, at-29)
dep(at-29, Berkeley-30)
punct(said-9, .-31)

nn(prices-3, State-1)
nn(prices-3, housing-2)
nsubj(declined-12, prices-3)
punct(prices-3, ,-4)
prep(prices-3, at-5)
det(median-7, a-6)
pobj(at-5, median-7)
dep(median-7, $-8)
num(median-7, 201,028-9)
punct(prices-3, ,-10)
aux(declined-12, have-11)
root(ROOT-0, declined-12)
prep(declined-12, in-13)
amod(months-15, recent-14)
pobj(in-13, months-15)
mwe(of-17, because-16)
prep(declined-12, of-17)
amod(buyers-19, potential-18)
poss(inability-21, buyers-19)
possessive(buyers-19, '-20)
pobj(of-17, inability-21)
aux(afford-23, to-22)
vmod(inability-21, afford-23)
dep(afford-23, homes-24)
punct(declined-12, .-25)

nn(Rosen-2, Mr.-1)
nsubj(suggested-7, Rosen-2)
punct(suggested-7, ,-3)
prep(suggested-7, among-4)
dep(among-4, others-5)
punct(suggested-7, ,-6)
root(ROOT-0, suggested-7)
mark(create-28, that-8)
det(quake-10, the-9)
nsubj(create-28, quake-10)
punct(quake-10, ,-11)
det(strongest-13, the-12)
appos(quake-10, strongest-13)
prep(strongest-13, since-14)
det(temblor-17, the-15)
num(temblor-17, 1906-16)
pobj(since-14, temblor-17)
dep(struck-19, that-18)
dep(temblor-17, struck-19)
nn(Francisco-21, San-20)
dobj(struck-19, Francisco-21)
punct(quake-10, ,-22)
aux(create-28, will-23)
prep(create-28, in-24)
det(term-27, the-25)
amod(term-27, short-26)
pobj(in-24, term-27)
ccomp(suggested-7, create-28)
det(system-32, a-29)
amod(system-32, two-tier-30)
nn(system-32, price-31)
dobj(create-28, system-32)
prep(system-32, for-33)
amod(communities-35, quake-prone-34)
pobj(for-33, communities-35)
punct(system-32, ,-36)
prep(system-32, with-37)
pobj(with-37, dwellings-38)
dep(dwellings-38, built-39)
prep(built-39, on-40)
amod(ground-42, sturdy-41)
pobj(on-40, ground-42)
amod(dwellings-38, likely-43)
aux(demand-45, to-44)
xcomp(likely-43, demand-45)
amod(prices-47, higher-46)
dobj(demand-45, prices-47)
punct(suggested-7, .-48)

num(neighborhood-4, One-1)
nn(neighborhood-4, San-2)
nn(neighborhood-4, Francisco-3)
nsubj(district-19, neighborhood-4)
amod(neighborhood-4, likely-5)
aux(test-7, to-6)
xcomp(likely-5, test-7)
nn(Rosen-9, Mr.-8)
poss(theory-11, Rosen-9)
possessive(Rosen-9, 's-10)
dobj(test-7, theory-11)
advmod(test-7, soon-12)
cop(district-19, is-13)
det(city-15, the-14)
poss(district-19, city-15)
possessive(city-15, 's-16)
amod(district-19, fashionable-17)
nn(district-19, Marina-18)
root(ROOT-0, district-19)
punct(district-19, ,-20)
dep(boasts-22, which-21)
dep(district-19, boasts-22)
dobj(boasts-22, some-23)
prep(some-23, of-24)
det(prices-28, the-25)
amod(prices-28, highest-26)
nn(prices-28, home-27)
pobj(of-24, prices-28)
prep(prices-28, in-29)
det(state-31, the-30)
pobj(in-29, state-31)
punct(district-19, .-32)

det(district-2, The-1)
nsubj(suffered-8, district-2)
punct(district-2, ,-3)
vmod(district-2, built-4)
prep(built-4, on-5)
dep(on-5, landfill-6)
punct(district-2, ,-7)
root(ROOT-0, suffered-8)
amod(damage-11, heavy-9)
nn(damage-11, quake-10)
dobj(suffered-8, damage-11)
punct(damage-11, ,-12)
prep(damage-11, including-13)
amod(buildings-15, collapsed-14)
pobj(including-13, buildings-15)
punct(suffered-8, .-16)

dep(demolished-5, Yesterday-1)
punct(demolished-5, ,-2)
det(city-4, the-3)
nsubj(demolished-5, city-4)
root(ROOT-0, demolished-5)
num(dwellings-7, two-6)
dobj(demolished-5, dwellings-7)
prep(dwellings-7, in-8)
det(district-10, the-9)
pobj(in-8, district-10)
mwe(of-12, because-11)
prep(demolished-5, of-12)
amod(damage-15, severe-13)
amod(damage-15, structural-14)
pobj(of-12, damage-15)
cc(demolished-5, and-16)
conj(demolished-5, said-17)
advmod(as-20, as-18)
advmod(as-20, many-19)
quantmod(19-21, as-20)
nsubj(have-29, 19-21)
prep(19-21, of-22)
det(district-24, the-23)
poss(dwellings-27, district-24)
possessive(district-24, 's-25)
num(dwellings-27, 350-26)
pobj(of-22, dwellings-27)
aux(have-29, might-28)
ccomp(said-17, have-29)
aux(razed-32, to-30)
auxpass(razed-32, be-31)
xcomp(have-29, razed-32)
punct(demolished-5, .-33)

dep(agreed-2, Brokers-1)
root(ROOT-0, agreed-2)
prep(agreed-2, with-3)
det(theory-7, the-4)
amod(theory-7, two-tier-5)
nn(theory-7, price-6)
pobj(with-3, theory-7)
punct(agreed-2, .-8)

punct(said-15, ``-1)
poss(feeling-4, My-2)
nn(feeling-4, gut-3)
nsubj(is-5, feeling-4)
ccomp(said-15, is-5)
mark(affected-12, that-6)
det(properties-9, the-7)
nn(properties-9, Marina-8)
nsubjpass(affected-12, properties-9)
aux(affected-12, will-10)
auxpass(affected-12, be-11)
ccomp(is-5, affected-12)
punct(said-15, ,-13)
punct(said-15, ''-14)
root(ROOT-0, said-15)
nn(Perkins-17, Grace-16)
nsubj(said-15, Perkins-17)
punct(Perkins-17, ,-18)
amod(president-21, senior-19)
nn(president-21, vice-20)
appos(Perkins-17, president-21)
prep(president-21, at-22)
nn(Inc-28, Grubb-23)
cc(Grubb-23, &-24)
conj(Grubb-23, Ellis-25)
nn(Inc-28, Residential-26)
nn(Inc-28, Brokerage-27)
pobj(at-22, Inc-28)
punct(said-15, .-29)

preconj(she-2, Neither-1)
nsubj(project-10, she-2)
cc(she-2, nor-3)
amod(executives-6, other-4)
nn(executives-6, real-estate-5)
conj(she-2, executives-6)
cc(executives-6, and-7)
conj(executives-6, brokers-8)
aux(project-10, could-9)
root(ROOT-0, project-10)
advmod(much-12, how-11)
amod(less-13, much-12)
dobj(bring-17, less-13)
nn(properties-15, Marina-14)
nsubj(bring-17, properties-15)
aux(bring-17, might-16)
ccomp(project-10, bring-17)
punct(project-10, ,-18)
cc(project-10, but-19)
dep(said-21, she-20)
conj(project-10, said-21)
det(structure-25, the-22)
amod(structure-25, two-tier-23)
nn(structure-25, price-24)
nsubj(affect-27, structure-25)
aux(affect-27, would-26)
ccomp(said-21, affect-27)
dep(affect-27, prices-28)
punct(affect-27, ``-29)
