poss(production-3, Japan-1)
prep($-17, of-20)
det(company-22, the-21)
poss(revenue-25, company-22)
possessive(company-22, 's-23)
amod(revenue-25, total-24)
pobj(of-20, revenue-25)
prep(revenue-25, in-26)
dep(in-26, 1988-27)
prep(revenue-25, of-28)
pobj(of-28, $-29)
number(billion-31, 1.98-30)
num($-29, billion-31)
punct(said-8, .-32)

nn(Osborne-4, Richard-1)
nn(Osborne-4, de-2)
nn(Osborne-4, J.-3)
nsubj(said-14, Osborne-4)
punct(Osborne-4, ,-5)
nn(president-8, chairman-6)
punct(president-8, ,-7)
appos(Osborne-4, president-8)
cc(president-8, and-9)
nn(officer-12, chief-10)
nn(officer-12, executive-11)
conj(president-8, officer-12)
punct(Osborne-4, ,-13)
root(ROOT-0, said-14)
det(company-16, the-15)
poss(decisions-19, company-16)
possessive(company-16, 's-17)
punct(decisions-19, ``-18)
nsubj(continue-28, decisions-19)
aux(get-21, to-20)
vmod(decisions-19, get-21)
prep(get-21, out-22)
pcomp(out-22, of-23)
pobj(of-23, asbestos-24)
cc(asbestos-24, and-25)
amod(coal-27, high-sulfur-26)
conj(asbestos-24, coal-27)
ccomp(said-14, continue-28)
det(process-30, the-29)
dobj(continue-28, process-30)
prep(process-30, of-31)
pcomp(of-31, simplifying-32)
cc(simplifying-32, and-33)
conj(simplifying-32, focusing-34)
det(company-36, the-35)
dobj(focusing-34, company-36)
prep(focusing-34, in-37)
pobj(in-37, areas-38)
prep(areas-38, with-39)
det(future-42, a-40)
amod(future-42, better-41)
pobj(with-39, future-42)
punct(said-14, .-43)
punct(said-14, ''-44)

dep(reported-3, Asarco-1)
advmod(reported-3, also-2)
root(ROOT-0, reported-3)
amod(income-6, third-quarter-4)
amod(income-6, net-5)
nsubj(rose-7, income-6)
ccomp(reported-3, rose-7)
num(%-9, 14-8)
dobj(rose-7, %-9)
punct(rose-7, ,-10)
prep(rose-7, to-11)
pobj(to-11, $-12)
number(million-14, 52.7-13)
num($-12, million-14)
punct($-12, ,-15)
cc($-12, or-16)
conj($-12, $-17)
num($-17, 1.25-18)
det(share-20, a-19)
dep($-17, share-20)
punct(rose-7, ,-21)
prep(rose-7, from-22)
det($-25, a-23)
amod($-25, restated-24)
pobj(from-22, $-25)
number(million-27, 46.2-26)
num($-25, million-27)
punct($-25, ,-28)
cc($-25, or-29)
conj($-25, $-30)
num($-30, 1.10-31)
det(share-33, a-32)
dep($-30, share-33)
punct(from-22, ,-34)
det(year-36, a-35)
npadvmod(earlier-37, year-36)
advmod(from-22, earlier-37)
punct(reported-3, .-38)

dep(said-2, Asarco-1)
root(ROOT-0, said-2)
det(gain-4, the-3)
nsubj(reflected-5, gain-4)
ccomp(said-2, reflected-5)
amod(strength-7, continued-6)
dobj(reflected-5, strength-7)
prep(strength-7, in-8)
pobj(in-8, prices-9)
prep(prices-9, for-10)
amod(copper-12, refined-11)
pobj(for-10, copper-12)
punct(copper-12, ,-13)
conj(copper-12, lead-14)
cc(copper-12, and-15)
conj(copper-12, zinc-16)
punct(strength-7, ,-17)
cc(strength-7, and-18)
amod(earnings-21, higher-19)
nn(earnings-21, equity-20)
conj(strength-7, earnings-21)
prep(earnings-21, in-22)
nn(S.A.-27, Mexico-23)
nn(S.A.-27, Desarrollo-24)
nn(S.A.-27, Industrial-25)
nn(S.A.-27, Minero-26)
pobj(in-22, S.A.-27)
punct(S.A.-27, ,-28)
det(company-32, a-29)
amod(company-32, Mexican-30)
nn(company-32, mining-31)
appos(S.A.-27, company-32)
prep(has-36, in-33)
dep(in-33, which-34)
dep(has-36, Asarco-35)
rcmod(company-32, has-36)
det(stake-40, a-37)
number(%-39, 34-38)
amod(stake-40, %-39)
dobj(has-36, stake-40)
punct(said-2, .-41)

det(results-3, The-1)
num(results-3, 1988-2)
nsubjpass(restated-5, results-3)
auxpass(restated-5, were-4)
root(ROOT-0, restated-5)
prep(restated-5, for-6)
amod(changes-8, accounting-rules-7)
pobj(for-6, changes-8)
punct(restated-5, .-9)

dep(rose-2, Sales-1)
root(ROOT-0, rose-2)
num(%-4, 4.5-3)
dobj(rose-2, %-4)
prep(rose-2, to-5)
pobj(to-5, $-6)
number(million-8, 522.3-7)
num($-6, million-8)
prep(rose-2, from-9)
pobj(from-9, $-10)
number(million-12, 499.4-11)
num($-10, million-12)
punct(rose-2, .-13)

prep(sold-14, In-1)
dep(In-1, August-2)
punct(sold-14, ,-3)
dep(sold-14, Asarco-4)
punct(sold-14, ,-5)
prep(sold-14, through-6)
poss(subsidiary-12, its-7)
nn(subsidiary-12, Lac-8)
nn(subsidiary-12, d'Amiante-9)
nn(subsidiary-12, du-10)
nn(subsidiary-12, Quebec-11)
pobj(through-6, subsidiary-12)
punct(sold-14, ,-13)
root(ROOT-0, sold-14)
poss(interest-18, its-15)
amod(interest-18, remaining-16)
amod(interest-18, one-third-17)
dobj(sold-14, interest-18)
prep(interest-18, in-19)
det(partnership-24, an-20)
nn(partnership-24, asbestos-21)
nn(partnership-24, mining-22)
amod(partnership-24, limited-23)
pobj(in-19, partnership-24)
prep(partnership-24, in-25)
dep(in-25, Canada-26)
prep(sold-14, for-27)
pobj(for-27, $-28)
number(million-30, 11.7-29)
num($-28, million-30)
punct(sold-14, .-31)

dep(said-2, Asarco-1)
root(ROOT-0, said-2)
dep(plans-4, it-3)
ccomp(said-2, plans-4)
aux(shut-6, to-5)
xcomp(plans-4, shut-6)
dep(shut-6, down-7)
cc(shut-6, or-8)
conj(shut-6, sell-9)
poss(mine-13, its-10)
nn(mine-13, Rapatee-11)
nn(mine-13, coal-12)
dobj(shut-6, mine-13)
cc(plans-4, and-14)
aux(end-16, will-15)
conj(plans-4, end-16)
poss(involvement-18, its-17)
dobj(end-16, involvement-18)
prep(involvement-18, in-19)
amod(mining-23, southern-20)
nn(mining-23, Illinois-21)
nn(mining-23, strip-22)
pobj(in-19, mining-23)
punct(said-2, .-24)

det(company-2, The-1)
nsubj(said-3, company-2)
root(ROOT-0, said-3)
mark(discussing-7, that-4)
dep(discussing-7, it-5)
aux(discussing-7, is-6)
ccomp(said-3, discussing-7)
det(buy-out-10, a-8)
nn(buy-out-10, management-employee-9)
dobj(discussing-7, buy-out-10)
prep(buy-out-10, of-11)
det(facility-13, the-12)
pobj(of-11, facility-13)
punct(discussing-7, ,-14)
cc(discussing-7, but-15)
mark(stop-19, that-16)
dep(stop-19, it-17)
aux(stop-19, would-18)
conj(discussing-7, stop-19)
xcomp(stop-19, mining-20)
cc(mining-20, and-21)
conj(mining-20, selling-22)
dep(mining-20, coal-23)
prep(stop-19, at-24)
nn(end-26, year-25)
pobj(at-24, end-26)
advmod(contracts-30, when-27)
amod(contracts-30, existing-28)
nn(contracts-30, sales-29)
dep(end-26, contracts-30)
dep(contracts-30, expire-31)
punct(stop-19, ,-32)
advmod(stop-19, regardless-33)
prep(regardless-33, of-34)
det(outcome-36, the-35)
pobj(of-34, outcome-36)
prep(outcome-36, of-37)
det(talks-39, those-38)
pobj(of-37, talks-39)
punct(said-3, .-40)

prep(fell-10, In-1)
nn(trading-7, New-2)
nn(trading-7, York-3)
nn(trading-7, Stock-4)
nn(trading-7, Exchange-5)
amod(trading-7, composite-6)
pobj(In-1, trading-7)
punct(fell-10, ,-8)
dep(fell-10, Asarco-9)
root(ROOT-0, fell-10)
dobj(fell-10, $-11)
num($-11, 1.375-12)
aux(close-14, to-13)
vmod(fell-10, close-14)
prep(close-14, at-15)
pobj(at-15, $-16)
num($-16, 31.75-17)
punct(fell-10, .-18)

nsubj(reported-4, Companies-1)
dep(Companies-1, listed-2)
dep(listed-2, below-3)
root(ROOT-0, reported-4)
amod(profit-6, quarterly-5)
dobj(reported-4, profit-6)
advmod(different-8, substantially-7)
amod(profit-6, different-8)
prep(different-8, from-9)
det(average-11, the-10)
pobj(from-9, average-11)
prep(average-11, of-12)
poss(estimates-15, analysts-13)
possessive(analysts-13, '-14)
pobj(of-12, estimates-15)
punct(reported-4, .-16)

det(companies-2, The-1)
nsubjpass(followed-4, companies-2)
auxpass(followed-4, are-3)
root(ROOT-0, followed-4)
prep(followed-4, by-5)
quantmod(three-8, at-6)
mwe(at-6, least-7)
num(analysts-9, three-8)
pobj(by-5, analysts-9)
punct(followed-4, ,-10)
cc(followed-4, and-11)
conj(followed-4, had-12)
det(change-16, a-13)
amod(change-16, minimum-14)
amod(change-16, five-cent-15)
dobj(had-12, change-16)
prep(change-16, in-17)
amod(earnings-19, actual-18)
pobj(in-17, earnings-19)
prep(earnings-19, per-20)
dep(per-20, share-21)
punct(followed-4, .-22)

nn(results-4, Estimated-1)
cc(Estimated-1, and-2)
conj(Estimated-1, actual-3)
nsubjpass(omitted-8, results-4)
vmod(results-4, involving-5)
dep(involving-5, losses-6)
auxpass(omitted-8, are-7)
root(ROOT-0, omitted-8)
punct(omitted-8, .-9)

det(difference-3, The-1)
nn(difference-3, percent-2)
nsubj(compares-4, difference-3)
root(ROOT-0, compares-4)
amod(profit-6, actual-5)
dobj(compares-4, profit-6)
prep(compares-4, with-7)
det(estimate-10, the-8)
amod(estimate-10, 30-day-9)
pobj(with-7, estimate-10)
advmod(have-16, where-11)
quantmod(three-14, at-12)
mwe(at-12, least-13)
num(analysts-15, three-14)
nsubj(have-16, analysts-15)
dep(estimate-10, have-16)
nn(forecasts-18, issues-17)
dobj(have-16, forecasts-18)
prep(have-16, in-19)
det(days-23, the-20)
amod(days-23, past-21)
num(days-23, 30-22)
pobj(in-19, days-23)
punct(compares-4, .-24)

advmod(compared-6, Otherwise-1)
punct(compared-6, ,-2)
amod(profit-4, actual-3)
nsubjpass(compared-6, profit-4)
auxpass(compared-6, is-5)
root(ROOT-0, compared-6)
prep(compared-6, with-7)
det(estimate-10, the-8)
amod(estimate-10, 300-day-9)
pobj(with-7, estimate-10)
punct(compared-6, .-11)

nn(Lodge-3, David-1)
nn(Lodge-3, W.-2)
nsubjpass(elected-5, Lodge-3)
auxpass(elected-5, was-4)
root(ROOT-0, elected-5)
nn(president-7, vice-6)
xcomp(elected-5, president-7)
cc(president-7, and-8)
nn(officer-11, chief-9)
amod(officer-11, financial-10)
conj(president-7, officer-11)
punct(president-7, ,-12)
amod(president-7, effective-13)
tmod(effective-13, Nov.-14)
num(Nov.-14, 1-15)
punct(elected-5, .-16)

nn(Lodge-2, Mr.-1)
nsubj(succeeds-21, Lodge-2)
punct(Lodge-2, ,-3)
num(years-5, 48-4)
npadvmod(old-6, years-5)
amod(Lodge-2, old-6)
punct(Lodge-2, ,-7)
det(executive-11, a-8)
amod(executive-11, former-9)
nn(executive-11, finance-10)
appos(Lodge-2, executive-11)
prep(executive-11, at-12)
nn(Co.-16, Singer-13)
nn(Co.-16, Sewing-14)
nn(Co.-16, Machine-15)
pobj(at-12, Co.-16)
cc(Co.-16, and-17)
nn(Corp.-19, Celanese-18)
conj(Co.-16, Corp.-19)
punct(Lodge-2, ,-20)
root(ROOT-0, succeeds-21)
nn(Brophy-24, Francis-22)
nn(Brophy-24, L.-23)
dobj(succeeds-21, Brophy-24)
punct(Brophy-24, ,-25)
num(Brophy-24, 64-26)
punct(Brophy-24, ,-27)
dobj(retire-31, who-28)
dep(Brophy-24, plans-29)
aux(retire-31, to-30)
xcomp(plans-29, retire-31)
prep(retire-31, from-32)
det(company-34, the-33)
pobj(from-32, company-34)
amod(year-36, next-35)
tmod(retire-31, year-36)
punct(succeeds-21, .-37)

nn(Salvagni-3, Carlos-1)
nn(Salvagni-3, A.-2)
nsubj(assume-12, Salvagni-3)
punct(Salvagni-3, ,-4)
nn(president-6, vice-5)
appos(Salvagni-3, president-6)
punct(president-6, ,-7)
amod(manufacturing-9, pharmaceutical-8)
appos(president-6, manufacturing-9)
punct(president-6, ,-10)
aux(assume-12, will-11)
root(ROOT-0, assume-12)
dobj(assume-12, responsibility-13)
prep(responsibility-13, for-14)
pobj(for-14, manufacturing-15)
prep(manufacturing-15, in-16)
nn(Mich.-19, Kalamazoo-17)
punct(Mich.-19, ,-18)
pobj(in-16, Mich.-19)
punct(Mich.-19, ,-20)
amod(responsibility-13, effective-21)
tmod(effective-21, Nov.-22)
num(Nov.-22, 1-23)
punct(assume-12, .-24)

nn(Salvagni-2, Mr.-1)
nsubj(succeeds-8, Salvagni-2)
punct(Salvagni-2, ,-3)
num(years-5, 53-4)
npadvmod(old-6, years-5)
amod(Salvagni-2, old-6)
punct(Salvagni-2, ,-7)
root(ROOT-0, succeeds-8)
nn(Griffin-11, John-9)
nn(Griffin-11, C.-10)
dobj(succeeds-8, Griffin-11)
punct(Griffin-11, ,-12)
num(Griffin-11, 57-13)
punct(Griffin-11, ,-14)
dep(retiring-17, who-15)
aux(retiring-17, is-16)
dep(Griffin-11, retiring-17)
prep(retiring-17, as-18)
amod(president-21, corporate-19)
nn(president-21, vice-20)
pobj(as-18, president-21)
prep(president-21, of-22)
amod(manufacturing-24, pharmaceutical-23)
pobj(of-22, manufacturing-24)
punct(succeeds-8, .-25)

dep(provider-5, Upjohn-1)
cop(provider-5, is-2)
det(provider-5, a-3)
amod(provider-5, world-wide-4)
root(ROOT-0, provider-5)
prep(provider-5, of-6)
amod(products-8, health-care-7)
pobj(of-6, products-8)
cc(products-8, and-9)
conj(products-8, services-10)
punct(products-8, ,-11)
appos(products-8, seeds-12)
cc(seeds-12, and-13)
nn(chemicals-15, speciality-14)
conj(seeds-12, chemicals-15)
punct(provider-5, .-16)

det(maker-7, This-1)
dep(maker-7, Brooklyn-2)
punct(Brooklyn-2, ,-3)
dep(Brooklyn-2, N.Y.-4)
punct(Brooklyn-2, ,-5)
nn(maker-7, generic-drug-6)
nsubj(announced-8, maker-7)
root(ROOT-0, announced-8)
det(dividend-13, a-9)
number(%-11, 5-10)
amod(dividend-13, %-11)
nn(dividend-13, stock-12)
dobj(announced-8, dividend-13)
amod(dividend-13, payable-14)
tmod(payable-14, Dec.-15)
num(Dec.-15, 15-16)
punct(payable-14, ,-17)
prep(payable-14, to-18)
pobj(to-18, holders-19)
prep(holders-19, of-20)
dep(of-20, record-21)
dep(holders-19, Nov.-22)
num(Nov.-22, 15-23)
punct(announced-8, .-24)

prep(had-7, As-1)
pcomp(As-1, of-2)
pobj(of-2, Sept.-3)
num(Sept.-3, 30-4)
punct(had-7, ,-5)
dep(had-7, Halsey-6)
root(ROOT-0, had-7)
number(million-9, 5.3-8)
num(shares-11, million-9)
amod(shares-11, common-10)
dobj(had-7, shares-11)
amod(shares-11, outstanding-12)
punct(had-7, .-13)

nn(Marcus-2, Jay-1)
nn(president-4, Marcus-2)
punct(president-4, ,-3)
nsubj(said-6, president-4)
punct(president-4, ,-5)
root(ROOT-0, said-6)
det(move-8, the-7)
nsubj(reflects-10, move-8)
punct(reflects-10, ``-9)
ccomp(said-6, reflects-10)
det(confidence-12, the-11)
dobj(reflects-10, confidence-12)
prep(confidence-12, of-13)
poss(board-15, our-14)
pobj(of-13, board-15)
cc(board-15, and-16)
conj(board-15, management-17)
prep(confidence-12, in-18)
poss(prospects-22, Halsey-19)
possessive(Halsey-19, 's-20)
amod(prospects-22, long-term-21)
pobj(in-18, prospects-22)
cc(confidence-12, and-23)
poss(desire-25, our-24)
conj(confidence-12, desire-25)
aux(provide-27, to-26)
vmod(desire-25, provide-27)
poss(shareholders-29, our-28)
dobj(provide-27, shareholders-29)
prep(provide-27, with-30)
det(return-33, an-31)
amod(return-33, attractive-32)
pobj(with-30, return-33)
prep(return-33, on-34)
poss(investment-36, their-35)
pobj(on-34, investment-36)
punct(said-6, .-37)
punct(said-6, ''-38)

prep(closed-9, In-1)
nn(trading-6, American-2)
nn(trading-6, Stock-3)
nn(trading-6, Exchange-4)
amod(trading-6, composite-5)
pobj(In-1, trading-6)
punct(closed-9, ,-7)
dep(closed-9, Halsey-8)
root(ROOT-0, closed-9)
prep(closed-9, at-10)
pobj(at-10, $-11)
num($-11, 5.8125-12)
det(share-14, a-13)
dep($-11, share-14)
punct(closed-9, ,-15)
advmod(closed-9, up-16)
num(cents-18, 6.25-17)
pobj(up-16, cents-18)
punct(closed-9, .-19)

nn(Brady-3, Walter-1)
nn(Brady-3, M.-2)
nsubjpass(named-5, Brady-3)
auxpass(named-5, was-4)
root(ROOT-0, named-5)
det(president-9, a-6)
amod(president-9, senior-7)
nn(president-9, vice-8)
xcomp(named-5, president-9)
prep(president-9, of-10)
det(insurer-12, this-11)
pobj(of-10, insurer-12)
prep(president-9, in-13)
det(office-17, the-14)
amod(office-17, Canadian-15)
nn(office-17, head-16)
pobj(in-13, office-17)
punct(named-5, .-18)

dep(president-5, He-1)
aux(president-5, had-2)
cop(president-5, been-3)
nn(president-5, vice-4)
root(ROOT-0, president-5)
prep(president-5, in-6)
det(office-8, that-7)
pobj(in-6, office-8)
punct(president-5, .-9)

nn(Foy-3, John-1)
nn(Foy-3, B.-2)
nsubjpass(named-5, Foy-3)
auxpass(named-5, was-4)
root(ROOT-0, named-5)
amod(president-8, senior-6)
nn(president-8, vice-7)
xcomp(named-5, president-8)
cc(named-5, and-9)
conj(named-5, remains-10)
acomp(remains-10, responsible-11)
prep(responsible-11, for-12)
det(department-17, the-13)
amod(department-17, individual-14)
nn(department-17, policy-15)
nn(department-17, services-16)
pobj(for-12, department-17)
punct(named-5, .-18)

nn(Ollari-3, Frank-1)
nn(Ollari-3, J.-2)
nsubjpass(named-5, Ollari-3)
auxpass(named-5, was-4)
root(ROOT-0, named-5)
amod(president-8, senior-6)
nn(president-8, vice-7)
xcomp(named-5, president-8)
prep(president-8, in-9)
pobj(in-9, charge-10)
prep(charge-10, of-11)
det(department-15, the-12)
nn(department-15, mortgage-13)
nn(department-15, finance-14)
pobj(of-11, department-15)
punct(named-5, .-16)

dep(president-5, He-1)
aux(president-5, had-2)
cop(president-5, been-3)
nn(president-5, vice-4)
root(ROOT-0, president-5)
prep(president-5, of-6)
det(department-8, the-7)
pobj(of-6, department-8)
punct(department-8, ,-9)
dobj(department-17, which-10)
auxpass(called-13, was-11)
advmod(called-13, formerly-12)
dep(department-8, called-13)
det(department-17, the-14)
amod(department-17, real-15)
nn(department-17, estate-16)
xcomp(called-13, department-17)
punct(president-5, .-18)

nn(Brown-3, Timothy-1)
nn(Brown-3, C.-2)
nsubjpass(named-10, Brown-3)
punct(Brown-3, ,-4)
det(president-7, a-5)
nn(president-7, vice-6)
appos(Brown-3, president-7)
punct(Brown-3, ,-8)
auxpass(named-10, was-9)
root(ROOT-0, named-10)
amod(president-13, executive-11)
nn(president-13, vice-12)
xcomp(named-10, president-13)
cc(president-13, and-14)
det(director-16, a-15)
conj(president-13, director-16)
prep(president-13, of-17)
det(lighting-19, this-18)
pobj(of-17, lighting-19)
cc(lighting-19, and-20)
nn(concern-23, specialty-21)
nn(concern-23, products-22)
conj(lighting-19, concern-23)
punct(named-10, .-24)

prep(succeeds-13, In-1)
det(post-4, the-2)
nn(post-4, director-3)
pobj(In-1, post-4)
punct(succeeds-13, ,-5)
nn(Brown-7, Mr.-6)
nsubj(succeeds-13, Brown-7)
punct(Brown-7, ,-8)
num(years-10, 38-9)
npadvmod(old-11, years-10)
amod(Brown-7, old-11)
punct(Brown-7, ,-12)
root(ROOT-0, succeeds-13)
nn(Hibben-16, Joseph-14)
nn(Hibben-16, W.-15)
dobj(succeeds-13, Hibben-16)
punct(Hibben-16, ,-17)
dep(retired-19, who-18)
dep(Hibben-16, retired-19)
prep(retired-19, from-20)
det(board-22, the-21)
pobj(from-20, board-22)
prep(retired-19, in-23)
dep(in-23, August-24)
punct(succeeds-13, .-25)

nn(Schuler-3, C.-1)
nn(Schuler-3, Barr-2)
nsubjpass(named-15, Schuler-3)
punct(Schuler-3, ,-4)
num(Schuler-3, 49-5)
punct(Schuler-3, ,-6)
nn(president-8, vice-7)
appos(Schuler-3, president-8)
cc(president-8, and-9)
nn(officer-12, chief-10)
amod(officer-12, financial-11)
conj(president-8, officer-12)
punct(Schuler-3, ,-13)
auxpass(named-15, was-14)
root(ROOT-0, named-15)
amod(president-18, senior-16)
nn(president-18, vice-17)
xcomp(named-15, president-18)
prep(president-18, of-19)
amod(development-21, corporate-20)
pobj(of-19, development-21)
cc(development-21, and-22)
conj(development-21, acquisitions-23)
punct(president-18, ,-24)
det(post-27, a-25)
amod(post-27, new-26)
appos(president-18, post-27)
punct(named-15, .-28)

nn(Stuecker-3, Phillip-1)
nn(Stuecker-3, J.-2)
nsubjpass(named-15, Stuecker-3)
punct(Stuecker-3, ,-4)
num(Stuecker-3, 37-5)
punct(Stuecker-3, ,-6)
nn(president-8, vice-7)
appos(Stuecker-3, president-8)
punct(president-8, ,-9)
conj(president-8, secretary-10)
cc(president-8, and-11)
conj(president-8, treasurer-12)
punct(Stuecker-3, ,-13)
auxpass(named-15, was-14)
root(ROOT-0, named-15)
nn(president-17, vice-16)
xcomp(named-15, president-17)
prep(president-17, of-18)
dep(of-18, finance-19)
cc(president-17, and-20)
nn(officer-23, chief-21)
amod(officer-23, financial-22)
conj(president-17, officer-23)
punct(named-15, .-24)

dep(remains-2, He-1)
root(ROOT-0, remains-2)
dep(remains-2, secretary-3)
punct(remains-2, .-4)

nn(Koenig-3, Ronald-1)
nn(Koenig-3, B.-2)
nsubjpass(named-10, Koenig-3)
punct(Koenig-3, ,-4)
num(years-6, 55-5)
npadvmod(old-7, years-6)
amod(Koenig-3, old-7)
punct(Koenig-3, ,-8)
auxpass(named-10, was-9)
root(ROOT-0, named-10)
det(director-14, a-11)
amod(director-14, senior-12)
amod(director-14, managing-13)
xcomp(named-10, director-14)
prep(director-14, of-15)
det(Gruntal-17, the-16)
pobj(of-15, Gruntal-17)
cc(Gruntal-17, &-18)
nn(subsidiary-21, Co.-19)
nn(subsidiary-21, brokerage-20)
conj(Gruntal-17, subsidiary-21)
prep(Gruntal-17, of-22)
det(firm-27, this-23)
nn(firm-27, insurance-24)
cc(insurance-24, and-25)
conj(insurance-24, financial-services-26)
pobj(of-22, firm-27)
punct(named-10, .-28)

nn(Koenig-2, Mr.-1)
nsubj(build-4, Koenig-2)
aux(build-4, will-3)
root(ROOT-0, build-4)
det(business-9, the-5)
amod(business-9, corporate-finance-6)
cc(corporate-finance-6, and-7)
conj(corporate-finance-6, investment-banking-8)
dobj(build-4, business-9)
prep(business-9, of-10)
pobj(of-10, Gruntal-11)
punct(Gruntal-11, ,-12)
dep(firm-19, which-13)
aux(firm-19, has-14)
advmod(firm-19, primarily-15)
cop(firm-19, been-16)
det(firm-19, a-17)
amod(firm-19, retail-based-18)
dep(Gruntal-11, firm-19)
punct(build-4, .-20)

dep(chairman-3, He-1)
cop(chairman-3, was-2)
root(ROOT-0, chairman-3)
cc(chairman-3, and-4)
amod(officer-7, co-chief-5)
amod(officer-7, executive-6)
conj(chairman-3, officer-7)
prep(chairman-3, of-8)
pobj(of-8, Ladenburg-9)
punct(Ladenburg-9, ,-10)
conj(Ladenburg-9, Thalmann-11)
cc(Ladenburg-9, &-12)
conj(Ladenburg-9, Co.-13)
prep(chairman-3, until-14)
pobj(until-14, July-15)
punct(July-15, ,-16)
advmod(named-20, when-17)
dep(named-20, he-18)
auxpass(named-20, was-19)
dep(July-15, named-20)
xcomp(named-20, co-chairman-21)
prep(co-chairman-21, of-22)
det(firm-25, the-23)
amod(firm-25, investment-banking-24)
pobj(of-22, firm-25)
advmod(named-20, along-26)
prep(along-26, with-27)
nn(Jr.-31, Howard-28)
nn(Jr.-31, L.-29)
nn(Jr.-31, Blum-30)
pobj(with-27, Jr.-31)
punct(Jr.-31, ,-32)
dep(became-35, who-33)
advmod(became-35, then-34)
dep(Jr.-31, became-35)
det(executive-39, the-36)
amod(executive-39, sole-37)
nn(executive-39, chief-38)
xcomp(became-35, executive-39)
punct(chairman-3, .-40)

dep(said-8, Yesterday-1)
punct(said-8, ,-2)
nn(Blum-4, Mr.-3)
nsubj(said-8, Blum-4)
punct(Blum-4, ,-5)
