amod(members-2, Influential-1)
amod(drop-4, %-3)
nsubj(problematic-18, drop-4)
prep(drop-4, for-5)
nn(AG-7, Mannesmann-6)
pobj(for-5, AG-7)
cc(drop-4, and-8)
nn(AG-11, Dresdner-9)
nn(AG-11, Bank-10)
poss(decline-15, AG-11)
possessive(AG-11, 's-12)
number(%-14, 9.6-13)
amod(decline-15, %-14)
conj(drop-4, decline-15)
cop(problematic-18, were-16)
advmod(problematic-18, especially-17)
root(ROOT-0, problematic-18)
prep(problematic-18, for-19)
poss(boards-22, their-20)
amod(boards-22, respective-21)
pobj(for-19, boards-22)
punct(boards-22, ,-23)
poss(plans-25, whose-24)
nsubj(be-34, plans-25)
prep(plans-25, for-26)
amod(issues-29, major-27)
nn(issues-29, rights-28)
pobj(for-26, issues-29)
prep(issues-29, in-30)
dep(in-30, November-31)
aux(be-34, could-32)
advmod(be-34, now-33)
rcmod(boards-22, be-34)
prep(be-34, in-35)
dep(in-35, jeopardy-36)
punct(problematic-18, .-37)

nn(Bank-2, Dresdner-1)
nsubj(said-5, Bank-2)
amod(month-4, last-3)
nsubj(said-5, month-4)
root(ROOT-0, said-5)
dep(hoped-7, it-6)
ccomp(said-5, hoped-7)
aux(raise-9, to-8)
xcomp(hoped-7, raise-9)
number(billion-11, 1.2-10)
num(marks-12, billion-11)
dobj(raise-9, marks-12)
punct($-14, -LRB--13)
dep(marks-12, $-14)
number(million-16, 642.2-15)
num($-14, million-16)
punct($-14, -RRB--17)
prep(raise-9, by-18)
pcomp(by-18, issuing-19)
number(million-21, four-20)
num(shares-22, million-21)
dobj(issuing-19, shares-22)
prep(issuing-19, at-23)
num(marks-25, 300-24)
pobj(at-23, marks-25)
dep(marks-25, each-26)
punct(said-5, .-27)

advmod(cropped-5, Yet-1)
poss(market-4, yesterday-2)
possessive(yesterday-2, 's-3)
nsubj(cropped-5, market-4)
root(ROOT-0, cropped-5)
poss(price-9, Dresdner-6)
possessive(Dresdner-6, 's-7)
nn(price-9, share-8)
dobj(cropped-5, price-9)
prep(cropped-5, by-10)
num(marks-12, 33-11)
pobj(by-10, marks-12)
prep(cropped-5, to-13)
num(marks-15, 309-14)
pobj(to-13, marks-15)
det(share-17, a-16)
dep(marks-15, share-17)
punct(cropped-5, ,-18)
vmod(cropped-5, leaving-19)
amod(incentive-21, little-20)
dobj(leaving-19, incentive-21)
mark(subscribe-25, for-22)
dep(subscribe-25, investors-23)
aux(subscribe-25, to-24)
vmod(incentive-21, subscribe-25)
prep(subscribe-25, to-26)
det(price-29, the-27)
nn(price-29, standing-28)
pobj(to-26, price-29)
mark(recovers-33, unless-30)
det(market-32, the-31)
nsubj(recovers-33, market-32)
advcl(subscribe-25, recovers-33)
advmod(recovers-33, quickly-34)
punct(cropped-5, .-35)

root(ROOT-0, LONDON-1)
punct(LONDON-1, :-2)

vmod(recouped-13, Headed-1)
prep(Headed-1, toward-2)
det(drop-5, a-3)
nn(drop-5, record-4)
pobj(toward-2, drop-5)
prep(drop-5, at-6)
dep(at-6, midday-7)
punct(recouped-13, ,-8)
det(market-12, the-9)
nn(market-12, London-10)
nn(market-12, stock-11)
nsubj(recouped-13, market-12)
root(ROOT-0, recouped-13)
dobj(recouped-13, two-thirds-14)
prep(two-thirds-14, of-15)
poss(losses-17, its-16)
pobj(of-15, losses-17)
prep(recouped-13, in-18)
det(wake-20, the-19)
pobj(in-18, wake-20)
prep(wake-20, of-21)
nn(York-23, New-22)
poss(rally-26, York-23)
possessive(York-23, 's-24)
amod(rally-26, early-25)
pobj(of-21, rally-26)
punct(recouped-13, .-27)

det(Index-7, The-1)
nn(Index-7, Financial-2)
nn(Index-7, Times-Stock-3)
nn(Index-7, Exchange-4)
num(Index-7, 100-5)
nn(Index-7, Share-6)
nsubj(closed-8, Index-7)
root(ROOT-0, closed-8)
advmod(closed-8, off-9)
num(points-11, 70.5-10)
pobj(off-9, points-11)
punct(closed-8, ,-12)
prep(closed-8, at-13)
num(high-17, 2163.4-14)
punct(high-17, ,-15)
poss(high-17, its-16)
pobj(at-13, high-17)
prep(high-17, for-18)
det(day-20, the-19)
pobj(for-18, day-20)
punct(high-17, ,-21)
prep(closed-8, after-22)
aux(plunged-24, having-23)
pcomp(after-22, plunged-24)
num(points-26, 204.2-25)
dobj(plunged-24, points-26)
prep(plunged-24, at-27)
num(p.m-29, 12:49-28)
pobj(at-27, p.m-29)
punct(closed-8, .-30)

dep(institutions-4, It-1)
cop(institutions-4, was-2)
amod(institutions-4, big-3)
root(ROOT-0, institutions-4)
mwe(as-6, such-5)
prep(institutions-4, as-6)
nn(Group-10, Norwich-7)
nn(Group-10, Union-8)
nn(Group-10, Insurance-9)
pobj(as-6, Group-10)
punct(Group-10, ,-11)
nn(Managers-15, Scottish-12)
nn(Managers-15, Amicable-13)
nn(Managers-15, Investment-14)
conj(Group-10, Managers-15)
cc(Group-10, and-16)
nn(Co.-20, Standard-17)
nn(Co.-20, Life-18)
nn(Co.-20, Assurance-19)
conj(Group-10, Co.-20)
dep(spearheaded-22, that-21)
dep(institutions-4, spearheaded-22)
det(rally-24, the-23)
dobj(spearheaded-22, rally-24)
punct(institutions-4, .-25)

dep(scooped-14, Attracted-1)
prep(Attracted-1, by-2)
amod(prices-4, low-3)
pobj(by-2, prices-4)
cc(Attracted-1, and-5)
conj(Attracted-1, encouraged-6)
prep(encouraged-6, by-7)
nn(York-9, New-8)
poss(performance-11, York-9)
possessive(York-9, 's-10)
pobj(by-7, performance-11)
punct(scooped-14, ,-12)
dep(scooped-14, they-13)
root(ROOT-0, scooped-14)
dep(scooped-14, up-15)
dep(scooped-14, equities-16)
prep(scooped-14, across-17)
det(board-19, the-18)
pobj(across-17, board-19)
punct(scooped-14, .-20)

dep(shares-5, Volume-1)
cop(shares-5, was-2)
number(million-4, 959.3-3)
num(shares-5, million-4)
root(ROOT-0, shares-5)
punct(shares-5, ,-6)
quantmod(triple-9, more-7)
quantmod(triple-9, than-8)
num(levels-11, triple-9)
amod(levels-11, recent-10)
appos(shares-5, levels-11)
punct(shares-5, .-12)

root(ROOT-0, PARIS-1)
punct(PARIS-1, :-2)

amod(buying-2, Late-1)
nsubj(gave-3, buying-2)
root(ROOT-0, gave-3)
det(Bourse-6, the-4)
nn(Bourse-6, Paris-5)
iobj(gave-3, Bourse-6)
det(parachute-8, a-7)
dobj(gave-3, parachute-8)
prep(gave-3, after-9)
poss(fall-12, its-10)
amod(fall-12, free-11)
pobj(after-9, fall-12)
advmod(fall-12, early-13)
prep(early-13, in-14)
det(day-16, the-15)
pobj(in-14, day-16)
punct(gave-3, .-17)

det(Index-4, The-1)
nn(Index-4, CAC-2)
nn(Index-4, General-3)
nsubj(ended-5, Index-4)
root(ROOT-0, ended-5)
advmod(ended-5, down-6)
num(%-8, 5.4-7)
pobj(down-6, %-8)
prep(ended-5, at-9)
num(drop-13, 523.6-10)
punct(drop-13, ,-11)
det(drop-13, a-12)
pobj(at-9, drop-13)
prep(drop-13, of-14)
num(points-16, 29.6-15)
pobj(of-14, points-16)
prep(drop-13, from-17)
dep(from-17, Friday-18)
punct(ended-5, .-19)

punct(said-17, ``-1)
dep(was-3, There-2)
ccomp(said-17, was-3)
det(volatility-5, a-4)
dep(was-3, volatility-5)
prep(volatility-5, in-6)
det(market-8, the-7)
pobj(in-6, market-8)
mark(seen-13, that-9)
dep(seen-13, I-10)
aux(seen-13, have-11)
neg(seen-13, never-12)
dep(volatility-5, seen-13)
advmod(seen-13, before-14)
punct(said-17, ,-15)
punct(said-17, ''-16)
root(ROOT-0, said-17)
nn(Vigier-19, Michel-18)
nsubj(said-17, Vigier-19)
punct(Vigier-19, ,-20)
det(partner-22, a-21)
appos(Vigier-19, partner-22)
prep(partner-22, in-23)
nn(Dupont-27, brokerage-24)
nn(Dupont-27, firm-25)
nn(Dupont-27, Cholet-26)
pobj(in-23, Dupont-27)
punct(said-17, .-28)

punct(was-13, ``-1)
advmod(turned-5, When-2)
nn(Street-4, Wall-3)
nsubj(turned-5, Street-4)
dep(was-13, turned-5)
advmod(turned-5, around-6)
advmod(after-8, shortly-7)
prep(turned-5, after-8)
det(opening-10, the-9)
pobj(after-8, opening-10)
punct(was-13, ,-11)
dep(was-13, there-12)
root(ROOT-0, was-13)
nn(buying-15, panic-14)
dep(was-13, buying-15)
prep(was-13, in-16)
dep(in-16, Paris-17)
punct(was-13, .-18)
punct(was-13, ''-19)

dep(said-2, Brokers-1)
root(ROOT-0, said-2)
mark(changed-23, that-3)
mark(spread-7, as-4)
det(news-6, the-5)
nsubj(spread-7, news-6)
advcl(changed-23, spread-7)
mark(moving-12, that-8)
nn(Street-10, Wall-9)
nsubj(moving-12, Street-10)
aux(moving-12, was-11)
ccomp(spread-7, moving-12)
advmod(moving-12, up-13)
punct(changed-23, ,-14)
nsubj(changed-23, traders-15)
dobj(place-20, who-16)
aux(called-18, had-17)
ccomp(traders-15, called-18)
aux(place-20, to-19)
xcomp(called-18, place-20)
nn(orders-22, sell-21)
dobj(place-20, orders-22)
ccomp(said-2, changed-23)
poss(line-25, their-24)
dobj(changed-23, line-25)
prep(changed-23, in-26)
dep(in-26, mid-conversation-27)
punct(changed-23, ,-28)
vmod(changed-23, ordering-29)
dep(ordering-29, buys-30)
advmod(ordering-29, instead-31)
punct(said-2, .-32)

dep(driven-3, Trading-1)
auxpass(driven-3, was-2)
root(ROOT-0, driven-3)
advmod(driven-3, primarily-4)
prep(driven-3, by-5)
amod(investors-7, small-6)
pobj(by-5, investors-7)
cc(investors-7, and-8)
conj(investors-7, speculators-9)
punct(driven-3, ,-10)
prep(driven-3, with-11)
amod(institutions-13, large-12)
nsubj(waiting-14, institutions-13)
pcomp(with-11, waiting-14)
prep(waiting-14, on-15)
det(sidelines-17, the-16)
pobj(on-15, sidelines-17)
prep(waiting-14, until-18)
pcomp(until-18, late-19)
prep(late-19, in-20)
det(day-22, the-21)
pobj(in-20, day-22)
punct(driven-3, .-23)

advmod(turned-4, When-1)
nn(Street-3, Wall-2)
nsubj(turned-4, Street-3)
advcl(entered-11, turned-4)
punct(entered-11, ,-5)
advmod(entered-11, however-6)
punct(entered-11, ,-7)
det(boys-10, the-8)
amod(boys-10, big-9)
nsubj(entered-11, boys-10)
root(ROOT-0, entered-11)
det(market-13, the-12)
dobj(entered-11, market-13)
punct(entered-11, ,-14)
vmod(entered-11, looking-15)
prep(looking-15, for-16)
dep(for-16, bargains-17)
punct(entered-11, .-18)

nn(Morgan-2, J.P.-1)
nsubj(swung-5, Morgan-2)
cc(Morgan-2, &-3)
conj(Morgan-2, Co.-4)
root(ROOT-0, swung-5)
prep(swung-5, to-6)
det(loss-8, a-7)
pobj(to-6, loss-8)
prep(swung-5, in-9)
det(quarter-12, the-10)
amod(quarter-12, third-11)
pobj(in-9, quarter-12)
punct(swung-5, ,-13)
mark(reported-17, while-14)
nn(Corp.-16, NCNB-15)
nsubj(reported-17, Corp.-16)
advcl(swung-5, reported-17)
amod(income-19, net-18)
nsubj(doubled-22, income-19)
advmod(than-21, more-20)
advmod(doubled-22, than-21)
ccomp(reported-17, doubled-22)
punct(reported-17, ,-23)
cc(reported-17, and-24)
nn(net-28, Security-25)
nn(net-28, Pacific-26)
nn(net-28, Corp.-27)
nsubj(rose-29, net-28)
conj(reported-17, rose-29)
num(%-31, 10-30)
dobj(rose-29, %-31)
punct(swung-5, .-32)

nn(Morgan-2, J.P.-1)
root(ROOT-0, Morgan-2)
cc(Morgan-2, &-3)
conj(Morgan-2, Co-4)
punct(Co-4, .-5)

nn(Morgan-2, J.P.-1)
nsubj(posted-7, Morgan-2)
punct(posted-7, ,-3)
mark(expected-5, as-4)
dep(posted-7, expected-5)
punct(posted-7, ,-6)
root(ROOT-0, posted-7)
det(loss-13, a-8)
amod(loss-13, $-9)
number(billion-11, 1.82-10)
num($-9, billion-11)
nn(loss-13, net-12)
dobj(posted-7, loss-13)
prep(loss-13, for-14)
det(quarter-16, the-15)
pobj(for-14, quarter-16)
punct(posted-7, ,-17)
vmod(posted-7, reflecting-18)
det(bank-22, the-19)
nn(bank-22, New-20)
nn(bank-22, York-21)
poss(decision-24, bank-22)
possessive(bank-22, 's-23)
dobj(reflecting-18, decision-24)
amod(month-26, last-25)
dep(decision-24, month-26)
aux(add-28, to-27)
vmod(decision-24, add-28)
dobj(add-28, $-29)
number(billion-31, 2-30)
num($-29, billion-31)
prep(add-28, to-32)
dep(to-32, reserves-33)
prep(add-28, for-34)
pobj(for-34, losses-35)
prep(losses-35, on-36)
pobj(on-36, loans-37)
prep(loans-37, to-38)
amod(countries-40, less-developed-39)
pobj(to-38, countries-40)
punct(posted-7, .-41)

det(addition-3, The-1)
nn(addition-3, reserve-2)
nsubj(placed-4, addition-3)
root(ROOT-0, placed-4)
det(parent-6, the-5)
dobj(placed-4, parent-6)
prep(parent-6, of-7)
nn(Co.-11, Morgan-8)
nn(Co.-11, Guaranty-9)
nn(Co.-11, Trust-10)
pobj(of-7, Co.-11)
prep(placed-4, among-12)
det(banks-17, a-13)
amod(banks-17, few-14)
amod(banks-17, major-15)
nn(banks-17, U.S.-16)
pobj(among-12, banks-17)
dep(covered-20, that-18)
aux(covered-20, have-19)
dep(banks-17, covered-20)
advmod(portfolios-27, nearly-21)
predet(portfolios-27, all-22)
poss(portfolios-27, their-23)
amod(portfolios-27, medium-24)
cc(medium-24, and-25)
conj(medium-24, long-term-26)
dobj(covered-20, portfolios-27)
prep(portfolios-27, to-28)
amod(countries-30, less-developed-29)
pobj(to-28, countries-30)
prep(covered-20, with-31)
dep(with-31, reserves-32)
punct(placed-4, .-33)

det(quarter-3, The-1)
amod(quarter-3, latest-2)
poss(loss-5, quarter-3)
possessive(quarter-3, 's-4)
nsubj(equals-6, loss-5)
root(ROOT-0, equals-6)
dobj(equals-6, $-7)
num($-7, 9.92-8)
det(share-10, a-9)
dep($-7, share-10)
punct(equals-6, .-11)

prep(earned-7, In-1)
det(quarter-4, the-2)
amod(quarter-4, year-earlier-3)
pobj(In-1, quarter-4)
punct(earned-7, ,-5)
dep(earned-7, Morgan-6)
root(ROOT-0, earned-7)
dobj(earned-7, $-8)
number(million-10, 233.6-9)
num($-8, million-10)
punct($-8, ,-11)
cc($-8, or-12)
conj($-8, $-13)
num($-13, 1.25-14)
det(share-16, a-15)
dep($-13, share-16)
punct(earned-7, .-17)

nn(Salem-3, George-1)
nn(Salem-3, M.-2)
nsubj(called-11, Salem-3)
punct(Salem-3, ,-4)
appos(Salem-3, analyst-5)
prep(analyst-5, at-6)
nn(Inc.-9, Prudential-Bache-7)
nn(Inc.-9, Securities-8)
pobj(at-6, Inc.-9)
punct(Salem-3, ,-10)
root(ROOT-0, called-11)
det(results-13, the-12)
dep(disappointing-16, results-13)
punct(disappointing-16, ``-14)
advmod(disappointing-16, mildly-15)
dep(called-11, disappointing-16)
punct(called-11, .-17)
punct(called-11, ''-18)

dep(cents-19, Excluding-1)
det(provision-6, the-2)
amod(provision-6, $-3)
number(billion-5, 2-4)
num($-3, billion-5)
dobj(Excluding-1, provision-6)
cc(Excluding-1, and-7)
conj(Excluding-1, allowing-8)
prep(allowing-8, for-9)
det(taxes-11, the-10)
pobj(for-9, taxes-11)
dep(paid-13, Morgan-12)
rcmod(taxes-11, paid-13)
punct(cents-19, ,-14)
dep(cents-19, earnings-15)
cop(cents-19, were-16)
quantmod(65-18, about-17)
num(cents-19, 65-18)
ccomp(said-25, cents-19)
det(share-21, a-20)
dep(cents-19, share-21)
punct(said-25, ,-22)
nn(Salem-24, Mr.-23)
nsubj(said-25, Salem-24)
root(ROOT-0, said-25)
punct(said-25, .-26)

prep(climbed-11, In-1)
nn(trading-7, New-2)
nn(trading-7, York-3)
nn(trading-7, Stock-4)
nn(trading-7, Exchange-5)
nn(trading-7, composite-6)
pobj(In-1, trading-7)
dep(climbed-11, yesterday-8)
punct(climbed-11, ,-9)
dep(climbed-11, Morgan-10)
root(ROOT-0, climbed-11)
dobj(climbed-11, $-12)
num($-12, 1.50-13)
det(share-15, a-14)
dep($-12, share-15)
prep(climbed-11, to-16)
pobj(to-16, $-17)
num($-17, 44.125-18)
punct(climbed-11, .-19)

amod(income-3, Net-1)
nn(income-3, interest-2)
nsubj(sank-4, income-3)
root(ROOT-0, sank-4)
num(%-6, 27-5)
dobj(sank-4, %-6)
prep(sank-4, in-7)
det(quarter-9, the-8)
pobj(in-7, quarter-9)
prep(sank-4, to-10)
pobj(to-10, $-11)
number(million-13, 254-12)
num($-11, million-13)
prep(sank-4, from-14)
pobj(from-14, $-15)
number(million-17, 347-16)
num($-15, million-17)
punct(sank-4, .-18)

det(rate-3, The-1)
nn(rate-3, interest-2)
nsubj(higher-21, rate-3)
prep(rate-3, on-4)
amod(funds-6, short-term-5)
pobj(on-4, funds-6)
punct(funds-6, ,-7)
dep(borrow-10, which-8)
dep(borrow-10, banks-9)
dep(funds-6, borrow-10)
aux(finance-12, to-11)
xcomp(borrow-10, finance-12)
amod(loans-14, longer-term-13)
dobj(finance-12, loans-14)
prep(loans-14, to-15)
dep(to-15, customers-16)
punct(funds-6, ,-17)
cop(higher-21, was-18)
punct(higher-21, ``-19)
advmod(higher-21, sharply-20)
ccomp(said-25, higher-21)
punct(said-25, ,-22)
punct(said-25, ''-23)
dep(said-25, Morgan-24)
root(ROOT-0, said-25)
punct(said-25, .-26)

dep(received-2, Morgan-1)
root(ROOT-0, received-2)
dobj(received-2, $-3)
number(million-5, 2-4)
num($-3, million-5)
prep($-3, of-6)
nn(payments-8, interest-7)
pobj(of-6, payments-8)
prep(payments-8, on-9)
poss(loans-15, its-10)
amod(loans-15, medium-11)
cc(medium-11, and-12)
conj(medium-11, long-term-13)
amod(loans-15, Brazilian-14)
pobj(on-9, loans-15)
punct(received-2, ;-16)
aux(accruing-20, had-17)
dep(accruing-20, they-18)
aux(accruing-20, been-19)
dep(higher-32, accruing-20)
dep(accruing-20, interest-21)
punct(higher-32, ,-22)
amod(income-25, net-23)
nn(income-25, interest-24)
nsubj(higher-32, income-25)
aux(higher-32, would-26)
aux(higher-32, have-27)
cop(higher-32, been-28)
npadvmod(higher-32, $-29)
number(million-31, 35-30)
num($-29, million-31)
ccomp(said-38, higher-32)
prep(higher-32, in-33)
det(quarter-35, the-34)
pobj(in-33, quarter-35)
punct(said-38, ,-36)
dep(said-38, Morgan-37)
parataxis(received-2, said-38)
punct(received-2, .-39)

amod(loans-2, Such-1)
nsubj(remain-6, loans-2)
prep(loans-2, to-3)
dep(to-3, Argentina-4)
advmod(remain-6, also-5)
root(ROOT-0, remain-6)
acomp(remain-6, classified-7)
prep(classified-7, as-8)
dep(as-8, non-accruing-9)
punct(remain-6, ,-10)
xcomp(remain-6, costing-11)
det(bank-13, the-12)
iobj(costing-11, bank-13)
dobj(costing-11, $-14)
number(million-16, 10-15)
num($-14, million-16)
prep($-14, of-17)
nn(income-19, interest-18)
pobj(of-17, income-19)
prep(costing-11, in-20)
det(period-23, the-21)
amod(period-23, third-22)
pobj(in-20, period-23)
punct(remain-6, .-24)

nsubj(climbed-7, Income-1)
prep(Income-1, from-2)
pobj(from-2, sources-3)
amod(sources-3, other-4)
prep(other-4, than-5)
dep(than-5, interest-6)
root(ROOT-0, climbed-7)
num(%-9, 12-8)
dobj(climbed-7, %-9)
prep(climbed-7, to-10)
pobj(to-10, $-11)
number(million-13, 414-12)
num($-11, million-13)
punct(climbed-7, ,-14)
vmod(climbed-7, reflecting-15)
amod(fees-20, higher-16)
nn(fees-20, corporate-finance-17)
cc(corporate-finance-17, and-18)
conj(corporate-finance-17, other-19)
dobj(reflecting-15, fees-20)
cc(fees-20, and-21)
conj(fees-20, gains-22)
prep(gains-22, on-23)
pobj(on-23, sales-24)
prep(sales-24, of-25)
nn(securities-27, investment-26)
pobj(of-25, securities-27)
punct(climbed-7, .-28)

punct(said-15, ``-1)
det(increases-3, These-2)
nsubjpass(offset-6, increases-3)
auxpass(offset-6, were-4)
advmod(offset-6, partly-5)
ccomp(said-15, offset-6)
prep(offset-6, by-7)
amod(income-11, lower-8)
amod(income-11, trading-related-9)
punct(income-11, ''-10)
pobj(by-7, income-11)
punct(said-15, ,-12)
det(bank-14, the-13)
nsubj(said-15, bank-14)
root(ROOT-0, said-15)
punct(said-15, .-16)

amod(expenses-2, Non-interest-1)
nsubj(grew-3, expenses-2)
root(ROOT-0, grew-3)
num(%-5, 16-4)
dobj(grew-3, %-5)
prep(grew-3, to-6)
pobj(to-6, $-7)
number(million-9, 496-8)
num($-7, million-9)
punct(grew-3, .-10)

nn(Corp-2, NCNB-1)
root(ROOT-0, Corp-2)
punct(Corp-2, .-3)

nn(Corp.-2, NCNB-1)
poss(income-5, Corp.-2)
possessive(Corp.-2, 's-3)
amod(income-5, net-4)
nsubj(doubled-8, income-5)
advmod(than-7, more-6)
advmod(doubled-8, than-7)
root(ROOT-0, doubled-8)
prep(doubled-8, in-9)
det(period-11, the-10)
pobj(in-9, period-11)
punct(doubled-8, ,-12)
advmod(of-15, largely-13)
mwe(of-15, because-14)
prep(doubled-8, of-15)
amod(performance-18, continued-16)
amod(performance-18, strong-17)
pobj(of-15, performance-18)
prep(performance-18, by-19)
det(bank-21, the-20)
poss(operations-24, bank-21)
possessive(bank-21, 's-22)
nn(operations-24, Texas-23)
pobj(by-19, operations-24)
punct(doubled-8, .-25)

det(company-6, The-1)
dep(company-6, Charlotte-2)
punct(Charlotte-2, ,-3)
dep(Charlotte-2, N.C.-4)
punct(Charlotte-2, ,-5)
nsubj(said-7, company-6)
root(ROOT-0, said-7)
dep(rose-9, earnings-8)
ccomp(said-7, rose-9)
prep(rose-9, to-10)
pobj(to-10, $-11)
number(million-13, 143.6-12)
num($-11, million-13)
punct($-11, ,-14)
cc($-11, or-15)
conj($-11, $-16)
num($-16, 1.45-17)
det(share-19, a-18)
dep($-16, share-19)
punct($-11, ,-20)
prep(rose-9, from-21)
pobj(from-21, $-22)
number(million-24, 58.9-23)
num($-22, million-24)
punct($-22, ,-25)
cc($-22, or-26)
num(cents-28, 69-27)
conj($-22, cents-28)
det(share-30, a-29)
dep(cents-28, share-30)
punct(from-21, ,-31)
det(year-33, a-32)
npadvmod(earlier-34, year-33)
advmod(from-21, earlier-34)
punct(said-7, .-35)

det(quarter-3, The-1)
amod(quarter-3, latest-2)
nsubj(included-4, quarter-3)
root(ROOT-0, included-4)
det(gain-6, a-5)
dobj(included-4, gain-6)
prep(gain-6, of-7)
pobj(of-7, $-8)
number(million-10, 56.1-9)
num($-8, million-10)
punct($-8, ,-11)
cc($-8, or-12)
num(cents-14, 59-13)
conj($-8, cents-14)
det(share-16, a-15)
dep(cents-14, share-16)
punct($-8, ,-17)
amod(gain-6, related-18)
prep(related-18, to-19)
det(purchase-21, the-20)
pobj(to-19, purchase-21)
prep(purchase-21, of-22)
det(%-26, the-23)
amod(%-26, remaining-24)
num(%-26, 51-25)
pobj(of-22, %-26)
prep(%-26, of-27)
nn(Bank-31, NCNB-28)
nn(Bank-31, Texas-29)
nn(Bank-31, National-30)
pobj(of-27, Bank-31)
prep(purchase-21, from-32)
det(Corp-37, the-33)
nn(Corp-37, Federal-34)
nn(Corp-37, Deposit-35)
nn(Corp-37, Insurance-36)
pobj(from-32, Corp-37)
punct(included-4, .-38)

det(performance-3, The-1)
amod(performance-3, strong-2)
nsubj(contrasted-7, performance-3)
punct(contrasted-7, ,-4)
advmod(contrasted-7, however-5)
punct(contrasted-7, ,-6)
root(ROOT-0, contrasted-7)
prep(contrasted-7, with-8)
det(increase-12, an-9)
advmod(large-11, unexpectedly-10)
amod(increase-12, large-11)
pobj(with-8, increase-12)
prep(increase-12, in-13)
det(size-15, the-14)
pobj(in-13, size-15)
prep(size-15, of-16)
poss(loans-20, NCNB-17)
possessive(NCNB-17, 's-18)
nn(loans-20, problem-19)
pobj(of-16, loans-20)
punct(contrasted-7, ,-21)
advmod(in-23, particularly-22)
prep(contrasted-7, in-23)
det(Southeast-25, the-24)
pobj(in-23, Southeast-25)
punct(contrasted-7, .-26)

prep(jumped-8, In-1)
det(quarter-4, the-2)
amod(quarter-4, third-3)
pobj(In-1, quarter-4)
punct(jumped-8, ,-5)
amod(assets-7, nonperforming-6)
nsubj(jumped-8, assets-7)
root(ROOT-0, jumped-8)
prep(jumped-8, to-9)
pobj(to-9, $-10)
number(million-12, 474.1-11)
num($-10, million-12)
punct($-10, ,-13)
cc($-10, or-14)
num(%-16, 1.43-15)
conj($-10, %-16)
prep(%-16, of-17)
amod(loans-19, net-18)
pobj(of-17, loans-19)
cc(loans-19, and-20)
conj(loans-19, leases-21)
punct($-10, ,-22)
prep(jumped-8, from-23)
pobj(from-23, $-24)
number(million-26, 232.8-25)
