nsubj(continue-15, Efforts-1)
vmod(raised-4, legitimize-10)
dobj(legitimize-10, some-11)
prep(some-11, of-12)
det(output-15, that-13)
amod(output-15, unauthorized-14)
pobj(of-12, output-15)
punct(raised-4, .-16)

nn(ministers-2, Oil-1)
nsubj(hope-4, ministers-2)
advmod(hope-4, now-3)
root(ROOT-0, hope-4)
aux(solve-6, to-5)
xcomp(hope-4, solve-6)
det(issue-8, the-7)
dobj(solve-6, issue-8)
advmod(solve-6, for-9)
advmod(for-9, good-10)
prep(solve-6, through-11)
det(proposal-14, an-12)
amod(proposal-14, Iranian-13)
pobj(through-11, proposal-14)
dep(gives-16, that-15)
dep(proposal-14, gives-16)
det(share-19, a-17)
amod(share-19, larger-18)
dobj(gives-16, share-19)
prep(share-19, of-20)
dep(of-20, output-21)
prep(gives-16, to-22)
pobj(to-22, countries-23)
prep(countries-23, with-24)
nn(capacity-26, surplus-25)
pobj(with-24, capacity-26)
cc(gives-16, and-27)
conj(gives-16, reduces-28)
det(shares-30, the-29)
dobj(reduces-28, shares-30)
prep(shares-30, of-31)
pobj(of-31, those-32)
dep(produce-36, that-33)
aux(produce-36, ca-34)
neg(produce-36, n't-35)
dep(those-32, produce-36)
dep(produce-36, more-37)
advmod(produce-36, anyway-38)
punct(hope-4, .-39)

cc(increase-17, But-1)
punct(increase-17, ``-2)
mark(walk-5, if-3)
dep(walk-5, they-4)
advcl(increase-17, walk-5)
advmod(walk-5, out-6)
prep(walk-5, without-7)
det(effort-9, any-8)
pobj(without-7, effort-9)
aux(resolve-11, to-10)
vmod(effort-9, resolve-11)
poss(problem-13, their-12)
dobj(resolve-11, problem-13)
punct(increase-17, ,-14)
dep(increase-17, production-15)
aux(increase-17, could-16)
dep(warns-37, increase-17)
prep(increase-17, to-18)
num(million-20, 23-19)
num(barrels-24, million-20)
cc(million-20, or-21)
num(million-23, 24-22)
conj(million-20, million-23)
pobj(to-18, barrels-24)
det(day-26, a-25)
dep(barrels-24, day-26)
punct(increase-17, ,-27)
xcomp(increase-17, making-28)
prep(making-28, for-29)
det(quarter-34, a-30)
advmod(troublesome-32, very-31)
amod(quarter-34, troublesome-32)
amod(quarter-34, first-33)
pobj(for-29, quarter-34)
punct(increase-17, ,-35)
punct(increase-17, ''-36)
root(ROOT-0, warns-37)
nn(Ait-Laoussine-39, Nordine-38)
nsubj(warns-37, Ait-Laoussine-39)
punct(Ait-Laoussine-39, ,-40)
det(consultant-42, a-41)
appos(Ait-Laoussine-39, consultant-42)
cc(consultant-42, and-43)
amod(delegate-47, former-44)
nn(delegate-47, Algerian-45)
nn(delegate-47, OPEC-46)
conj(consultant-42, delegate-47)
punct(warns-37, .-48)

dep(send-3, That-1)
aux(send-3, would-2)
root(ROOT-0, send-3)
dep(send-3, prices-4)
xcomp(send-3, plummeting-5)
prep(plummeting-5, from-6)
dep(regard-14, what-7)
det(executives-12, some-8)
amod(executives-12, gun-shy-9)
nn(executives-12, U.S.-10)
nn(executives-12, oil-11)
nsubj(regard-14, executives-12)
advmod(regard-14, still-13)
pcomp(from-6, regard-14)
prep(regard-14, as-15)
advmod(low-17, too-16)
amod(level-19, low-17)
det(level-19, a-18)
pobj(as-15, level-19)
punct(send-3, .-20)

nn(Early-4, Patrick-1)
nn(Early-4, J-2)
punct(Early-4, .-3)
nsubj(says-14, Early-4)
punct(Early-4, ,-5)
appos(Early-4, president-6)
prep(president-6, of-7)
nn(Corp.-9, Amoco-8)
poss(unit-12, Corp.-9)
possessive(Corp.-9, 's-10)
nn(unit-12, oil-production-11)
pobj(of-7, unit-12)
punct(Early-4, ,-13)
root(ROOT-0, says-14)
mark(plans-21, that-15)
prep(plans-21, despite-16)
amod(stability-18, recent-17)
pobj(despite-16, stability-18)
punct(plans-21, ,-19)
dep(plans-21, he-20)
ccomp(says-14, plans-21)
amod(tightening-23, continued-22)
dobj(plans-21, tightening-23)
prep(tightening-23, of-24)
dep(of-24, costs-25)
cc(tightening-23, and-26)
nn(spending-28, exploration-27)
conj(tightening-23, spending-28)
punct(says-14, .-29)

det(view-2, The-1)
nsubj(similar-18, view-2)
prep(view-2, of-3)
det(others-5, some-4)
pobj(of-3, others-5)
prep(others-5, in-6)
amod(Oil-8, Big-7)
pobj(in-6, Oil-8)
punct(maintains-11, ,-9)
dep(maintains-11, he-10)
parataxis(similar-18, maintains-11)
punct(maintains-11, ,-12)
punct(similar-18, ``-13)
cop(similar-18, is-14)
advmod(much-16, very-15)
advmod(similar-18, much-16)
punct(similar-18, -LCB--17)
root(ROOT-0, similar-18)
prep(similar-18, to-19)
punct(to-19, -RCB--20)
poss(outlook-23, Amoco-21)
possessive(Amoco-21, 's-22)
pobj(to-19, outlook-23)
punct(similar-18, .-24)
punct(similar-18, ''-25)

advmod(week-3, Just-1)
det(week-3, this-2)
tmod(disclosed-6, week-3)
nn(Corp.-5, Mobil-4)
nsubj(disclosed-6, Corp.-5)
root(ROOT-0, disclosed-6)
amod(cutbacks-8, new-7)
dobj(disclosed-6, cutbacks-8)
prep(cutbacks-8, in-9)
poss(exploration-12, its-10)
amod(exploration-12, domestic-11)
pobj(in-9, exploration-12)
cc(exploration-12, and-13)
nn(operations-15, production-14)
conj(exploration-12, operations-15)
punct(disclosed-6, .-16)

advmod(here-2, Out-1)
advmod(upbeat-17, here-2)
prep(upbeat-17, on-3)
det(Plains-6, the-4)
nn(Plains-6, Querecho-5)
pobj(on-3, Plains-6)
prep(Plains-6, of-7)
nn(Mexico-9, New-8)
pobj(of-7, Mexico-9)
punct(upbeat-17, ,-10)
advmod(upbeat-17, however-11)
punct(upbeat-17, ,-12)
det(mood-14, the-13)
nsubj(upbeat-17, mood-14)
cop(upbeat-17, is-15)
advmod(upbeat-17, more-16)
root(ROOT-0, upbeat-17)
punct(upbeat-17, ;-18)
dep(rumble-20, trucks-19)
parataxis(upbeat-17, rumble-20)
prep(rumble-20, along-21)
det(roads-24, the-22)
amod(roads-24, dusty-23)
pobj(along-21, roads-24)
cc(rumble-20, and-25)
amod(men-27, burly-26)
nsubj(sweat-31, men-27)
prep(men-27, in-28)
amod(hats-30, hard-29)
pobj(in-28, hats-30)
conj(rumble-20, sweat-31)
cc(sweat-31, and-32)
conj(sweat-31, swear-33)
prep(sweat-31, through-34)
det(sun-37, the-35)
nn(sun-37, afternoon-36)
pobj(through-34, sun-37)
punct(upbeat-17, .-38)

nn(Co.-4, Santa-1)
nn(Co.-4, Fe-2)
nn(Co.-4, Energy-3)
nsubj(bought-15, Co.-4)
punct(Co.-4, ,-5)
det(unit-7, a-6)
appos(Co.-4, unit-7)
prep(unit-7, of-8)
nn(Co.-13, Santa-9)
nn(Co.-13, Fe-10)
nn(Co.-13, Southern-11)
nn(Co.-13, Pacific-12)
pobj(of-8, Co.-13)
punct(Co.-4, ,-14)
root(ROOT-0, bought-15)
prep(bought-15, from-16)
dep(from-16, Amoco-17)
det(rights-19, the-18)
dobj(bought-15, rights-19)
dep(allowed-21, that-20)
dep(rights-19, allowed-21)
dep(drill-24, it-22)
aux(drill-24, to-23)
xcomp(allowed-21, drill-24)
det(Sharpshooter-26, the-25)
dobj(drill-24, Sharpshooter-26)
punct(bought-15, .-27)

det(mile-2, A-1)
npadvmod(away-6, mile-2)
cc(half-5, and-3)
quantmod(half-5, a-4)
num(mile-2, half-5)
advmod(looms-7, away-6)
root(ROOT-0, looms-7)
det(rig-10, the-8)
amod(rig-10, 150-foot-tall-9)
nsubj(looms-7, rig-10)
prep(rig-10, of-11)
det(Sniper-13, the-12)
pobj(of-11, Sniper-13)
punct(rig-10, ,-14)
amod(rig-10, due-15)
aux(pumping-18, to-16)
aux(pumping-18, be-17)
xcomp(due-15, pumping-18)
prep(pumping-18, by-19)
dep(by-19, December-20)
punct(looms-7, .-21)

punct(is-3, ``-1)
dep(is-3, Talk-2)
dep(says-14, is-3)
mark(going-7, that-4)
dep(going-7, everybody-5)
aux(going-7, is-6)
ccomp(is-3, going-7)
aux(drill-9, to-8)
xcomp(going-7, drill-9)
amod(wells-11, more-10)
dobj(drill-9, wells-11)
punct(is-3, ,-12)
punct(is-3, ''-13)
root(ROOT-0, says-14)
nn(Folsom-17, foreman-15)
nn(Folsom-17, Tommy-16)
nsubj(says-14, Folsom-17)
punct(says-14, .-18)

nn(Fe-2, Santa-1)
nsubj(aims-3, Fe-2)
root(ROOT-0, aims-3)
aux(drill-5, to-4)
xcomp(aims-3, drill-5)
quantmod(30-7, about-6)
num(wells-8, 30-7)
dobj(drill-5, wells-8)
prep(drill-5, in-9)
det(area-11, this-10)
pobj(in-9, area-11)
prep(drill-5, in-12)
dep(in-12, 1989-13)
cc(drill-5, and-14)
dep(that-16, double-15)
conj(drill-5, that-16)
amod(year-18, next-17)
tmod(that-16, year-18)
punct(aims-3, .-19)

dep(aggressive-4, It-1)
cop(aggressive-4, is-2)
advmod(aggressive-4, more-3)
root(ROOT-0, aggressive-4)
prep(aggressive-4, than-5)
dep(than-5, most-6)
punct(aggressive-4, ,-7)
cc(aggressive-4, but-8)
dep(company-14, it-9)
cop(company-14, is-10)
neg(company-14, n't-11)
det(company-14, the-12)
amod(company-14, only-13)
conj(aggressive-4, company-14)
prep(company-14, with-15)
det(attitude-18, a-16)
amod(attitude-18, new-17)
pobj(with-15, attitude-18)
punct(company-14, ,-19)
mark(found-22, as-20)
dep(found-22, it-21)
advcl(company-14, found-22)
advmod(went-25, when-23)
dep(went-25, it-24)
ccomp(found-22, went-25)
xcomp(went-25, looking-26)
prep(looking-26, for-27)
det(partner-29, a-28)
pobj(for-27, partner-29)
prep(partner-29, for-30)
det(Sharpshooter-32, the-31)
pobj(for-30, Sharpshooter-32)
punct(aggressive-4, .-33)

punct(went-3, ``-1)
dep(went-3, We-2)
dep(says-15, went-3)
prep(went-3, to-4)
num(companies-6, six-5)
pobj(to-4, companies-6)
prep(went-3, over-7)
num(days-9, two-8)
pobj(over-7, days-9)
xcomp(went-3, pitching-10)
det(prospect-12, the-11)
dobj(pitching-10, prospect-12)
punct(went-3, ,-13)
punct(went-3, ''-14)
root(ROOT-0, says-15)
nn(Parker-17, Tim-16)
nsubj(says-15, Parker-17)
punct(Parker-17, ,-18)
det(manager-23, a-19)
nn(manager-23, Santa-20)
nn(manager-23, Fe-21)
nn(manager-23, exploration-22)
appos(Parker-17, manager-23)
punct(says-15, .-24)

punct(were-3, ``-1)
dep(were-3, Five-2)
root(ROOT-0, were-3)
dep(were-3, interested-4)
punct(were-3, .-5)
punct(were-3, ''-6)

nn(Energy-2, Mitchell-1)
nsubj(became-6, Energy-2)
cc(Energy-2, &-3)
nn(Corp.-5, Development-4)
conj(Energy-2, Corp.-5)
root(ROOT-0, became-6)
det(partner-8, the-7)
xcomp(became-6, partner-8)
punct(became-6, ,-9)
vmod(became-6, ponying-10)
dep(ponying-10, up-11)
quantmod(half-14, more-12)
quantmod(half-14, than-13)
dobj(ponying-10, half-14)
prep(half-14, of-15)
det($-17, the-16)
pobj(of-15, $-17)
num($-17, 600,000-18)
prep($-17, in-19)
nn(costs-23, drilling-20)
cc(drilling-20, and-21)
conj(drilling-20, start-up-22)
pobj(in-19, costs-23)
punct(became-6, .-24)

dep(get-3, Mitchell-1)
aux(get-3, will-2)
root(ROOT-0, get-3)
det(half-interest-5, a-4)
dobj(get-3, half-interest-5)
prep(half-interest-5, in-6)
det(oil-8, the-7)
pobj(in-6, oil-8)
punct(get-3, .-9)

punct(kind-3, ``-1)
det(kind-3, A-2)
nsubj(stifling-10, kind-3)
prep(kind-3, of-4)
amod(mentality-6, no-mistakes-5)
pobj(of-4, mentality-6)
punct(kind-3, ''-7)
aux(stifling-10, had-8)
aux(stifling-10, been-9)
dep(says-13, stifling-10)
dep(stifling-10, activity-11)
punct(stifling-10, ,-12)
root(ROOT-0, says-13)
nn(Covey-15, Don-14)
nsubj(says-13, Covey-15)
punct(Covey-15, ,-16)
poss(chief-21, Mitchell-17)
possessive(Mitchell-17, 's-18)
nn(chief-21, oil-19)
nn(chief-21, exploration-20)
appos(Covey-15, chief-21)
punct(says-13, .-22)

advmod(optimistic-8, Now-1)
punct(optimistic-8, ``-2)
dep(optimistic-8, everybody-3)
cop(optimistic-8, is-4)
det(lot-6, a-5)
npadvmod(more-7, lot-6)
advmod(optimistic-8, more-7)
root(ROOT-0, optimistic-8)
punct(optimistic-8, .-9)
punct(optimistic-8, ''-10)

num(attraction-2, One-1)
nsubj(cost-14, attraction-2)
prep(attraction-2, for-3)
nn(operators-5, oil-4)
pobj(for-3, operators-5)
dep(operators-5, here-6)
cc(here-6, and-7)
conj(here-6, in-8)
amod(fields-10, other-9)
pobj(in-8, fields-10)
cop(cost-14, is-11)
det(cost-14, the-12)
nn(cost-14, bargain-basement-13)
root(ROOT-0, cost-14)
prep(cost-14, of-15)
pobj(of-15, drilling-16)
cc(drilling-16, and-17)
conj(drilling-16, equipment-18)
punct(cost-14, ,-19)
vmod(cost-14, reflecting-20)
nn(companies-22, service-21)
poss(hunger-24, companies-22)
possessive(companies-22, '-23)
dobj(reflecting-20, hunger-24)
prep(hunger-24, for-25)
dep(for-25, work-26)
punct(cost-14, .-27)

nn(Co.-3, Kadane-1)
nn(Co.-3, Oil-2)
nsubj(drilling-12, Co.-3)
punct(Co.-3, ,-4)
det(independent-8, a-5)
amod(independent-8, small-6)
nn(independent-8, Texas-7)
appos(Co.-3, independent-8)
punct(Co.-3, ,-9)
aux(drilling-12, is-10)
advmod(drilling-12, currently-11)
root(ROOT-0, drilling-12)
num(wells-14, two-13)
dobj(drilling-12, wells-14)
dep(drilling-12, itself-15)
cc(drilling-12, and-16)
conj(drilling-12, putting-17)
dep(putting-17, money-18)
prep(putting-17, into-19)
num(others-21, three-20)
pobj(into-19, others-21)
punct(drilling-12, .-22)

nsubj(wildcat-14, One-1)
prep(One-1, of-2)
poss(wells-4, its-3)
pobj(of-2, wells-4)
punct(One-1, ,-5)
prep(One-1, in-6)
amod(Oklahoma-8, southwestern-7)
pobj(in-6, Oklahoma-8)
punct(One-1, ,-9)
cop(wildcat-14, is-10)
det(wildcat-14, a-11)
punct(wildcat-14, ``-12)
amod(wildcat-14, rank-13)
root(ROOT-0, wildcat-14)
punct(wildcat-14, ,-15)
punct(wildcat-14, ''-16)
det(well-19, a-17)
amod(well-19, risky-18)
dep(wildcat-14, well-19)
advmod(found-26, where-20)
dep(found-26, oil-21)
advmod(found-26, previously-22)
aux(found-26, has-23)
neg(found-26, n't-24)
auxpass(found-26, been-25)
dep(well-19, found-26)
punct(wildcat-14, .-27)

punct(good-29, ``-1)
prep(good-29, At-2)
det(price-4, this-3)
pobj(At-2, price-4)
punct(price-4, ,-5)
appos(price-4, $-6)
num($-6, 18-7)
advmod($-6, plus-8)
cc(plus-8, or-9)
cc(plus-8, minus-10)
punct(price-4, ,-11)
cc(At-2, and-12)
conj(At-2, with-13)
pobj(with-13, costs-14)
cop(less-17, being-15)
advmod(less-17, significantly-16)
dep(costs-14, less-17)
mark(were-20, than-18)
dep(were-20, they-19)
ccomp(less-17, were-20)
amod(years-22, several-21)
npadvmod(ago-23, years-22)
advmod(were-20, ago-23)
punct(good-29, ,-24)
det(economics-26, the-25)
nsubj(good-29, economics-26)
cop(good-29, are-27)
advmod(good-29, pretty-28)
dep(says-32, good-29)
punct(good-29, ,-30)
punct(good-29, ''-31)
root(ROOT-0, says-32)
nn(Kadane-34, George-33)
nsubj(says-32, Kadane-34)
punct(Kadane-34, ,-35)
appos(Kadane-34, head-36)
prep(head-36, of-37)
det(company-39, the-38)
pobj(of-37, company-39)
punct(says-32, .-40)

punct(do-14, ``-1)
mark(know-4, If-2)
dep(know-4, you-3)
advcl(do-14, know-4)
dep(got-7, you-5)
aux(got-7, 've-6)
ccomp(know-4, got-7)
dobj(got-7, stability-8)
prep(stability-8, in-9)
dep(in-9, price-10)
punct(do-14, ,-11)
dep(do-14, you-12)
aux(do-14, can-13)
root(ROOT-0, do-14)
dobj(do-14, things-15)
dep(do-19, you-16)
aux(do-19, would-17)
neg(do-19, n't-18)
ccomp(things-15, do-19)
prep(do-19, with-20)
det(volatility-22, the-21)
pobj(with-20, volatility-22)
prep(volatility-22, of-23)
det(years-27, the-24)
amod(years-27, past-25)
amod(years-27, few-26)
pobj(of-23, years-27)
punct(do-14, .-28)
punct(do-14, ''-29)

det(activity-2, The-1)
nsubj(enough-4, activity-2)
cop(enough-4, is-3)
root(ROOT-0, enough-4)
aux(move-6, to-5)
xcomp(enough-4, move-6)
det(prices-9, some-7)
nn(prices-9, oil-service-8)
dobj(move-6, prices-9)
dep(move-6, back-10)
dep(move-6, up-11)
det(little-13, a-12)
dobj(move-6, little-13)
punct(enough-4, .-14)

det(prices-3, Some-1)
nn(prices-3, drill-bit-2)
nsubj(risen-5, prices-3)
aux(risen-5, have-4)
root(ROOT-0, risen-5)
num(%-7, 5-6)
dobj(risen-5, %-7)
prep(risen-5, in-8)
det(month-11, the-9)
amod(month-11, past-10)
pobj(in-8, month-11)
punct(risen-5, .-12)

prep(costs-16, In-1)
det(Gulf-3, the-2)
pobj(In-1, Gulf-3)
prep(Gulf-3, of-4)
dep(of-4, Mexico-5)
punct(costs-16, ,-6)
det(boat-8, a-7)
nsubj(costs-16, boat-8)
aux(deliver-10, to-9)
vmod(boat-8, deliver-10)
dep(deliver-10, supplies-11)
prep(deliver-10, to-12)
amod(rigs-14, offshore-13)
pobj(to-12, rigs-14)
advmod(costs-16, now-15)
root(ROOT-0, costs-16)
quantmod($-18, around-17)
dobj(costs-16, $-18)
num($-18, 3,000-19)
det(day-21, a-20)
dep($-18, day-21)
punct($-18, ,-22)
advmod($-18, up-23)
quantmod(60-25, nearly-24)
num(%-26, 60-25)
pobj(up-23, %-26)
prep(up-23, since-27)
dep(since-27, June-28)
punct(costs-16, .-29)

det(boats-3, Some-1)
nn(boats-3, service-2)
nsubjpass(auctioned-6, boats-3)
advmod(auctioned-6, recently-4)
auxpass(auctioned-6, were-5)
root(ROOT-0, auctioned-6)
prep(auctioned-6, for-7)
quantmod($-9, about-8)
pobj(for-7, $-9)
number(million-11, 1.7-10)
num($-9, million-11)
dep($-9, each-12)
punct($-9, ,-13)
advmod($-9, up-14)
prep(up-14, from-15)
quantmod($-18, less-16)
quantmod($-18, than-17)
pobj(from-15, $-18)
number(million-20, 1-19)
num($-18, million-20)
num(years-22, two-21)
npadvmod(ago-23, years-22)
advmod(from-15, ago-23)
punct(auctioned-6, .-24)

prep(discounting-11, At-1)
det(bottom-3, the-2)
pobj(At-1, bottom-3)
prep(bottom-3, of-4)
det(slump-6, the-5)
pobj(of-4, slump-6)
punct(discounting-11, ,-7)
nn(Inc.-9, Schlumberger-8)
nsubj(discounting-11, Inc.-9)
aux(discounting-11, was-10)
ccomp(say-30, discounting-11)
num(%-13, 75-12)
dobj(discounting-11, %-13)
prep(discounting-11, on-14)
det(evaluation-17, an-15)
amod(evaluation-17, electronic-16)
pobj(on-14, evaluation-17)
prep(evaluation-17, of-18)
det(well-20, a-19)
pobj(of-18, well-20)
punct(discounting-11, ;-21)
advmod(discounts-24, now-22)
dep(discounts-24, it-23)
parataxis(discounting-11, discounts-24)
quantmod(50-26, about-25)
num(%-27, 50-26)
dobj(discounts-24, %-27)
punct(say-30, ,-28)
dep(say-30, drillers-29)
root(ROOT-0, say-30)
punct(say-30, .-31)

advmod(is-4, Still-1)
punct(is-4, ,-2)
dep(is-4, there-3)
root(ROOT-0, is-4)
dep(is-4, money-5)
aux(made-8, to-6)
auxpass(made-8, be-7)
vmod(money-5, made-8)
punct(is-4, .-9)

amod(companies-3, Most-1)
nn(companies-3, oil-2)
nsubj(forecast-16, companies-3)
punct(forecast-16, ,-4)
advmod(set-7, when-5)
dep(set-7, they-6)
dep(forecast-16, set-7)
nn(budgets-11, exploration-8)
cc(exploration-8, and-9)
conj(exploration-8, production-10)
dobj(set-7, budgets-11)
prep(budgets-11, for-12)
det(year-14, this-13)
pobj(for-12, year-14)
punct(forecast-16, ,-15)
root(ROOT-0, forecast-16)
dobj(forecast-16, revenue-17)
prep(revenue-17, of-18)
pobj(of-18, $-19)
num($-19, 15-20)
prep($-19, for-21)
det(barrel-23, each-22)
pobj(for-21, barrel-23)
prep(barrel-23, of-24)
dep(of-24, crude-25)
vmod(barrel-23, produced-26)
punct(forecast-16, .-27)

dep(averaged-3, Prices-1)
aux(averaged-3, have-2)
root(ROOT-0, averaged-3)
quantmod($-6, more-4)
quantmod($-6, than-5)
npadvmod(higher-10, $-6)
num($-6, 2-7)
det(barrel-9, a-8)
dep($-6, barrel-9)
advmod(averaged-3, higher-10)
prep(higher-10, than-11)
dep(than-11, that-12)
punct(averaged-3, ---13)
neg(windfall-16, not-14)
det(windfall-16, a-15)
dobj(averaged-3, windfall-16)
punct(windfall-16, ,-17)
cc(windfall-16, but-18)
advmod(windfall-16, at-19)
pobj(at-19, least-20)
det(bonus-23, a-21)
amod(bonus-23, pleasant-22)
conj(windfall-16, bonus-23)
prep(bonus-23, for-24)
dep(for-24, them-25)
punct(averaged-3, .-26)

advmod(loosen-25, So-1)
punct(loosen-25, ,-2)
prep(loosen-25, according-3)
pcomp(according-3, to-4)
det(Dun-6, a-5)
pobj(to-4, Dun-6)
cc(Dun-6, &-7)
nn(survey-10, Bradstreet-8)
nn(survey-10, Corp.-9)
conj(Dun-6, survey-10)
punct(loosen-25, ,-11)
nsubj(loosen-25, companies-12)
dep(refusing-16, that-13)
aux(refusing-16, had-14)
aux(refusing-16, been-15)
ccomp(companies-12, refusing-16)
aux(spend-18, to-17)
xcomp(refusing-16, spend-18)
advmod(budgets-23, even-19)
poss(budgets-23, their-20)
advmod(conservative-22, very-21)
amod(budgets-23, conservative-22)
dobj(spend-18, budgets-23)
aux(loosen-25, may-24)
root(ROOT-0, loosen-25)
dep(loosen-25, up-26)
prep(loosen-25, before-27)
nn(end-29, year-28)
pobj(before-27, end-29)
punct(loosen-25, .-30)

dep(says-2, It-1)
root(ROOT-0, says-2)
num(%-4, 40-3)
nsubj(report-8, %-4)
prep(%-4, of-5)
pobj(of-5, those-6)
dep(those-6, surveyed-7)
ccomp(says-2, report-8)
mark(exceed-14, that-9)
num(spending-12, 1989-10)
nn(spending-12, exploration-11)
nsubj(exceed-14, spending-12)
aux(exceed-14, will-13)
ccomp(report-8, exceed-14)
dobj(exceed-14, 1988-15)
possessive(1988-15, 's-16)
punct(says-2, .-17)

nsubj(inch-5, Funds-1)
prep(Funds-1, for-2)
dep(for-2, drilling-3)
aux(inch-5, may-4)
root(ROOT-0, inch-5)
advmod(inch-5, up-6)
advmod(inch-5, more-7)
amod(year-9, next-8)
tmod(inch-5, year-9)
mark(stay-13, if-10)
nn(prices-12, oil-11)
nsubj(stay-13, prices-12)
advcl(inch-5, stay-13)
dep(stay-13, stable-14)
punct(inch-5, .-15)

nsubj(raise-14, Texaco-1)
punct(Texaco-1, ,-2)
vmod(Texaco-1, thinking-3)
prep(thinking-3, in-4)
pobj(in-4, terms-5)
prep(terms-5, of-6)
amod(oil-9, $-7)
dep($-7, 18-to-$19-8)
pobj(of-6, oil-9)
prep(oil-9, for-10)
dep(for-10, 1990-11)
punct(Texaco-1, ,-12)
aux(raise-14, may-13)
ccomp(says-24, raise-14)
dobj(raise-14, spending-15)
punct(spending-15, ,-16)
advmod(for-18, especially-17)
prep(spending-15, for-18)
amod(prospects-20, low-risk-19)
pobj(for-18, prospects-20)
punct(says-24, ,-21)
det(official-23, an-22)
nsubj(says-24, official-23)
root(ROOT-0, says-24)
punct(says-24, .-25)

amod(investors-2, Outside-1)
nsubj(edging-9, investors-2)
punct(investors-2, ,-3)
amod(investors-2, scarce-4)
prep(scarce-4, since-5)
dep(since-5, '86-6)
punct(edging-9, ,-7)
aux(edging-9, are-8)
root(ROOT-0, edging-9)
advmod(edging-9, back-10)
punct(edging-9, .-11)

mark('s-4, Although-1)
punct('s-4, ``-2)
nsubj('s-4, it-3)
advcl(starting-32, 's-4)
advmod('s-4, still-5)
dep('s-4, difficult-6)
aux(raise-8, to-7)
xcomp('s-4, raise-8)
dobj(raise-8, money-9)
prep(money-9, for-10)
det(program-14, a-11)
amod(program-14, pure-12)
nn(program-14, wildcat-13)
pobj(for-10, program-14)
punct('s-4, ,-15)
punct('s-4, ''-16)
dep(starting-32, says-17)
nn(Thomas-19, William-18)
nsubj(says-17, Thomas-19)
punct(Thomas-19, ,-20)
det(official-25, a-21)
nn(official-25, Texas-22)
nn(official-25, Commerce-23)
nn(official-25, Bank-24)
appos(Thomas-19, official-25)
prep(official-25, in-26)
dep(in-26, Houston-27)
punct(starting-32, ,-28)
punct(starting-32, ``-29)
dep(starting-32, institutions-30)
aux(starting-32, are-31)
root(ROOT-0, starting-32)
aux(see-34, to-33)
xcomp(starting-32, see-34)
dep(are-36, there-35)
dep(see-34, are-36)
dep(are-36, cycles-37)
prep(cycles-37, to-38)
det(things-40, these-39)
pobj(to-38, things-40)
punct(are-36, ,-41)
cc(are-36, and-42)
det(one-44, this-43)
nsubj(beginning-46, one-44)
aux(beginning-46, is-45)
conj(are-36, beginning-46)
xcomp(beginning-46, to-47)
dep(to-47, turn-48)
punct(starting-32, .-49)
punct(starting-32, ''-50)

nn(Street-2, Wall-1)
nsubj(likes-4, Street-2)
advmod(likes-4, generally-3)
root(ROOT-0, likes-4)
det(industry-6, the-5)
dobj(likes-4, industry-6)
