nsubjpass(expected-7, Confidence-1)
punct(acknowledges-3, .-27)

prep(limited-14, Under-1)
nn(regulations-3, government-2)
pobj(Under-1, regulations-3)
punct(limited-14, ,-4)
advmod(limited-14, however-5)
punct(limited-14, ,-6)
amod(ownership-8, foreign-7)
nsubjpass(limited-14, ownership-8)
prep(ownership-8, of-9)
poss(equity-12, Picop-10)
possessive(Picop-10, 's-11)
pobj(of-9, equity-12)
auxpass(limited-14, is-13)
root(ROOT-0, limited-14)
prep(limited-14, to-15)
num(%-17, 40-16)
pobj(to-15, %-17)
punct(limited-14, .-18)

advmod(retain-6, Even-1)
mark(retain-6, though-2)
det(government-4, the-3)
nsubj(retain-6, government-4)
aux(retain-6, would-5)
advcl(accused-16, retain-6)
det(stake-10, the-7)
number(%-9, 45-8)
amod(stake-10, %-9)
dobj(retain-6, stake-10)
prep(stake-10, in-11)
dep(in-11, Picop-12)
punct(accused-16, ,-13)
dep(accused-16, critics-14)
aux(accused-16, have-15)
root(ROOT-0, accused-16)
det(trust-18, the-17)
dobj(accused-16, trust-18)
prep(accused-16, of-19)
pcomp(of-19, selling-20)
dep(selling-20, out-21)
prep(selling-20, to-22)
dep(to-22, foreigners-23)
punct(accused-16, .-24)

det(series-2, A-1)
nsubj(accused-6, series-2)
prep(series-2, of-3)
nn(articles-5, newspaper-4)
pobj(of-3, articles-5)
root(ROOT-0, accused-6)
det(trust-8, the-7)
dobj(accused-6, trust-8)
prep(accused-6, of-9)
pcomp(of-9, short-changing-10)
det(government-12, the-11)
dobj(short-changing-10, government-12)
prep(short-changing-10, over-13)
det(sale-16, the-14)
nn(sale-16, Picop-15)
pobj(over-13, sale-16)
punct(accused-6, .-17)

nn(Garcia-2, Mr.-1)
nsubj(says-3, Garcia-2)
root(ROOT-0, says-3)
dep(notified-7, he-4)
aux(notified-7, has-5)
auxpass(notified-7, been-6)
ccomp(says-3, notified-7)
prep(notified-7, of-8)
amod(hearings-10, congressional-9)
pobj(of-8, hearings-10)
prep(hearings-10, on-11)
det(bidding-14, the-12)
nn(bidding-14, Picop-13)
pobj(on-11, bidding-14)
cc(hearings-10, and-15)
amod(legislation-17, possible-16)
conj(hearings-10, legislation-17)
vmod(legislation-17, covering-18)
det(mill-21, the-19)
nn(mill-21, paper-20)
poss(sale-23, mill-21)
possessive(mill-21, 's-22)
dobj(covering-18, sale-23)
punct(hearings-10, ,-24)
appos(hearings-10, both-25)
dep(both-25, prompted-26)
prep(prompted-26, by-27)
det(criticism-29, the-28)
pobj(by-27, criticism-29)
prep(criticism-29, of-30)
det(agency-32, the-31)
pobj(of-30, agency-32)
punct(says-3, .-33)

det(question-2, The-1)
nsubj(hinder-7, question-2)
prep(question-2, of-3)
dep(of-3, control-4)
aux(hinder-7, could-5)
advmod(hinder-7, further-6)
root(ROOT-0, hinder-7)
amod(plans-9, long-delayed-8)
dobj(hinder-7, plans-9)
mark(divest-14, for-10)
det(government-12, the-11)
nsubj(divest-14, government-12)
aux(divest-14, to-13)
vmod(plans-9, divest-14)
dep(divest-14, itself-15)
prep(divest-14, of-16)
nn(Airlines-18, Philippine-17)
pobj(of-16, Airlines-18)
punct(Airlines-18, ,-19)
prep(has-23, in-20)
dep(in-20, which-21)
dep(has-23, it-22)
rcmod(Airlines-18, has-23)
det(stake-27, a-24)
number(%-26, 99-25)
amod(stake-27, %-26)
dobj(has-23, stake-27)
punct(hinder-7, .-28)

det(carrier-2, The-1)
nsubj(has-3, carrier-2)
root(ROOT-0, has-3)
amod(routes-8, valuable-4)
amod(routes-8, trans-Pacific-5)
cc(trans-Pacific-5, and-6)
conj(trans-Pacific-5, Asian-7)
dobj(has-3, routes-8)
cc(has-3, but-9)
dep(remains-11, it-10)
conj(has-3, remains-11)
acomp(remains-11, debt-laden-12)
cc(debt-laden-12, and-13)
advmod(managed-15, poorly-14)
conj(debt-laden-12, managed-15)
punct(has-3, .-16)

det(maker-2, This-1)
nsubj(named-7, maker-2)
prep(maker-2, of-3)
amod(devices-6, electronic-4)
nn(devices-6, measuring-5)
pobj(of-3, devices-6)
root(ROOT-0, named-7)
num(directors-10, two-8)
amod(directors-10, new-9)
dobj(named-7, directors-10)
punct(named-7, ,-11)
vmod(named-7, increasing-12)
nn(membership-14, board-13)
dobj(increasing-12, membership-14)
prep(increasing-12, to-15)
dep(to-15, nine-16)
punct(named-7, .-17)

det(directors-3, The-1)
amod(directors-3, new-2)
nsubj(Sprenger-7, directors-3)
cop(Sprenger-7, are-4)
nn(Sprenger-7, Gordon-5)
nn(Sprenger-7, M.-6)
root(ROOT-0, Sprenger-7)
punct(Sprenger-7, ,-8)
appos(Sprenger-7, president-9)
cc(president-9, and-10)
amod(officer-13, chief-11)
amod(officer-13, executive-12)
conj(president-9, officer-13)
prep(president-9, of-14)
nn(Inc.-16, LifeSpan-15)
pobj(of-14, Inc.-16)
punct(Sprenger-7, ,-17)
cc(Sprenger-7, and-18)
nn(Willmott-21, Peter-19)
nn(Willmott-21, S.-20)
conj(Sprenger-7, Willmott-21)
punct(Willmott-21, ,-22)
appos(Willmott-21, chairman-23)
cc(chairman-23, and-24)
amod(officer-27, chief-25)
amod(officer-27, executive-26)
conj(chairman-23, officer-27)
prep(chairman-23, of-28)
nn(Inc-31, Willmott-29)
nn(Inc-31, Services-30)
pobj(of-28, Inc-31)
punct(Sprenger-7, .-32)

nn(Wood-3, Gerard-1)
nn(Wood-3, E.-2)
nsubjpass(elected-10, Wood-3)
punct(Wood-3, ,-4)
num(years-6, 51-5)
npadvmod(old-7, years-6)
amod(Wood-3, old-7)
punct(Wood-3, ,-8)
auxpass(elected-10, was-9)
root(ROOT-0, elected-10)
xcomp(elected-10, president-11)
punct(president-11, ,-12)
amod(officer-15, chief-13)
nn(officer-15, executive-14)
conj(president-11, officer-15)
cc(president-11, and-16)
det(director-18, a-17)
conj(president-11, director-18)
prep(president-11, of-19)
det(minerals-21, this-20)
pobj(of-19, minerals-21)
cc(minerals-21, and-22)
nn(company-24, materials-23)
conj(minerals-21, company-24)
punct(elected-10, .-25)

dep(succeeds-2, He-1)
root(ROOT-0, succeeds-2)
nn(Durney-5, Harry-3)
nn(Durney-5, A.-4)
dobj(succeeds-2, Durney-5)
punct(Durney-5, ,-6)
num(Durney-5, 65-7)
punct(Durney-5, ,-8)
dep(retiring-11, who-9)
aux(retiring-11, is-10)
dep(Durney-5, retiring-11)
prep(retiring-11, from-12)
amod(duty-14, active-13)
pobj(from-12, duty-14)
cc(retiring-11, but-15)
conj(retiring-11, remains-16)
det(director-18, a-17)
xcomp(remains-16, director-18)
cc(director-18, and-19)
conj(director-18, consultant-20)
punct(succeeds-2, .-21)

nn(Wood-2, Mr.-1)
nsubj(president-5, Wood-2)
aux(president-5, has-3)
cop(president-5, been-4)
root(ROOT-0, president-5)
cc(president-5, and-6)
amod(executive-8, chief-7)
conj(president-5, executive-8)
prep(president-5, of-9)
nn(Inc-13, Steep-10)
nn(Inc-13, Rock-11)
nn(Inc-13, Resources-12)
pobj(of-9, Inc-13)
punct(president-5, .-14)

nn(Corp.-3, Eagle-1)
nn(Corp.-3, Financial-2)
nsubj(agreed-15, Corp.-3)
cc(Corp.-3, and-4)
nn(Corp.-7, Webster-5)
nn(Corp.-7, Financial-6)
conj(Corp.-3, Corp.-7)
punct(Corp.-3, ,-8)
num(companies-13, two-9)
nn(companies-13, Connecticut-10)
nn(companies-13, savings-11)
amod(companies-13, bank-holding-12)
appos(Corp.-3, companies-13)
punct(Corp.-3, ,-14)
root(ROOT-0, agreed-15)
aux(merge-17, to-16)
xcomp(agreed-15, merge-17)
prep(merge-17, in-18)
det(transaction-22, a-19)
amod(transaction-22, tax-free-20)
nn(transaction-22, stock-21)
pobj(in-18, transaction-22)
punct(agreed-15, .-23)

det(company-4, The-1)
amod(company-4, new-2)
amod(company-4, holding-3)
nsubj(have-11, company-4)
punct(company-4, ,-5)
nn(Inc.-8, Webster/Eagle-6)
nn(Inc.-8, Bancorp-7)
appos(company-4, Inc.-8)
punct(company-4, ,-9)
aux(have-11, will-10)
root(ROOT-0, have-11)
quantmod($-13, about-12)
dobj(have-11, $-13)
number(billion-15, 1.2-14)
num($-13, billion-15)
prep($-13, of-16)
dep(of-16, assets-17)
cc($-13, and-18)
num(offices-21, 19-19)
nn(offices-21, banking-20)
conj($-13, offices-21)
prep(offices-21, in-22)
dep(in-22, Connecticut-23)
punct(have-11, .-24)

amod(capital-2, Tangible-1)
nsubj($-6, capital-2)
aux($-6, will-3)
cop($-6, be-4)
quantmod($-6, about-5)
root(ROOT-0, $-6)
number(million-8, 115-7)
num($-6, million-8)
punct($-6, .-9)

det(merger-2, The-1)
nsubj(subject-4, merger-2)
cop(subject-4, is-3)
root(ROOT-0, subject-4)
prep(subject-4, to-5)
amod(clearance-7, regulatory-6)
pobj(to-5, clearance-7)
cc(clearance-7, and-8)
det(agreement-11, a-9)
amod(agreement-11, definitive-10)
conj(clearance-7, agreement-11)
punct(subject-4, .-12)

prep(converted-16, In-1)
det(merger-3, the-2)
pobj(In-1, merger-3)
punct(converted-16, ,-4)
det(share-6, each-5)
nsubjpass(converted-16, share-6)
prep(share-6, of-7)
pobj(of-7, Webster-8)
punct(Webster-8, ,-9)
vmod(Webster-8, based-10)
prep(based-10, in-11)
dep(in-11, Waterbury-12)
punct(Webster-8, ,-13)
aux(converted-16, will-14)
auxpass(converted-16, be-15)
root(ROOT-0, converted-16)
prep(converted-16, into-17)
num(share-19, one-18)
pobj(into-17, share-19)
prep(share-19, of-20)
det(company-23, the-21)
amod(company-23, new-22)
pobj(of-20, company-23)
punct(converted-16, .-24)

det(share-2, Each-1)
nsubj(become-11, share-2)
prep(share-2, of-3)
dep(of-3, Eagle-4)
punct(share-2, ,-5)
vmod(share-2, based-6)
prep(based-6, in-7)
dep(in-7, Bristol-8)
punct(share-2, ,-9)
aux(become-11, will-10)
root(ROOT-0, become-11)
num(share-13, 0.95-12)
xcomp(become-11, share-13)
prep(share-13, of-14)
dep(of-14, Webster/Eagle-15)
punct(become-11, .-16)

prep(rose-11, In-1)
nn(trading-6, American-2)
nn(trading-6, Stock-3)
nn(trading-6, Exchange-4)
nn(trading-6, composite-5)
pobj(In-1, trading-6)
dep(rose-11, Friday-7)
punct(rose-11, ,-8)
nn(shares-10, Eagle-9)
nsubj(rose-11, shares-10)
root(ROOT-0, rose-11)
num(cents-13, 12.5-12)
dobj(rose-11, cents-13)
prep(rose-11, to-14)
pobj(to-14, $-15)
num($-15, 11-16)
punct(rose-11, .-17)

prep(fell-8, In-1)
amod(trading-4, national-2)
amod(trading-4, over-the-counter-3)
pobj(In-1, trading-4)
punct(fell-8, ,-5)
nn(shares-7, Webster-6)
nsubj(fell-8, shares-7)
root(ROOT-0, fell-8)
num(cents-10, 25-9)
dobj(fell-8, cents-10)
prep(fell-8, to-11)
pobj(to-11, $-12)
num($-12, 12.375-13)
punct(fell-8, .-14)

dep(has-2, Webster-1)
root(ROOT-0, has-2)
number(million-4, 3.5-3)
num(shares-5, million-4)
dobj(has-2, shares-5)
amod(shares-5, outstanding-6)
cc(has-2, and-7)
dep(million-10, Eagle-8)
num(million-10, 2.6-9)
conj(has-2, million-10)
punct(has-2, .-11)

poss(values-4, Their-1)
amod(values-4, indicated-2)
nn(values-4, market-3)
nsubj($-8, values-4)
advmod($-8, thus-5)
cop($-8, are-6)
quantmod($-8, about-7)
root(ROOT-0, $-8)
number(million-10, 43.3-9)
num($-8, million-10)
cc($-8, and-11)
conj($-8, $-12)
number(million-14, 28.6-13)
num($-12, million-14)
punct($-8, ,-15)
advmod($-8, respectively-16)
punct($-8, .-17)

nn(Pascale-3, Frank-1)
nn(Pascale-3, J.-2)
nsubj(chairman-11, Pascale-3)
punct(Pascale-3, ,-4)
appos(Pascale-3, chairman-5)
prep(chairman-5, of-6)
dep(of-6, Eagle-7)
punct(Pascale-3, ,-8)
aux(chairman-11, will-9)
cop(chairman-11, be-10)
root(ROOT-0, chairman-11)
prep(chairman-11, of-12)
det(firm-15, the-13)
amod(firm-15, new-14)
pobj(of-12, firm-15)
cc(chairman-11, and-16)
nn(Smith-19, James-17)
nn(Smith-19, C.-18)
nsubj(take-30, Smith-19)
punct(Smith-19, ,-20)
appos(Smith-19, president-21)
cc(president-21, and-22)
amod(officer-25, chief-23)
amod(officer-25, executive-24)
conj(president-21, officer-25)
prep(president-21, of-26)
dep(of-26, Webster-27)
punct(Smith-19, ,-28)
aux(take-30, will-29)
conj(chairman-11, take-30)
det(posts-32, those-31)
dobj(take-30, posts-32)
prep(take-30, at-33)
dep(at-33, Webster/Eagle-34)
punct(chairman-11, .-35)

nn(Sr.-4, Harold-1)
nn(Sr.-4, W.-2)
nn(Sr.-4, Smith-3)
nsubj(become-11, Sr.-4)
punct(Sr.-4, ,-5)
appos(Sr.-4, chairman-6)
prep(chairman-6, of-7)
dep(of-7, Webster-8)
punct(Sr.-4, ,-9)
aux(become-11, will-10)
root(ROOT-0, become-11)
nn(emeritus-13, chairman-12)
xcomp(become-11, emeritus-13)
cc(emeritus-13, and-14)
det(director-16, a-15)
conj(emeritus-13, director-16)
prep(emeritus-13, of-17)
det(company-20, the-18)
amod(company-20, new-19)
pobj(of-17, company-20)
punct(become-11, .-21)

nn(Linsley-3, Ralph-1)
nn(Linsley-3, T.-2)
nsubj(become-11, Linsley-3)
punct(Linsley-3, ,-4)
nn(chairman-6, vice-5)
appos(Linsley-3, chairman-6)
prep(chairman-6, of-7)
dep(of-7, Eagle-8)
punct(Linsley-3, ,-9)
aux(become-11, will-10)
root(ROOT-0, become-11)
nn(chairman-13, vice-12)
xcomp(become-11, chairman-13)
prep(chairman-13, of-14)
dep(of-14, Webster/Eagle-15)
punct(become-11, .-16)

det(board-2, The-1)
nsubjpass(made-5, board-2)
aux(made-5, will-3)
auxpass(made-5, be-4)
root(ROOT-0, made-5)
dep(made-5, up-6)
prep(made-5, of-7)
num(directors-9, seven-8)
pobj(of-7, directors-9)
prep(directors-9, of-10)
det(company-13, each-11)
amod(company-13, holding-12)
pobj(of-10, company-13)
punct(made-5, .-14)

prep(said-7, In-1)
det(interview-3, an-2)
pobj(In-1, interview-3)
punct(said-7, ,-4)
nn(Smith-6, James-5)
nsubj(said-7, Smith-6)
root(ROOT-0, said-7)
det(banks-9, the-8)
poss(markets-12, banks-9)
possessive(banks-9, '-10)
punct(markets-12, ``-11)
nsubj(are-13, markets-12)
dep(said-7, are-13)
dep(are-13, contiguous-14)
cc(are-13, and-15)
poss(philosophies-18, their-16)
nn(philosophies-18, business-17)
nsubj(similar-20, philosophies-18)
cop(similar-20, are-19)
conj(are-13, similar-20)
cc(similar-20, and-21)
conj(similar-20, conservative-22)
punct(said-7, .-23)
punct(said-7, ''-24)

amod(loans-2, Nonperforming-1)
nsubj(make-4, loans-2)
aux(make-4, will-3)
ccomp(said-20, make-4)
dep(make-4, up-5)
quantmod(0.5-8, only-6)
quantmod(0.5-8, about-7)
num(%-9, 0.5-8)
dobj(make-4, %-9)
prep(%-9, of-10)
det(banks-13, the-11)
amod(banks-13, combined-12)
poss(loans-16, banks-13)
possessive(banks-13, '-14)
amod(loans-16, total-15)
pobj(of-10, loans-16)
amod(loans-16, outstanding-17)
punct(said-20, ,-18)
dep(said-20, he-19)
root(ROOT-0, said-20)
punct(said-20, .-21)

prep(had-18, At-1)
pobj(At-1, June-2)
num(June-2, 30-3)
punct(had-18, ,-4)
nsubj(had-18, Webster-5)
punct(Webster-5, ,-6)
dep(owns-8, which-7)
dep(Webster-5, owns-8)
nn(Savings-11, First-9)
nn(Savings-11, Federal-10)
dobj(owns-8, Savings-11)
cc(Savings-11, &-12)
nn(Association-14, Loan-13)
conj(Savings-11, Association-14)
prep(Savings-11, of-15)
dep(of-15, Waterbury-16)
punct(Webster-5, ,-17)
root(ROOT-0, had-18)
dobj(had-18, assets-19)
prep(assets-19, of-20)
pobj(of-20, $-21)
number(million-23, 699-22)
num($-21, million-23)
punct(had-18, .-24)

nsubj(had-19, Eagle-1)
punct(Eagle-1, ,-2)
dep(controls-4, which-3)
dep(Eagle-1, controls-4)
nn(Bank-8, Bristol-5)
nn(Bank-8, Federal-6)
nn(Bank-8, Savings-7)
dobj(controls-4, Bank-8)
cc(Bank-8, and-9)
nn(Savings-12, First-10)
nn(Savings-12, Federal-11)
conj(Bank-8, Savings-12)
cc(Savings-12, &-13)
nn(Association-15, Loan-14)
conj(Savings-12, Association-15)
prep(Savings-12, of-16)
dep(of-16, Torrington-17)
punct(Eagle-1, ,-18)
root(ROOT-0, had-19)
dobj(had-19, assets-20)
prep(assets-20, of-21)
pobj(of-21, $-22)
number(million-24, 469.6-23)
num($-22, million-24)
prep(had-19, on-25)
det(date-27, that-26)
pobj(on-25, date-27)
punct(had-19, .-28)

nn(Ortiz-2, Guillermo-1)
poss(column-7, Ortiz-2)
possessive(Ortiz-2, 's-3)
nn(column-7, Sept.-4)
num(column-7, 15-5)
nn(column-7, Americas-6)
nsubj(statement-24, column-7)
punct(column-7, ,-8)
punct(column-7, ``-9)
dep(Bitten-13, Mexico-10)
auxpass(Bitten-13, 's-11)
auxpass(Bitten-13, Been-12)
dep(column-7, Bitten-13)
prep(Bitten-13, by-14)
det(Bug-17, the-15)
nn(Bug-17, Privatization-16)
pobj(by-14, Bug-17)
punct(column-7, ,-18)
punct(column-7, ''-19)
cop(statement-24, is-20)
det(statement-24, a-21)
advmod(clear-23, refreshingly-22)
amod(statement-24, clear-23)
root(ROOT-0, statement-24)
prep(statement-24, of-25)
poss(government-27, his-26)
poss(commitment-29, government-27)
possessive(government-27, 's-28)
pobj(of-25, commitment-29)
prep(commitment-29, to-30)
dep(to-30, privatization-31)
punct(statement-24, ,-32)
cc(statement-24, and-33)
aux(welcomed-36, must-34)
auxpass(welcomed-36, be-35)
conj(statement-24, welcomed-36)
prep(welcomed-36, as-37)
mwe(as-37, such-38)
prep(welcomed-36, by-39)
det(Americans-41, all-40)
pobj(by-39, Americans-41)
dep(wish-43, who-42)
dep(Americans-41, wish-43)
poss(country-45, his-44)
dobj(wish-43, country-45)
advmod(wish-43, well-46)
punct(statement-24, .-47)

det(Institute-4, The-1)
nn(Institute-4, Mexico-United-2)
nn(Institute-4, States-3)
nsubj(glad-6, Institute-4)
cop(glad-6, is-5)
root(ROOT-0, glad-6)
aux(see-8, to-7)
xcomp(glad-6, see-8)
amod(official-12, such-9)
det(official-12, a-10)
amod(official-12, high-11)
nsubj(view-19, official-12)
prep(official-12, as-13)
poss(undersecretary-16, Mexico-14)
possessive(Mexico-14, 's-15)
pobj(as-13, undersecretary-16)
prep(undersecretary-16, of-17)
dep(of-17, finance-18)
ccomp(see-8, view-19)
poss(country-21, his-20)
poss(reforms-23, country-21)
possessive(country-21, 's-22)
dobj(view-19, reforms-23)
punct(view-19, ``-24)
prep(view-19, in-25)
det(context-27, the-26)
pobj(in-25, context-27)
prep(context-27, of-28)
det(process-33, a-29)
amod(process-33, larger-30)
punct(process-33, ,-31)
amod(process-33, world-wide-32)
pobj(of-28, process-33)
punct(process-33, ''-34)
prep(process-33, of-35)
amod(change-37, profound-36)
pobj(of-35, change-37)
prep(change-37, toward-38)
amod(economics-40, free-market-39)
pobj(toward-38, economics-40)
punct(change-37, ,-41)
advmod(in-43, especially-42)
prep(change-37, in-43)
det(countries-46, the-44)
amod(countries-46, statist-45)
pobj(in-43, countries-46)
punct(glad-6, .-47)

aux(said-2, Having-1)
dep(caution-7, said-2)
dep(said-2, that-3)
punct(caution-7, ,-4)
dep(caution-7, we-5)
aux(caution-7, must-6)
root(ROOT-0, caution-7)
prep(caution-7, against-8)
det(tendency-11, an-9)
amod(tendency-11, apparent-10)
pobj(against-8, tendency-11)
aux(overstate-13, to-12)
vmod(tendency-11, overstate-13)
det(case-15, the-14)
dobj(overstate-13, case-15)
punct(caution-7, .-16)

nsubj(true-5, It-1)
cop(true-5, is-2)
neg(true-5, not-3)
advmod(true-5, quite-4)
root(ROOT-0, true-5)
punct(true-5, ,-6)
prep(true-5, for-7)
dep(for-7, example-8)
punct(true-5, ,-9)
mark(privatized-16, that-10)
det(government-13, the-11)
amod(government-13, Mexican-12)
nsubj(privatized-16, government-13)
aux(privatized-16, has-14)
punct(privatized-16, ``-15)
ccomp(true-5, privatized-16)
punct(privatized-16, ''-17)
nn(Aviacion-20, Mexicana-18)
nn(Aviacion-20, de-19)
dobj(privatized-16, Aviacion-20)
punct(privatized-16, ,-21)
mark(claims-25, as-22)
nn(Ortiz-24, Mr.-23)
nsubj(claims-25, Ortiz-24)
advcl(privatized-16, claims-25)
punct(true-5, .-26)

prep(contradicts-6, In-1)
det(sentence-4, the-2)
amod(sentence-4, same-3)
pobj(In-1, sentence-4)
dep(contradicts-6, he-5)
root(ROOT-0, contradicts-6)
dep(contradicts-6, himself-7)
advmod(reports-10, when-8)
dep(reports-10, he-9)
ccomp(contradicts-6, reports-10)
mark(retains-15, that-11)
det(government-13, the-12)
nsubj(retains-15, government-13)
advmod(retains-15, still-14)
ccomp(reports-10, retains-15)
num(%-17, 40-16)
dobj(retains-15, %-17)
prep(%-17, of-18)
det(equity-21, the-19)
amod(equity-21, total-20)
pobj(of-18, equity-21)
prep(equity-21, of-22)
det(airline-24, the-23)
pobj(of-22, airline-24)
punct(contradicts-6, .-25)

advmod(considered-6, How-1)
aux(considered-6, can-2)
det(company-4, a-3)
nsubjpass(considered-6, company-4)
auxpass(considered-6, be-5)
root(ROOT-0, considered-6)
punct(privatized-8, ``-7)
dep(considered-6, privatized-8)
punct(privatized-8, ''-9)
mark(represented-16, if-10)
det(state-12, the-11)
nsubjpass(represented-16, state-12)
auxpass(represented-16, is-13)
advmod(heavily-15, so-14)
advmod(represented-16, heavily-15)
advcl(considered-6, represented-16)
prep(represented-16, in-17)
dep(in-17, it-18)
punct(considered-6, ?-19)

punct(granted-8, -LRB--1)
dep(granted-8, True-2)
punct(granted-8, ,-3)
det(government-6, the-4)
amod(government-6, Mexican-5)
nsubj(granted-8, government-6)
aux(granted-8, has-7)
root(ROOT-0, granted-8)
punct(control-10, ``-9)
dobj(granted-8, control-10)
punct(control-10, ''-11)
prep(control-10, over-12)
det(airline-14, the-13)
pobj(over-12, airline-14)
prep(granted-8, to-15)
det(consortium-19, a-16)
amod(consortium-19, new-17)
amod(consortium-19, private-18)
pobj(to-15, consortium-19)
punct(granted-8, ,-20)
cc(granted-8, but-21)
poss(propensity-23, its-22)
nsubjpass(known-33, propensity-23)
aux(take-25, to-24)
vmod(propensity-23, take-25)
advmod(take-25, back-26)
dep(gives-29, what-27)
dep(gives-29, it-28)
ccomp(take-25, gives-29)
auxpass(known-33, is-30)
advmod(well-32, too-31)
advmod(known-33, well-32)
conj(granted-8, known-33)
aux(permit-35, to-34)
xcomp(known-33, permit-35)
dep(be-38, one-36)
aux(be-38, to-37)
xcomp(permit-35, be-38)
dep(be-38, sanguine-39)
punct(granted-8, .-40)
punct(granted-8, -RRB--41)

advmod(resorts-7, Regrettably-1)
punct(resorts-7, ,-2)
advmod(resorts-7, too-3)
punct(resorts-7, ,-4)
nn(Ortiz-6, Mr.-5)
nsubj(resorts-7, Ortiz-6)
root(ROOT-0, resorts-7)
prep(resorts-7, to-8)
det(game-13, the-9)
amod(game-13, familiar-10)
punct(game-13, ``-11)
nn(game-13, numbers-12)
pobj(to-8, game-13)
punct(game-13, ''-14)
advmod(boasts-17, when-15)
dep(boasts-17, he-16)
ccomp(resorts-7, boasts-17)
mark(remain-28, that-18)
punct(remain-28, ``-19)
mwe(than-21, fewer-20)
quantmod(392-22, than-21)
num(state-24, 392-22)
punct(state-24, -LCB--23)
nsubj(remain-28, state-24)
dep(state-24, enterprises-25)
punct(state-24, -RCB--26)
advmod(remain-28, currently-27)
ccomp(boasts-17, remain-28)
prep(remain-28, in-29)
det(sector-32, the-30)
amod(sector-32, public-31)
pobj(in-29, sector-32)
