dep(want-3, Consumers-1)
auxpass(recycled-20, be-19)
ccomp(packaging-16, recycled-20)
cc(recycled-20, or-21)
conj(recycled-20, is-22)
dep(is-22, biodegradable-23)
punct(say-6, ,-24)
prep(say-6, according-25)
pcomp(according-25, to-26)
det(survey-28, a-27)
pobj(to-26, survey-28)
vmod(survey-28, commissioned-29)
prep(commissioned-29, by-30)
det(Group-34, the-31)
nn(Group-34, Michael-32)
nn(Group-34, Peters-33)
pobj(by-30, Group-34)
punct(Group-34, ,-35)
det(consultant-38, a-36)
nn(consultant-38, design-37)
appos(Group-34, consultant-38)
punct(say-6, .-39)

det(Pentagon-2, The-1)
nsubj(house-6, Pentagon-2)
cop(house-6, is-3)
det(house-6, a-4)
amod(house-6, haunted-5)
root(ROOT-0, house-6)
punct(house-6, .-7)

csubj(scary-8, Living-1)
advmod(Living-1, there-2)
prep(Living-1, for-3)
num(years-5, six-4)
pobj(for-3, years-5)
cop(scary-8, was-6)
advmod(scary-8, really-7)
root(ROOT-0, scary-8)
punct(scary-8, .-9)

det(ghosts-2, The-1)
nsubj(are-6, ghosts-2)
prep(ghosts-2, of-3)
det(past-5, the-4)
pobj(of-3, past-5)
root(ROOT-0, are-6)
advmod(are-6, everywhere-7)
punct(are-6, :-8)
dep(kept-11, They-9)
auxpass(kept-11, are-10)
parataxis(are-6, kept-11)
prep(kept-11, at-12)
dep(at-12, bay-13)
advmod(by-15, only-14)
prep(kept-11, by-15)
pcomp(by-15, feeding-16)
dep(feeding-16, them-17)
amod(quantities-19, vast-18)
dobj(feeding-16, quantities-19)
prep(quantities-19, of-20)
poss(budget-23, our-21)
nn(budget-23, defense-22)
pobj(of-20, budget-23)
punct(are-6, .-24)

dep(bought-4, Some-1)
aux(bought-4, can-2)
auxpass(bought-4, be-3)
root(ROOT-0, bought-4)
dep(bought-4, off-5)
advmod(cheaply-7, relatively-6)
advmod(bought-4, cheaply-7)
punct(bought-4, .-8)

prep(demanded-9, During-1)
det(War-4, the-2)
nn(War-4, Korean-3)
pobj(During-1, War-4)
punct(demanded-9, ,-5)
nn(MacArthur-8, Gen.-6)
nn(MacArthur-8, Douglas-7)
nsubj(demanded-9, MacArthur-8)
root(ROOT-0, demanded-9)
cc(demanded-9, and-10)
conj(demanded-9, got-11)
punct(demanded-9, ,-12)
prep(demanded-9, in-13)
pobj(in-13, addition-14)
prep(addition-14, to-15)
poss(command-18, his-16)
nn(command-18, U.N.-17)
pobj(to-15, command-18)
prep(command-18, in-19)
dep(in-19, Korea-20)
punct(demanded-9, ,-21)
poss(command-25, his-22)
amod(command-25, own-23)
amod(command-25, naval-24)
nn(NavforJapan-29, command-25)
prep(NavforJapan-29, in-26)
dep(in-26, Japan-27)
punct(NavforJapan-29, ,-28)
conj(demanded-9, NavforJapan-29)
punct(demanded-9, .-30)

det(operations-3, Those-1)
amod(operations-3, obsolete-2)
nsubj(cost-4, operations-3)
root(ROOT-0, cost-4)
quantmod($-7, less-5)
quantmod($-7, than-6)
dobj(cost-4, $-7)
number(billion-9, 2-8)
num($-7, billion-9)
det(year-11, a-10)
dep($-7, year-11)
punct(cost-4, ,-12)
cc(cost-4, and-13)
conj(cost-4, keep-14)
poss(ghost-17, Mac-15)
possessive(Mac-15, 's-16)
dep(keep-14, ghost-17)
dep(ghost-17, quiet-18)
punct(cost-4, .-19)

dep(all-4, That-1)
cop(all-4, 's-2)
amod(all-4, about-3)
root(ROOT-0, all-4)
dep(costs-6, it-5)
rcmod(all-4, costs-6)
aux(appease-8, to-7)
xcomp(costs-6, appease-8)
nn(Raeder-11, Adm.-9)
nn(Raeder-11, Erich-10)
poss(ghost-13, Raeder-11)
possessive(Raeder-11, 's-12)
dobj(appease-8, ghost-13)
punct(all-4, .-14)

prep(threatened-9, In-1)
dep(In-1, 1941-2)
punct(threatened-9, ,-3)
nsubj(threatened-9, Raeder-4)
cc(Raeder-4, and-5)
det(navy-8, the-6)
amod(navy-8, German-7)
conj(Raeder-4, navy-8)
root(ROOT-0, threatened-9)
aux(attack-11, to-10)
xcomp(threatened-9, attack-11)
det(Canal-14, the-12)
nn(Canal-14, Panama-13)
dobj(attack-11, Canal-14)
punct(threatened-9, ,-15)
advmod(threatened-9, so-16)
dep(created-18, we-17)
parataxis(threatened-9, created-18)
det(Command-21, the-19)
nn(Command-21, Southern-20)
dobj(created-18, Command-21)
prep(Command-21, in-22)
dep(in-22, Panama-23)
punct(threatened-9, .-24)

det(Command-3, The-1)
nn(Command-3, Southern-2)
nsubj(grown-5, Command-3)
aux(grown-5, has-4)
root(ROOT-0, grown-5)
advmod(bigger-7, even-6)
acomp(grown-5, bigger-7)
prep(grown-5, since-8)
det(war-10, the-9)
pobj(since-8, war-10)
mark(runs-16, because-11)
poss(ghost-14, Raeder-12)
possessive(Raeder-12, 's-13)
nsubj(runs-16, ghost-14)
advmod(runs-16, sometimes-15)
advcl(grown-5, runs-16)
prep(runs-16, through-17)
det(ring-20, the-18)
nn(ring-20, E-19)
pobj(through-17, ring-20)
dep(runs-16, dressed-21)
prep(dressed-21, like-22)
nn(Noriega-24, Gen.-23)
pobj(like-22, Noriega-24)
punct(grown-5, .-25)

det(Command-2, The-1)
poss(bureaucracy-5, Command-2)
possessive(Command-2, 's-3)
amod(bureaucracy-5, huge-4)
nsubjpass(needed-7, bureaucracy-5)
auxpass(needed-7, is-6)
root(ROOT-0, needed-7)
aux(analyze-9, to-8)
xcomp(needed-7, analyze-9)
mark(meet-17, whether-10)
nsubj(meet-17, leaders-11)
prep(leaders-11, of-12)
pobj(of-12, coups-13)
prep(coups-13, against-14)
nn(Noriega-16, Gen.-15)
pobj(against-14, Noriega-16)
ccomp(analyze-9, meet-17)
det(Act-21, the-18)
nn(Act-21, War-19)
nn(Act-21, Powers-20)
poss(points-24, Act-21)
possessive(Act-21, 's-22)
num(points-24, six-23)
dobj(meet-17, points-24)
punct(points-24, ,-25)
nn(Weinberger-27, Cap-26)
poss(points-30, Weinberger-27)
possessive(Weinberger-27, 's-28)
num(points-30, seven-29)
conj(points-24, points-30)
punct(points-24, ,-31)
det(Committee-34, the-32)
nn(Committee-34, Intelligence-33)
poss(points-37, Committee-34)
possessive(Committee-34, 's-35)
num(points-37, 32-36)
conj(points-24, points-37)
cc(points-24, and-38)
nn(Wilson-40, Woodrow-39)
poss(points-43, Wilson-40)
possessive(Wilson-40, 's-41)
num(points-43, 14-42)
conj(points-24, points-43)
amod(points-24, necessary-44)
aux(justify-46, to-45)
xcomp(necessary-44, justify-46)
nn(support-48, U.S.-47)
dobj(justify-46, support-48)
punct(needed-7, .-49)

advmod(has-5, So-1)
advmod(So-1, far-2)
neg(one-4, no-3)
nsubj(has-5, one-4)
root(ROOT-0, has-5)
punct(has-5, .-6)

det(ghost-2, The-1)
nsubj(costs-14, ghost-2)
prep(ghost-2, of-3)
det(brigade-6, the-4)
amod(brigade-6, Soviet-5)
pobj(of-3, brigade-6)
vmod(brigade-6, discovered-7)
prep(discovered-7, in-8)
dep(in-8, Cuba-9)
advmod(in-11, back-10)
prep(discovered-7, in-11)
det('70s-13, the-12)
pobj(in-11, '70s-13)
root(ROOT-0, costs-14)
advmod(million-19, just-15)
quantmod(million-19, a-16)
quantmod(million-19, few-17)
number(million-19, hundred-18)
dobj(costs-14, million-19)
punct(million-19, :-20)
det(price-22, the-21)
dep(million-19, price-22)
prep(price-22, of-23)
det(Command-26, the-24)
nn(Command-26, Caribbean-25)
pobj(of-23, Command-26)
prep(Command-26, in-27)
nn(West-29, Key-28)
pobj(in-27, West-29)
mark(created-33, that-30)
nn(Carter-32, President-31)
nsubj(created-33, Carter-32)
dep(Command-26, created-33)
prep(created-33, in-34)
dep(in-34, 1980-35)
punct(costs-14, .-36)

det(brigade-2, The-1)
nsubjpass(heard-6, brigade-2)
aux(heard-6, has-3)
neg(heard-6, n't-4)
auxpass(heard-6, been-5)
root(ROOT-0, heard-6)
prep(heard-6, from-7)
advmod(heard-6, since-8)
punct(heard-6, ,-9)
cc(heard-6, but-10)
dep(keep-12, we-11)
conj(heard-6, keep-12)
det(staff-14, the-13)
dobj(keep-12, staff-14)
advmod(keep-12, around-15)
advmod(in-17, just-16)
advmod(keep-12, in-17)
dep(in-17, case-18)
punct(heard-6, .-19)

nn(Marshall-2, George-1)
poss(ghost-4, Marshall-2)
possessive(Marshall-2, 's-3)
nsubj(difficult-8, ghost-4)
cop(difficult-8, is-5)
advmod(difficult-8, much-6)
advmod(difficult-8, more-7)
root(ROOT-0, difficult-8)
aux(keep-10, to-9)
xcomp(difficult-8, keep-10)
dep(keep-10, happy-11)
punct(difficult-8, .-12)

dep(keep-2, We-1)
root(ROOT-0, keep-2)
det(lot-4, a-3)
dobj(keep-2, lot-4)
prep(lot-4, of-5)
pobj(of-5, shrines-6)
prep(shrines-6, to-7)
dep(to-7, him-8)
prep(keep-2, around-9)
det(Pentagon-11, the-10)
pobj(around-9, Pentagon-11)
punct(keep-2, :-12)
nn(relics-17, statues-13)
punct(relics-17, ,-14)
conj(relics-17, busts-15)
punct(relics-17, ,-16)
parataxis(keep-2, relics-17)
cc(relics-17, and-18)
conj(relics-17, such-19)
punct(keep-2, .-20)

det(headquarters-3, The-1)
nn(headquarters-3, Army-2)
nsubj(used-11, headquarters-3)
prep(headquarters-3, on-4)
det(deck-7, the-5)
amod(deck-7, third-6)
pobj(on-4, deck-7)
prep(deck-7, of-8)
det(Pentagon-10, the-9)
pobj(of-8, Pentagon-10)
root(ROOT-0, used-11)
aux(burn-13, to-12)
xcomp(used-11, burn-13)
det(lot-15, a-14)
dobj(burn-13, lot-15)
prep(lot-15, of-16)
dep(of-16, incense-17)
prep(burn-13, to-18)
dep(to-18, him-19)
punct(used-11, ,-20)
cc(used-11, but-21)
det(headquarters-24, the-22)
nn(headquarters-24, Navy-23)
nsubj(made-29, headquarters-24)
prep(headquarters-24, on-25)
det(deck-28, the-26)
amod(deck-28, fourth-27)
pobj(on-25, deck-28)
conj(used-11, made-29)
dep(stop-31, them-30)
ccomp(made-29, stop-31)
dep(stop-31, it-32)
punct(used-11, .-33)

dep(see-2, You-1)
root(ROOT-0, see-2)
punct(see-2, ,-3)
dep(had-5, Marshall-4)
parataxis(see-2, had-5)
det(thing-7, this-6)
dobj(had-5, thing-7)
prep(thing-7, about-8)
det(Navy-10, the-9)
pobj(about-8, Navy-10)
cc(Navy-10, and-11)
det(Marines-13, the-12)
conj(Navy-10, Marines-13)
punct(see-2, ---14)
dep(wanted-16, he-15)
parataxis(see-2, wanted-16)
aux(make-18, to-17)
xcomp(wanted-16, make-18)
dep(part-20, them-19)
dep(make-18, part-20)
prep(part-20, of-21)
det(Army-23, the-22)
pobj(of-21, Army-23)
cc(wanted-16, but-24)
dep(Forrestal-30, Secretary-25)
prep(Secretary-25, of-26)
det(Navy-28, the-27)
pobj(of-26, Navy-28)
nn(Forrestal-30, James-29)
nsubj(blocked-31, Forrestal-30)
conj(wanted-16, blocked-31)
dep(blocked-31, him-32)
punct(see-2, .-33)

advmod(let-6, Now-1)
poss(ghost-3, his-2)
nsubj(let-6, ghost-3)
aux(let-6, wo-4)
neg(let-6, n't-5)
root(ROOT-0, let-6)
dep(let-6, up-7)
mark(done-11, till-8)
dep(done-11, it-9)
auxpass(done-11, 's-10)
advcl(let-6, done-11)
punct(let-6, .-12)

aux(keep-2, To-1)
csubj(invent-6, keep-2)
dep(quiet-4, him-3)
dep(keep-2, quiet-4)
dep(invent-6, we-5)
root(ROOT-0, invent-6)
det(command-10, a-7)
amod(command-10, new-8)
amod(command-10, unified-9)
iobj(invent-6, command-10)
det(year-12, every-11)
dobj(invent-6, year-12)
cc(year-12, or-13)
advmod(year-12, so-14)
dep(invent-6, run-15)
prep(run-15, by-16)
det(Army-18, the-17)
pobj(by-16, Army-18)
cc(Army-18, or-19)
det(Force-22, the-20)
nn(Force-22, Air-21)
conj(Army-18, Force-22)
cc(invent-6, and-23)
conj(invent-6, put-24)
dobj(put-24, more-25)
prep(more-25, of-26)
det(Navy-28, the-27)
pobj(of-26, Navy-28)
cc(Navy-28, and-29)
conj(Navy-28, Marines-30)
prep(put-24, under-31)
dep(under-31, it-32)
punct(invent-6, .-33)

cc(hear-4, But-1)
dep(hear-4, we-2)
advmod(hear-4, still-3)
root(ROOT-0, hear-4)
dep(moaning-6, him-5)
xcomp(hear-4, moaning-6)
prep(moaning-6, at-7)
dep(at-7, night-8)
mark(has-12, because-9)
det(Navy-11, the-10)
nsubj(has-12, Navy-11)
advcl(moaning-6, has-12)
det(ships-15, a-13)
amod(ships-15, few-14)
dobj(has-12, ships-15)
amod(ships-15, left-16)
punct(hear-4, ,-17)
cc(hear-4, and-18)
aux(satisfy-20, to-19)
conj(hear-4, satisfy-20)
dep(satisfy-20, him-21)
det(Navy-23, the-22)
poss(forces-27, Navy-23)
possessive(Navy-23, 's-24)
nn(forces-27, sea-25)
nn(forces-27, lift-26)
nsubjpass(given-29, forces-27)
auxpass(given-29, were-28)
ccomp(satisfy-20, given-29)
prep(given-29, to-30)
det(bureaucracy-35, a-31)
amod(bureaucracy-35, new-32)
nn(bureaucracy-35, Air-33)
nn(bureaucracy-35, Force-34)
pobj(to-30, bureaucracy-35)
prep(bureaucracy-35, in-36)
dep(in-36, Illinois-37)
punct(satisfy-20, ,-38)
poss(operations-41, its-39)
nn(operations-41, space-40)
ccomp(satisfy-20, operations-41)
dep(operations-41, to-42)
det(command-44, another-43)
pobj(to-42, command-44)
prep(command-44, in-45)
dep(in-45, Colorado-46)
punct(satisfy-20, ,-47)
det(frogmen-49, the-48)
ccomp(satisfy-20, frogmen-49)
dep(frogmen-49, to-50)
det(bureaucracy-54, a-51)
amod(bureaucracy-54, new-52)
nn(bureaucracy-54, Army-53)
pobj(to-50, bureaucracy-54)
prep(bureaucracy-54, in-55)
nn(Bragg-57, Fort-56)
pobj(in-55, Bragg-57)
punct(satisfy-20, ,-58)
cc(satisfy-20, and-59)
det(Navy-61, the-60)
poss(Ocean-64, Navy-61)
possessive(Navy-61, 's-62)
nn(Ocean-64, Indian-63)
conj(satisfy-20, Ocean-64)
cc(Ocean-64, and-65)
nn(forces-68, Persian-66)
nn(forces-68, Gulf-67)
conj(Ocean-64, forces-68)
dep(Ocean-64, to-69)
det(bureaucracy-72, an-70)
nn(bureaucracy-72, Army-71)
pobj(to-69, bureaucracy-72)
prep(bureaucracy-72, in-73)
dep(in-73, Florida-74)
punct(hear-4, .-75)

dep(brings-2, Which-1)
root(ROOT-0, brings-2)
dep(brings-2, up-3)
det(ghost-8, the-4)
amod(ghost-8, worst-5)
cc(worst-5, and-6)
conj(worst-5, meanest-7)
dobj(brings-2, ghost-8)
prep(ghost-8, of-9)
dep(of-9, all-10)
punct(ghost-8, ---11)
det(ghost-13, the-12)
dep(ghost-8, ghost-13)
prep(ghost-13, of-14)
det(shah-16, the-15)
pobj(of-14, shah-16)
prep(shah-16, of-17)
dep(of-17, Iran-18)
punct(brings-2, .-19)

advmod(died-4, When-1)
det(shah-3, the-2)
nsubj(died-4, shah-3)
advcl(scared-10, died-4)
punct(scared-10, ,-5)
nn(Carter-7, President-6)
nsubj(scared-10, Carter-7)
cop(scared-10, was-8)
advmod(scared-10, so-9)
root(ROOT-0, scared-10)
mark(blame-17, that-11)
det(shah-13, the-12)
poss(ghost-15, shah-13)
possessive(shah-13, 's-14)
nsubj(blame-17, ghost-15)
aux(blame-17, would-16)
ccomp(scared-10, blame-17)
dep(blame-17, him-18)
prep(blame-17, for-19)
pcomp(for-19, shoving-20)
dep(shoving-20, him-21)
dep(shoving-20, out-22)
aux(make-24, to-23)
xcomp(shoving-20, make-24)
dep(make-24, way-25)
prep(make-24, for-26)
det(ayatollah-28, the-27)
pobj(for-26, ayatollah-28)
mark(declared-31, that-29)
dep(declared-31, he-30)
ccomp(scared-10, declared-31)
det(Doctrine-34, the-32)
nn(Doctrine-34, Carter-33)
dobj(declared-31, Doctrine-34)
punct(scared-10, .-35)

nn(Carter-2, Mr.-1)
nsubj(said-3, Carter-2)
root(ROOT-0, said-3)
dep(go-6, he-4)
aux(go-6, would-5)
ccomp(said-3, go-6)
prep(go-6, to-7)
dep(to-7, war-8)
aux(stop-10, to-9)
xcomp(go-6, stop-10)
dep(stop-10, anyone-11)
prep(stop-10, from-12)
pcomp(from-12, trying-13)
aux(grab-15, to-14)
xcomp(trying-13, grab-15)
dep(grab-15, Iran-16)
punct(said-3, .-17)

cc(settle-6, But-1)
det(ghost-3, that-2)
nsubj(settle-6, ghost-3)
aux(settle-6, would-4)
neg(settle-6, n't-5)
root(ROOT-0, settle-6)
prep(settle-6, for-7)
dep(for-7, words-8)
punct(settle-6, ,-9)
dep(wanted-11, he-10)
parataxis(settle-6, wanted-11)
nn(lots-16, money-12)
cc(money-12, and-13)
conj(money-12, people-14)
punct(lots-16, ---15)
dobj(wanted-11, lots-16)
punct(settle-6, .-17)

advmod(formed-4, So-1)
nn(Carter-3, Mr.-2)
nsubj(formed-4, Carter-3)
root(ROOT-0, formed-4)
num(divisions-8, three-5)
amod(divisions-8, new-6)
nn(divisions-8, Army-7)
dobj(formed-4, divisions-8)
cc(formed-4, and-9)
conj(formed-4, gave-10)
dep(gave-10, them-11)
prep(gave-10, to-12)
det(bureaucracy-15, a-13)
amod(bureaucracy-15, new-14)
pobj(to-12, bureaucracy-15)
prep(bureaucracy-15, in-16)
dep(in-16, Tampa-17)
vmod(bureaucracy-15, called-18)
det(Force-22, the-19)
nn(Force-22, Rapid-20)
nn(Force-22, Deployment-21)
dep(called-18, Force-22)
punct(formed-4, .-23)

cc(fooled-6, But-1)
det(ghost-3, that-2)
nsubjpass(fooled-6, ghost-3)
auxpass(fooled-6, was-4)
neg(fooled-6, n't-5)
root(ROOT-0, fooled-6)
punct(fooled-6, ;-7)
dep(knew-9, he-8)
parataxis(fooled-6, knew-9)
det(RDF-11, the-10)
nsubj(was-12, RDF-11)
ccomp(knew-9, was-12)
dep(was-12, neither-13)
dep(neither-13, rapid-14)
cc(neither-13, nor-15)
conj(neither-13, deployable-16)
cc(neither-13, nor-17)
det(force-19, a-18)
conj(neither-13, force-19)
punct(was-12, ---20)
advmod(cost-24, even-21)
mark(cost-24, though-22)
dep(cost-24, it-23)
advcl(was-12, cost-24)
dobj(cost-24, $-25)
number(billion-27, 8-26)
num($-25, billion-27)
cc($-25, or-28)
conj($-25, $-29)
number(billion-31, 10-30)
num($-29, billion-31)
det(year-33, a-32)
dep($-25, year-33)
punct(fooled-6, .-34)

mark(defeated-5, After-1)
nn(Carter-3, Mr.-2)
nsubjpass(defeated-5, Carter-3)
auxpass(defeated-5, was-4)
advcl(claimed-13, defeated-5)
prep(defeated-5, in-6)
dep(in-6, 1980-7)
punct(claimed-13, ,-8)
det(shah-10, the-9)
poss(ghost-12, shah-10)
possessive(shah-10, 's-11)
nsubj(claimed-13, ghost-12)
root(ROOT-0, claimed-13)
det(credit-15, the-14)
dobj(claimed-13, credit-15)
cc(claimed-13, and-16)
advmod(went-18, then-17)
conj(claimed-13, went-18)
prep(went-18, after-19)
nn(Reagan-21, President-20)
pobj(after-19, Reagan-21)
cc(Reagan-21, and-22)
nn(Weinberger-24, Cap-23)
conj(Reagan-21, Weinberger-24)
punct(claimed-13, .-25)

dep(saw-2, I-1)
root(ROOT-0, saw-2)
dep(did-5, what-3)
dep(did-5, he-4)
ccomp(saw-2, did-5)
prep(did-5, to-6)
dep(to-6, them-7)
advmod(saw-2, firsthand-8)
punct(saw-2, .-9)

dep(made-2, It-1)
root(ROOT-0, made-2)
poss(shoelaces-4, my-3)
dobj(made-2, shoelaces-4)
dep(made-2, dance-5)
prep(dance-5, with-6)
dep(with-6, terror-7)
punct(made-2, .-8)

advmod(used-4, Why-1)
punct(used-4, ,-2)
dep(used-4, he-3)
root(ROOT-0, used-4)
aux(lay-6, to-5)
xcomp(used-4, lay-6)
prep(lay-6, in-7)
dep(in-7, wait-8)
prep(lay-6, for-9)
dep(for-9, Cap-10)
punct(used-4, ;-11)
advmod(leap-15, suddenly-12)
dep(leap-15, he-13)
aux(leap-15, 'd-14)
parataxis(used-4, leap-15)
prep(leap-15, from-16)
pcomp(from-16, behind-17)
det(statue-19, some-18)
pobj(behind-17, statue-19)
prep(statue-19, of-20)
dep(of-20, Marshall-21)
prep(leap-15, onto-22)
poss(chest-25, Cap-23)
possessive(Cap-23, 's-24)
pobj(onto-22, chest-25)
cc(leap-15, and-26)
conj(leap-15, grab-27)
dep(grab-27, him-28)
prep(grab-27, by-29)
det(throat-31, the-30)
pobj(by-29, throat-31)
cc(leap-15, and-32)
conj(leap-15, choke-33)
dep(choke-33, him-34)
mark(coughed-37, till-35)
dep(coughed-37, he-36)
advcl(choke-33, coughed-37)
dep(coughed-37, up-38)
det($-41, an-39)
quantmod($-41, additional-40)
dobj(coughed-37, $-41)
number(billion-43, 2-42)
num($-41, billion-43)
cc($-41, or-44)
advmod($-41, so-45)
punct(used-4, .-46)

dep(added-2, Cap-1)
root(ROOT-0, added-2)
num(divisions-5, four-3)
amod(divisions-5, more-4)
dobj(added-2, divisions-5)
prep(added-2, to-6)
det(Army-8, the-7)
pobj(to-6, Army-8)
punct(added-2, ,-9)
dobj(added-2, two-10)
amod(two-10, active-11)
cc(two-10, and-12)
conj(two-10, two-13)
amod(two-13, reserve-14)
punct(added-2, ;-15)
num(groups-18, two-16)
nn(groups-18, carrier-17)
conj(added-2, groups-18)
prep(groups-18, to-19)
det(Navy-21, the-20)
pobj(to-19, Navy-21)
punct(added-2, ;-22)
det(division-24, a-23)
conj(added-2, division-24)
punct(division-24, ---25)
amod(division-24, equivalent-26)
prep(division-24, to-27)
det(Marines-29, the-28)
pobj(to-27, Marines-29)
punct(added-2, ;-30)
cc(added-2, and-31)
det(C-17-37, the-32)
nn(C-17-37, C-5B-33)
punct(C-17-37, ,-34)
dep(C-17-37, KC-10-35)
punct(C-17-37, ,-36)
conj(added-2, C-17-37)
cc(C-17-37, and-38)
det(aircraft-42, a-39)
num(aircraft-42, thousand-40)
amod(aircraft-42, tactical-41)
conj(C-17-37, aircraft-42)
prep(C-17-37, to-43)
det(Force-46, the-44)
nn(Force-46, Air-45)
pobj(to-43, Force-46)
punct(added-2, .-47)

dep(bought-2, He-1)
root(ROOT-0, bought-2)
dobj(bought-2, $-3)
number(billion-5, 4-4)
num($-3, billion-5)
prep($-3, in-6)
amod(ships-8, prepositioning-7)
pobj(in-6, ships-8)
cc($-3, and-9)
conj($-3, $-10)
number(billion-12, 7-11)
num($-10, billion-12)
prep($-10, in-13)
pobj(in-13, ammo-14)
cc(ammo-14, and-15)
conj(ammo-14, equipment-16)
aux(fill-18, to-17)
vmod($-10, fill-18)
dep(fill-18, them-19)
punct(bought-2, ,-20)
cc(bought-2, and-21)
conj(bought-2, parked-22)
dep(parked-22, them-23)
prep(parked-22, at-24)
det(base-30, a-25)
amod(base-30, new-26)
amod(base-30, $-27)
number(billion-29, 6-28)
num($-27, billion-29)
pobj(at-24, base-30)
prep(base-30, at-31)
nn(Garcia-33, Diego-32)
pobj(at-31, Garcia-33)
prep(parked-22, in-34)
det(middle-36, the-35)
pobj(in-34, middle-36)
prep(middle-36, of-37)
det(Ocean-40, the-38)
nn(Ocean-40, Indian-39)
pobj(of-37, Ocean-40)
punct(bought-2, .-41)

dep(dedicated-2, He-1)
root(ROOT-0, dedicated-2)
predet(forces-6, all-3)
det(forces-6, these-4)
amod(forces-6, new-5)
dobj(dedicated-2, forces-6)
prep(dedicated-2, to-7)
det(Gulf-10, the-8)
nn(Gulf-10, Persian-9)
pobj(to-7, Gulf-10)
punct(dedicated-2, .-11)

num(night-2, One-1)
tmod(caught-13, night-2)
preconj(ghost-6, both-3)
poss(ghost-6, Marshall-4)
possessive(Marshall-4, 's-5)
nsubj(caught-13, ghost-6)
cc(ghost-6, and-7)
det(shah-9, the-8)
poss(ghost-11, shah-9)
possessive(shah-9, 's-10)
conj(ghost-6, ghost-11)
advmod(ghost-6, together-12)
root(ROOT-0, caught-13)
dep(caught-13, Cap-14)
cc(caught-13, and-15)
conj(caught-13, threw-16)
dep(threw-16, him-17)
prep(threw-16, to-18)
det(ground-20, the-19)
pobj(to-18, ground-20)
punct(caught-13, .-21)

mark(let-3, Before-1)
dep(let-3, they-2)
advcl(added-7, let-3)
dep(go-5, him-4)
dep(let-3, go-5)
dep(added-7, he-6)
root(ROOT-0, added-7)
quantmod(thousand-9, a-8)
num(bureaucrats-10, thousand-9)
dobj(added-7, bureaucrats-10)
prep(added-7, to-11)
det(RDF-13, the-12)
pobj(to-11, RDF-13)
prep(RDF-13, in-14)
dep(in-14, Tampa-15)
cc(added-7, and-16)
conj(added-7, renamed-17)
dep(Command-20, it-18)
nn(Command-20, Central-19)
dep(renamed-17, Command-20)
punct(added-7, .-21)

dep(gave-2, He-1)
root(ROOT-0, gave-2)
det(bureaucrats-4, those-3)
iobj(gave-2, bureaucrats-4)
dobj(gave-2, charge-5)
prep(charge-5, of-6)
det(operations-9, all-7)
amod(operations-9, naval-8)
pobj(of-6, operations-9)
prep(operations-9, in-10)
det(Gulf-13, the-11)
nn(Gulf-13, Persian-12)
pobj(in-10, Gulf-13)
cc(Gulf-13, and-14)
nn(Ocean-16, Indian-15)
conj(Gulf-13, Ocean-16)
punct(gave-2, .-17)

dep(figured-2, Marshall-1)
root(ROOT-0, figured-2)
dep(training-7, it-3)
aux(training-7, would-4)
cop(training-7, be-5)
amod(training-7, good-6)
ccomp(figured-2, training-7)
prep(training-7, for-8)
det(soldiers-10, those-9)
pobj(for-8, soldiers-10)
punct(figured-2, ---11)
advmod(get-16, someday-12)
advmod(get-16, maybe-13)
dep(get-16, they-14)
aux(get-16, would-15)
parataxis(figured-2, get-16)
det(Navy-19, the-17)
amod(Navy-19, whole-18)
dobj(get-16, Navy-19)
