nummod(put, 3)
obj(turned, magician)
cc(doing, and)
aux(doing, was)
advmod(doing, only)
conj(turned, doing)
det(book, a)
amod(book, best)
compound(book, seller)
obj(doing, book)
mark(make, to)
advcl(doing, make)
det(dough, some)
obj(make, dough)
punct(breathed, .)
nsubj(Westerner, People)
nsubj(take, who)
acl:relcl(People, take)
obj(take, us)
case(suckers, for)
obl(take, suckers)
cop(Westerner, are)
case(Westerner, like)
det(Westerner, the)
root(ROOT, Westerner)
nsubj(had, who)
acl:relcl(Westerner, had)
mark(exhibit, on)
advcl(had, exhibit)
nmod:poss(marksmanship, his)
amod(marksmanship, superior)
obj(exhibit, marksmanship)
case(form, in)
det(form, the)
obl(exhibit, form)
case(number, of)
det(number, a)
nmod(form, number)
case(achievements, of)
nmod:poss(achievements, bull)
case(bull, 's)
punct(eye, -)
compound(achievements, eye)
nmod(number, achievements)
punct(Westerner, .)
det(promoter, The)
nsubj(asked, promoter)
nsubj(wanted, who)
acl:relcl(promoter, wanted)
mark(sign, to)
xcomp(wanted, sign)
obj(sign, him)
compound:prt(sign, up)
case(circus, for)
det(circus, the)
obl(sign, circus)
root(ROOT, asked)
obj(asked, him)
advmod(able, how)
nsubj(able, he)
cop(able, was)
ccomp(asked, able)
mark(do, to)
xcomp(able, do)
obj(do, it)
punct(asked, .)
nmod:poss(answer, His)
nsubj(simple, answer)
cop(simple, was)
root(ROOT, simple)
cc(honest, but)
conj(simple, honest)
punct(simple, .)
nsubj(shot, He)
advmod(shot, just)
root(ROOT, shot)
case(board, at)
det(board, the)
obl(shot, board)
cc(drew, and)
advmod(drew, then)
conj(shot, drew)
obj(drew, circles)
case(holes, around)
det(holes, the)
obl(drew, holes)
mark(form, to)
advcl(drew, form)
det(bull, a)
nmod:poss(eye, bull)
case(bull, 's)
punct(eye, -)
obj(form, eye)
punct(shot, .)
nsubj(lack, One)
case(obstacles, of)
det(obstacles, the)
nmod(One, obstacles)
case(control, to)
det(control, the)
amod(control, easy)
nmod(One, control)
case(child, of)
det(child, a)
nummod(year, 2)
punct(year, -)
obl:npmod(old, year)
punct(old, -)
amod(child, old)
nmod(control, child)
cop(lack, is)
det(lack, a)
root(ROOT, lack)
case(communication, of)
amod(communication, verbal)
nmod(lack, communication)
punct(lack, .)
det(child, The)
nsubj(understands, child)
root(ROOT, understands)
discourse(understands, no)
punct(understands, .)
nsubj(senses, He)
root(ROOT, senses)
nmod:poss(mother, his)
nmod:poss(disapproval, mother)
case(mother, 's)
obj(senses, disapproval)
punct(senses, .)
cc(leave, But)
nsubj(leave, explanations)
root(ROOT, leave)
obj(leave, him)
xcomp(leave, confused)
cc(unmoved, and)
conj(confused, unmoved)
punct(leave, .)
mark(loves, If)
nmod:poss(mother, his)
nsubj(loves, mother)
advcl(clings, loves)
obj(loves, him)
punct(clings, ,)
nsubj(clings, he)
root(ROOT, clings)
case(love, to)
det(love, that)
obl(clings, love)
case(ballast, as)
det(ballast, a)
obl(clings, ballast)
punct(clings, .)
nsubj(motivates, It)
root(ROOT, motivates)
nmod:poss(behavior, his)
obj(motivates, behavior)
punct(motivates, .)
nsubj(wants, He)
root(ROOT, wants)
obj(wants, Mommy)
mark(think, to)
xcomp(wants, think)
iobj(think, him)
det(boy, a)
amod(boy, good)
obj(think, boy)
punct(wants, .)
nsubj(want, He)
aux(want, does)
advmod(want, n't)
root(ROOT, want)
obj(want, her)
mark(look, to)
xcomp(want, look)
advmod(look, frowningly)
case(him, at)
obl(look, him)
punct(speak, ,)
cc(speak, or)
conj(look, speak)
case(him, to)
obl(speak, him)
advmod(speak, angrily)
punct(want, .)
nsubj(breaks, This)
root(ROOT, breaks)
nmod:poss(heart, his)
obj(breaks, heart)
punct(breaks, .)
nsubj(wants, He)
root(ROOT, wants)
mark(called, to)
aux:pass(called, be)
xcomp(wants, called)
xcomp(called, sweet)
punct(good, ,)
conj(sweet, good)
punct(considerate, ,)
conj(sweet, considerate)
cc(mother, and)
nmod:poss(helper, mother)
case(mother, 's)
amod(helper, little)
xcomp(called, helper)
punct(wants, .)
cc(prevent, But)
advmod(mother, even)
nmod:poss(attitude, mother)
case(mother, 's)
amod(attitude, loving)
nsubj(prevent, attitude)
aux(prevent, will)
advmod(prevent, not)
advmod(prevent, always)
root(ROOT, prevent)
obj(prevent, misbehavior)
punct(prevent, .)
nmod:poss(desires, His)
nsubj(strong, desires)
cop(strong, are)
advmod(strong, so)
root(ROOT, strong)
mark(needs, that)
nsubj(needs, he)
ccomp(strong, needs)
amod(reassurance, constant)
obj(needs, reassurance)
case(love, of)
nmod:poss(mother, his)
nmod:poss(love, mother)
case(mother, 's)
nmod(reassurance, love)
case(him, for)
nmod(love, him)
cc(what, and)
conj(him, what)
nsubj(expects, she)
acl:relcl(what, expects)
case(him, of)
obl(expects, him)
punct(needs, ,)
mark(overcome, in)
fixed(in, order)
mark(overcome, to)
advcl(expects, overcome)
obj(overcome, them)
punct(strong, .)
nmod:poss(voice, His)
amod(voice, own)
amod(voice, inner)
nsubj(developed, voice)
punct(voice, ,)
nsubj(tell, which)
aux(tell, should)
acl:relcl(voice, tell)
obj(tell, him)
obj(do, what)
advmod(do, not)
mark(do, to)
xcomp(tell, do)
punct(developed, ,)
aux(developed, has)
advmod(developed, not)
root(ROOT, developed)
punct(developed, .)
nsubj(develop, It)
aux(develop, wo)
advmod(develop, n't)
root(ROOT, develop)
mark(has, until)
nsubj(has, he)
advcl(develop, has)
obj(has, words)
case(which, with)
obl(clothe, which)
mark(clothe, to)
acl(words, clothe)
obj(clothe, it)
punct(develop, .)
det(conscience, The)
nsubj(non-existent, conscience)
cop(non-existent, is)
root(ROOT, non-existent)
case(old, in)
det(old, the)
nummod(year, 2)
punct(year, -)
obl:npmod(old, year)
punct(old, -)
obl(non-existent, old)
punct(non-existent, .)
obj(do, What)
aux(do, can)
det(mother, a)
nsubj(do, mother)
root(ROOT, do)
advmod(do, then)
mark(prevent, to)
advcl(do, prevent)
obj(prevent, misbehavior)
punct(do, ?)
punct(do, ?)
nsubj(decrease, She)
aux(decrease, can)
root(ROOT, decrease)
det(number, the)
obj(decrease, number)
case(temptations, of)
nmod(number, temptations)
punct(decrease, .)
nsubj(remove, She)
aux(remove, can)
root(ROOT, remove)
det(knacks, all)
compound(knacks, knick)
punct(knacks, -)
obj(remove, knacks)
case(reach, within)
obl(remove, reach)
punct(remove, .)
det(nos, The)
amod(nos, fewer)
nsubj(be, nos)
nsubj(has, she)
acl:relcl(nos, has)
mark(utter, to)
xcomp(has, utter)
det(effective, the)
advmod(effective, more)
obj(utter, effective)
nsubj(be, they)
aux(effective, will)
root(ROOT, be)
punct(be, .)
nsubj(offer, She)
aux(offer, should)
root(ROOT, offer)
obj(offer, substitutes)
case(temptations, for)
det(temptations, the)
nmod(substitutes, temptations)
nsubj(seem, which)
acl:relcl(temptations, seem)
advmod(desirable, overwhelmingly)
xcomp(seem, desirable)
case(child, to)
det(child, the)
obl(desirable, child)
punct(offer, .)
mark(play, If)
nsubj(play, he)
aux(play, ca)
advmod(play, n't)
advcl(have, play)
case(magazines, with)
nmod:poss(magazines, Mommy)
case(Mommy, 's)
obl(play, magazines)
punct(have, ,)
nsubj(have, he)
aux(have, should)
root(ROOT, have)
det(numbers, some)
amod(numbers, old)
obj(have, numbers)
case(own, of)
nmod:poss(own, his)
nmod(numbers, own)
punct(have, .)
mark(bounds, If)
nmod:poss(books, Daddy)
case(Daddy, 's)
nsubj(bounds, books)
cop(bounds, are)
case(bounds, out)
case(bounds, of)
advcl(continue, bounds)
nmod:poss(books, his)
amod(books, own)
compound(books, picture)
nsubj(Toys, books)
cop(Toys, are)
advmod(Toys, not)
punct(Toys, .)
parataxis(bounds, Toys)
nsubj:pass(made, he)
aux(made, has)
aux(made, can)
aux:pass(made, be)
acl:relcl(Toys, made)
mark(act, to)
xcomp(made, act)
case(substitutes, as)
obl(act, substitutes)
case(temptations, for)
compound(temptations, family)
nmod(substitutes, temptations)
case(refrigerator, such)
fixed(such, as)
nmod(temptations, refrigerator)
cc(gas, and)
conj(refrigerator, gas)
conj(refrigerator, stove)
punct(continue, .)
case(period, During)
det(period, this)
amod(period, precarious)
obl(continue, period)
case(development, of)
nmod(period, development)
det(mother, the)
nsubj(continue, mother)
aux(continue, should)
root(ROOT, continue)
mark(influence, to)
xcomp(continue, influence)
det(growth, the)
obj(influence, growth)
case(conscience, of)
det(child, the)
nmod:poss(conscience, child)
case(child, 's)
nmod(growth, conscience)
punct(continue, .)
nsubj(tells, She)
root(ROOT, tells)
obj(tells, him)
case(consequences, of)
det(consequences, the)
obl(tells, consequences)
case(behavior, of)
nmod:poss(behavior, his)
nmod(consequences, behavior)
punct(tells, .)
mark(bites, If)
nsubj(bites, he)
advcl(says, bites)
det(playmate, a)
obj(bites, playmate)
nsubj(says, she)
root(ROOT, says)
punct(says, ,)
punct(says, ``)
nsubj(like, Danny)
aux(like, wo)
advmod(like, n't)
root(ROOT, like)
obj(like, you)
punct(like, '')
punct(like, .)
mark(snatches, If)
nsubj(snatches, he)
advcl(says, snatches)
det(toy, a)
obj(snatches, toy)
punct(says, ,)
nsubj(says, she)
parataxis(like, says)
punct(like, ,)
punct(like, ``)
nsubj(wants, Caroline)
root(ROOT, wants)
nmod:poss(truck, her)
amod(truck, own)
obj(wants, truck)
advmod(do, just)
mark(do, as)
nsubj(do, you)
advcl(wants, do)
punct(wants, '')
punct(wants, .)
expl(is, There)
parataxis(wants, is)
det(use, no)
nsubj(is, use)
acl(use, trying)
xcomp(trying, to)
punct(wants, ``)
root(ROOT, Explain)
punct(Explain, '')
case(Actions, to)
det(Actions, a)
nummod(year, 2)
punct(year, -)
obl:npmod(old, year)
punct(old, -)
amod(Actions, old)
punct(Explain, .)
nsubj(speak, Actions)
parataxis(Explain, speak)
xcomp(speak, louder)
punct(Explain, .)
root(ROOT, Remove)
obj(Remove, temptations)
punct(Remove, .)
root(ROOT, Remove)
det(child, the)
obj(Remove, child)
case(scene, from)
det(scene, the)
obl(Remove, scene)
case(misbehavior, of)
nmod:poss(misbehavior, his)
nmod(scene, misbehavior)
punct(Remove, .)
nsubj(approved, Substitute)
root(ROOT, approved)
obj(approved, objects)
case(ones, for)
amod(ones, forbidden)
obl(approved, ones)
cc(keep, and)
conj(approved, keep)
xcomp(keep, telling)
obj(telling, him)
advmod(is, how)
nsubj(is, he)
ccomp(telling, is)
mark(act, to)
xcomp(is, act)
punct(approved, .)
nsubj(submit, He)
aux(submit, wo)
advmod(submit, n't)
root(ROOT, submit)
case(desires, to)
nmod:poss(desires, his)
amod(desires, natural)
obl(submit, desires)
det:predet(time, all)
det(time, the)
obl:tmod(submit, time)
punct(love, ,)
cc(love, and)
nsubj(love, it)
cop(love, 's)
nmod:poss(love, Mother)
case(Mother, 's)
conj(submit, love)
nsubj(responsible, that)
cop(responsible, is)
acl:relcl(love, responsible)
case(behavior, for)
nmod:poss(behavior, his)
amod(behavior, good)
obl(responsible, behavior)
punct(submit, .)
nsubj(period, This)
cop(period, is)
det(period, the)
root(ROOT, period)
case(days, during)
det(days, the)
amod(days, melancholy)
nmod(period, days)
case(autumn, of)
nmod(days, autumn)
mark(schedule, when)
nsubj(schedule, universities)
cc(colleges, and)
conj(universities, colleges)
advcl(period, schedule)
obj(schedule, what)
nsubj(call, they)
acl:relcl(what, call)
punct(period, ``)
compound(Day, Homecoming)
obl:tmod(seek, Day)
punct(Day, '')
punct(seek, .)
nsubj(seek, They)
root(ROOT, seek)
advmod(seek, thereby)
mark(lure, to)
xcomp(seek, lure)
det(grad, the)
amod(grad, old)
obj(lure, grad)
advmod(lure, back)
case(scenes, to)
det(scenes, the)
amod(scenes, old)
obl(back, scenes)
punct(seek, .)
det(opponent, The)
compound(opponent, football)
nsubj(is, opponent)
case(homecoming, on)
nmod(opponent, homecoming)
root(ROOT, is)
punct(is, ,)
advmod(selected, of)
fixed(of, course)
punct(selected, ,)
ccomp(is, selected)
case(view, with)
det(view, the)
obl(selected, view)
nsubj(said, that)
acl:relcl(view, said)
nsubj(have, opponent)
aux(have, will)
ccomp(said, have)
obl:npmod(more, little)
amod(chance, more)
obj(have, chance)
mark(did, than)
acl(chance, did)
det(Christian, a)
obj(did, Christian)
mark(thrown, when)
advcl(did, thrown)
case(one, to)
obl(thrown, one)
case(lions, of)
det(emperor, the)
nmod:poss(lions, emperor)
case(emperor, 's)
nmod(one, lions)
punct(is, .)
nsubj(true, It)
cop(true, is)
root(ROOT, true)
punct(true, ,)
advmod(true, of)
fixed(of, course)
punct(true, ,)
det(uncertainties, the)
nsubj(true, uncertainties)
case(life, of)
nmod(uncertainties, life)
cop(what, being)
acl:relcl(uncertainties, what)
nsubj(what, they)
cop(what, are)
punct(what, ,)
mark(killed, that)
advmod(now, as)
advmod(killed, now)
cc(killed, and)
advmod(now, then)
det(Christian, the)
nsubj(killed, Christian)
conj(what, killed)
det(lion, the)
obj(killed, lion)
punct(killed, ,)
amod(days, homecoming)
nsubj:pass(ruined, days)
aux(ruined, have)
aux:pass(ruined, been)
acl:relcl(lion, ruined)
case(team, by)
det(team, a)
compound(team, visiting)
obl(ruined, team)
punct(ruined, .)
advmod(precaution, Even)
case(precaution, with)
det(precaution, all)
amod(precaution, possible)
obl(cruel, precaution)
punct(cruel, ,)
nsubj(cruel, homecomings)
cop(cruel, are)
advmod(cruel, usually)
advmod(cruel, rather)
conj(ruined, cruel)
cc(sad, and)
conj(cruel, sad)
punct(ebullient, ,)
cc(ebullient, and)
advmod(ebullient, only)
det(ebullient, the)
advmod(ebullient, perpetually)
conj(cruel, ebullient)
cc(made, and)
det(optimistic, the)
advmod(optimistic, continually)
nsubj:pass(made, optimistic)
aux:pass(made, are)
conj(ebullient, made)
xcomp(made, happy)
case(them, by)
obl(happy, them)
punct(true, .)
advmod(often, More)
advmod(becomes, often)
mark(not, than)
advcl(often, not)
punct(becomes, ,)
mark(wanders, as)
det(Grad, the)
amod(Grad, Old)
nsubj(wanders, Grad)
advcl(becomes, wanders)
case(paths, along)
det(paths, the)
amod(paths, old)
obl(wanders, paths)
punct(becomes, ,)
nmod:poss(memory, his)
nsubj(becomes, memory)
case(days, of)
amod(days, happy)
nmod(memory, days)
mark(strolled, when)
nsubj(strolled, he)
advcl(becomes, strolled)
obj(strolled, one)
case(paths, of)
det(paths, the)
nmod(one, paths)
case(coed, with)
det(coed, a)
nmod(paths, coed)
case(him, beside)
nmod(coed, him)
root(ROOT, becomes)
det(ache, an)
xcomp(becomes, ache)
cc(pain, and)
det(pain, a)
conj(ache, pain)
punct(ache, .)
nsubj(smell, He)
aux(smell, can)
root(ROOT, smell)
advmod(smell, again)
det(perfume, the)
obj(smell, perfume)
nsubj(wore, she)
acl:relcl(perfume, wore)
cc(recall, and)
conj(wore, recall)
det(sound, the)
compound(sound, lilting)
obj(recall, sound)
case(laughter, of)
nmod(sound, laughter)
punct(smell, ,)
cc(smell, and)
aux(smell, can)
conj(smell, smell)
advmod(smell, again)
det(aroma, the)
obj(smell, aroma)
case(autumn, of)
nmod(aroma, autumn)
punct(aroma, --)
amod(leaves, fallen)
appos(aroma, leaves)
punct(wine, ,)
det(wine, the)
conj(leaves, wine)
case(air, of)
amod(air, cool)
nmod(wine, air)
punct(nostalgia, ,)
cc(nostalgia, and)
det(nostalgia, the)
conj(leaves, nostalgia)
case(woodsmoke, of)
nmod(nostalgia, woodsmoke)
nsubj(blows, which)
acl:relcl(nostalgia, blows)
case(winds, through)
det:predet(winds, all)
det(winds, the)
obl(blows, winds)
case(fall, of)
nmod(winds, fall)
punct(smell, .)
nsubj(moments, Undergraduates)
nsubj(moments, It)
cop(moments, is)
case(moments, at)
advmod(such, precisely)
amod(moments, such)
root(ROOT, moments)
mark(encounters, that)
nsubj(encounters, he)
acl(moments, encounters)
det(couple, a)
obj(encounters, couple)
case(undergraduates, of)
nmod(couple, undergraduates)
punct(alight, ,)
nsubj(alight, faces)
parataxis(encounters, alight)
punct(alight, ,)
advcl(alight, holding)
obj(holding, hands)
cc(talking, and)
conj(holding, talking)
advmod(talking, happily)
mark(come, as)
nsubj(come, they)
advcl(talking, come)
advmod(come, along)
punct(oblivious, ,)
conj(come, oblivious)
case(him, of)
obl(oblivious, him)
punct(throwing, ,)
cc(throwing, or)
conj(come, throwing)
obj(throwing, him)
det(fleeting, the)
advmod(fleeting, most)
xcomp(throwing, fleeting)
cc(casual, and)
conj(fleeting, casual)
case(glances, of)
obl(fleeting, glances)
punct(throwing, ,)
mark(give, such)
fixed(such, as)
nsubj(give, they)
aux(give, would)
advcl(throwing, give)
det(goat, a)
amod(goat, tethered)
obj(give, goat)
punct(moments, .)
advmod(titter, Usually)
punct(titter, ,)
nsubj(titter, they)
root(ROOT, titter)
advmod(titter, loudly)
mark(passed, after)
nsubj(passed, they)
aux(passed, have)
advcl(titter, passed)
advmod(passed, by)
punct(titter, .)
nmod:poss(dream, His)
nsubj(goes, dream)
root(ROOT, goes)
punct(goes, .)
nsubj(feels, He)
root(ROOT, feels)
punct(feels, ,)
advmod(feels, suddenly)
punct(weight, ,)
det(weight, the)
obj(feels, weight)
case(fat, of)
det(fat, the)
nmod(weight, fat)
nsubj(him, that)
cop(him, is)
case(him, on)
acl:relcl(fat, him)
punct(feels, .)
nmod:poss(bridgework, His)
nsubj(feel, bridgework)
cc(plates, or)
nmod:poss(plates, his)
conj(bridgework, plates)
root(ROOT, feel)
xcomp(feel, loose)
cc(monstrous, and)
conj(loose, monstrous)
punct(feel, .)
nmod:poss(bifocals, His)
nsubj(blur, bifocals)
root(ROOT, blur)
punct(blur, .)
nmod:poss(legs, His)
nsubj(feel, legs)
advmod(feel, suddenly)
root(ROOT, feel)
xcomp(feel, heavy)
cc(weary, and)
advmod(weary, unaccountably)
conj(heavy, weary)
punct(feel, ,)
mark(walked, as)
mark(walked, if)
nsubj(walked, he)
aux(walked, had)
advcl(feel, walked)
case(miles, for)
obl(walked, miles)
punct(walked, ,)
mark(strolling, instead)
fixed(instead, of)
advcl(walked, strolling)
det(yards, a)
amod(yards, few)
nummod(yards, hundred)
obj(strolling, yards)
case(paths, along)
det(paths, the)
amod(paths, old)
compound(paths, campus)
obl(strolling, paths)
punct(feel, .)
nsubj(comes, Bitterness)
root(ROOT, comes)
case(him, over)
obl(comes, him)
cc(persimmons, and)
det(taste, the)
nsubj(persimmons, taste)
case(time, of)
nmod(taste, time)
cop(persimmons, is)
case(persimmons, like)
amod(persimmons, unripe)
conj(comes, persimmons)
case(mouth, in)
nmod:poss(mouth, his)
nmod(persimmons, mouth)
punct(comes, .)
nsubj(better, It)
cop(better, is)
advmod(better, not)
advmod(better, much)
root(ROOT, better)
mark(meets, if)
nsubj(meets, he)
advcl(better, meets)
case(classmates, with)
amod(classmates, old)
obl(meets, classmates)
punct(better, . )
advmod(often, Too)
advmod(pass, often)
punct(pass, ,)
mark(hails, unless)
nsubj(hails, he)
advcl(pass, hails)
obj(hails, them)
punct(pass, ,)
nsubj(pass, they)
root(ROOT, pass)
obj(pass, him)
advmod(pass, by)
punct(pass, .)
nsubj(recalls, He)
root(ROOT, recalls)
case(smile, with)
det(smile, a)
amod(smile, wry)
obl(recalls, smile)
det(wit, the)
obj(recalls, wit)
nsubj(said, who)
acl:relcl(wit, said)
punct(said, ,)
mark(returning, on)
advcl(said, returning)
case(reunion, from)
