amod(Pants-2, Red-1)
prep(riding-36, from-39)
nn(tank-41, drunk-40)
pobj(from-39, tank-41)
prep(from-39, to-42)
nn(tank-44, drunk-43)
pobj(to-42, tank-44)
punct(muscadoodle-52, ,-45)
det(terms-48, the-46)
amod(terms-48, favorite-47)
nsubj(muscadoodle-52, terms-48)
prep(terms-48, for-49)
pobj(for-49, muscat-50)
cop(muscadoodle-52, were-51)
ccomp(tells-26, muscadoodle-52)
cc(muscadoodle-52, and-53)
nn(Valley-55, Napa-54)
nn(smoke-56, Valley-55)
conj(muscadoodle-52, smoke-56)
punct(tells-26, .-57)

nsubj(made-2, I-1)
root(ROOT-0, made-2)
prt(made-2, up-3)
poss(mind-5, my-4)
dobj(made-2, mind-5)
mark(name-14, that-6)
nn(Ramble-8, Muscat-7)
nsubj(name-14, Ramble-8)
cop(name-14, was-9)
advmod(certainly-11, almost-10)
advmod(name-14, certainly-11)
det(name-14, the-12)
amod(name-14, original-13)
ccomp(made-2, name-14)
prep(name-14, of-15)
det(tune-17, the-16)
pobj(of-15, tune-17)
punct(made-2, .-18)

poss(reasoning-2, My-1)
nsubj(is-3, reasoning-2)
root(ROOT-0, is-3)
mark(likely-8, that-4)
nsubj(likely-8, it-5)
cop(likely-8, is-6)
neg(likely-8, not-7)
ccomp(is-3, likely-8)
mark(seen-19, that-9)
punct(Ory-13, “-10)
nn(Ory-13, Kid-11)
punct(Ory-13, ”-12)
nsubj(seen-19, Ory-13)
cc(Ory-13, or-14)
nn(Gilbert-16, Ray-15)
conj(Ory-13, Gilbert-16)
aux(seen-19, had-17)
advmod(seen-19, ever-18)
ccomp(likely-8, seen-19)
det(muskrat-21, a-20)
dobj(seen-19, muskrat-21)
punct(likely-8, ,-22)
cc(likely-8, and-23)
nsubj(likely-28, it-24)
cop(likely-28, 's-25)
advmod(likely-28, even-26)
advmod(likely-28, less-27)
conj(likely-8, likely-28)
mark(seen-36, that-29)
nsubj(seen-36, they-30)
cc(they-30, or-31)
conj(they-30, anyone-32)
advmod(anyone-32, else-33)
aux(seen-36, has-34)
advmod(seen-36, ever-35)
ccomp(likely-28, seen-36)
det(muskrat-38, a-37)
nsubj(doing-39, muskrat-38)
dep(seen-36, doing-39)
dobj(doing-39, anything-40)
dobj(think-47, that-41)
nsubj(likely-45, we-42)
aux(likely-45, would-43)
cop(likely-45, be-44)
rcmod(anything-40, likely-45)
aux(think-47, to-46)
xcomp(likely-45, think-47)
prep(think-47, of-48)
prep(think-47, as-49)
pcomp(as-49, rambling-50)
punct(is-3, .-51)

nsubj(look-8, Muskrats-1)
punct(look-8, ,-2)
prep(look-8, according-3)
pcomp(according-3, to-4)
poss(encyclopedia-6, my-5)
pobj(to-4, encyclopedia-6)
punct(look-8, ,-7)
root(ROOT-0, look-8)
prep(look-8, like-9)
amod(rats-11, giant-10)
pobj(like-9, rats-11)
punct(look-8, ,-12)
auxpass(found-14, are-13)
conj(look-8, found-14)
prep(found-14, in-15)
cc(in-15, and-16)
conj(in-15, around-17)
det(mudbanks-19, the-18)
pobj(in-15, mudbanks-19)
vmod(mudbanks-19, bordering-20)
dobj(bordering-20, marshes-21)
cc(marshes-21, and-22)
amod(ponds-24, quiet-23)
conj(marshes-21, ponds-24)
punct(look-8, ,-25)
conj(look-8, have-26)
advmod(webbed-28, partially-27)
amod(feet-29, webbed-28)
dobj(have-26, feet-29)
punct(look-8, ,-30)
cc(look-8, and-31)
conj(look-8, do-32)
det(deal-35, a-33)
amod(deal-35, good-34)
dobj(do-32, deal-35)
prep(deal-35, of-36)
pobj(of-36, swimming-37)
punct(look-8, .-38)

nsubj(appear-4, They-1)
aux(appear-4, do-2)
neg(appear-4, not-3)
root(ROOT-0, appear-4)
aux(do-6, to-5)
xcomp(appear-4, do-6)
amod(rambling-8, much-7)
dobj(do-6, rambling-8)
punct(appear-4, .-9)

nsubjpass(found-12, Muscat-1)
punct(Muscat-1, ,-2)
cc(Muscat-1, or-3)
conj(Muscat-1, muscatel-4)
punct(found-12, ,-5)
prep(found-12, on-6)
det(hand-9, the-7)
amod(hand-9, other-8)
pobj(on-6, hand-9)
punct(found-12, ,-10)
auxpass(found-12, is-11)
root(ROOT-0, found-12)
prep(found-12, on-13)
nn(rows-15, skid-14)
pobj(on-13, rows-15)
advmod(over-17, all-16)
prep(rows-15, over-17)
det(land-19, the-18)
pobj(over-17, land-19)
punct(found-12, .-20)

det(guy-2, A-1)
nsubj(slugging-22, guy-2)
prep(guy-2, with-3)
det(bag-8, a-4)
amod(bag-8, bottle-shaped-5)
amod(bag-8, brown-6)
nn(bag-8, paper-7)
pobj(with-3, bag-8)
punct(bag-8, ,-9)
amod(bag-8, damp-10)
cc(damp-10, and-11)
conj(damp-10, wrinkled-12)
prep(damp-10, at-13)
poss(end-16, its-14)
amod(end-16, upper-15)
pobj(at-13, end-16)
punct(slugging-22, ,-17)
aux(slugging-22, has-18)
advmod(certainly-20, almost-19)
advmod(slugging-22, certainly-20)
aux(slugging-22, been-21)
root(ROOT-0, slugging-22)
prt(slugging-22, down-23)
det(wine-26, a-24)
amod(wine-26, sweet-25)
dobj(slugging-22, wine-26)
prep(wine-26, of-27)
amod(proof-29, high-28)
pobj(of-27, proof-29)
punct(slugging-22, ,-30)
cc(slugging-22, and-31)
det(odds-33, the-32)
nsubj(good-36, odds-33)
cop(good-36, are-34)
advmod(good-36, pretty-35)
conj(slugging-22, good-36)
nsubj(find-39, you-37)
aux(find-39, would-38)
ccomp(good-36, find-39)
nsubj(muscadoodle-43, it-40)
cop(muscadoodle-43, is-41)
det(muscadoodle-43, a-42)
ccomp(find-39, muscadoodle-43)
punct(slugging-22, .-44)

mark(finishes-4, After-1)
det(guy-3, the-2)
nsubj(finishes-4, guy-3)
advcl(looking-17, finishes-4)
poss(smoke-8, his-5)
nn(Valley-7, Napa-6)
nn(smoke-8, Valley-7)
dobj(finishes-4, smoke-8)
cc(finishes-4, and-9)
aux(slept-11, has-10)
conj(finishes-4, slept-11)
dobj(slept-11, it-12)
prt(slept-11, off-13)
punct(looking-17, ,-14)
nsubj(looking-17, he-15)
aux(looking-17, is-16)
root(ROOT-0, looking-17)
prep(looking-17, for-18)
det(means-20, the-19)
pobj(for-18, means-20)
aux(get-22, to-21)
vmod(means-20, get-22)
det(fix-25, another-23)
nn(fix-25, muscat-24)
dobj(get-22, fix-25)
punct(looking-17, .-26)

advmod(is-3, Now-1)
nsubj(is-3, he-2)
root(ROOT-0, is-3)
prep(is-3, on-4)
det(ramble-6, a-5)
pobj(on-4, ramble-6)
mark(hand-9, with-7)
poss(hand-9, his-8)
advcl(is-3, hand-9)
advmod(hand-9, out-10)
cc(hand-9, and-11)
det(look-14, a-12)
amod(look-14, pleading-13)
conj(hand-9, look-14)
dep(look-14, in-15)
poss(eyes-18, his-16)
amod(eyes-18, roadmapped-17)
pobj(in-15, eyes-18)
punct(is-3, .-19)

nsubj(suspect-2, I-1)
root(ROOT-0, suspect-2)
mark(origin-10, that-3)
nsubj(origin-10, that-4)
cop(origin-10, is-5)
advmod(origin-10, precisely-6)
det(song-8, the-7)
poss(origin-10, song-8)
possessive(song-8, 's-9)
ccomp(suspect-2, origin-10)
punct(suspect-2, .-11)

poss(theory-2, My-1)
nsubj(is-3, theory-2)
root(ROOT-0, is-3)
mark(put-10, that-4)
det(r-7, the-5)
punct(r-7, “-6)
nsubjpass(put-10, r-7)
punct(r-7, ”-8)
auxpass(put-10, got-9)
ccomp(is-3, put-10)
advmod(there-12, in-11)
advmod(put-10, there-12)
advmod(word-20, simply-13)
mark(word-20, because-14)
nsubj(word-20, muskrat-15)
cop(word-20, is-16)
det(word-20, a-17)
advmod(common-19, more-18)
amod(word-20, common-19)
advcl(put-10, word-20)
prep(word-20, than-21)
pobj(than-21, muscat-22)
punct(is-3, .-23)

nsubj(reason-5, It-1)
cop(reason-5, is-2)
det(reason-5, the-3)
amod(reason-5, same-4)
root(ROOT-0, reason-5)
nsubj(heard-14, most-6)
prep(most-6, of-7)
pobj(of-7, us-8)
punct(heard-14, ,-9)
nsubj(assume-11, I-10)
parataxis(heard-14, assume-11)
punct(heard-14, ,-12)
aux(heard-14, have-13)
rcmod(reason-5, heard-14)
punct(heard-14, ,-15)
punct(heard-14, “-16)
nsubj('s-18, He-17)
ccomp(heard-14, 's-18)
prep('s-18, in-19)
det(hospital-21, the-20)
pobj(in-19, hospital-21)
prep('s-18, with-22)
amod(trouble-24, prostrate-23)
pobj(with-22, trouble-24)
punct(reason-5, .-25)
punct(reason-5, ”-26)

nsubj(word-6, Prostrate-1)
cop(word-6, is-2)
det(word-6, a-3)
advmod(common-5, more-4)
amod(word-6, common-5)
root(ROOT-0, word-6)
prep(word-6, that-7)
pobj(that-7, prostate-8)
punct(word-6, ,-9)
cc(word-6, so-10)
conj(word-6, prostrate-11)
dep(word-6, is-12)
dobj(get-15, what-13)
nsubj(get-15, we-14)
ccomp(is-12, get-15)
punct(word-6, .-16)

det(r-3, The-1)
punct(r-3, “-2)
nsubj(fits-5, r-3)
punct(r-3, ”-4)
root(ROOT-0, fits-5)
prt(fits-5, in-6)
advmod(fits-5, naturally-7)
punct(fits-5, .-8)

nsubj(got-2, I-1)
root(ROOT-0, got-2)
det(sort-5, a-3)
amod(sort-5, strange-4)
dobj(got-2, sort-5)
prep(sort-5, of-6)
pobj(of-6, corroboration-7)
prep(got-2, from-8)
poss(friend-11, my-9)
amod(friend-11, good-10)
pobj(from-8, friend-11)
nn(McHargue-13, Rosy-12)
dep(friend-11, McHargue-13)
punct(friend-11, ,-14)
nsubj(pushing-18, who-15)
aux(pushing-18, is-16)
advmod(pushing-18, now-17)
rcmod(friend-11, pushing-18)
num(years-20, eighty-seven-19)
tmod(pushing-18, years-20)
cc(pushing-18, and-21)
aux(spent-23, has-22)
conj(pushing-18, spent-23)
dobj(spent-23, most-24)
prep(most-24, of-25)
poss(life-27, his-26)
pobj(of-25, life-27)
xcomp(spent-23, playing-28)
dobj(playing-28, clarinet-29)
cc(clarinet-29, and-30)
conj(clarinet-29, sax-31)
prep(playing-28, with-32)
pobj(with-32, some-33)
prep(some-33, of-34)
det(jazzbands-37, the-35)
amod(jazzbands-37, best-36)
pobj(of-34, jazzbands-37)
punct(some-33, —-38)
nn(Goodman-40, Benny-39)
dep(some-33, Goodman-40)
punct(Goodman-40, ,-41)
nn(Nichols-43, Red-42)
conj(Goodman-40, Nichols-43)
punct(Goodman-40, ,-44)
nn(Weems-46, Ted-45)
conj(Goodman-40, Weems-46)
punct(Goodman-40, ,-47)
cc(Goodman-40, and-48)
det(slew-50, a-49)
conj(Goodman-40, slew-50)
prep(slew-50, of-51)
pobj(of-51, others-52)
punct(got-2, .-53)

nsubj(seen-6, Rosy-1)
punct(seen-6, ,-2)
advmod(seen-6, too-3)
punct(seen-6, ,-4)
aux(seen-6, had-5)
root(ROOT-0, seen-6)
det(tune-8, the-7)
dobj(seen-6, tune-8)
prep(seen-6, as-9)
pobj(as-9, Muskrat-10)
punct(Muskrat-10, ,-11)
conj(Muskrat-10, Muskat-12)
punct(Muskrat-10, ,-13)
cc(Muskrat-10, and-14)
conj(Muskrat-10, Muscat-15)
punct(seen-6, .-16)

nsubj(asked-2, I-1)
root(ROOT-0, asked-2)
dobj(asked-2, him-3)
dobj(thought-6, what-4)
nsubj(thought-6, he-5)
dep(asked-2, thought-6)
det(title-9, the-7)
amod(title-9, original-8)
nsubj(was-10, title-9)
ccomp(thought-6, was-10)
punct(asked-2, .-11)

nsubj(known-3, He-1)
aux(known-3, had-2)
root(ROOT-0, known-3)
punct(Ory-7, “-4)
nn(Ory-7, Kid-5)
punct(Ory-7, ”-6)
dobj(known-3, Ory-7)
advmod(known-3, well-8)
punct(known-3, ,-9)
cc(known-3, and-10)
nsubj(said-12, he-11)
conj(known-3, said-12)
punct(said-12, ,-13)
punct(said-12, “-14)
nsubj(know-16, You-15)
parataxis(sure-24, know-16)
punct(sure-24, ,-17)
nsubj(sure-24, Tom-18)
punct(sure-24, ,-19)
nsubj(sure-24, I-20)
cop(sure-24, 'm-21)
neg(sure-24, not-22)
advmod(sure-24, exactly-23)
ccomp(said-12, sure-24)
punct(known-3, .-25)

nsubj(asked-3, I-1)
advmod(asked-3, once-2)
root(ROOT-0, asked-3)
dobj(asked-3, Ory-4)
prep(asked-3, about-5)
pobj(about-5, it-6)
cc(asked-3, and-7)
nsubj(said-9, he-8)
conj(asked-3, said-9)
punct(said-9, ,-10)
punct(said-9, `-11)
nsubj(m-u-s-c-a-t-14, It-12)
cop(m-u-s-c-a-t-14, 's-13)
ccomp(said-9, m-u-s-c-a-t-14)
punct(asked-3, .-15)

root(ROOT-0, Muskrat-1)
punct(Muskrat-1, .-2)
punct(Muskrat-1, '-3)

cc(think-3, so-1)
nsubj(think-3, I-2)
root(ROOT-0, think-3)
nsubj(way-8, that-4)
cop(way-8, 's-5)
advmod(way-8, just-6)
det(way-8, the-7)
ccomp(think-3, way-8)
nsubj(said-10, everyone-9)
rcmod(way-8, said-10)
dobj(said-10, muscat-11)
punct(think-3, .-12)
punct(think-3, ”-13)

advmod(are-3, There-1)
nsubj(are-3, you-2)
root(ROOT-0, are-3)
punct(are-3, .-4)

nsubj(find-2, I-1)
root(ROOT-0, find-2)
det(ramble-5, a-3)
nn(ramble-5, muskrat-4)
nsubj(difficult-6, ramble-5)
xcomp(find-2, difficult-6)
aux(imagine-8, to-7)
ccomp(difficult-6, imagine-8)
advmod(imagine-8, visually-9)
punct(find-2, .-10)

nsubj(picture-2, I-1)
root(ROOT-0, picture-2)
nsubj(wallowing-4, muskrats-3)
ccomp(picture-2, wallowing-4)
prt(wallowing-4, about-5)
prep(wallowing-4, in-6)
det(mire-8, the-7)
pobj(in-6, mire-8)
cc(wallowing-4, and-9)
conj(wallowing-4, paddling-10)
advmod(paddling-10, sluggishly-11)
prep(paddling-10, through-12)
det(water-14, the-13)
pobj(through-12, water-14)
punct(picture-2, ,-15)
cc(picture-2, but-16)
nsubj(call-20, I-17)
aux(call-20, would-18)
neg(call-20, n't-19)
conj(picture-2, call-20)
dobj(call-20, that-21)
xcomp(call-20, rambling-22)
punct(picture-2, .-23)

prep(has-24, On-1)
det(hand-4, the-2)
amod(hand-4, other-3)
pobj(On-1, hand-4)
punct(has-24, ,-5)
det(wino-7, a-6)
nsubj(has-24, wino-7)
prep(wino-7, with-8)
det(bag-12, an-9)
amod(bag-12, empty-10)
nn(bag-12, paper-11)
pobj(with-8, bag-12)
prep(wino-7, on-13)
det(ramble-15, a-14)
pobj(on-13, ramble-15)
aux(maintain-17, to-16)
vmod(ramble-15, maintain-17)
poss(level-20, his-18)
nn(level-20, muscat-19)
dobj(maintain-17, level-20)
punct(has-24, —-21)
discourse(has-24, now-22)
nsubj(has-24, that-23)
root(ROOT-0, has-24)
det(touch-26, a-25)
dobj(has-24, touch-26)
prep(touch-26, of-27)
pobj(of-27, poetry-28)
punct(has-24, .-29)

dep(in-3, Maybe-1)
advmod(in-3, not-2)
root(ROOT-0, in-3)
det(class-6, the-4)
amod(class-6, same-5)
pobj(in-3, class-6)
prep(class-6, with-7)
punct(with-7, “-8)
predet(birds-11, all-9)
det(birds-11, the-10)
nsubj(sing-12, birds-11)
dep(with-7, sing-12)
dobj(sing-12, bass-13)
punct(in-3, ,-14)
punct(in-3, ”-15)
cc(in-3, but-16)
dep(in-3, poetry-17)
punct(in-3, ,-18)
dep(in-3, nevertheless-19)
punct(in-3, .-20)

prep(mysterious-17, As-1)
det(subscriber-8, a-2)
amod(interested-6, nonexpert-3)
punct(interested-6, ,-4)
dep(interested-6, although-5)
amod(subscriber-8, interested-6)
punct(subscriber-8, ,-7)
pobj(As-1, subscriber-8)
prep(subscriber-8, to-9)
pobj(to-9, VERBATIM-10)
punct(mysterious-17, ,-11)
nsubj(mysterious-17, it-12)
cop(mysterious-17, is-13)
punct(mysterious-17, “-14)
det(bit-16, a-15)
dep(mysterious-17, bit-16)
root(ROOT-0, mysterious-17)
punct(mysterious-17, ”-18)
prep(mysterious-17, to-19)
pobj(to-19, me-20)
mark(takes-26, that-21)
det(noun-24, the-22)
amod(noun-24, singular-23)
nsubj(takes-26, noun-24)
dep(noun-24, absence-25)
ccomp(mysterious-17, takes-26)
det(verb-29, the-27)
amod(verb-29, plural-28)
dobj(takes-26, verb-29)
dep(verb-29, are-30)
punct(mysterious-17, .-31)

nsubj(refer-2, I-1)
root(ROOT-0, refer-2)
prep(refer-2, to-3)
det(sentence-6, the-4)
amod(sentence-6, first-5)
pobj(to-3, sentence-6)
prep(sentence-6, of-7)
poss(article-9, your-8)
pobj(of-7, article-9)
prep(article-9, about-10)
det(Dictionary-13, the-11)
nn(Dictionary-13, Longman-12)
pobj(about-10, Dictionary-13)
dep(1-17, -LSB--14)
num(1-17, XV-15)
punct(1-17, ,-16)
dep(Dictionary-13, 1-17)
dep(1-17, -RSB--18)
punct(refer-2, .-19)

nn(Power-3, Helen-1)
nn(Power-3, W.-2)
nsubj(bewail-22, Power-3)
punct(bewail-22, ,-4)
prep(bewail-22, in-5)
punct(Women-7, “-6)
pobj(in-5, Women-7)
prep(Women-7, on-8)
pobj(on-8, Language-9)
punct(Women-7, ;-10)
appos(Women-7, Women-11)
prep(Women-11, in-12)
pobj(in-12, Language-13)
punct(Women-7, ,-14)
punct(Women-7, ”-15)
dep(2-19, -LSB--16)
num(2-19, XV-17)
punct(2-19, ,-18)
dep(Women-7, 2-19)
dep(2-19, -RSB--20)
aux(bewail-22, may-21)
root(ROOT-0, bewail-22)
det(insensitivity-24, the-23)
dobj(bewail-22, insensitivity-24)
prep(insensitivity-24, of-25)
det(male-27, the-26)
pobj(of-25, male-27)
punct(bewail-22, .-28)

cc(betrays-3, But-1)
nsubj(betrays-3, she-2)
root(ROOT-0, betrays-3)
poss(insensitivity-7, her-4)
amod(insensitivity-7, own-5)
amod(insensitivity-7, elitist-6)
dobj(betrays-3, insensitivity-7)
advmod(describes-10, when-8)
nsubj(describes-10, she-9)
advcl(betrays-3, describes-10)
det(attendant-13, a-11)
nn(attendant-13, flight-12)
dobj(describes-10, attendant-13)
prep(describes-10, as-14)
punct(as-14, “-15)
det(person-17, the-16)
pobj(as-14, person-17)
nsubj(passes-19, who-18)
rcmod(person-17, passes-19)
dobj(passes-19, peanuts-20)
prep(passes-19, on-21)
det(airplane-23, an-22)
pobj(on-21, airplane-23)
punct(betrays-3, .-24)
punct(betrays-3, ”-25)

nsubj(hope-2, I-1)
root(ROOT-0, hope-2)
nn(Mrs.-7, Ms.-3)
dep(Mrs.-7, /-4)
nn(Mrs.-7, Miss-5)
dep(Mrs.-7, /-6)
nn(Power-8, Mrs.-7)
nsubj(needs-10, Power-8)
neg(needs-10, never-9)
ccomp(hope-2, needs-10)
aux(draw-12, to-11)
xcomp(needs-10, draw-12)
prep(draw-12, on-13)
det(training-19, the-14)
amod(training-19, considerable-15)
nn(training-19, first-aid-16)
cc(first-aid-16, and-17)
conj(first-aid-16, emergency-18)
pobj(on-13, training-19)
dobj(master-24, that-20)
det(attendant-22, every-21)
nsubj(master-24, attendant-22)
aux(master-24, must-23)
rcmod(training-19, master-24)
punct(hope-2, .-25)

amod(Newsletter-2, Antipodean-1)
root(ROOT-0, Newsletter-2)

nn(Bloomfield-2, Leonard-1)
nsubj(had-23, Bloomfield-2)
punct(had-23, ,-3)
aux(begun-5, having-4)
vmod(had-23, begun-5)
prep(begun-5, with-6)
det(theory-8, a-7)
pobj(with-6, theory-8)
prep(theory-8, of-9)
pobj(of-9, meaning-10)
nsubj(emphasized-12, which-11)
rcmod(theory-8, emphasized-12)
det(environment-14, the-13)
dobj(emphasized-12, environment-14)
prep(present-19, in-15)
pobj(in-15, which-16)
nsubjpass(present-19, objects-17)
auxpass(present-19, were-18)
rcmod(environment-14, present-19)
cc(present-19, and-20)
conj(present-19, named-21)
punct(had-23, ,-22)
root(ROOT-0, had-23)
aux(add-25, to-24)
xcomp(had-23, add-25)
det(proviso-28, the-26)
amod(proviso-28, obvious-27)
dobj(add-25, proviso-28)
mark(mention-32, that-29)
nsubj(mention-32, we-30)
advmod(mention-32, sometimes-31)
ccomp(proviso-28, mention-32)
nsubj(present-36, what-33)
cop(present-36, is-34)
neg(present-36, not-35)
ccomp(mention-32, present-36)
punct(had-23, .-37)

nsubj(reading-5, I-1)
aux(reading-5, have-2)
advmod(reading-5, lately-3)
aux(reading-5, been-4)
root(ROOT-0, reading-5)
dobj(reading-5, accounts-6)
prep(accounts-6, of-7)
det(exploration-9, the-8)
pobj(of-7, exploration-9)
prep(exploration-9, of-10)
det(deserts-15, the-11)
amod(deserts-15, western-12)
cc(western-12, and-13)
conj(western-12, northwestern-14)
pobj(of-10, deserts-15)
prep(deserts-15, of-16)
pobj(of-16, Australia-17)
prep(exploration-9, in-18)
det(1870s-20, the-19)
pobj(in-18, 1870s-20)
cc(reading-5, and-21)
nsubj(become-24, I-22)
aux(become-24, have-23)
conj(reading-5, become-24)
advmod(aware-26, very-25)
acomp(become-24, aware-26)
prep(aware-26, of-27)
det(effect-29, the-28)
pobj(of-27, effect-29)
amod(necessities-31, absent-30)
nsubj(have-33, necessities-31)
aux(have-33, might-32)
rcmod(effect-29, have-33)
prep(effect-29, on-34)
det(frequency-36, the-35)
pobj(on-34, frequency-36)
prep(frequency-36, of-37)
amod(items-39, particular-38)
pobj(of-37, items-39)
prep(frequency-36, in-40)
pobj(in-40, discourse-41)
punct(reading-5, .-42)

prep(water-8, In-1)
det(desert-3, the-2)
pobj(In-1, desert-3)
det(necessity-6, the-4)
amod(necessity-6, missing-5)
nsubj(water-8, necessity-6)
cop(water-8, is-7)
root(ROOT-0, water-8)
punct(water-8, .-9)

mark(put-6, As-1)
det(explorer-3, the-2)
nsubj(put-6, explorer-3)
nn(Giles-5, Ernest-4)
dep(explorer-3, Giles-5)
advcl(baptism-16, put-6)
dobj(put-6, it-7)
punct(baptism-16, ,-8)
det(explorer-10, the-9)
poss(experience-12, explorer-10)
possessive(explorer-10, 's-11)
nsubj(baptism-16, experience-12)
cop(baptism-16, is-13)
det(baptism-16, a-14)
punct(baptism-16, “-15)
root(ROOT-0, baptism-16)
amod(baptism-16, worse-17)
prep(worse-17, than-18)
pobj(than-18, that-19)
prep(that-19, of-20)
pobj(of-20, fire-21)
punct(baptism-16, —-22)
det(baptism-24, the-23)
dep(baptism-16, baptism-24)
prep(baptism-24, of-25)
neg(water-27, no-26)
pobj(of-25, water-27)
punct(baptism-16, .-28)
punct(baptism-16, ”-29)

poss(impression-2, My-1)
nsubj(was-3, impression-2)
root(ROOT-0, was-3)
mark(frequent-28, that-4)
prep(frequent-28, in-5)
det(journals-7, the-6)
pobj(in-5, journals-7)
prep(journals-7, of-8)
nn(explorers-10, desert-9)
pobj(of-8, explorers-10)
det(word-12, the-11)
nsubj(frequent-28, word-12)
dep(word-12, water-13)
punct(word-12, ,-14)
advmod(word-12, alone-15)
cc(alone-15, or-16)
conj(alone-15, in-17)
pobj(in-17, compounds-18)
punct(word-12, ,-19)
cc(word-12, and-20)
conj(word-12, words-21)
vmod(words-21, relating-22)
prep(relating-22, to-23)
pobj(to-23, water-24)
punct(frequent-28, ,-25)
cop(frequent-28, were-26)
advmod(frequent-28, unusually-27)
ccomp(was-3, frequent-28)
punct(was-3, .-29)

nsubj(likely-7, It-1)
cop(likely-7, is-2)
punct(likely-7, ,-3)
nsubj(suppose-5, I-4)
parataxis(likely-7, suppose-5)
punct(likely-7, ,-6)
root(ROOT-0, likely-7)
mark(think-14, that-8)
nsubj(think-14, people-9)
prep(people-9, with-10)
amod(money-12, little-11)
pobj(with-10, money-12)
aux(think-14, must-13)
ccomp(likely-7, think-14)
prep(think-14, of-15)
pobj(of-15, money-16)
advmod(think-14, more-17)
mark(do-21, than-18)
det(well-off-20, the-19)
nsubj(do-21, well-off-20)
advcl(more-17, do-21)
cc(think-14, and-22)
mark(dwell-27, that-23)
det(hungry-25, the-24)
nsubj(dwell-27, hungry-25)
aux(dwell-27, will-26)
conj(think-14, dwell-27)
prep(dwell-27, on-28)
pobj(on-28, thoughts-29)
prep(thoughts-29, of-30)
pobj(of-30, food-31)
cc(dwell-27, and-32)
det(thirsty-34, the-33)
conj(dwell-27, thirsty-34)
dep(thirsty-34, on-35)
pobj(on-35, drink-36)
punct(likely-7, .-37)

nsubj(chance-4, Here-1)
cop(chance-4, was-2)
det(chance-4, a-3)
root(ROOT-0, chance-4)
aux(quantify-6, to-5)
vmod(chance-4, quantify-6)
amod(things-8, such-7)
dobj(quantify-6, things-8)
punct(chance-4, .-9)

nsubj(decided-2, I-1)
root(ROOT-0, decided-2)
aux(make-4, to-3)
xcomp(decided-2, make-4)
det(count-6, a-5)
dobj(make-4, count-6)
prep(count-6, of-7)
pobj(of-7, words-8)
vmod(words-8, relating-9)
prep(relating-9, to-10)
pobj(to-10, water-11)
prep(count-6, in-12)
pobj(in-12, reports-13)
prep(reports-13, of-14)
nn(exploration-16, desert-15)
pobj(of-14, exploration-16)
punct(decided-2, .-17)

vmod(find-35, Taking-1)
advmod(at-3, quite-2)
prep(Taking-1, at-3)
pobj(at-3, random-4)
det(page-7, a-5)
amod(page-7, single-6)
dobj(Taking-1, page-7)
punct(page-7, -LRB--8)
dep(page-7, page-9)
num(page-9, 7-10)
punct(page-7, -RRB--11)
prep(page-7, in-12)
det(journals-14, the-13)
pobj(in-12, journals-14)
prep(journals-14, of-15)
det(brothers-18, the-16)
nn(brothers-18, Gregory-17)
pobj(of-15, brothers-18)
vmod(page-7, recording-19)
det(exploration-25, an-20)
amod(exploration-25, early-21)
punct(exploration-25, -LRB--22)
num(exploration-25, 1846-23)
punct(exploration-25, -RRB--24)
dobj(recording-19, exploration-25)
prep(exploration-25, of-26)
pobj(of-26, country-27)
advmod(country-27, east-28)
cc(east-28, and-29)
conj(east-28, north-30)
prep(east-28, of-31)
pobj(of-31, Perth-32)
punct(find-35, ,-33)
nsubj(find-35, I-34)
root(ROOT-0, find-35)
det(word-37, the-36)
nsubj(used-39, word-37)
dep(word-37, water-38)
dep(find-35, used-39)
num(times-41, fifteen-40)
tmod(used-39, times-41)
punct(find-35, .-42)

num(pages-2, Ten-1)
npadvmod(on-3, pages-2)
advmod(occurs-9, on-3)
punct(on-3, -LRB--4)
dep(on-3, page-5)
num(page-5, 17-6)
punct(on-3, -RRB--7)
nsubj(occurs-9, water-8)
root(ROOT-0, occurs-9)
num(times-11, nine-10)
