advmod(Go-3, Where-1)
nn(market-22, fish-21)
pobj(at-16, market-22)
punct(attend-11, ;-23)
advmod(have-26, otherwise-24)
punct(have-26, ,-25)
dep(attend-11, have-26)
det(look-28, a-27)
dobj(have-26, look-28)
prep(have-26, at-29)
det(market-32, the-30)
nn(market-32, street-31)
pobj(at-29, market-32)
nsubj(goes-34, that-33)
rcmod(market-32, goes-34)
prt(goes-34, on-35)
advmod(goes-34, later-36)
prep(later-36, in-37)
det(day-39, the-38)
pobj(in-37, day-39)
punct(attend-11, .-40)

det(peninsula-2, The-1)
nsubj(contains-12, peninsula-2)
prep(peninsula-2, opposite-3)
det(coast-6, the-4)
amod(coast-6, east-5)
pobj(opposite-3, coast-6)
prep(coast-6, of-7)
nn(Chau-10, Ap-8)
nn(Chau-10, Lei-9)
nn(island-11, Chau-10)
pobj(of-7, island-11)
root(ROOT-0, contains-12)
nn(Park-14, Ocean-13)
dobj(contains-12, Park-14)
dep(am-18, open-15)
dep(am-18, daily-16)
num(am-18, 10-17)
dep(Park-14, am-18)
prep(am-18, ?-19)
num(pm-21, 6-20)
pobj(?-19, pm-21)
punct(am-18, ;-22)
dep(am-18, admission-23)
dep(am-18, HK$-24)
num(HK$-24, 150-25)
dep(am-18, adults-26)
punct(am-18, ,-27)
dep(am-18, HK$-28)
num(HK$-28, 75-29)
dep(am-18, children-30)
punct(Park-14, ,-31)
nsubj(become-34, which-32)
aux(become-34, has-33)
rcmod(Park-14, become-34)
xcomp(become-34, one-35)
prep(one-35, of-36)
nn(Kong-38, Hong-37)
poss(attractions-41, Kong-38)
possessive(Kong-38, RSQUOs-39)
amod(attractions-41, biggest-40)
pobj(of-36, attractions-41)
punct(contains-12, .-42)

nsubjpass(divided-3, It-1)
auxpass(divided-3, is-2)
root(ROOT-0, divided-3)
prep(divided-3, into-4)
num(areas-6, three-5)
pobj(into-4, areas-6)
punct(areas-6, :-7)
det(highland-9, a-8)
dep(areas-6, highland-9)
punct(highland-9, ,-10)
det(lowland-12, a-11)
conj(highland-9, lowland-12)
punct(highland-9, ,-13)
cc(highland-9, and-14)
det(Kingdom-17, the-15)
nn(Kingdom-17, Middle-16)
conj(highland-9, Kingdom-17)
punct(divided-3, .-18)

root(ROOT-0, Linking-1)
det(sections-6, the-2)
amod(sections-6, lowland-3)
cc(lowland-3, and-4)
conj(lowland-3, highland-5)
dobj(Linking-1, sections-6)
prep(sections-6, of-7)
det(park-9, the-8)
pobj(of-7, park-9)
punct(Linking-1, ,-10)
det(system-15, a-11)
nn(car-14, cable-12)
punct(car-14, --13)
nn(system-15, car-14)
nsubj(Linking-1, system-15)
dep(Linking-1, offers-16)
amod(views-18, spectacular-17)
dobj(offers-16, views-18)
prep(views-18, across-19)
pcomp(across-19, to-20)
det(islands-22, the-21)
pobj(to-20, islands-22)
prep(islands-22, of-23)
det(Sea-27, the-24)
nn(Sea-27, South-25)
nn(Sea-27, China-26)
pobj(of-23, Sea-27)
punct(Linking-1, .-28)

det(Oceanarium-2, The-1)
nsubjpass(said-4, Oceanarium-2)
auxpass(said-4, is-3)
root(ROOT-0, said-4)
aux(largest-8, to-5)
cop(largest-8, be-6)
det(largest-8, the-7)
xcomp(said-4, largest-8)
prep(largest-8, in-9)
det(world-11, the-10)
pobj(in-9, world-11)
punct(said-4, ,-12)
cc(said-4, and-13)
det(Theatre-16, the-14)
nn(Theatre-16, Ocean-15)
nsubj(features-17, Theatre-16)
conj(said-4, features-17)
dobj(features-17, displays-18)
prep(displays-18, by-19)
pobj(by-19, dolphins-20)
punct(dolphins-20, ,-21)
nn(whales-23, killer-22)
conj(dolphins-20, whales-23)
punct(dolphins-20, ,-24)
conj(dolphins-20, seals-25)
punct(dolphins-20, ,-26)
cc(dolphins-20, and-27)
conj(dolphins-20, pelicans-28)
punct(said-4, .-29)

det(coaster-5, An-1)
amod(coaster-5, enormous-2)
nn(coaster-5, roller-3)
punct(coaster-5, --4)
nsubj(guarantee-20, coaster-5)
vmod(coaster-5, rising-6)
advmod(above-8, way-7)
prep(rising-6, above-8)
det(sea-10, the-9)
pobj(above-8, sea-10)
punct(sea-10, ,-11)
nn(wheels-13, space-12)
conj(sea-10, wheels-13)
punct(sea-10, ,-14)
cc(sea-10, and-15)
amod(diving-18, high-16)
punct(diving-18, --17)
nn(shows-19, diving-18)
conj(sea-10, shows-19)
root(ROOT-0, guarantee-20)
det(day-22, a-21)
dobj(guarantee-20, day-22)
prep(day-22, of-23)
pobj(of-23, excitement-24)
punct(guarantee-20, .-25)

det(Kingdom-3, The-1)
nn(Kingdom-3, Middle-2)
nsubj(history-10, Kingdom-3)
cop(history-10, is-4)
det(history-10, a-5)
amod(history-10, recreated-6)
dep(history-10, "-7)
amod(history-10, living-8)
dep(history-10, "-9)
root(ROOT-0, history-10)
prep(history-10, of-11)
poss(past-14, China-12)
possessive(China-12, RSQUOs-13)
pobj(of-11, past-14)
punct(history-10, ,-15)
vmod(history-10, presented-16)
prep(presented-16, through-17)
det(number-19, a-18)
pobj(through-17, number-19)
prep(number-19, of-20)
amod(size-23, full-21)
punct(size-23, --22)
nn(replicas-24, size-23)
pobj(of-20, replicas-24)
prep(replicas-24, of-25)
pobj(of-25, shrines-26)
punct(shrines-26, ,-27)
conj(shrines-26, temples-28)
punct(shrines-26, ,-29)
conj(shrines-26, pagodas-30)
punct(shrines-26, ,-31)
conj(shrines-26, palaces-32)
punct(shrines-26, ,-33)
cc(shrines-26, and-34)
nn(scenes-36, street-35)
conj(shrines-26, scenes-36)
punct(history-10, .-37)

expl(are-2, There-1)
root(ROOT-0, are-2)
advmod(are-2, also-3)
nsubj(are-2, demonstrations-4)
prep(demonstrations-4, of-5)
amod(crafts-8, traditional-6)
amod(crafts-8, Chinese-7)
pobj(of-5, crafts-8)
punct(crafts-8, ,-9)
prep(crafts-8, including-10)
nn(weaving-13, silk-11)
punct(weaving-13, --12)
pobj(including-10, weaving-13)
punct(weaving-13, ,-14)
conj(weaving-13, pottery-15)
punct(weaving-13, ,-16)
cc(weaving-13, and-17)
conj(weaving-13, papermaking-18)
punct(are-2, .-19)

nn(World-2, Water-1)
nsubj(closed-10, World-2)
punct(World-2, ,-3)
advmod(in-5, formerly-4)
rcmod(World-2, in-5)
det(complex-7, the-6)
pobj(in-5, complex-7)
punct(closed-10, ,-8)
aux(closed-10, has-9)
root(ROOT-0, closed-10)
prep(closed-10, for-11)
pobj(for-11, redevelopment-12)
punct(closed-10, .-13)

vmod(offers-15, Continuing-1)
prep(Continuing-1, around-2)
det(coast-4, the-3)
pobj(around-2, coast-4)
prep(Continuing-1, in-5)
det(direction-10, a-6)
advmod(clockwise-9, counter-7)
punct(clockwise-9, --8)
amod(direction-10, clockwise-9)
pobj(in-5, direction-10)
punct(offers-15, ,-11)
nn(Water-13, Deep-12)
nn(Bay-14, Water-13)
nsubj(offers-15, Bay-14)
root(ROOT-0, offers-15)
det(beach-18, a-16)
amod(beach-18, good-17)
dobj(offers-15, beach-18)
cc(beach-18, and-19)
conj(beach-18, harbors-20)
punct(offers-15, .-21)

det(inlet-3, The-1)
amod(inlet-3, next-2)
nsubj(Bay-6, inlet-3)
cop(Bay-6, is-4)
nn(Bay-6, Repulse-5)
root(ROOT-0, Bay-6)
punct(crescent-12, ,-7)
det(crescent-12, a-8)
amod(crescent-12, roomy-9)
punct(crescent-12, ,-10)
amod(crescent-12, sandy-11)
dep(with-14, crescent-12)
punct(with-14, ,-13)
prep(Bay-6, with-14)
amod(hills-16, green-15)
pobj(with-14, hills-16)
punct(Bay-6, .-17)

nsubj(RSQUOs-2, It-1)
root(ROOT-0, RSQUOs-2)
advmod(attractive-4, so-3)
acomp(RSQUOs-2, attractive-4)
cc(attractive-4, and-5)
advmod(easy-7, so-6)
conj(attractive-4, easy-7)
aux(reach-9, to-8)
ccomp(easy-7, reach-9)
mark(RSQUOs-12, that-10)
nsubj(RSQUOs-12, it-11)
ccomp(attractive-4, RSQUOs-12)
dep(RSQUOs-12, packed-13)
prep(packed-13, with-14)
pobj(with-14, sunbathers-15)
det(summer-17, all-16)
npadvmod(long-18, summer-17)
advmod(packed-13, long-18)
punct(RSQUOs-2, .-19)

nsubj(villages-9, Stanley-1)
cop(villages-9, was-2)
advmod(villages-9, once-3)
num(villages-9, one-4)
quantmod(one-4, of-5)
det(villages-9, the-6)
amod(villages-9, main-7)
nn(villages-9, fishing-8)
root(ROOT-0, villages-9)
prep(villages-9, on-10)
nn(Kong-12, Hong-11)
nn(Island-13, Kong-12)
pobj(on-10, Island-13)
punct(villages-9, .-14)

det(Market-6, The-1)
advmod(known-4, well-2)
punct(known-4, --3)
amod(Market-6, known-4)
nn(Market-6, Stanley-5)
nsubj(source-13, Market-6)
dep(source-13, see-7)
dobj(see-7, page-8)
num(page-8, 55-9)
cop(source-13, is-10)
det(source-13, a-11)
amod(source-13, major-12)
root(ROOT-0, source-13)
prep(source-13, for-14)
nn(clothing-16, bargain-15)
pobj(for-14, clothing-16)
cc(clothing-16, and-17)
amod(merchandise-19, other-18)
conj(clothing-16, merchandise-19)
punct(source-13, .-20)

nsubj(place-6, Stanley-1)
cop(place-6, is-2)
advmod(place-6, also-3)
det(place-6, a-4)
amod(place-6, favorite-5)
root(ROOT-0, place-6)
prep(place-6, of-7)
pobj(of-7, residence-8)
prep(residence-8, for-9)
pobj(for-9, ex-pats-10)
punct(place-6, .-11)

det(waterfronts-2, The-1)
nsubjpass(lined-9, waterfronts-2)
prep(waterfronts-2, at-3)
nn(Bay-5, Repulse-4)
pobj(at-3, Bay-5)
cc(Bay-5, and-6)
conj(Bay-5, Stanley-7)
auxpass(lined-9, are-8)
root(ROOT-0, lined-9)
prep(lined-9, with-10)
amod(cafés-12, good-11)
pobj(with-10, cafés-12)
cc(cafés-12, and-13)
conj(cafés-12, restaurants-14)
punct(lined-9, .-15)

root(ROOT-0, Kowloon-1)

mark(smaller-3, Though-1)
advmod(smaller-3, much-2)
advcl(has-10, smaller-3)
prep(smaller-3, than-4)
nn(Kong-6, Hong-5)
nn(Island-7, Kong-6)
pobj(than-4, Island-7)
punct(has-10, ,-8)
nsubj(has-10, Kowloon-9)
root(ROOT-0, has-10)
quantmod(twice-12, almost-11)
num(population-14, twice-12)
det(population-14, the-13)
dobj(has-10, population-14)
punct(has-10, .-15)

prep(reaches-7, In-1)
amod(areas-3, many-2)
pobj(In-1, areas-3)
punct(reaches-7, ,-4)
det(density-6, the-5)
nsubj(reaches-7, density-6)
root(ROOT-0, reaches-7)
det(equivalent-9, the-8)
dobj(reaches-7, equivalent-9)
prep(equivalent-9, of-10)
num(inhabitants-12, 150,000-11)
pobj(of-10, inhabitants-12)
prep(inhabitants-12, per-13)
amod(km-15, square-14)
pobj(per-13, km-15)
det(mile-19, a-16)
nn(mile-19, quarter-17)
amod(mile-19, square-18)
dep(km-15, mile-19)
punct(reaches-7, .-20)

quantmod(of-2, Most-1)
num(Kowloon-3, of-2)
poss(attractions-5, Kowloon-3)
possessive(Kowloon-3, RSQUOs-4)
nsubjpass(centered-9, attractions-5)
prep(attractions-5, for-6)
pobj(for-6, visitors-7)
auxpass(centered-9, are-8)
root(ROOT-0, centered-9)
prep(centered-9, near-10)
det(tip-12, the-11)
pobj(near-10, tip-12)
prep(tip-12, of-13)
det(peninsula-15, the-14)
pobj(of-13, peninsula-15)
prep(centered-9, in-16)
det(district-18, the-17)
pobj(in-16, district-18)
vmod(district-18, known-19)
prep(known-19, as-20)
nn(Tsui-23, Tsim-21)
nn(Tsui-23, Sha-22)
pobj(as-20, Tsui-23)
punct(centered-9, .-24)

dep(is-7, Adjacent-1)
prep(Adjacent-1, to-2)
det(terminal-6, the-3)
nn(Ferry-5, Star-4)
nn(terminal-6, Ferry-5)
pobj(to-2, terminal-6)
root(ROOT-0, is-7)
nn(Terminal-9, Ocean-8)
nsubj(is-7, Terminal-9)
punct(Terminal-9, ,-10)
advmod(dock-15, where-11)
amod(ships-14, international-12)
nn(ships-14, cruise-13)
nsubj(dock-15, ships-14)
rcmod(Terminal-9, dock-15)
punct(Terminal-9, ,-16)
cc(Terminal-9, and-17)
det(City-21, the-18)
amod(City-21, gigantic-19)
nn(City-21, Harbour-20)
conj(Terminal-9, City-21)
punct(City-21, ,-22)
det(complex-24, a-23)
appos(City-21, complex-24)
prep(complex-24, of-25)
pobj(of-25, malls-26)
punct(malls-26, ,-27)
conj(malls-26, hotels-28)
punct(malls-26, ,-29)
cc(malls-26, and-30)
conj(malls-26, restaurants-31)
punct(is-7, .-32)

mark(walk-3, If-1)
nsubj(walk-3, you-2)
advcl(find-14, walk-3)
dobj(walk-3, east-4)
prep(walk-3, on-5)
det(concourse-10, the-6)
nn(Ferry-8, Star-7)
nn(terminal-9, Ferry-8)
nn(concourse-10, terminal-9)
pobj(on-5, concourse-10)
punct(find-14, ,-11)
nsubj(find-14, you-12)
aux(find-14, will-13)
root(ROOT-0, find-14)
dep(find-14, yourself-15)
dep(yourself-15, on-16)
det(Promenade-19, the-17)
amod(Promenade-19, wonderful-18)
pobj(on-16, Promenade-19)
punct(Promenade-19, ,-20)
nsubj(begins-22, which-21)
rcmod(Promenade-19, begins-22)
prep(begins-22, at-23)
det(tower-26, the-24)
nn(tower-26, clock-25)
pobj(at-23, tower-26)
punct(tower-26, ,-27)
appos(tower-26, all-28)
nsubj(remains-30, that-29)
rcmod(all-28, remains-30)
prep(all-28, of-31)
det(Terminus-39, the-32)
advmod(grand-34, once-33)
amod(Terminus-39, grand-34)
nn(Canton-37, Kowloon-35)
punct(Canton-37, --36)
nn(Railway-38, Canton-37)
nn(Terminus-39, Railway-38)
pobj(of-31, Terminus-39)
punct(find-14, .-40)

det(waterfront-2, The-1)
nsubj(offers-4, waterfront-2)
advmod(offers-4, here-3)
root(ROOT-0, offers-4)
amod(views-6, unparalled-5)
dobj(offers-4, views-6)
prep(views-6, of-7)
det(harbor-9, the-8)
pobj(of-7, harbor-9)
cc(harbor-9, and-10)
nn(Kong-12, Hong-11)
nn(Island-13, Kong-12)
conj(harbor-9, Island-13)
punct(offers-4, .-14)

mark(continue-3, If-1)
nsubj(continue-3, you-2)
advcl(be-13, continue-3)
prep(continue-3, to-4)
det(end-6, the-5)
pobj(to-4, end-6)
prep(end-6, of-7)
det(promenade-9, the-8)
pobj(of-7, promenade-9)
punct(be-13, ,-10)
nsubj(be-13, you-11)
aux(be-13, will-12)
root(ROOT-0, be-13)
prep(be-13, in-14)
nn(Tsui-17, Tsim-15)
nn(Tsui-17, Sha-16)
nn(East-18, Tsui-17)
pobj(in-14, East-18)
punct(East-18, ,-19)
det(district-23, a-20)
amod(district-23, busy-21)
amod(district-23, commercial-22)
appos(East-18, district-23)
vmod(district-23, built-24)
prep(built-24, on-25)
mwe(than-27, more-26)
quantmod(60-28, than-27)
num(hectares-29, 60-28)
pobj(on-25, hectares-29)
num(acres-31, 150-30)
dep(hectares-29, acres-31)
prep(hectares-29, of-32)
amod(land-34, reclaimed-33)
pobj(of-32, land-34)
punct(be-13, .-35)

root(ROOT-0, Flanked-1)
prep(Flanked-1, by-2)
det(tower-5, the-3)
nn(tower-5, clock-4)
pobj(by-2, tower-5)
auxpass(Flanked-1, is-6)
det(Centre-12, the-7)
amod(Kong-10, imposing-8)
nn(Kong-10, Hong-9)
nn(Centre-12, Kong-10)
amod(Centre-12, Cultural-11)
nsubjpass(Flanked-1, Centre-12)
punct(Flanked-1, .-13)

nn(Kong-2, Hong-1)
poss(venue-5, Kong-2)
possessive(Kong-2, RSQUOs-3)
amod(venue-5, major-4)
ccomp(criticized-15, venue-5)
prep(venue-5, for-6)
det(arts-9, the-7)
nn(arts-9, performing-8)
pobj(for-6, arts-9)
punct(criticized-15, ,-10)
det(building-12, the-11)
nsubjpass(criticized-15, building-12)
aux(criticized-15, has-13)
auxpass(criticized-15, been-14)
root(ROOT-0, criticized-15)
prep(criticized-15, for-16)
poss(architecture-21, its-17)
amod(like-20, fortress-18)
punct(like-20, --19)
amod(architecture-21, like-20)
pobj(for-16, architecture-21)
cc(architecture-21, and-22)
amod(façade-24, windowless-23)
conj(architecture-21, façade-24)
punct(criticized-15, .-25)

det(interior-2, The-1)
nsubj(amalgam-6, interior-2)
cop(amalgam-6, is-3)
det(amalgam-6, a-4)
amod(amalgam-6, comfortable-5)
root(ROOT-0, amalgam-6)
prep(amalgam-6, of-7)
amod(design-11, Chinese-8)
cc(Chinese-8, and-9)
conj(Chinese-8, Western-10)
pobj(of-7, design-11)
punct(with-13, ,-12)
prep(design-11, with-13)
det(lobby-17, an-14)
amod(lobby-17, impressive-15)
amod(lobby-17, main-16)
pobj(with-13, lobby-17)
punct(amalgam-6, .-18)

det(center-2, The-1)
nsubj(contains-3, center-2)
root(ROOT-0, contains-3)
det(hall-6, a-4)
nn(hall-6, concert-5)
dobj(contains-3, hall-6)
prep(hall-6, with-7)
amod(acoustics-9, acclaimed-8)
pobj(with-7, acoustics-9)
punct(hall-6, ,-10)
conj(hall-6, theaters-11)
punct(hall-6, ,-12)
det(library-14, a-13)
conj(hall-6, library-14)
punct(hall-6, ,-15)
det(gallery-18, an-16)
nn(gallery-18, exhibition-17)
conj(hall-6, gallery-18)
punct(hall-6, ,-19)
conj(hall-6, shops-20)
punct(hall-6, ,-21)
conj(hall-6, restaurants-22)
punct(hall-6, ,-23)
cc(hall-6, and-24)
conj(hall-6, bars-25)
punct(contains-3, .-26)

amod(door-2, Next-1)
dep(is-3, door-2)
root(ROOT-0, is-3)
det(Museum-8, the-4)
nn(Kong-6, Hong-5)
dep(Museum-8, Kong-6)
nn(Museum-8, Space-7)
nsubj(is-3, Museum-8)
cc(Museum-8, and-9)
conj(Museum-8, Theatre-10)
rcmod(Museum-8, open-11)
nn(Friday-16, Monday-12)
punct(Friday-16, ,-13)
appos(Friday-16, Wednesday-14)
dep(Friday-16, ?-15)
tmod(open-11, Friday-16)
number(9-19, 1-17)
dep(9-19, ?-18)
num(pm-20, 9-19)
tmod(open-11, pm-20)
punct(open-11, ;-21)
nn(Sunday-24, Saturday-22)
punct(Sunday-24, ,-23)
tmod(am-26, Sunday-24)
num(am-26, 10-25)
dep(open-11, am-26)
prep(am-26, ?-27)
num(pm-29, 9-28)
pobj(?-27, pm-29)
punct(open-11, ;-30)
dep(open-11, closed-31)
tmod(closed-31, Tuesday-32)
punct(open-11, ;-33)
dep(open-11, admission-34)
dep(admission-34, HK$-35)
num(HK$-35, 10-36)
dep(admission-34, adults-37)
punct(admission-34, ,-38)
dep(admission-34, HK$-39)
num(HK$-39, 5-40)
dep(admission-34, children-41)
punct(admission-34, ;-42)
amod(admission-44, separate-43)
dep(admission-34, admission-44)
prep(admission-44, to-45)
pobj(to-45, theater-46)
punct(is-3, .-47)

poss(design-4, Its-1)
amod(design-4, futuristic-2)
nn(design-4, dome-3)
nsubj(striking-6, design-4)
cop(striking-6, is-5)
root(ROOT-0, striking-6)
punct(striking-6, ;-7)
advmod(are-9, inside-8)
dep(striking-6, are-9)
amod(exhibits-11, interactive-10)
nsubj(are-9, exhibits-11)
punct(exhibits-11, ,-12)
prep(exhibits-11, including-13)
pobj(including-13, one-14)
prep(experience-19, in-15)
pobj(in-15, which-16)
nsubj(experience-19, you-17)
aux(experience-19, can-18)
rcmod(one-14, experience-19)
dobj(experience-19, weightlessness-20)
punct(striking-6, .-21)

det(theater-2, The-1)
nsubj(presents-3, theater-2)
root(ROOT-0, presents-3)
dep(shows-6, "-4)
nn(shows-6, sky-5)
dobj(presents-3, shows-6)
dep(shows-6, "-7)
cc(shows-6, and-8)
nn(films-10, IMAX-9)
conj(shows-6, films-10)
punct(presents-3, .-11)

det(Museum-4, The-1)
nn(Kong-3, Hong-2)
nn(Museum-4, Kong-3)
nsubj(stands-10, Museum-4)
prep(Museum-4, of-5)
pobj(of-5, Art-6)
dep(stands-10, see-7)
dobj(see-7, page-8)
num(page-8, 54-9)
root(ROOT-0, stands-10)
prep(stands-10, behind-11)
det(Museum-14, the-12)
nn(Museum-14, Space-13)
pobj(behind-11, Museum-14)
advmod(stands-10, next-15)
prep(next-15, to-16)
det(center-19, the-17)
amod(center-19, cultural-18)
pobj(to-16, center-19)
punct(stands-10, .-20)

nsubj(contains-2, It-1)
root(ROOT-0, contains-2)
det(collection-5, the-3)
nn(collection-5, Xubaizhi-4)
dobj(contains-2, collection-5)
prep(collection-5, of-6)
pobj(of-6, painting-7)
cc(painting-7, and-8)
conj(painting-7, calligraphy-9)
punct(collection-5, ;-10)
conj(collection-5, galleries-11)
vmod(galleries-11, devoted-12)
prep(devoted-12, to-13)
pobj(to-13, antiquities-14)
cc(antiquities-14, and-15)
conj(antiquities-14, ceramics-16)
punct(collection-5, ;-17)
cc(collection-5, and-18)
det(gallery-20, a-19)
conj(collection-5, gallery-20)
prep(gallery-20, of-21)
amod(art-24, modern-22)
amod(art-24, Chinese-23)
pobj(of-21, art-24)
punct(contains-2, .-25)

advmod(interesting-2, Particularly-1)
nsubj(collection-5, interesting-2)
cop(collection-5, is-3)
det(collection-5, the-4)
root(ROOT-0, collection-5)
prep(collection-5, of-6)
pobj(of-6, paintings-7)
cc(paintings-7, and-8)
conj(paintings-7, photographs-9)
prep(paintings-7, of-10)
amod(Kong-13, old-11)
nn(Kong-13, Hong-12)
pobj(of-10, Kong-13)
punct(collection-5, .-14)

det(museum-2, The-1)
nsubj(mounts-3, museum-2)
root(ROOT-0, mounts-3)
amod(exhibitions-5, special-4)
dobj(mounts-3, exhibitions-5)
cc(mounts-3, and-6)
conj(mounts-3, has-7)
det(shop-11, an-8)
amod(shop-11, excellent-9)
nn(shop-11, gift-10)
dobj(has-7, shop-11)
punct(mounts-3, .-12)

det(blocks-3, A-1)
amod(blocks-3, few-2)
npadvmod(up-4, blocks-3)
prep(are-8, up-4)
nn(Road-6, Chatham-5)
nn(South-7, Road-6)
pobj(up-4, South-7)
root(ROOT-0, are-8)
num(museums-12, two-9)
quantmod(two-9, more-10)
amod(museums-12, major-11)
nsubj(are-8, museums-12)
punct(are-8, .-13)

det(Museum-3, The-1)
nn(Museum-3, Science-2)
nsubj(museum-17, Museum-3)
parataxis(museum-17, see-4)
dobj(see-4, page-5)
num(page-5, 55-6)
cop(museum-17, is-7)
det(museum-17, a-8)
dep(art-15, state-9)
punct(art-15, --10)
dep(art-15, of-11)
punct(art-15, --12)
det(art-15, the-13)
punct(art-15, --14)
amod(museum-17, art-15)
amod(museum-17, interactive-16)
root(ROOT-0, museum-17)
nsubj(teach-20, that-18)
aux(teach-20, will-19)
rcmod(museum-17, teach-20)
dobj(teach-20, you-21)
advmod(works-26, how-22)
nsubj(works-26, everything-23)
cc(everything-23, and-24)
conj(everything-23, anything-25)
dep(teach-20, works-26)
prep(works-26, from-27)
amod(ships-30, ancient-28)
nn(ships-30, sailing-29)
pobj(from-27, ships-30)
prep(ships-30, to-31)
det(technology-34, the-32)
amod(technology-34, latest-33)
pobj(to-31, technology-34)
punct(museum-17, .-35)

det(Museum-2, The-1)
nsubj(opened-32, Museum-2)
prep(Museum-2, of-3)
pobj(of-3, History-4)
rcmod(Museum-2, open-5)
tmod(open-5, Tuesday-6)
prep(Tuesday-6, ?-7)
pobj(?-7, Saturday-8)
num(am-10, 10-9)
tmod(open-5, am-10)
prep(am-10, ?-11)
num(pm-13, 6-12)
pobj(?-11, pm-13)
punct(open-5, ,-14)
tmod(1-16, Sunday-15)
dep(open-5, 1-16)
prep(1-16, ?-17)
num(pm-19, 6-18)
pobj(?-17, pm-19)
punct(open-5, ;-20)
dep(open-5, closed-21)
tmod(closed-21, Monday-22)
punct(Museum-2, ;-23)
dep(Museum-2, admission-24)
dep(admission-24, HK$-25)
num(HK$-25, 10-26)
dep(admission-24, adult-27)
punct(admission-24, ,-28)
dep(admission-24, HK$-29)
num(HK$-29, 5-30)
dep(admission-24, child-31)
root(ROOT-0, opened-32)
poss(collection-36, its-33)
amod(collection-36, new-34)
amod(collection-36, permanent-35)
dobj(opened-32, collection-36)
prep(opened-32, at-37)
det(end-39, the-38)
pobj(at-37, end-39)
prep(end-39, of-40)
nn(2001-42, August-41)
pobj(of-40, 2001-42)
punct(opened-32, .-43)

det(collection-3, The-1)
amod(collection-3, fascinating-2)
nsubj(showcases-7, collection-3)
prep(collection-3, of-4)
pobj(of-4, artifacts-5)
vmod(artifacts-5, pertaining-6)
root(ROOT-0, showcases-7)
num(years-9, 6,000-8)
dobj(showcases-7, years-9)
prep(years-9, of-10)
nn(Kong-12, Hong-11)
poss(history-14, Kong-12)
possessive(Kong-12, RSQUOs-13)
pobj(of-10, history-14)
cc(history-14, and-15)
amod(culture-17, Chinese-16)
conj(history-14, culture-17)
punct(showcases-7, .-18)

advmod(across-2, Just-1)
prep(from-5, across-2)
nn(Road-4, Salisbury-3)
pobj(across-2, Road-4)
prep(is-9, from-5)
det(center-8, the-6)
amod(center-8, cultural-7)
pobj(from-5, center-8)
root(ROOT-0, is-9)
det(Hotel-13, the-10)
amod(Hotel-13, historic-11)
nn(Hotel-13, Peninsula-12)
nsubj(is-9, Hotel-13)
punct(Hotel-13, ,-14)
advmod(expanded-16, now-15)
vmod(Hotel-13, expanded-16)
cc(expanded-16, and-17)
conj(expanded-16, modernized-18)
prep(expanded-16, by-19)
det(tower-24, a-20)
num(story-23, 32-21)
punct(story-23, --22)
nn(tower-24, story-23)
pobj(by-19, tower-24)
punct(is-9, .-25)

poss(lobby-3, Its-1)
amod(lobby-3, restored-2)
nsubj(place-11, lobby-3)
cop(place-11, is-4)
nn(Kong-6, Hong-5)
poss(place-11, Kong-6)
possessive(Kong-6, RSQUOs-7)
advmod(elegant-9, most-8)
amod(place-11, elegant-9)
nn(place-11, gathering-10)
root(ROOT-0, place-11)
