nsubj(break, he)
compound(name, guest)
nmod(chart, name)
cc(number, and)
compound(number, room)
conj(name, number)
acl(number, hang)
case(wall, on)
det(wall, the)
obl(hang, wall)
case(clerk, behind)
det(clerk, the)
obl(hang, clerk)
punct(go, .)
case(number, opposite)
det(number, the)
obl(stand, number)
nummod(number, 1105)
root(ROOT, stand)
nummod(word, one)
obj(stand, word)
punct(stand, :)
root(ROOT, unoccupied)
punct(unoccupied, .)
det(clerk, the)
nmod:poss(glance, clerk)
case(clerk, 's)
nsubj(follow, glance)
root(ROOT, follow)
obj(follow, Alec's)
punct(follow, .)
punct(follow, ``)
nsubj(have, we)
root(ROOT, have)
amod(room, better)
obj(have, room)
advmod(have, vacant)
advmod(have, now)
punct(have, '')
punct(have, ,)
nsubj(babble, he)
parataxis(have, babble)
punct(have, .)
punct(have, ``)
root(ROOT, larger)
cc(comfortable, and)
advmod(comfortable, more)
conj(larger, comfortable)
punct(larger, .)
case(rate, at)
det(rate, the)
amod(rate, same)
obl(dark, rate)
punct(dark, '')
punct(dark, .)
nmod:poss(face, Alec)
case(Alec, 's)
nsubj(dark, face)
cop(dark, be)
root(ROOT, dark)
punct(blunt, ,)
conj(dark, blunt)
punct(sulky, ,)
cc(sulky, and)
conj(dark, sulky)
punct(dark, .)
nsubj(look, he)
advmod(look, always)
root(ROOT, look)
xcomp(look, impertinent)
cc(look, and)
nsubj(look, he)
aux(look, could)
conj(look, look)
xcomp(look, dangerous)
punct(look, .)
nsubj(look, he)
aux(look, be)
root(ROOT, look)
xcomp(look, dangerous)
advmod(look, now)
punct(look, .)
nsubj(raise, he)
root(ROOT, raise)
nmod:poss(voice, he)
obj(raise, voice)
punct(raise, .)
punct(raise, ``)
root(ROOT, anything)
amod(anything, wrong)
case(plumb, with)
det(plumb, the)
obl(wrong, plumb)
case(1105, in)
nmod(plumb, 1105)
punct(anything, '')
punct(anything, ?)
punct(anything, ?)
expl(be, there)
root(ROOT, be)
det(stillness, a)
amod(stillness, sudden)
nsubj(be, stillness)
case(lobby, in)
det(lobby, the)
nmod(stillness, lobby)
punct(be, .)
nummod(woman, two)
nsubj:pass(strike, woman)
punct(woman, ,)
nsubj(chatter, who)
aux(chatter, have)
aux(chatter, be)
acl:relcl(woman, chatter)
case(parrot, like)
obl(chatter, parrot)
punct(strike, ,)
aux:pass(strike, be)
root(ROOT, strike)
xcomp(strike, dumb)
punct(strike, . )
det(man, a)
nsubj(pause, man)
punct(man, ,)
acl(man, lighting)
det(match, a)
obj(lighting, match)
case(cigar, for)
nmod:poss(cigar, he)
nmod(match, cigar)
punct(pause, ,)
root(ROOT, pause)
mark(burn, until)
det(flame, the)
nsubj(burn, flame)
advcl(pause, burn)
nmod:poss(finger, he)
obj(burn, finger)
punct(pause, .)
advmod(bellboy, even)
det(bellboy, the)
nsubj(listen, bellboy)
case(bench, on)
nmod:poss(bench, they)
nmod(bellboy, bench)
aux(listen, be)
root(ROOT, listen)
punct(listen, .)
det(clerk, the)
nmod:poss(eye, clerk)
case(clerk, 's)
nsubj(flicker, eye)
root(ROOT, flicker)
punct(flicker, .)
punct(flicker, ``)
advmod(not, of)
fixed(of, course)
root(ROOT, not)
punct(not, '')
punct(not, !)
punct(not, !)
punct(not, ``)
nsubj(there, anybody)
case(disease, with)
det(disease, a)
amod(disease, contagious)
nmod(anybody, disease)
cop(there, be)
case(there, in)
root(ROOT, there)
punct(there, '')
punct(there, ?)
punct(there, ?)
punct(there, ``)
root(ROOT, no)
punct(no, '')
punct(no, !)
punct(no, !)
det(clerk, the)
nsubj(hysterical, clerk)
cop(hysterical, be)
advmod(hysterical, almost)
root(ROOT, hysterical)
punct(hysterical, .)
punct(hysterical, ``)
nsubj(be, it)
root(ROOT, be)
advmod(be, just)
mark(redecorate, that)
punct(be, --)
discourse(redecorate, well)
punct(redecorate, ,)
nsubj:pass(redecorate, 1105)
aux(redecorate, be)
aux:pass(redecorate, be)
ccomp(be, redecorate)
punct(redecorate, '')
punct(be, .)
punct(be, ``)
nsubj(believe, I)
aux(believe, do)
advmod(believe, not)
root(ROOT, believe)
obj(believe, it)
punct(believe, '')
punct(believe, .)
nsubj(lean, Alec)
parataxis(believe, lean)
case(desk, on)
det(desk, the)
obl(lean, desk)
punct(lean, ,)
advcl(lean, hold)
det(clerk, the)
nmod:poss(eye, clerk)
case(clerk, 's)
obj(hold, eye)
case(he, with)
obl(hold, he)
punct(believe, .)
punct(believe, ``)
root(ROOT, suppose)
nsubj(tell, you)
ccomp(suppose, tell)
iobj(tell, I)
det(reason, the)
amod(reason, real)
obj(tell, reason)
punct(reason, '')
punct(suppose, ,)
nsubj(draw, he)
parataxis(suppose, draw)
punct(suppose, .)
punct(suppose, ``)
expl(be, there)
aux(be, might)
root(ROOT, be)
det(story, a)
nsubj(be, story)
case(it, in)
nmod(story, it)
punct(be, '')
punct(be, .)
punct(be, ``)
root(ROOT, st-story)
punct(st-story, '')
punct(st-story, ?)
punct(st-story, ?)
punct(st-story, ``)
nsubj(Press, I)
cop(Press, be)
case(Press, with)
det(Press, the)
compound(Press, Syndicated)
root(ROOT, Press)
punct(Press, ,)
compound(service, Feature)
conj(Press, service)
punct(Press, .)
cc:preconj(get, either)
nsubj(get, I)
root(ROOT, get)
det(story, the)
obj(get, story)
punct(story, --)
cc(get, or)
nsubj(get, I)
conj(get, get)
det(suite, the)
obj(get, suite)
punct(get, '')
punct(get, .)
nsubj(blackmail, it)
cop(blackmail, be)
parataxis(get, blackmail)
cc(know, and)
det(clerk, the)
nsubj(know, clerk)
conj(blackmail, know)
obj(know, it)
punct(get, .)
punct(get, ``)
expl(be, there)
root(ROOT, be)
det(story, no)
nsubj(be, story)
punct(story, '')
punct(be, ,)
nsubj(pipe, he)
parataxis(be, pipe)
advmod(pipe, tremulously)
punct(be, .)
punct(be, ``)
root(ROOT, Front)
punct(Front, !)
punct(Front, !)
root(ROOT, show)
det(gentleman, this)
obj(show, gentleman)
case(1105, to)
obl(show, 1105)
punct(show, '')
punct(show, !)
punct(show, !)
det(stillness, the)
nsubj(persist, stillness)
root(ROOT, persist)
mark(follow, as)
nsubj(follow, Alec)
advcl(persist, follow)
det(bellboy, a)
obj(follow, bellboy)
case(lobby, across)
det(lobby, the)
obl(follow, lobby)
case(elevator, to)
det(elevator, the)
nmod(lobby, elevator)
punct(persist, .)
nsubj(feel, he)
aux(feel, could)
root(ROOT, feel)
obj(feel, eye)
case(back, on)
nmod:poss(back, he)
obl(feel, back)
punct(feel, .)
nsubj(wish, he)
root(ROOT, wish)
expl(necessary, it)
aux(necessary, have)
advmod(necessary, not)
cop(necessary, be)
ccomp(wish, necessary)
mark(announce, to)
csubj(necessary, announce)
det(number, the)
obj(announce, number)
case(suite, of)
nmod:poss(suite, he)
nmod(number, suite)
advmod(publicly, quite)
advmod(publicly, so)
advmod(announce, publicly)
punct(wish, .)
det(corridor, the)
nsubj:pass(light, corridor)
case(floor, on)
det(floor, the)
amod(floor, eleventh)
nmod(corridor, floor)
aux:pass(light, be)
advmod(light, dimly)
root(ROOT, light)
case(globe, by)
amod(globe, electric)
obl(light, globe)
case(interval, at)
obl(light, interval)
case(foot, of)
nummod(foot, thirty)
nmod(interval, foot)
punct(light, . )
det(carpet, a)
amod(carpet, thick)
punct(carpet, ,)
amod(carpet, crimson)
root(ROOT, carpet)
acl(carpet, muffle)
det(footfall, every)
obj(muffle, footfall)
punct(carpet, .)
case(end, at)
det(end, the)
obl(notice, end)
case(corridor, of)
det(corridor, the)
nmod(end, corridor)
nsubj(notice, Alec)
root(ROOT, notice)
det(door, a)
obj(notice, door)
xcomp(notice, mark)
punct(notice, :)
compound(Stairs, Fire)
root(ROOT, Stairs)
punct(Stairs, .)
nsubj(setup, it)
cop(setup, be)
det(setup, a)
amod(setup, neat)
root(ROOT, setup)
case(murder, for)
nmod(setup, murder)
punct(setup, .)
det(bellboy, the)
nsubj(unlocked, bellboy)
root(ROOT, unlocked)
det(door, a)
amod(door, white)
obj(unlocked, door)
acl(door, number)
obj(number, 1105)
punct(unlocked, .)
det(room, the)
nsubj(dark, room)
cop(dark, be)
root(ROOT, dark)
cc(flash, but)
det(sign, a)
compound(sign, neon)
nsubj(flash, sign)
conj(dark, flash)
cc(fad, and)
conj(flash, fad)
case(window, beyond)
det(window, the)
obl(fad, window)
punct(dark, . )
det(snowflake, a)
amod(snowflake, few)
nsubj(sift, snowflake)
root(ROOT, sift)
compound:prt(sift, down)
case(glow, through)
det(glow, that)
amod(glow, theatrical)
amod(glow, red)
obl(sift, glow)
punct(languid, ,)
amod(glow, languid)
mark(fall, as)
advcl(languid, fall)
obj(fall, feather)
punct(sift, .)
advmod(switch, hastily)
det(boy, the)
nsubj(switch, boy)
root(ROOT, switch)
case(light, on)
det(light, a)
compound(light, ceiling)
obl(switch, light)
punct(switch, .)
det(room, the)
nsubj(look, room)
root(ROOT, look)
xcomp(look, normal)
cc(commonplace, and)
advmod(commonplace, even)
conj(normal, commonplace)
punct(look, .)
expl(be, there)
root(ROOT, be)
det(hint, no)
nsubj(be, hint)
case(struggle, of)
det(struggle, a)
amod(struggle, violent)
nmod(hint, struggle)
advmod(be, now)
punct(be, .)
compound(furniture, deal)
nsubj:pass(arrange, furniture)
case(finish, with)
det(finish, a)
amod(finish, mahogany)
nmod(furniture, finish)
aux:pass(arrange, be)
advmod(arrange, neatly)
root(ROOT, arrange)
mark(stand, as)
mark(stand, if)
nsubj(stand, it)
advcl(arrange, stand)
case(window, in)
det(window, the)
obl(stand, window)
case(store, of)
det(store, a)
compound(store, department)
nmod(window, store)
punct(arrange, .)
det(rug, the)
amod(rug, blue)
nsubj(bright, rug)
cop(bright, be)
advmod(bright, suspiciously)
root(ROOT, bright)
cc(new, and)
conj(bright, new)
punct(bright, .)
nsubj:pass(stain, it)
aux(stain, have)
advmod(stain, never)
aux:pass(stain, be)
root(ROOT, stain)
case(blood, with)
obl(stain, blood)
punct(stain, .)
compound(cover, table)
nsubj(clean, cover)
cc(towel, and)
conj(cover, towel)
cop(clean, be)
root(ROOT, clean)
punct(ashtray, ,)
nsubj(empty, ashtray)
conj(clean, empty)
cc(supply, and)
conj(clean, supply)
case(match, with)
amod(match, fresh)
obl(supply, match)
punct(clean, .)
det(mirror, the)
nsubj(eye, mirror)
case(bureau, over)
det(bureau, the)
nmod(mirror, bureau)
cop(eye, be)
det(eye, a)
amod(eye, blank)
root(ROOT, eye)
punct(round, ,)
amod(eye, round)
cc(innocent, and)
conj(eye, innocent)
punct(eye, .)
nsubj(play, Alec)
root(ROOT, play)
det(part, the)
obj(play, part)
case(tourist, of)
det(tourist, a)
amod(tourist, innocent)
nmod(part, tourist)
punct(play, .)
punct(play, ``)
root(ROOT, be)
expl(be, there)
nsubj(be, anything)
amod(anything, wrong)
case(room, with)
det(room, this)
obl(wrong, room)
punct(be, '')
punct(be, ?)
punct(be, ?)
punct(be, ``)
nsubj(drop, N)
punct(N, -)
discourse(drop, no)
punct(drop, '')
punct(drop, .)
det(boy, the)
nsubj(drop, boy)
root(ROOT, drop)
nmod:poss(eye, he)
obj(drop, eye)
punct(drop, .)
punct(drop, ``)
root(ROOT, afraid)
nsubj(lose, you)
aux(lose, will)
ccomp(afraid, lose)
nmod:poss(job, you)
obj(lose, job)
mark(keep, if)
nsubj(keep, you)
aux(keep, do)
advmod(keep, not)
advcl(lose, keep)
nmod:poss(mouth, you)
obj(keep, mouth)
xcomp(keep, shut)
punct(afraid, '')
punct(afraid, ?)
punct(afraid, ?)
det(boy, the)
nsubj(raise, boy)
root(ROOT, raise)
nmod:poss(eye, he)
obj(raise, eye)
punct(raise, .)
punct(raise, ``)
root(ROOT, Listen)
punct(Listen, ,)
vocative(Listen, mister)
punct(Listen, .)
mark(want, if)
nsubj(want, you)
advcl(pack, want)
nmod:poss(advice, my)
obj(want, advice)
punct(pack, ,)
root(ROOT, pack)
compound:prt(pack, up)
cc(take, and)
conj(pack, take)
det(train, the)
amod(train, next)
obj(take, train)
advmod(take, back)
case(York, to)
compound(York, New)
obl(back, York)
punct(pack, '')
punct(pack, .)
punct(pack, ``)
cop(duty, be)
nsubj(duty, you)
case(duty, on)
root(ROOT, duty)
advmod(duty, here)
nummod(week, two)
obl:npmod(ago, week)
advmod(duty, ago)
punct(duty, '')
punct(duty, ?)
punct(duty, ?)
det(boy, the)
nsubj(hesitate, boy)
root(ROOT, hesitate)
punct(hesitate, .)
root(ROOT, then)
punct(then, ,)
punct(then, ``)
nsubj(talk, I)
aux(talk, be)
advmod(talk, not)
root(ROOT, talk)
punct(talk, .)
cc(spend, but)
nsubj(spend, I)
aux(spend, would)
advmod(spend, not)
root(ROOT, spend)
det(night, a)
obj(spend, night)
case(here, in)
obl(spend, here)
case(buck, for)
det(buck, a)
nummod(buck, million)
obl(spend, buck)
punct(spend, '')
punct(spend, !)
punct(spend, !)
nsubj(hurry, he)
cop(hurry, be)
case(hurry, in)
det(hurry, a)
root(ROOT, hurry)
mark(get, to)
acl(hurry, get)
case(room, out)
case(room, of)
det(room, the)
obl(get, room)
punct(hurry, .)
nsubj(give, Alec)
root(ROOT, give)
iobj(give, he)
det(tip, a)
obj(give, tip)
cc(let, and)
conj(give, let)
obj(let, he)
xcomp(let, go)
punct(give, .)
advmod(examine, Alone)
punct(examine, ,)
nsubj(examine, Alec)
root(ROOT, examine)
det(door, the)
obj(examine, door)
punct(examine, .)
expl(be, there)
root(ROOT, be)
nsubj(be, three)
punct(be, --)
appos(three, one)
acl(one, lead)
case(bathroom, to)
det(bathroom, a)
obl(lead, bathroom)
punct(one, ,)
appos(bathroom, one)
case(hall, to)
det(hall, the)
nmod(one, hall)
punct(one, ,)
cc(one, and)
conj(one, one)
case(room, to)
det(room, the)
nmod(one, room)
amod(door, next)
nmod:npmod(room, door)
nsubj(immovable, which)
cop(immovable, be)
acl:relcl(room, immovable)
punct(immovable, --)
conj(immovable, lock)
cc(bolt, or)
conj(lock, bolt)
case(side, on)
det(side, the)
amod(side, other)
obl(lock, side)
punct(be, .)
nsubj(lock, Alec)
root(ROOT, lock)
det(door, the)
compound(door, hall)
obj(lock, door)
cc(put, and)
conj(lock, put)
det(key, the)
obj(put, key)
case(watch, with)
nmod:poss(watch, he)
obl(put, watch)
case(table, on)
det(table, the)
compound(table, bedside)
nmod(watch, table)
punct(lock, .)
nsubj(quarter, it)
cop(quarter, be)
advmod(quarter, just)
root(ROOT, quarter)
case(nine, of)
nmod(quarter, nine)
punct(quarter, .)
mark(range, as)
nsubj(range, he)
advcl(quarter, range)
nmod:poss(belonging, he)
obj(range, belonging)
case(bureau, on)
det(bureau, the)
obl(range, bureau)
nsubj(notice, he)
acl:relcl(bureau, notice)
det(film, a)
obj(notice, film)
case(dust, of)
amod(dust, white)
nmod(film, dust)
case(surface, on)
det(surface, the)
amod(surface, dark)
nmod(film, surface)
case(wood, of)
det(wood, the)
nmod(surface, wood)
case(cover, beyond)
det(cover, the)
compound(cover, line)
nmod(wood, cover)
punct(quarter, .)
advmod(gray, not)
root(ROOT, gray)
case(dust, like)
det(dust, the)
obl(gray, dust)
nsubj(collect, that)
acl:relcl(dust, collect)
case(room, in)
det(room, a)
amod(room, unuse)
obl(collect, room)
punct(use, ,)
cc(use, but)
advmod(use, white)
punct(white, .)
nsubj(use, Women)
aux(use, do)
advmod(use, not)
conj(gray, use)
amod(powder, white)
compound(powder, face)
obj(use, powder)
advmod(use, nowadays)
punct(recall, ,)
nsubj(recall, he)
parataxis(use, recall)
punct(gray, .)
nsubj(use, they)
root(ROOT, use)
obj(use, pink)
punct(tan, ,)
conj(pink, tan)
punct(powder, ,)
cc(powder, or)
compound(powder, cream)
conj(pink, powder)
punct(use, .)
nsubj(glance, Alec)
root(ROOT, glance)
case(bathroom, into)
det(bathroom, the)
obl(glance, bathroom)
punct(glance, .)
root(ROOT, Blood)
case(bathtub, in)
det(bathtub, the)
nmod(Blood, bathtub)
advmod(appear, where)
det(murderer, the)
nsubj(appear, murderer)
acl:relcl(bathtub, appear)
mark(wash, to)
aux(wash, have)
xcomp(appear, wash)
nmod:poss(hand, he)
obj(wash, hand)
punct(Blood, .)
nsubj(seem, it)
root(ROOT, seem)
xcomp(seem, clean)
advmod(seem, now)
punct(decide, ,)
cc(decide, but)
nsubj(decide, Alec)
conj(seem, decide)
case(bath, against)
det(bath, a)
obl(decide, bath)
punct(seem, .)
nsubj(crawl, he)
root(ROOT, crawl)
case(bed, into)
obl(crawl, bed)
cc(switch, and)
conj(crawl, switch)
compound:prt(switch, off)
det(light, the)
obj(switch, light)
punct(crawl, .)
case(darkness, in)
det(darkness, the)
obl(see, darkness)
nsubj(see, he)
aux(see, could)
root(ROOT, see)
det(reflection, the)
amod(reflection, rosy)
obj(see, reflection)
case(sign, of)
det(sign, the)
compound(sign, neon)
nmod(reflection, sign)
case(wall, on)
det(wall, the)
nmod(sign, wall)
case(window, opposite)
det(window, the)
nmod(wall, window)
punct(see, .)
nsubj(wink, it)
root(ROOT, wink)
advmod(steadily, as)
advmod(wink, steadily)
case(metronome, as)
det(metronome, a)
obl(wink, metronome)
punct(wink, --)
advmod(wink, on)
punct(wink, ,)
advmod(wink, off)
punct(on, --)
advmod(wink, on)
punct(off, ,)
advmod(wink, off)
punct(wink, .)
case(minute, in)
advmod(five, less)
fixed(less, than)
nummod(minute, five)
obl(asleep, minute)
nsubj(asleep, Alec)
cop(asleep, be)
root(ROOT, asleep)
punct(asleep, .)
nsubj(know, he)
advmod(know, never)
root(ROOT, know)
advmod(what, just)
nsubj(wake, what)
ccomp(know, wake)
obj(wake, he)
punct(know, .)
cc(awake, yet)
advmod(awake, suddenly)
nsubj(awake, he)
cop(awake, be)
amod(awake, wide)
punct(awake, -)
root(ROOT, awake)
punct(awake, .)
expl(be, there)
root(ROOT, be)
det(sound, no)
nsubj(be, sound)
cc(movement, and)
advmod(movement, apparently)
det(movement, no)
conj(sound, movement)
case(room, in)
det(room, the)
nmod(movement, room)
case(pulsation, except)
det(pulsation, the)
amod(pulsation, noiseless)
nmod(movement, pulsation)
case(light, of)
det(light, the)
amod(light, red)
nmod(pulsation, light)
case(wall, on)
det(wall, the)
nmod(light, wall)
punct(be, . )
nsubj(lay, he)
root(ROOT, lay)
advmod(lay, still)
punct(lay, ,)
advcl(lay, listen)
case(silence, to)
det(silence, the)
obl(listen, silence)
punct(lay, ,)
advcl(lay, watch)
det(light, the)
obj(watch, light)
punct(lay, .)
advmod(sound, somewhere)
case(city, in)
det(city, the)
obl(somewhere, city)
det(clock, a)
amod(clock, big)
nsubj(sound, clock)
root(ROOT, sound)
nummod(note, twelve)
amod(note, solemn)
obj(sound, note)
punct(note, --)
appos(note, midnight)
punct(midnight, .)
case(examiner, accord)
fixed(accord, to)
det(examiner, the)
amod(examiner, medical)
obl(shoot, examiner)
nsubj:pass(shoot, she)
aux:pass(shoot, be)
acl:relcl(note, shoot)
case(p.m., between)
nummod(p.m., eleven)
obl(shoot, p.m.)
cc(a.m., and)
nummod(a.m., one)
conj(p.m., a.m.)
punct(sound, .)
nsubj(hear, Alec)
root(ROOT, hear)
det(sound, a)
amod(sound, faint)
obj(hear, sound)
punct(hear, .)
nmod:poss(heart, he)
nsubj(seem, heart)
root(ROOT, seem)
mark(swell, to)
xcomp(seem, swell)
cc(knock, and)
conj(swell, knock)
case(wall, against)
det(wall, the)
obl(knock, wall)
case(chest, of)
nmod:poss(chest, he)
nmod(wall, chest)
punct(seem, .)
case(sound, for)
det(sound, the)
obl(room, sound)
cop(room, be)
case(room, inside)
det(room, the)
root(ROOT, room)
punct(room, .)
nsubj(let, he)
root(ROOT, let)
nmod:poss(eyelid, he)
obj(let, eyelid)
xcomp(let, droop)
cc(breathe, and)
conj(let, breathe)
advmod(breathe, heavily)
punct(let, ,)
advcl(breathe, feign)
obj(feign, sleep)
punct(let, .)
det(sound, the)
nsubj(come, sound)
aux(come, be)
root(ROOT, come)
advmod(come, nearer)
punct(come, . )
det(shadow, a)
amod(shadow, monstrous)
nsubj(fall, shadow)
root(ROOT, fall)
case(wall, across)
det(wall, the)
amod(wall, illuminate)
obl(fall, wall)
punct(distort, ,)
conj(wall, distort)
cc(indefinable, and)
conj(distort, indefinable)
punct(fall, .)
mark(fad, when)
det(sign, the)
compound(sign, neon)
nsubj(fad, sign)
advcl(disappear, fad)
compound:prt(fad, out)
punct(disappear, ,)
det(shadow, the)
nsubj(disappear, shadow)
root(ROOT, disappear)
punct(disappear, .)
mark(flash, when)
det(sign, the)
compound(sign, neon)
nsubj(flash, sign)
advcl(there, flash)
advmod(flash, on)
punct(there, ,)
det(shadow, the)
nsubj(there, shadow)
cop(there, be)
advmod(there, still)
root(ROOT, there)
punct(there, .)
nsubj(stretch, it)
root(ROOT, stretch)
case(height, to)
det(height, a)
amod(height, impossible)
obl(stretch, height)
punct(stretch, ,)
advcl(stretch, climb)
det(wall, the)
obj(climb, wall)
case(ceiling, to)
det(ceiling, the)
obl(climb, ceiling)
punct(stretch, .)
nsubj(mean, that)
root(ROOT, mean)
mark(move, that)
nsubj(move, something)
case(light, between)
det(light, the)
nmod(something, light)
cc(reflection, and)
nmod:poss(reflection, its)
conj(light, reflection)
case(wall, on)
det(wall, the)
nmod(reflection, wall)
aux(move, be)
ccomp(mean, move)
xcomp(move, closer)
case(source, to)
det(source, the)
obl(closer, source)
case(light, of)
det(light, the)
nmod(source, light)
punct(move, --)
case(case, in)
det(case, this)
obl(window, case)
punct(window, ,)
det(window, the)
ccomp(mean, window)
punct(mean, .)
root(ROOT, cautiously)
nsubj(tense, Alec)
root(ROOT, tense)
nmod:poss(muscle, he)
obj(tense, muscle)
punct(tense, ,)
parataxis(tense, ready)
mark(jump, to)
xcomp(ready, jump)
punct(tense, .)
det(bedspring, the)
nsubj(betrayed, bedspring)
root(ROOT, betrayed)
obj(betrayed, he)
case(creak, with)
det(creak, a)
obl(betrayed, creak)
punct(betrayed, .)
det(shadow, the)
nsubj(vanish, shadow)
root(ROOT, vanish)
